alg,problema,delta_med,taxa_vit,n_pares,p_wilcoxon_proposta
EDN-ARMOEA,MMF16_20,-0.005375937793262078,0.375,24,0.30289924144744873
EDN-ARMOEA,MMF4,0.010534658226828055,0.5333333333333333,30,0.09194962680339813
EDN-ARMOEA,RE21,0.06706821740376191,1.0,30,1.862645149230957e-09
EDN-ARMOEA,WFG1,-0.11191784442467426,0.08333333333333333,24,0.00010764598846435547
EDN-ARMOEA,WFG2,-0.1518223572918606,0.0,23,2.384185791015625e-07
EDN-ARMOEA,WFG4,-0.18197465256106304,0.0,23,2.384185791015625e-07
EDN-ARMOEA,WFG5,-0.14798954405836712,0.041666666666666664,24,2.384185791015625e-07
EDN-ARMOEA,WFG9,-0.32978391519025724,0.0,24,1.1920928955078125e-07
EDN-ARMOEA,ZDT1,1.5683539506236341,0.875,24,
EDN-ARMOEA,ZDT3,0.19180742204918255,0.6666666666666666,24,0.03948163986206055
EDN-ARMOEA,ZDT4,,0.0,27,
EDN-ARMOEA,ZDT6,,0.0,28,
CLMEA,BBOB_F1,0.29371073095429145,1.0,30,1.862645149230957e-09
CLMEA,BBOB_F17,-0.01412580480357474,0.16666666666666666,30,0.0012321043759584427
CLMEA,BBOB_F22,0.6533856821853674,1.0,30,1.862645149230957e-09
CLMEA,BBOB_F37,0.2187321555735119,0.9333333333333333,30,1.862645149230957e-08
CLMEA,BBOB_F49,0.13564957189497828,0.6,30,0.10943205840885639
CLMEA,BBOB_F5,0.5643851783626583,1.0,30,1.862645149230957e-09
CLMEA,BBOB_F55,0.7522654593881366,0.8,30,6.917864084243774e-06
CLMEA,DDMOP7,-0.059988799486639315,0.13333333333333333,30,8.837243982530104e-06
CLMEA,DTLZ1,,0.0,30,
CLMEA,DTLZ2,1.2833220401914043,1.0,30,1.862645149230957e-09
CLMEA,DTLZ3,,0.0,30,
CLMEA,DTLZ4,-0.414109194366243,0.3333333333333333,30,0.23665234446525574
CLMEA,DTLZ7,166.02609641973237,0.2,30,
CLMEA,ESTOQUE40,0.1757983968668307,1.0,27,1.4901161193847656e-08
CLMEA,MMF1,0.006116361986104301,0.5172413793103449,29,0.39265386015176773
CLMEA,MMF11_L,0.030990655144252192,0.7666666666666667,30,2.6885420083999634e-05
CLMEA,MMF16_20,-0.0002562354995438805,0.5,30,0.9838335812091827
CLMEA,MMF4,0.05222385809418806,0.9666666666666667,30,3.725290298461914e-09
CLMEA,RE21,0.11434309469166315,1.0,28,7.450580596923828e-09
CLMEA,WFG1,-0.12761739677149084,0.13333333333333333,30,0.002560090273618698
CLMEA,WFG2,-0.10415112649586855,0.06666666666666667,30,2.60770320892334e-08
CLMEA,WFG4,-0.09748141078743411,0.03333333333333333,30,5.587935447692871e-09
CLMEA,WFG5,0.28795651703074937,1.0,30,1.862645149230957e-09
CLMEA,WFG9,0.025909691064837287,0.5666666666666667,30,0.46454504504799843
CLMEA,ZDT1,5.420361052119227,0.9,30,
CLMEA,ZDT3,0.07215463633203786,0.5333333333333333,30,0.9917943474729133
CLMEA,ZDT4,,0.0,30,
CLMEA,ZDT6,,0.0,30,
qPOTS,BBOB_F1,0.1690411725344296,1.0,30,1.862645149230957e-09
qPOTS,BBOB_F17,-0.032251139527995375,0.03333333333333333,30,3.725290298461914e-09
qPOTS,BBOB_F22,-0.02647641802342489,0.43333333333333335,30,0.935398668050766
qPOTS,BBOB_F37,-0.26268451531501213,0.0,30,1.862645149230957e-09
qPOTS,BBOB_F49,-0.2810859841133384,0.1,30,1.6391277313232422e-07
qPOTS,BBOB_F5,0.2655163245594387,1.0,30,1.862645149230957e-09
qPOTS,BBOB_F55,0.6180431939210329,0.7,30,0.0008718203753232956
qPOTS,DDMOP7,-0.19956613445940302,0.0,30,1.862645149230957e-09
qPOTS,DTLZ1,,0.0,30,
qPOTS,DTLZ2,-0.7692296166535221,0.0,29,3.725290298461914e-09
qPOTS,DTLZ3,,0.0,30,
qPOTS,DTLZ4,-1.0,0.0,29,1.6919362570092653e-07
qPOTS,DTLZ7,-1.0,0.0,27,
qPOTS,MMF1,0.012238169802461235,0.7333333333333333,30,0.07672121562063694
qPOTS,MMF11_L,0.003920268332200289,0.5666666666666667,30,0.10039735585451126
qPOTS,MMF16_20,-0.06520099991332648,0.0,30,1.862645149230957e-09
qPOTS,MMF4,0.03494086060490448,0.7666666666666667,30,2.0798295736312866e-05
qPOTS,RE21,0.0863791300789715,1.0,30,1.862645149230957e-09
qPOTS,WFG1,-1.0,0.0,27,2.0345546145444244e-07
qPOTS,WFG2,-0.2511294554509963,0.0,27,1.4901161193847656e-08
qPOTS,WFG4,-0.393830232261726,0.0,27,1.4901161193847656e-08
qPOTS,WFG5,-0.24315076006103048,0.0,27,1.4901161193847656e-08
qPOTS,WFG9,-0.6442518434400086,0.0,27,1.4901161193847656e-08
qPOTS,ZDT1,-1.0,0.0,27,2.0345546145444244e-07
qPOTS,ZDT3,-0.7025455852793966,0.0,27,1.4901161193847656e-08
qPOTS,ZDT4,,0.0,30,
qPOTS,ZDT6,,0.0,30,
