label,exp,problema,obj,ls_med_ini,ls_med_fim,ls_med_min,ls_med_max,osc_ini,osc_fim,ard_ratio_med,ard_ratio_max
DTLZ7,main,DTLZ7,1,2.710937037315969,8.199644626253207,2.710937037315969,8.199644626253207,0.040960413923667914,0.013154341262485165,13.962015327610125,19.1969401154022
DTLZ7,main,DTLZ7,2,1.3125518275993864,4.107835934712835,1.3125518275993864,4.107835934712835,0.43331155544554495,0.477207599780076,1.6482729818564046,6.607752351766718
MMF1,main,MMF1,0,0.9149436550792233,0.7553861997470476,0.7296097653558693,1.0573694678296406,1.1342036880710569,0.5184586995655796,6.774410823609461,7.5397085237972155
MMF1,main,MMF1,1,0.25447931650520184,0.21374772835790376,0.12165421741935749,0.3339863073598241,1.5038216511794944,1.3962822068692373,4.214842234093232,13.438584901560903
MMF11_L,main,MMF11_L,0,2.5156489728021834,4.14196356610522,2.5156489728021834,4.14196356610522,1.9782409120193007,1.9633209815118302,2.154660751684127,2.254538716527323
MMF11_L,main,MMF11_L,1,0.48842023036164955,0.4834837534827089,0.36759874009992743,0.6039889581901334,2.55330185683429,8.953794380346157,1.0847310326495991,2.1029349216171314
MMF16_20,main,MMF16_20,0,1.3722520966205625,1.7736617716016252,1.3722520966205625,1.802251509779746,0.19512572516593596,0.18556767030903087,5.170508579378119,6.794306842981013
MMF16_20,main,MMF16_20,1,1.4079189514020858,1.7733593741928886,1.3916545695332818,1.7733593741928886,0.18932887872587684,0.18511846594749207,4.7787328082426885,5.311456885525787
MMF16_20,main,MMF16_20,2,1.1591017153786098,1.363200812863465,1.1591017153786098,1.363200812863465,0.19140485194396425,0.17458205671052732,6.88746105459559,7.979412944783956
MMF4,main,MMF4,0,1.0281993435571726,2.0908159349349176,0.7619022075254336,2.0908159349349176,0.8089998823917175,0.31942853233574797,8.925805461883417,28.966926324906638
MMF4,main,MMF4,1,0.11652038769940254,0.12785435623795055,0.0856428748781693,0.12785435623795055,1.1975019487137752,1.2628701291140214,1.5741696008464934,1.7028243570918233
WFG1,main,WFG1,0,1.2622338776572617,1.8412841441315235,1.2622338776572617,2.04806287521089,0.2827363176676998,0.17893627643952048,36.462790839979064,112.82393882022306
WFG1,main,WFG1,1,0.971473971208273,1.5481573916905,0.9597831392162355,1.7752992060890558,0.5701091325585751,0.2220994200779144,175.08659476848413,232.25580890633492
WFG2,main,WFG2,0,1.5703364010340446,1.9441132485566543,1.5703364010340446,1.945883935295648,0.1548885638999978,0.11439094460956604,3.6498827278373778,3.9342330466634476
WFG2,main,WFG2,1,0.42217196527402495,3.1866693140376294,0.42217196527402495,3.1866693140376294,0.9851608722687109,0.16918959498884095,4.54349061666667,46.18317224765126
WFG4,main,WFG4,0,1.246040946892594,1.6977527461102375,1.246040946892594,1.6982945842056578,0.32114604709607636,0.16288093500025397,7.877888923397098,8.750525711057307
WFG4,main,WFG4,1,1.2342774071708023,1.7517813230846004,1.2342774071708023,1.7721164742236604,0.4087532885686927,0.17009029278347912,11.555978038337123,14.396856751563126
WFG5,main,WFG5,0,1.5327962318158554,2.56214500978345,1.5327962318158554,2.5676122643271344,0.2586352604746542,0.10576506315514261,9.077649398218611,10.381743552127157
WFG5,main,WFG5,1,1.442896517745583,2.23953396926369,1.442896517745583,2.2689743580398005,0.22338169345078238,0.11077173331783843,15.101752463660187,22.03837082445472
WFG9,main,WFG9,0,0.586511448110285,0.9360488089658726,0.586511448110285,0.9491626940876912,0.9269382269159275,0.6166696277234373,4.8255631259753,5.248402245637743
WFG9,main,WFG9,1,0.3605496288853748,0.8767261273169406,0.3605496288853748,0.8904710955647719,0.9985195813645459,0.6995814353123989,6.33864700378289,7.595367568355588
ZDT1,main,ZDT1,0,2.75309647647499,8.41104745353203,2.75309647647499,8.41104745353203,0.03161375953246336,0.010994206699999695,16.93715145040052,25.021358420620114
ZDT1,main,ZDT1,1,1.8595802635977592,3.65635577729475,1.8595802635977592,3.65635577729475,0.18828191755049364,0.1810485357766895,6.2919182791462305,9.568434876559339
ZDT3,main,ZDT3,0,2.750189358271998,8.371341082454105,2.750189358271998,8.371341082454105,0.03280178864079671,0.01100534816757758,15.480880791733462,21.94262634945575
ZDT3,main,ZDT3,1,0.9371100719358433,4.214513200407742,0.9371100719358433,4.214513200407742,0.5596999104281829,0.279677881941285,5.730778646063154,38.90042134343101
ZDT4,main,ZDT4,0,2.6728330245870895,6.90592983526976,2.6728330245870895,6.90592983526976,0.09197273445364833,0.04761300700868474,10.58690425061085,14.405144076489686
ZDT4,main,ZDT4,1,0.4651948692286603,0.5071907138454045,0.4651948692286603,0.518664140538361,0.9167696248909126,0.8935863091636824,2.4413287594363577,3.3437517594969726
ZDT6,main,ZDT6,0,0.5374127137512558,6.068975149495328,0.40268102228274405,6.068975149495328,0.8959433465778635,0.036232297807184746,162.60407901970385,237.61547836419663
ZDT6,main,ZDT6,1,1.6495192200317537,2.0402341301603024,1.5521575091124336,2.0595465046741768,0.6662187909739841,0.7395202739951636,1.2268508335872286,1.7278460865693157
q10_DTLZ2,batch,DTLZ2,0,1.1521996202253575,7.3345624824997095,1.1521996202253575,7.3345624824997095,0.39329726181649544,11.248980994238268,3.4603198532155814,4.5686005138389785
q10_DTLZ2,batch,DTLZ2,1,1.2598453625595187,7.2846215187573575,1.2284936340801587,7.2846215187573575,0.3238566765656568,11.074148120518808,3.6143126701097774,4.5727730496924455
q10_DTLZ2,batch,DTLZ2,2,1.1925061503351095,12.461771013728443,1.1925061503351095,12.461771013728443,0.3399441593958505,13.676605370414253,19.184322716188927,27.173432472878815
q10_MMF16_20,batch,MMF16_20,0,1.3722520966205625,15.54198375398342,1.3722520966205625,15.54198375398342,0.19512572516593596,0.07204995646636993,6.097428015770425,100.534137086531
q10_MMF16_20,batch,MMF16_20,1,1.4079189514020858,15.48816163038993,1.362851746885936,15.48816163038993,0.18932887872587684,0.07006416416749463,6.145516878926813,99.4832642075922
q10_MMF16_20,batch,MMF16_20,2,1.1591017153786098,17.725378573055675,1.1591017153786098,17.725378573055675,0.19140485194396425,0.038062595969749785,82.17181542185483,126.54042411501106
q10_WFG9,batch,WFG9,0,0.586511448110285,0.9867424001111501,0.586511448110285,0.9905008019557521,0.9269382269159275,0.5391097998118786,5.385316541028806,5.8897517797184324
q10_WFG9,batch,WFG9,1,0.3605496288853748,0.8671573907524975,0.3605496288853748,0.8708401083475527,0.9985195813645459,0.5495071575017045,7.497791445311032,8.277711423414392
q10_ZDT1,batch,ZDT1,0,2.75309647647499,12.535186627741615,2.75309647647499,12.535186627741615,0.03161375953246336,0.010017747079821991,25.917612018850562,30.76653465472742
q10_ZDT1,batch,ZDT1,1,1.8595802635977592,6.429696072657183,1.8595802635977592,6.429696072657183,0.18828191755049364,0.2624099295003047,15.290632316570699,41.708770301325046
q10_ZDT4,batch,ZDT4,0,2.6728330245870895,11.426841323367874,2.6728330245870895,11.426841323367874,0.09197273445364833,0.08019833482561566,16.133519677643,17.47902987300798
q10_ZDT4,batch,ZDT4,1,0.4651948692286603,0.3077467491651203,0.3075475224871246,0.5102603900337933,0.9167696248909126,0.6684751498017867,5.530640765588958,6.570541116259259
