label,alg,problema,exp,obj,pct_otimista,vies_med,wape_final,mu_neg_pct,f_neg_pct,origem_ger
ZDT4,b5r,ZDT4,off,0,0.9166666666666666,-0.00010561943054199219,0.00014821885251015688,0.0,0.0,3845
ZDT4,b5r,ZDT4,off,1,1.0,-83.74826049804688,0.5399784546913065,0.0,0.0,3845
ZDT4,e103,ZDT4,off,0,0.37,0.06724148243665695,1.014969253095476,0.0,0.0,99
ZDT4,e103,ZDT4,off,1,0.27,17.495311737060547,0.2845129154175509,0.0,0.0,99
ZDT6,moead_media,ZDT6,off,0,1.0,-1.0,1.0,0.0,0.0,801
ZDT6,moead_media,ZDT6,off,1,0.02,5.453981904312968,30.405976665703218,0.0,0.0,801
ZDT6,b5m,ZDT6,off,0,0.88,-0.090516597032547,0.3279953032669133,0.1,0.0,801
ZDT6,b5m,ZDT6,off,1,0.2,0.02354907989501953,0.008484569789316687,0.0,0.0,801
ZDT6,b5r,ZDT6,off,0,0.868421052631579,-0.1411879062652588,0.2537117546841753,0.0,0.0,950
ZDT6,b5r,ZDT6,off,1,0.15789473684210525,0.09351277351379395,0.0505743799372948,0.0,0.0,950
ZDT6,e103,ZDT6,off,0,0.93,-0.2102544903755188,0.28908981662691224,0.0,0.0,99
ZDT6,e103,ZDT6,off,1,0.37,0.5933682918548584,0.28273394636765947,0.0,0.0,99
swap_medium-lhs_DTLZ2,moead_media,DTLZ2,sweep-medium-lhs,0,1.0,-2.0366825160412886e-16,0.02138516641843353,0.0,0.0,381
swap_medium-lhs_DTLZ2,moead_media,DTLZ2,sweep-medium-lhs,1,1.0,-0.3139646053314209,32966283559799.195,1.0,0.0,381
swap_medium-lhs_DTLZ2,moead_media,DTLZ2,sweep-medium-lhs,2,1.0,-3.326154947280884,1.0,0.0,0.0,381
swap_medium-lhs_DTLZ2,b5m,DTLZ2,sweep-medium-lhs,0,0.9047619047619048,-0.1035374952480197,0.2444774080982046,0.2857142857142857,0.0,381
