label,exp,problema,obj,wape,corr,mu_min,mu_max,f_min,f_max
WFG2,off,WFG2,0,0.10729327900877729,0.93000247734045,-0.20578667521476746,2.5592269897460938,0.39790968432287843,2.6714416560473806
WFG2,off,WFG2,1,0.23535682313643164,0.10627542302618612,0.593072235584259,5.784766674041748,0.5863766954455871,4.749698586255175
WFG4,off,WFG4,0,0.3257857167151792,0.005449002854749389,0.0941142663359642,2.5759878158569336,0.2797782932558552,2.474740808848505
WFG4,off,WFG4,1,0.18675107412014674,0.031083674764201853,0.9873074889183044,5.415234088897705,0.5166612172982763,4.553796453633119
WFG5,off,WFG5,0,0.20556092780973065,0.08553549422650847,0.44413405656814575,3.0220704078674316,0.5769722417826723,2.714283967898375
WFG5,off,WFG5,1,0.28030240682744206,0.05064029709395184,0.30395376682281494,5.302145957946777,0.48267260437621473,4.656940430520886
WFG9,off,WFG9,0,0.2733200159057389,0.21163007292323913,-0.06876427680253983,3.398503065109253,0.3884963206064257,2.937960448168603
WFG9,off,WFG9,1,0.29545284117895476,0.09946173000324599,0.3184701204299927,6.266168594360352,0.6491432496835363,4.950165885958182
ZDT1,off,ZDT1,0,1.4080490486702214e-05,0.9999999995372182,4.285573959350586e-05,0.9999629259109497,4.035141319036484e-05,0.9999730018898845
ZDT1,off,ZDT1,1,0.01370188683331942,0.994289315615913,1.835532307624817,6.387092113494873,1.8511440573849824,6.695247145212829
ZDT3,off,ZDT3,0,1.4245968872616925e-05,0.9999999995191704,5.27799129486084e-05,0.9999488592147827,2.985447645187378e-05,0.9999559670686722
ZDT3,off,ZDT3,1,0.10628617087023078,0.7482052445715461,1.6311640739440918,6.630609035491943,1.335717958836115,6.765576685539081
ZDT4,off,ZDT4,0,0.00048789938500886726,0.9999993812563551,-0.00014006253331899643,1.0002843141555786,3.6582350730895996e-06,0.9999888222664595
ZDT4,off,ZDT4,1,0.18681092006019184,0.0722655116973606,42.04530334472656,245.4239959716797,54.00701544605971,280.8549843394163
ZDT6,off,ZDT6,0,1.0,,0.0,0.0,0.28077539088960835,1.0
ZDT6,off,ZDT6,1,0.0045252453930213175,0.9910862060199889,6.615983486175537,9.576992988586426,6.440363196627685,9.50415115227434
swap_medium-lhs_DTLZ2,sweep-medium-lhs,DTLZ2,0,0.9999999038332424,0.0036244576040539555,1.6184717003258772e-39,0.0003107963129878044,3.836977908068911e-06,2.57959020506767
swap_medium-lhs_DTLZ2,sweep-medium-lhs,DTLZ2,1,0.019359325370728833,0.9993205381475702,-0.11008668690919876,2.617847204208374,1.90431944785322e-05,2.5578628104646874
swap_medium-lhs_DTLZ2,sweep-medium-lhs,DTLZ2,2,0.9999999989726314,0.009031055235060969,0.0,1.4811134860792663e-05,0.0001063285097157721,2.7334428509939714
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,0,1.0,,0.0,0.0,1.2499579564734536e-06,2.9960476379098124
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,1,1.0,,0.0,0.0,5.75824836223127e-05,2.994481549561811
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,2,1.0,,0.0,0.0,6.847906862721302e-06,2.9999346982543798
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,0,0.2704063721856705,0.2530385227226004,-0.2914257049560547,3.393343687057495,0.3884963206064257,2.937960448168603
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,1,0.28991032947637974,0.11559771223443961,-0.058443743735551834,6.108399391174316,0.6491432496835363,4.950165885958182
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,0,1.0683544232019737e-05,0.9999999997194582,3.7378049455583096e-05,0.9999697804450989,4.035141319036484e-05,0.9999730018898845
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,1,0.01201055693345748,0.995409759904383,1.8300061225891113,6.459324359893799,1.8511440573849824,6.695247145212829
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,0,6.947219005736726e-06,0.9999999998416261,1.0699033737182617e-05,0.9999881386756897,3.6582350730895996e-06,0.9999888222664595
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,1,1.0,,0.0,0.0,54.00701544605971,280.8549843394163
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,0,0.9999999825011355,0.01466401342497652,-1.6052588571057585e-38,0.00025621545501053333,3.836977908068911e-06,2.57959020506767
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,1,0.04586864737123745,0.9961057572539752,-0.18879929184913635,2.5319037437438965,1.90431944785322e-05,2.5578628104646874
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,2,0.9999999969467543,0.001966461432360774,-6.86166561171033e-26,4.6671942982356995e-05,0.0001063285097157721,2.7334428509939714
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,0,1.0,,0.0,0.0,1.2499579564734536e-06,2.9960476379098124
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,1,0.9999999999999997,-0.0009738886409066914,0.0,1.1564107310624294e-11,5.75824836223127e-05,2.994481549561811
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,2,1.0,,0.0,0.0,6.847906862721302e-06,2.9999346982543798
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,0,0.27709579396809086,0.19182853670351738,-0.05603379011154175,3.456149101257324,0.3884963206064257,2.937960448168603
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,1,0.40752524311882854,-0.16411997921529511,0.04846035689115524,5.259311676025391,0.6491432496835363,4.950165885958182
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,0,2.0687665430234322e-05,0.9999999993302034,4.67151403427124e-05,0.9999603033065796,4.035141319036484e-05,0.9999730018898845
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,1,0.03360789433796079,0.9720534145801754,1.8916304111480713,6.405727863311768,1.8511440573849824,6.695247145212829
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,0,0.001379378508073281,0.9999931346925697,-0.00011664594057947397,1.000412106513977,3.6582350730895996e-06,0.9999888222664595
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,1,1.0,,0.0,0.0,54.00701544605971,280.8549843394163
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,0,1.0,,0.0,0.0,3.836977908068911e-06,2.57959020506767
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,1,0.99999962472758,0.003838424476209991,1.3560449317179114e-37,0.0017556162783876061,1.90431944785322e-05,2.5578628104646874
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,2,1.0,,0.0,0.0,0.0001063285097157721,2.7334428509939714
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,0,0.15528711291831396,0.9611597164203357,-0.4612082540988922,3.4691896438598633,1.2499579564734536e-06,2.9960476379098124
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,1,0.1581587798989712,0.9601987276433953,-0.4840308427810669,3.476846694946289,5.75824836223127e-05,2.994481549561811
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,2,0.12682683618252422,0.9448455366111761,-0.44310829043388367,3.480067014694214,6.847906862721302e-06,2.9999346982543798
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,0,0.2733200159057389,0.21163007292323913,-0.06876427680253983,3.398503065109253,0.3884963206064257,2.937960448168603
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,1,0.29545284117895476,0.09946173000324599,0.3184701204299927,6.266168594360352,0.6491432496835363,4.950165885958182
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,0,1.4080490486702214e-05,0.9999999995372182,4.285573959350586e-05,0.9999629259109497,4.035141319036484e-05,0.9999730018898845
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,1,0.01370188683331942,0.994289315615913,1.835532307624817,6.387092113494873,1.8511440573849824,6.695247145212829
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,0,0.00048789938500886726,0.9999993812563551,-0.00014006253331899643,1.0002843141555786,3.6582350730895996e-06,0.9999888222664595
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,1,0.18681092006019184,0.0722655116973606,42.04530334472656,245.4239959716797,54.00701544605971,280.8549843394163
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,0,1.0,,0.0,0.0,3.836977908068911e-06,2.57959020506767
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,1,0.1557756982212328,0.9600316397043015,-0.5843724608421326,2.297611713409424,1.90431944785322e-05,2.5578628104646874
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,2,1.0,,0.0,0.0,0.0001063285097157721,2.7334428509939714
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,0,0.25066458473772874,0.9048909319265986,-1.0108273029327393,3.1627235412597656,1.2499579564734536e-06,2.9960476379098124
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,1,0.24203224940742735,0.9184874763736368,-0.5997806191444397,3.2122111320495605,5.75824836223127e-05,2.994481549561811
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,2,0.17220325346130194,0.9089533216581971,-0.48272523283958435,3.8590261936187744,6.847906862721302e-06,2.9999346982543798
swap_small-mvns_WFG9,sweep-small-mvns,WFG9,0,0.28983290363625114,0.0981787203268483,-0.024916719645261765,3.65568470954895,0.3884963206064257,2.937960448168603
swap_small-mvns_WFG9,sweep-small-mvns,WFG9,1,0.3850043248254463,-0.12666334302752608,0.21542347967624664,5.284780502319336,0.6491432496835363,4.950165885958182
swap_small-mvns_ZDT1,sweep-small-mvns,ZDT1,0,2.8192546046791873e-05,0.9999999989052004,3.203004598617554e-05,0.9999507665634155,4.035141319036484e-05,0.9999730018898845
swap_small-mvns_ZDT1,sweep-small-mvns,ZDT1,1,0.038820772835190386,0.9659191458336139,1.8574117422103882,6.18526554107666,1.8511440573849824,6.695247145212829
swap_small-mvns_ZDT4,sweep-small-mvns,ZDT4,0,0.0006547611619855847,0.9999989272301216,-0.00014221016317605972,1.0004360675811768,3.6582350730895996e-06,0.9999888222664595
swap_small-mvns_ZDT4,sweep-small-mvns,ZDT4,1,0.36028927854651793,-0.169393218296703,8.445784568786621,230.38206481933594,54.00701544605971,280.8549843394163
