problema,b1,b3,b4,c122,c141,c149,c154,c217,c238,c262,e7,e74,e81,moead,nsga2,nsga3,smsemoa
MMF1,0.0634336250982687,0.0450406808380648,0.0604179233811582,0.0411215723373266,0.0434978921145517,0.1177919509322293,0.0552846674762097,0.0398674561356919,0.0414094699653158,0.038685793504745,0.0666859982269712,0.0429154797063732,0.0368606366708409,0.0685634160408346,0.0628119931405187,0.0570132770384747,0.0714342048541285
MMF11_L,0.029949035721232,0.0137555248377796,0.0440912294879319,0.0187438608930259,0.0183927585513488,0.0613789322932598,0.0468539955773992,0.0359063916867893,0.0119608514985232,0.0165311383365109,0.0260538715864112,0.0137361427796078,0.0280878655756214,0.0436194300069967,0.0317573340494481,0.0231565498976292,0.0414543997958267
MMF16_20,0.0278759779918998,0.0246641935331076,0.0363297406036604,0.0290650915416285,0.0271164300157269,0.0522199649986598,,0.0266082687018045,0.0189070252046334,,0.0402721736350217,0.0346910117223472,0.0448224227129049,0.0600143363541736,0.0406997603316842,0.0316883226836744,0.0316158421272363
MMF4,0.0252979624044177,0.0223485227594842,0.0395574579316263,0.0260254335445913,0.0413918629469886,0.0670513215866558,0.0274522534645026,0.0260127264434472,0.0316007876455594,0.021017978540486,0.0311249824934595,0.0219198987020441,0.0288949165112906,0.0418755247904921,0.0403771229938478,0.0377119334276083,0.0470914389681702
WFG1,,0.5019701836745175,0.4903966551100259,0.9541047111322448,0.5401074032267216,0.9015925076633736,,0.5153651393900579,0.6403787844593407,,0.5217684614749941,0.5206788467027001,0.9091001016821524,0.7104681491693458,0.4981943696243536,0.5074461679688114,0.4953917959793528
WFG2,0.222579812031224,0.1142921612591666,0.1514954122993829,0.1806986450655352,0.1694626574061785,0.2350808223111594,,0.160439748814873,0.1503552511456059,0.0565254541946007,0.2085026837797858,0.1808879548823246,0.2293218732523223,0.223741203048006,0.1227556938180429,0.1232873263708593,0.1422987289749966
WFG4,0.11446799614429,0.1038205373773919,0.0651114772864435,0.0688252629993581,0.0764725154018133,0.1342986272449819,,0.0765164869417444,0.1073144320689292,0.0723318949908459,0.0848970520512503,0.1006705074504165,0.1301816837610373,0.1090501547977985,0.061710428820897,0.0717614461687339,0.044424346453198
WFG5,0.0587307664670054,0.0541615136179472,0.0974332690691442,0.0767030162215842,0.0505562678879781,0.0803683376926884,,0.1335695759931806,0.0301642307265236,0.0525619975816182,0.1368461751806692,0.0495781964557293,0.1316901293261422,0.1873782241759709,0.0930752077028518,0.1126334304175281,0.0941577883048372
WFG9,0.1840495498283721,0.1991034580783021,0.1425511508344902,0.0795168868512994,0.0750818925426917,0.2046600707695784,,0.1281889482196649,0.1159684229074495,0.0919140678837228,0.1345494028141959,0.0799639166609387,0.2340761007115886,0.1497323119704348,0.0999413549159468,0.0955346891283579,0.1113875374533136
ZDT1,0.0260620750571967,0.0195147937526374,0.6580361195506702,0.0174035078200418,0.0426538238944239,0.2209102947269924,,0.7866179369576423,0.0947769077463407,0.000702785674901,0.3972630146418627,0.0788587012299298,1.1348366679255055,1.686875225032134,0.4440783896843883,0.956168340282256,0.700594322143167
ZDT3,0.0126933727450429,0.0167492119711416,0.3188331057531455,0.0403907148918934,0.2225302235240758,0.3555264537766425,,0.4838315951558035,0.1048392927317127,,0.3562110022142805,0.3814646791764571,0.6110129328067266,1.0249933278408947,0.3442625865872861,0.4121286025925313,0.3504989313662802
ZDT4,71.65713750280827,40.410159213164334,56.58151700418569,19.34691134169933,26.245476817384997,91.92166808266371,50.42486667521462,57.97120206241372,51.4881282256026,5.928104893929911,55.444167231813715,63.54204099378331,64.40387639929428,65.17103599448568,43.898268794314845,46.24627157931003,47.101878260869746
ZDT6,0.1433291658436653,1.5372928378696342,7.227790529503339,0.6057110421926444,0.1042489354710854,1.7899857857483426,,6.26317674638881,0.0410921672654511,0.0024453730300986,4.277823731996254,1.6797022618694768,6.213994650680217,7.605188993963688,6.445675963031797,6.662399706796948,6.605030137633778
