label,problema,tier,dist,g,frac,n_pop,hv_sur,igdp_sur,hv_real,igdp_real,sig_med,rmse,wape
BBOB_F5,BBOB_F5,main,lhs,110,0.12514220705346984,48,0.9396505370711763,0.05673171253241266,0.6108960854787945,0.1578471241837946,2.176821708679199,142.4662285253246,0.3001549550048643
BBOB_F5,BBOB_F5,main,lhs,147,0.16723549488054607,44,0.9577231288460609,0.056855952746812696,0.6139749452064167,0.15514489893806094,2.172072410583496,149.3860807426557,0.30881367060243503
BBOB_F5,BBOB_F5,main,lhs,183,0.20819112627986347,48,0.9316085082792871,0.056855952746812696,0.5963045397359447,0.16705781425891295,2.1727020740509033,144.419060692116,0.3052379414750982
BBOB_F5,BBOB_F5,main,lhs,220,0.2502844141069397,41,0.9451966795769637,0.05673715448621166,0.6088167983363872,0.1582268394619918,2.1693966388702393,147.50513907645174,0.30793810090390333
BBOB_F5,BBOB_F5,main,lhs,257,0.2923777019340159,44,0.9208045705248225,0.05691019225024061,0.5890859553406708,0.17149575608542023,2.1696677207946777,144.80286385313542,0.3061919293184438
BBOB_F5,BBOB_F5,main,lhs,293,0.3333333333333333,45,0.9141189709878796,0.057121945628439454,0.579843941721441,0.177796853960018,2.1609158515930176,145.13197604108402,0.30670564184468246
BBOB_F5,BBOB_F5,main,lhs,330,0.37542662116040953,45,0.9453386945737504,0.05723767511810118,0.6012950591611269,0.16285932678554427,2.156543254852295,151.07519078833982,0.31150505210125423
BBOB_F5,BBOB_F5,main,lhs,366,0.41638225255972694,44,0.9227242614218182,0.05717173336815817,0.5831813601170434,0.17589643096974902,2.152418613433838,149.42517053301364,0.31155371123756154
BBOB_F5,BBOB_F5,main,lhs,403,0.45847554038680316,44,0.9470744238352103,0.0569797346914191,0.6053993655420246,0.16033632402280854,2.140934944152832,148.94184945658807,0.30992655824974585
BBOB_F5,BBOB_F5,main,lhs,440,0.5005688282138794,45,0.9561927325415128,0.0569797346914191,0.6231393565556365,0.14871112119633903,2.1304805278778076,152.6130971212864,0.31253545188583
BBOB_F5,BBOB_F5,main,lhs,476,0.5415244596131968,46,0.9680224202708035,0.0570573541377097,0.6211770605217066,0.15029729508611991,2.1286585330963135,154.81010685980002,0.3151080335721179
BBOB_F5,BBOB_F5,main,lhs,513,0.5836177474402731,46,0.9458666001493218,0.05708800911354571,0.6036197744141651,0.16188580018672027,2.1346435546875,150.61930725805738,0.31108399109524354
BBOB_F5,BBOB_F5,main,lhs,549,0.6245733788395904,45,0.9431645966167518,0.05707413008551104,0.5979169623416897,0.16581038629570716,2.1241705417633057,151.92746852637754,0.31383988686110137
BBOB_F5,BBOB_F5,main,lhs,586,0.6666666666666666,50,0.9412279125779436,0.05708238712518494,0.5971757372725391,0.16643027176095554,2.1079039573669434,148.90047316604935,0.3099343064907529
BBOB_F5,BBOB_F5,main,lhs,622,0.7076222980659841,48,0.9502427403663846,0.057156880516812114,0.6055702641602213,0.16037831701341787,2.127448320388794,148.93509504398284,0.3088407490287758
BBOB_F5,BBOB_F5,main,lhs,659,0.7497155858930603,50,0.9481084941201401,0.0572383625227916,0.5978011531405084,0.16569014055807452,2.1070375442504883,150.55650636000584,0.31153211542259723
