label,problema,D,M,obj,wape,err_max,sigma_med,sigma_max,degenerado
DTLZ3,DTLZ3,12,3,2,0.1938533949137433,837.0831798736072,178.6692657470703,185.88636779785156,0
DTLZ4,DTLZ4,12,3,0,0.10434554880121555,1.8823057151859008,0.24376962333917618,0.27570459246635437,0
DTLZ4,DTLZ4,12,3,1,2.535475802697427,2.2903111352598455,0.14576663076877594,0.16749051213264465,0
DTLZ4,DTLZ4,12,3,2,2.251681476203588,2.2135481933691836,0.16532331705093384,0.1712619513273239,0
DTLZ7,DTLZ7,22,3,0,1.9855424780382308e-08,2.9802322387695312e-08,6.809490099751678e-17,6.903559395116923e-17,1
DTLZ7,DTLZ7,22,3,1,1.9849836360195917e-08,2.9802322387695312e-08,4.630897040303608e-17,4.694870361697847e-17,1
DTLZ7,DTLZ7,22,3,2,0.02305897329993882,1.5182618543993804,0.49147628247737885,0.4982657730579376,0
MMF1,MMF1,2,2,0,0.039753945210941125,0.20119504816830158,0.020118880085647106,0.1459096521139145,0
MMF1,MMF1,2,2,1,0.6061385784075747,6.711990936689347,1.742308259010315,2.0581696033477783,0
MMF11_L,MMF11_L,2,2,0,2.1352122243852908e-08,5.923211565672659e-08,1.09900730958292e-18,1.7818423720048183e-18,1
MMF11_L,MMF11_L,2,2,1,0.08302851005296735,9.563670794364732,0.10700514912605286,1.6542282104492188,0
MMF16_20,MMF16_20,20,3,0,0.24546074716116184,1.2358010135171131,0.3218179792165756,0.32720524072647095,0
MMF16_20,MMF16_20,20,3,1,0.24790026654004577,1.1756902984058986,0.33187559247016907,0.3374312222003937,0
MMF16_20,MMF16_20,20,3,2,0.12571926732263078,1.0565832731709608,0.268062487244606,0.2725498676300049,0
MMF4,MMF4,2,2,0,0.026646628470718862,0.22216294705867767,0.008076583035290241,0.15762464702129364,0
MMF4,MMF4,2,2,1,0.192917258768552,1.850354964558029,0.18484579771757126,0.6264271140098572,0
WFG1,WFG1,22,2,0,0.005281000495161854,0.2856217175213751,0.02236467134207487,0.02268984355032444,0
WFG1,WFG1,22,2,1,0.014995799558506145,0.5936451420792821,0.025251849554479122,0.02561900019645691,0
WFG2,WFG2,22,2,0,0.06871780210664477,0.48703106474776425,0.10071052983403206,0.10219037532806396,0
WFG2,WFG2,22,2,1,0.18070016680101783,2.1185394307189833,0.737898975610733,0.7487416863441467,0
WFG4,WFG4,22,2,0,0.26218883922716707,1.3855289189654023,0.43599337339401245,0.44215747714042664,0
WFG4,WFG4,22,2,1,0.1401628021326444,3.2789588946075683,0.6483422815799713,0.6575085520744324,0
WFG5,WFG5,22,2,0,0.16787864157960222,1.5509922728886318,0.39804309606552124,0.4035889506340027,0
WFG5,WFG5,22,2,1,0.22109053355582026,2.5978073272408087,0.8327938616275787,0.8443970084190369,0
WFG9,WFG9,22,2,0,0.23584992374201003,2.2333597875308753,0.538396954536438,0.5461120009422302,0
WFG9,WFG9,22,2,1,0.2518586562313222,3.2721694074355634,1.016484260559082,1.0310500860214233,0
ZDT1,ZDT1,30,2,0,1.9860694704779997e-08,2.9802322387695312e-08,6.707809088389719e-17,6.784671041780392e-17,1
ZDT1,ZDT1,30,2,1,0.022431451474246755,0.8097610192667837,0.1120975948870182,0.11338207870721817,0
ZDT3,ZDT3,30,2,0,1.9863682620407528e-08,2.9802322387695312e-08,6.820623950796642e-17,6.900471695326385e-17,1
ZDT3,ZDT3,30,2,1,0.08903856721621788,1.179893019913326,0.43139222264289856,0.43644243478775024,0
ZDT4,ZDT4,10,2,0,1.9864551741503692e-08,2.9802322387695312e-08,5.004307461915665e-18,5.1092725457455815e-18,1
ZDT4,ZDT4,10,2,1,0.15610881371731386,138.96229940289288,29.32619285583496,29.941909790039062,0
ZDT6,ZDT6,10,2,0,0.09186634000000539,0.6446602331464448,0.12472257018089294,0.12773191928863525,0
ZDT6,ZDT6,10,2,1,0.003446680322941116,0.5678113012554142,0.038251036778092384,0.042820706963539124,0
swap_medium-lhs_DTLZ2,DTLZ2,12,3,0,0.06267756551011427,0.43923572566192237,0.05922267213463783,0.13993577659130096,0
swap_medium-lhs_DTLZ2,DTLZ2,12,3,1,0.06382039663128457,0.4763138812502099,0.06042132154107094,0.1427680402994156,0
swap_medium-lhs_DTLZ2,DTLZ2,12,3,2,0.05769749141374456,0.5126161090295187,0.08513759076595306,0.16546730697155,0
swap_medium-lhs_MMF16_20,MMF16_20,20,3,0,0.24281955371727562,1.1609120588584967,0.3189215660095215,0.32018303871154785,0
swap_medium-lhs_MMF16_20,MMF16_20,20,3,1,0.24595961132265254,1.1016518714583798,0.3346436321735382,0.3359673023223877,0
swap_medium-lhs_MMF16_20,MMF16_20,20,3,2,0.12340478655608039,1.0463715263573086,0.256665900349617,0.25768113136291504,0
swap_medium-lhs_WFG9,WFG9,22,2,0,0.23466535129979332,2.261224005289054,0.5430703461170197,0.5454399585723877,0
swap_medium-lhs_WFG9,WFG9,22,2,1,0.2438481465427763,3.6846646955679283,0.9772749841213226,0.981539249420166,0
swap_medium-lhs_ZDT1,ZDT1,30,2,0,1.9860694704779997e-08,2.9802322387695312e-08,6.673085038891478e-17,6.707975517128965e-17,1
swap_medium-lhs_ZDT1,ZDT1,30,2,1,0.02229057399389951,0.766687365091979,0.1132301464676857,0.11382217705249786,0
swap_medium-lhs_ZDT4,ZDT4,10,2,0,1.9864551741503692e-08,2.9802322387695312e-08,4.2182751970882715e-17,4.2319489889221405e-17,1
swap_medium-lhs_ZDT4,ZDT4,10,2,1,0.1318512551625276,97.41169496019397,23.808342933654785,32.65720748901367,0
swap_medium-mvns_DTLZ2,DTLZ2,12,3,0,0.17503983441331536,1.1230601048821685,0.17520251125097275,0.29069405794143677,0
swap_medium-mvns_DTLZ2,DTLZ2,12,3,1,0.11642895172771692,0.8304299125498451,0.10411209240555763,0.25160810351371765,0
swap_medium-mvns_DTLZ2,DTLZ2,12,3,2,0.09406048898867725,0.8089364890345614,0.1168944202363491,0.18920773267745972,0
swap_medium-mvns_MMF16_20,MMF16_20,20,3,0,0.26621597716339046,1.0778090742959086,0.35907411575317383,0.36211004853248596,0
swap_medium-mvns_MMF16_20,MMF16_20,20,3,1,0.30764644692460597,1.9361901496177265,0.30761708319187164,0.310217946767807,0
swap_medium-mvns_MMF16_20,MMF16_20,20,3,2,0.13182791691879617,1.2481584613371117,0.25284869968891144,0.2549865245819092,0
swap_medium-mvns_WFG9,WFG9,22,2,0,0.2532045604060912,2.0371592828023877,0.46134042739868164,0.466052770614624,0
swap_medium-mvns_WFG9,WFG9,22,2,1,0.2932295673645347,2.5951737542369164,0.9222297668457031,0.9316498637199402,0
swap_medium-mvns_ZDT1,ZDT1,30,2,0,1.9860694704779997e-08,2.9802322387695312e-08,1.8456973652124312e-16,1.8657724431090522e-16,1
swap_medium-mvns_ZDT1,ZDT1,30,2,1,0.0320924907547391,0.5348534303080434,0.18639931827783585,0.18842671811580658,0
swap_medium-mvns_ZDT4,ZDT4,10,2,0,1.9864551741503692e-08,2.9802322387695312e-08,2.8915364932104054e-18,2.9113124171025935e-18,1
swap_medium-mvns_ZDT4,ZDT4,10,2,1,0.17777497361696956,154.9723500215689,25.399056434631348,26.002490997314453,0
swap_small-lhs_DTLZ2,DTLZ2,12,3,0,0.13291711502589917,0.8344731367769596,0.1466343253850937,0.20238904654979706,0
swap_small-lhs_DTLZ2,DTLZ2,12,3,1,0.13892720982779816,0.8870125156488138,0.1544080227613449,0.19943568110466003,0
swap_small-lhs_DTLZ2,DTLZ2,12,3,2,0.11267608301742864,0.8976382420050171,0.16201408207416534,0.1868620365858078,0
swap_small-lhs_MMF16_20,MMF16_20,20,3,0,0.24546074716116184,1.2358010135171131,0.3218179792165756,0.32720524072647095,0
swap_small-lhs_MMF16_20,MMF16_20,20,3,1,0.24790026654004577,1.1756902984058986,0.33187559247016907,0.3374312222003937,0
swap_small-lhs_MMF16_20,MMF16_20,20,3,2,0.12571926732263078,1.0565832731709608,0.268062487244606,0.2725498676300049,0
swap_small-lhs_WFG9,WFG9,22,2,0,0.23584992374201003,2.2333597875308753,0.538396954536438,0.5461120009422302,0
swap_small-lhs_WFG9,WFG9,22,2,1,0.2518586562313222,3.2721694074355634,1.016484260559082,1.0310500860214233,0
swap_small-lhs_ZDT1,ZDT1,30,2,0,1.9860694704779997e-08,2.9802322387695312e-08,6.707809088389719e-17,6.784671041780392e-17,1
swap_small-lhs_ZDT1,ZDT1,30,2,1,0.022431451474246755,0.8097610192667837,0.1120975948870182,0.11338207870721817,0
swap_small-lhs_ZDT4,ZDT4,10,2,0,1.9864551741503692e-08,2.9802322387695312e-08,5.004307461915665e-18,5.1092725457455815e-18,1
swap_small-lhs_ZDT4,ZDT4,10,2,1,0.15610881371731386,138.96229940289288,29.32619285583496,29.941909790039062,0
swap_small-mvns_DTLZ2,DTLZ2,12,3,0,0.35904934528982035,1.1256169057244536,0.2599156051874161,0.2702453136444092,0
swap_small-mvns_DTLZ2,DTLZ2,12,3,1,0.3208348090111371,1.4290299941397249,0.2107924222946167,0.22316133975982666,0
swap_small-mvns_DTLZ2,DTLZ2,12,3,2,0.1695997259095834,1.111853558171125,0.1852860227227211,0.19241343438625336,0
swap_small-mvns_MMF16_20,MMF16_20,20,3,0,0.25706546816186615,1.1815346650093836,0.36671416461467743,0.377162903547287,0
swap_small-mvns_MMF16_20,MMF16_20,20,3,1,0.3087545111792364,1.89547724592871,0.3019437938928604,0.3105470538139343,0
swap_small-mvns_MMF16_20,MMF16_20,20,3,2,0.13376928572292562,1.2997832139170726,0.260373130440712,0.2677919268608093,0
swap_small-mvns_WFG9,WFG9,22,2,0,0.26176147348846013,2.0508456860058626,0.4624042212963104,0.4756152629852295,0
swap_small-mvns_WFG9,WFG9,22,2,1,0.3058304683339016,2.9421716366643977,0.9057043194770813,0.9315805435180664,0
swap_small-mvns_ZDT1,ZDT1,30,2,0,1.9860694704779997e-08,2.9802322387695312e-08,5.876140855577469e-17,6.000234491072674e-17,1
swap_small-mvns_ZDT1,ZDT1,30,2,1,0.03279518726275986,0.5596409643096552,0.18674825876951218,0.19069205224514008,0
swap_small-mvns_ZDT4,ZDT4,10,2,0,1.9864551741503692e-08,2.9802322387695312e-08,4.6517732178080684e-18,4.8140468220417306e-18,1
swap_small-mvns_ZDT4,ZDT4,10,2,1,0.187449714731533,152.99310960408843,25.414104461669922,27.128040313720703,0
