label,exp,problema,D,M,n_dataset,tier,dist,igd_dataset,hv_dataset,nnd_dataset,igd_final,hv_final,nnd_final,igd_final_ndonly,ganho_igd,bate_dataset,n_final,nd_pos_real,fantasia,kflag_1,kflag_0,modelo,trocas,frac_pares_ok_med,frac_pares_ok_min,frac_obj_med,obj_100pct,obj_melhor_med,gen_kriging_estrito,sqrtmse_max_med,sqrtmse_med_med,div_modelos_med,div_modelos_g1,div_modelos_g99,ndsm_g1,ndsm_g5,ndsm_g10,ndsm_g50,ndsm_g99,ger_zera,meia_vida,fuga_total,theta_min,theta_max,theta_parado_em_10,theta_no_piso,theta_no_teto,sigma2,sigma2_min,center_num,center_esperado,center_stock,spread,t_fit_krig,t_fit_rbfn,razao_fit
MMF11_L,off,MMF11_L,2,2,61,small,lhs,0.0419580102470012,0.9497342517025602,12,0.028169703899792387,0.9860056273406983,73,0.028169703899792387,0.328621549640674,True,100,73,0.73,99,0,Kriging,0,1.0,1.0,"[1.0, 0.6516]",1,1.0,99,1.7531882478157723,0.0025336520393679845,0.7711665084456789,0.5502429500810662,0.7774733293803202,29,0,0,0,0,5.0,2,True,"[10, 0.8838834764831832]","[11.89207115002721, 2.500000000000002]",False,0,0,"[2.7059807052961708e-36, 13.536354071015106]",2.7059807052961708e-36,8,8,5,5.351960164908763,0.418527,0.54241,0.7716063494404602
MMF16_20,off,MMF16_20,20,3,619,small,lhs,0.05278457747014157,0.6429137963202539,100,0.5060223598911855,0.03687283442807217,100,0.5060223598911855,-8.586556985843545,False,100,100,1.0,0,99,RBFN,0,0.11995,0.0825,"[0.101425, 0.10595, 0.211475]",0,0.211475,0,0.339887542684152,0.3279965683908246,0.4401614737038495,0.24734818004888884,0.5469481792452535,94,76,68,2,0,93.0,24,True,"[10, 10, 10]","[10, 10, 10]",True,0,0,"[0.10009199328944046, 0.10644601026632969, 0.06944657747941138]",0.06944657747941138,25,25,15,6.71382006092009,62.436528,0.713719,87.48054626540699
MMF4,off,MMF4,2,2,61,small,lhs,0.026473216830344454,0.4842572254317526,18,0.10999491512959264,0.3869076607382809,71,0.10999491512959264,-3.154950863527583,False,100,71,0.71,0,99,RBFN,0,0.89675,0.8691,"[0.8898, 0.1169]",0,0.8898,0,0.476324539598651,0.052577802578073776,0.45756914326545894,0.22506407088584657,0.45915712397131686,41,1,0,0,0,6.0,3,True,"[0.7432544468767, 4.204482076268572]","[3.535533905932741, 5]",False,0,0,"[0.04414827077092432, 0.3546628776674143]",0.04414827077092432,8,8,5,9.451496109735476,0.499636,0.658579,0.758657655345828
WFG1,off,WFG1,22,2,681,small,lhs,0.9910113107849866,0.0,36,0.7174542109437405,0.05741068445062671,38,0.7174542109437405,0.27603832253393734,True,100,38,0.38,0,99,RBFN,0,0.36905,0.3464,"[0.36125, 0.272975]",0,0.36125,0,0.025438625390218326,0.022528101793000334,0.04855145497236072,0.05086394366248567,0.04865970711204639,100,97,95,84,79,,1,False,"[10, 10]","[10, 10]",True,0,0,"[0.00048346769280183577, 0.0006163520207510247]",0.00048346769280183577,27,27,16,246.9172966431662,80.383613,0.873119,92.06489951541542
WFG2,off,WFG2,22,2,681,small,lhs,0.22507756207467056,0.4409490182868467,11,0.22507756881624255,0.4412059584679351,12,0.22507756881624255,-2.9952217150963634e-08,False,100,12,0.12,0,99,RBFN,0,0.69055,0.65965,"[0.687925, 0.271275]",0,0.687925,0,0.7421711701764291,0.35268494311102,0.6462317110851479,0.6538460840974966,0.6305620803365671,100,100,100,97,95,,1,False,"[10, 10]","[10, 10]",True,0,0,"[0.009803813452309643, 0.5263069520297136]",0.009803813452309643,27,27,16,233.41412323992006,79.821184,0.608176,131.2468495961695
WFG4,off,WFG4,22,2,681,small,lhs,0.12921276875995394,0.20966053687555805,42,0.11543547198704476,0.21763385686691114,26,0.11543547198704476,0.10662488626417455,True,100,26,0.26,0,99,RBFN,0,0.12505,0.1065,"[0.07335, 0.1207]",0,0.1207,0,0.6520327729448007,0.5073203741140452,0.5339476974325368,0.5935699519898643,0.5377662198873481,82,61,61,53,51,,1,False,"[10, 10]","[10, 10]",True,0,0,"[0.18372755335338598, 0.4062778740811613]",0.18372755335338598,27,27,16,247.04356111603954,78.269161,0.792428,98.77132181094055
WFG5,off,WFG5,22,2,681,small,lhs,0.21468466239930986,0.14100671490506775,38,0.1383278281911061,0.24282859538391938,31,0.1383278281911061,0.35566972206976455,True,100,31,0.31,0,99,RBFN,0,0.0418,0.03225,"[0.030825, 0.018725]",0,0.030825,0,0.8574982396211808,0.6178125648116308,0.5649055011431889,0.610601836229201,0.5653459652394186,71,55,43,22,19,,16,False,"[10, 10]","[10, 10]",True,0,0,"[0.15314975638640707, 0.6703955455564098]",0.15314975638640707,27,27,16,245.81156600026344,79.6755,0.725783,109.77868040447352
WFG9,off,WFG9,22,2,681,small,lhs,0.23334643557595364,0.10872034361301738,26,0.28426160538928247,0.04852454001849574,19,0.28426160538928247,-0.21819561840599055,False,100,19,0.19,0,99,RBFN,0,0.02255,0.0133,"[0.009675, 0.01605]",0,0.01605,0,1.0335686737437704,0.7767372893585986,0.3513657155302423,0.5805933429348671,0.3534193844293491,75,46,34,11,9,,9,False,"[10, 10]","[10, 10]",True,0,0,"[0.28019235010413696, 0.9987398094045133]",0.28019235010413696,27,27,16,241.42247991166371,82.847144,0.651878,127.08995241440884
ZDT1,off,ZDT1,30,2,929,small,lhs,1.9840097985661822,0.0,14,0.0052058683064078945,0.8650145673930815,95,0.0052058683064078945,0.997376087401297,True,100,95,0.95,99,0,Kriging,0,1.0,1.0,"[1.0, 0.41385]",1,1.0,99,0.1154994380772128,0.05753919496161718,0.3585742224158483,0.07929343192867633,0.3840161878566576,77,2,0,0,0,6.0,2,True,"[10, 10]","[10, 10]",True,0,0,"[4.3508816983037875e-33, 0.012150901450312583]",4.3508816983037875e-33,31,31,19,6.846572812083778,534.22001,1.238415,431.3739820657857
ZDT3,off,ZDT3,30,2,929,small,lhs,1.1889574991333902,0.0,18,0.008483288987786617,0.7127045407773699,26,0.008483288987786617,0.9928649350426992,True,100,26,0.26,99,0,Kriging,0,1.0,1.0,"[1.0, 0.0]",1,1.0,99,0.44322585102929896,0.22091493760360972,0.1549233407789772,0.18553450980794964,0.17270996898784227,89,16,0,0,0,7.0,3,True,"[10, 10]","[10, 10]",True,0,0,"[4.497456064602666e-33, 0.1799133184324773]",4.497456064602666e-33,31,31,19,6.891818693321116,558.039323,0.908442,614.2817295985875
ZDT4,off,ZDT4,10,2,309,small,lhs,76.27288000105129,0.0,9,71.04039062238674,0.0,7,71.04039062238674,0.06860222635611024,True,100,7,0.07,99,0,Kriging,0,1.0,1.0,"[1.0, 0.05395]",1,1.0,99,29.41901124193153,0.10288703888290343,18.858140395071516,8.628477614890937,19.08367706894567,76,19,15,0,0,42.0,3,True,"[7.071067811865475, 0.2670840254844483]","[10.594630943592954, 1000]",False,0,1,"[2.417733955483466e-35, 830.3140279967187]",2.417733955483466e-35,18,18,11,58.77018153625232,3.178647,0.529454,6.0036320435769674
ZDT6,off,ZDT6,10,2,309,small,lhs,7.603936122087763,0.0,9,0.4607021940394449,0.0604812978246083,5,0.4607021940394449,0.9394126690910506,True,100,5,0.05,0,99,RBFN,0,0.7645,0.66235,"[0.06705, 0.759225]",0,0.759225,0,0.12987213297840802,0.04396988643018662,0.09616703405874194,0.07265162271270607,0.09626356010019982,68,12,11,7,7,,2,False,"[0.139202924709428, 0.058527620190495094]","[5.000000000000031, 2.8061551207734396]",False,0,0,"[0.015066339832431504, 0.0016443607004148911]",0.0016443607004148911,18,18,11,5.948427770579107,3.823441,0.779344,4.905973485392843
swap_medium-lhs_DTLZ2,sweep-medium-lhs,DTLZ2,12,3,2000,medium,lhs,0.30629440849929035,0.12222870508691011,114,0.07025194443304997,0.5978695098580783,70,0.07025194443304997,0.7706391547359484,True,100,70,0.7,0,99,RBFN,0,0.8403,0.8203,"[0.783975, 0.776175, 0.702075]",0,0.788025,0,0.10416049313839544,0.0373516247194549,0.22949573492083705,0.1627506002612345,0.24222193525426317,94,52,45,28,26,,8,False,"[0.0018114473285278, 0.0018114473285278, 0.0018114473285278]","[1.523767067755575, 1.523767067755575, 1.523767067755575]",False,0,0,"[0.04282652298441985, 0.044577658945430775, 0.037019573359008955]",0.037019573359008955,45,45,12,6.5176320636488585,187.802443,0.387103,485.1485082781586
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,20,3,2000,medium,lhs,0.0279673218909566,0.7158881043668531,218,0.507181524415269,0.033187889615820275,100,0.507181524415269,-17.13479053849876,False,100,100,1.0,0,99,RBFN,0,0.12845,0.0941,"[0.114175, 0.09815, 0.24605]",0,0.24605,0,0.33775542006251563,0.3215033861783787,0.6661077558792319,0.22907787216715558,0.7406229119526334,100,75,62,0,0,33.0,15,True,"[10, 10, 10]","[10, 10, 10]",True,0,0,"[0.10064764643272825, 0.11081562611470683, 0.0651886864263371]",0.0651886864263371,45,45,15,6.8153614866239245,478.477316,0.386814,1236.9700062562367
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,22,2,2000,medium,lhs,0.184433786563433,0.13053250099065747,24,0.20985964404129137,0.06315514232083781,11,0.20985964404129137,-0.13785900052056643,False,100,11,0.11,0,99,RBFN,0,0.0235,0.01685,"[0.002025, 0.018725]",0,0.018725,0,0.9823448487709134,0.760465686017206,0.7902352471290658,0.6558002047408859,0.9134426479955657,84,40,31,9,7,,5,False,"[10, 10]","[10, 10]",True,0,0,"[0.29155899339075136, 0.9441649263991018]",0.29155899339075136,45,45,16,254.81721135653655,551.596202,0.393497,1401.7799424137922
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,30,2,2000,medium,lhs,1.7391326680113817,0.0,22,0.007175837372302388,0.8624781144314376,92,0.007175837372302388,0.9958738988092797,True,100,92,0.92,99,0,Kriging,0,1.0,1.0,"[1.0, 0.4131]",1,1.0,99,0.11481823864145399,0.05731786896934446,0.178693717159748,0.060902434020818574,0.19783555402897318,83,0,0,0,0,4.0,2,True,"[10, 10]","[10, 10]",True,0,0,"[4.384346635306018e-33, 0.012623381910588009]",4.384346635306018e-33,45,45,19,6.826206642180306,3232.616602,0.305894,10567.767272323092
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,10,2,2000,medium,lhs,36.384983926101,0.0,7,53.94899049075502,0.0,10,53.94899049075502,-0.4827267919185301,False,200,10,0.05,99,0,Kriging,0,1.0,1.0,"[1.0, 0.0]",1,1.0,99,20.20091185046638,3.6715269068246426,23.110125915643753,10.483482425306379,23.199359697842905,93,7,1,0,0,11.0,2,True,"[7.491535384383408, 0.06960146235471344]","[16.817928305074293, 2.2272467953508617]",False,0,0,"[1.769687669532363e-33, 1067.026329662789]",1.769687669532363e-33,45,45,11,66.14731403624701,56.25758366666667,0.2642811666666667,212.87019569435833
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,12,3,2000,medium,mvns,0.3503483729551524,0.14357785006207505,60,0.4788276948729606,0.01773605473705821,22,0.4788276948729606,-0.36671876291046646,False,100,22,0.22,0,99,RBFN,0,0.4819,0.3965,"[0.28545, 0.499625, 0.54795]",0,0.54795,0,0.2770365483360187,0.12464297570138555,0.23931356842993617,0.19139512823479102,0.30858172335206147,95,50,31,16,13,,6,False,"[0.001723945642493945, 0.0018114473285278, 0.0018114473285278]","[1.85749286142119, 1.523767067755575, 7.429971445684767]",False,0,0,"[0.08041980915478761, 0.06770001238582803, 0.03462532637339733]",0.03462532637339733,45,45,12,6.162108229319053,189.145513,0.406544,465.25225559841
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,20,3,2000,medium,mvns,0.028946233176537835,0.7310972634013295,187,0.5018220138976047,0.04053742922827345,99,0.5018220138976047,-16.336349459948142,False,100,99,0.99,0,99,RBFN,0,0.11475,0.093,"[0.06775, 0.13695, 0.29715]",0,0.29715,0,0.3637712394036407,0.31066011538998106,0.9820062748414583,0.26790091114209114,1.1929572682760898,99,66,57,0,0,33.0,12,True,"[10, 10, 10]","[10, 10, 10]",True,0,0,"[0.12685938834590366, 0.09310549563731653, 0.06290365807290779]",0.06290365807290779,45,45,15,6.341070299237996,490.727673,0.333325,1472.2198244956123
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,22,2,2000,medium,mvns,0.17733311516515338,0.1517774521297575,15,0.1466116600848864,0.19708838711856272,19,0.1466116600848864,0.1732415011807329,True,100,19,0.19,0,99,RBFN,0,0.1995,0.1711,"[0.19635, 0.13725]",0,0.19635,0,0.9218559430560221,0.587779642798185,0.6774912849601953,0.7862392821737436,0.6401590061154692,100,94,91,73,67,,1,False,"[10, 10]","[10, 10]",True,0,0,"[0.20904897231869027, 0.835378471572696]",0.20904897231869027,45,45,16,236.16767489479147,603.594971,0.340757,1771.335500077768
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,30,2,2000,medium,mvns,0.8020462495052066,0.033322253578532364,14,0.0030789241964703155,0.8690738454079749,94,0.0030789241964703155,0.9961611637753187,True,100,94,0.94,99,0,Kriging,0,1.0,1.0,"[1.0, 0.22965]",1,1.0,99,0.1865990262069621,0.0931010794645099,0.07532496671368819,0.06889522226469715,0.07614762122955271,84,0,0,0,0,5.0,3,True,"[10, 10]","[10, 10]",True,0,0,"[3.3238700809646883e-32, 0.03390093763572825]",3.3238700809646883e-32,45,45,19,9.710433354772816,3258.998894,0.341409,9545.732227328512
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,10,2,2000,medium,mvns,55.05241586105082,0.0,2,118.47034570952688,0.0,4,118.47034570952688,-1.1519554384050887,False,100,4,0.04,99,0,Kriging,0,1.0,1.0,"[1.0, 0.06]",1,1.0,99,25.14990786830213,2.2615318846470873,31.883548607530027,12.67728670354719,31.855915151446265,98,22,4,0,0,18.0,3,True,"[5.612310241546864, 0.10428436360703348]","[10.204225362734825, 3.7457676921917145]",False,0,0,"[8.29213939108438e-36, 649.9852315440575]",8.29213939108438e-36,45,45,11,59.38911861355889,94.746145,0.327606,289.2075999829063
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,12,3,371,small,lhs,0.43823498936540817,0.055088833801757726,66,0.07575006422749106,0.5867407654860621,81,0.07575006422749106,0.8271473842442797,True,100,81,0.81,0,99,RBFN,0,0.4044,0.35055,"[0.36425, 0.414175, 0.393725]",0,0.414175,0,0.18748714174386683,0.13178231035392135,0.2156964499663134,0.17986393218633445,0.21691984365281367,70,40,30,18,18,,7,False,"[0.001, 0.001, 0.001]","[4.20448207626857, 9.284249141675256, 14.229930063768872]",False,3,0,"[0.03839025833723006, 0.03691911012882089, 0.03247945985710893]",0.03247945985710893,20,20,12,6.271725949897901,5.372891,0.991946,5.416515616777526
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,20,3,619,small,lhs,0.05278457747014157,0.6429137963202539,100,0.5060223598911855,0.03687283442807217,100,0.5060223598911855,-8.586556985843545,False,100,100,1.0,0,99,RBFN,0,0.11995,0.0825,"[0.101425, 0.10595, 0.211475]",0,0.211475,0,0.339887542684152,0.3279965683908246,0.4401614737038495,0.24734818004888884,0.5469481792452535,94,76,68,2,0,93.0,24,True,"[10, 10, 10]","[10, 10, 10]",True,0,0,"[0.10009199328944046, 0.10644601026632969, 0.06944657747941138]",0.06944657747941138,25,25,15,6.71382006092009,39.438268,0.347088,113.62613515880699
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,22,2,681,small,lhs,0.23334643557595364,0.10872034361301738,26,0.28426160538928247,0.04852454001849574,19,0.28426160538928247,-0.21819561840599055,False,100,19,0.19,0,99,RBFN,0,0.02255,0.0133,"[0.009675, 0.01605]",0,0.01605,0,1.0335686737437704,0.7767372893585986,0.3513657155302423,0.5805933429348671,0.3534193844293491,75,46,34,11,9,,9,False,"[10, 10]","[10, 10]",True,0,0,"[0.28019235010413696, 0.9987398094045133]",0.28019235010413696,27,27,16,241.42247991166371,51.723218,0.311925,165.81940530576261
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,30,2,929,small,lhs,1.9840097985661822,0.0,14,0.0052058683064078945,0.8650145673930815,95,0.0052058683064078945,0.997376087401297,True,100,95,0.95,99,0,Kriging,0,1.0,1.0,"[1.0, 0.41385]",1,1.0,99,0.1154994380772128,0.05753919496161718,0.3585742224158483,0.07929343192867633,0.3840161878566576,77,2,0,0,0,6.0,2,True,"[10, 10]","[10, 10]",True,0,0,"[4.3508816983037875e-33, 0.012150901450312583]",4.3508816983037875e-33,31,31,19,6.846572812083778,367.75739,0.332066,1107.482819680425
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,10,2,309,small,lhs,76.27288000105129,0.0,9,71.04039062238674,0.0,7,71.04039062238674,0.06860222635611024,True,100,7,0.07,99,0,Kriging,0,1.0,1.0,"[1.0, 0.05395]",1,1.0,99,29.41901124193153,0.10288703888290343,18.858140395071516,8.628477614890937,19.08367706894567,76,19,15,0,0,42.0,3,True,"[7.071067811865475, 0.2670840254844483]","[10.594630943592954, 1000]",False,0,1,"[2.417733955483466e-35, 830.3140279967187]",2.417733955483466e-35,18,18,11,58.77018153625232,1.75428,0.326507,5.372871025736049
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,12,3,371,small,mvns,0.3485157318681744,0.09520246679796686,35,0.4650504000568012,0.0024225387799942347,52,0.4650504000568012,-0.3343741975834418,False,100,52,0.52,0,99,RBFN,0,0.16745,0.12555,"[0.098025, 0.182925, 0.33275]",0,0.33275,0,0.26532815352351546,0.21372505663148872,0.08469650382662307,0.18584329249377146,0.08310322417802132,78,34,15,6,5,,4,False,"[0.001, 0.001, 10]","[826.7060950956685, 7.0601358899348385, 16.40670712015276]",False,2,0,"[0.06409620587226383, 0.042686364153522956, 0.032537343468724736]",0.032537343468724736,20,20,12,7.981868749810986,4.789318,0.318822,15.021918186323402
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,20,3,619,small,mvns,0.05556964920868195,0.6488038607088035,86,0.2297896344181093,0.18231487598733917,51,0.2297896344181093,-3.1351643872210726,False,100,51,0.51,0,99,RBFN,0,0.16935,0.1165,"[0.091275, 0.21075, 0.34655]",0,0.34655,0,0.3761287001289031,0.3071839772455061,0.28742405611939814,0.2844570845407205,0.3426815943289739,93,74,68,11,4,,28,False,"[10, 10, 10]","[10, 10, 10]",True,0,0,"[0.1276285671842752, 0.08652562719323968, 0.06434056408455331]",0.06434056408455331,25,25,15,6.950168466266615,39.849705,0.302716,131.64056409307736
