exp,alg,problema,bloco,modelo_flag,fe_treino_max,obj,wape,corr,cobertura95,n_validas,n_nan,k_bloco,geracao,fe,fe_treino_max_j,it,noise,ls_med,outputscale,mll
main,c154,MMF4,6,GP,25,1,0.307816,0.56951,0.9475,2000,0,4,6,27,25,6,0.0066673314306335,0.0812124765636251,1.247484533966004,-0.6127445841084403
main,c154,MMF4,8,GP,27,0,0.015326,0.999243,0.954,2000,0,5,8,29,27,8,0.0015914799366008,0.2732940185941362,0.6515865830894025,-0.5614155413062653
main,c154,MMF4,8,GP,27,1,0.301579,0.595735,0.9455,2000,0,5,8,29,27,8,0.0066260870102784,0.0788018910505481,1.2388195329773897,-0.5614155413062653
main,c154,MMF4,10,GP,29,0,0.014911,0.999274,0.936,2000,0,6,10,31,29,10,0.0014232867771592,0.271070859971565,0.6461661570966608,-0.4830283194146305
main,c154,MMF4,10,GP,29,1,0.301475,0.594019,0.9355,2000,0,6,10,31,29,10,0.0066116675716065,0.0793105041798048,1.150802208517732,-0.4830283194146305
main,c154,MMF4,12,GP,31,0,0.013155,0.999379,0.9335,2000,0,7,12,33,31,12,0.0012619061707437,0.2695183425508467,0.6312265962475836,-0.4406681561846632
main,c154,MMF4,12,GP,31,1,0.283321,0.634807,0.938,2000,0,7,12,33,31,12,0.0065929977607192,0.0828571418785436,1.149726334136056,-0.4406681561846632
main,c154,MMF4,14,GP,33,0,0.010936,0.999531,0.9565,2000,0,8,14,35,33,14,0.001239706961542,0.2425669560379744,0.5947522304811089,-0.4113302797029828
main,c154,MMF4,14,GP,33,1,0.28004,0.641987,0.928,2000,0,8,14,35,33,14,0.0063506502726877,0.0906644685116995,1.2231075902724575,-0.4113302797029828
main,c154,MMF4,16,GP,35,0,0.008339,0.999744,0.9525,2000,0,9,16,37,35,16,0.0011098261787167,0.2444837501993783,0.5500979407147725,-0.3841307434311494
main,c154,MMF4,16,GP,35,1,0.28707,0.622187,0.922,2000,0,9,16,37,35,16,0.0063458687212492,0.0891793730671279,1.1945841427095991,-0.3841307434311494
main,c154,MMF4,18,GP,37,0,0.00647,0.999819,0.9535,2000,0,10,18,39,37,18,0.0009434667209736,0.2371683854558805,0.5524865259051571,-0.3583164408190783
main,c154,MMF4,18,GP,37,1,0.284098,0.624074,0.912,2000,0,10,18,39,37,18,0.0062931694010231,0.0905902000476377,1.2131028338410046,-0.3583164408190783
main,c154,MMF4,20,GP,39,0,0.006213,0.999837,0.952,2000,0,11,20,41,39,20,0.0008245430533205,0.2236307148111122,0.5150834163254565,-0.3015360012820428
main,c154,MMF4,20,GP,39,1,0.284824,0.625014,0.908,2000,0,11,20,41,39,20,0.0062422502839161,0.0900847005532579,1.2587123531399502,-0.3015360012820428
main,c154,MMF4,22,GP,41,0,0.005835,0.999852,0.9495,2000,0,12,22,43,41,22,0.0006956131180525,0.2200896678370342,0.4839293173726302,-0.2276397472845052
main,c154,MMF4,22,GP,41,1,0.287083,0.642468,0.8885,2000,0,12,22,43,41,22,0.0060185604430725,0.1053008076531775,1.2479463405043814,-0.2276397472845052
main,c154,MMF4,24,GP,43,0,0.005771,0.999853,0.9475,2000,0,13,24,45,43,24,0.0006074933925194,0.2194364918030927,0.4389256371162197,-0.2008869614198336
main,c154,MMF4,24,GP,43,1,0.263873,0.694761,0.893,2000,0,13,24,45,43,24,0.00600517805745,0.1065342563443842,1.2737626715303898,-0.2008869614198336
main,c154,MMF4,26,GP,45,0,0.005361,0.999866,0.9455,2000,0,14,26,47,45,26,0.0005576665896327,0.2226294753904781,0.4640546985553059,-0.1692578973840036
main,c154,MMF4,26,GP,45,1,0.262002,0.697158,0.8875,2000,0,14,26,47,45,26,0.0060050360523257,0.1106615498598646,1.3107068928807624,-0.1692578973840036
main,c154,MMF4,28,GP,47,0,0.005182,0.999873,0.9455,2000,0,15,28,49,47,28,0.0005152705361419,0.2202979113259147,0.4537716782386725,-0.1335062313254283
main,c154,MMF4,28,GP,47,1,0.259996,0.699345,0.8845,2000,0,15,28,49,47,28,0.0060534096643229,0.1092480129326562,1.3142274017509723,-0.1335062313254283
main,c154,MMF4,30,GP,49,0,0.004868,0.999885,0.9465,2000,0,16,30,51,49,30,0.0004557026558097,0.2174919371274931,0.4546186266393772,-0.0973903642183393
main,c154,MMF4,30,GP,49,1,0.259284,0.700813,0.8755,2000,0,16,30,51,49,30,0.0060713769179403,0.1102511817852802,1.3184065662208952,-0.0973903642183393
main,c154,MMF4,32,GP,51,0,0.00459,0.999892,0.9435,2000,0,17,32,53,51,32,0.0004305302935388,0.2181343255740357,0.4291401344523809,-0.0526114023891673
main,c154,MMF4,32,GP,51,1,0.252409,0.712408,0.8705,2000,0,17,32,53,51,32,0.0059924284200765,0.1131831428111223,1.284319051241349,-0.0526114023891673
main,c154,MMF4,34,GP,53,0,0.004295,0.999901,0.9435,2000,0,18,34,55,53,34,0.000381910746565,0.2225052073916769,0.4678089866940199,-0.0136355012668882
main,c154,MMF4,34,GP,53,1,0.242666,0.728014,0.8605,2000,0,18,34,55,53,34,0.0059469123578943,0.1206713232748432,1.3213700754814042,-0.0136355012668882
main,c154,MMF4,36,GP,55,0,0.004135,0.999911,0.943,2000,0,19,36,57,55,36,0.0003341204578055,0.2228915516141377,0.4549989566507099,0.0175623739512542
main,c154,MMF4,36,GP,55,1,0.237455,0.734215,0.863,2000,0,19,36,57,55,36,0.0060020022888895,0.1160827799726131,1.2893763228477118,0.0175623739512542
main,c154,MMF4,38,GP,57,0,0.003722,0.999919,0.943,2000,0,20,38,59,57,38,0.0002988982327209,0.2429930396805728,0.6374481725252802,0.053566385964247
main,c154,MMF4,38,GP,57,1,0.235317,0.739644,0.856,2000,0,20,38,59,57,38,0.0059187344958813,0.1205603191071526,1.2788346313336405,0.053566385964247
main,c154,MMF4,40,GP,59,0,0.003596,0.999926,0.944,2000,0,21,40,61,59,40,0.0002717114862115,0.2195388081699754,0.419702227059598,0.0715318715067819
main,c154,MMF4,40,GP,59,1,0.229621,0.746718,0.8535,2000,0,21,40,61,59,40,0.0059193674887245,0.1198572006447078,1.3228877258997078,0.0715318715067819
main,c154,MMF4,41,GP,60,0,0.003327,0.999933,0.947,2000,0,22,41,61,60,41,0.0002570379954591,0.2161199060742073,0.414836451639762,0.0853062465160297
main,c154,MMF4,41,GP,60,1,0.210634,0.791643,0.87,2000,0,22,41,61,60,41,0.0061693720033599,0.1248574319441843,1.4216612053055315,0.0853062465160297
main,c154,MMF11_L,1,GP,20,0,0.001974,0.999972,1.0,2000,0,1,1,22,20,1,0.0002570617853544,1.2220609326744576,1.6238241411767924,0.0145288160942693
main,c154,MMF11_L,1,GP,20,1,0.134556,0.949073,0.8375,2000,0,1,1,22,20,1,0.0224753569375764,0.3815570513618079,1.7760242132812394,0.0145288160942693
main,c154,MMF11_L,2,GP,21,0,0.001695,0.999978,1.0,2000,0,2,2,23,21,2,0.0002089011767412,1.2672800653970944,1.5204404367676347,0.0229403075089668
main,c154,MMF11_L,2,GP,21,1,0.147765,0.957198,0.8905,2000,0,2,2,23,21,2,0.0053724779247116,0.3739260861815578,2.8876243652652596,0.0229403075089668
main,c154,MMF11_L,4,GP,23,0,0.001321,0.999986,1.0,2000,0,3,4,25,23,4,0.0001386116446141,1.358897274121806,1.6460522635001509,0.0865835206051972
main,c154,MMF11_L,4,GP,23,1,0.140946,0.957632,0.892,2000,0,3,4,25,23,4,0.0068057089871464,0.3516953002083684,2.584890360430378,0.0865835206051972
main,c154,MMF11_L,6,GP,25,0,0.001047,0.99999,1.0,2000,0,4,6,27,25,6,0.0001,1.4442259459425135,1.690793592569139,0.2327436528108794
main,c154,MMF11_L,6,GP,25,1,0.131694,0.971404,0.895,2000,0,4,6,27,25,6,0.0065901527505109,0.1597983946955645,1.0819830652524862,0.2327436528108794
main,c154,MMF11_L,8,GP,27,0,0.000793,0.999996,1.0,2000,0,5,8,29,27,8,0.0001,1.4735553078672468,1.6394067959179237,0.3032388861721913
main,c154,MMF11_L,8,GP,27,1,0.131114,0.970077,0.881,2000,0,5,8,29,27,8,0.007541337390749,0.1700649208037705,1.1494115148056814,0.3032388861721913
main,c154,MMF11_L,10,GP,29,0,0.000762,0.999996,1.0,2000,0,6,10,31,29,10,0.0001,1.5092075586192772,1.734467748579577,0.3769505544268106
main,c154,MMF11_L,10,GP,29,1,0.130042,0.97019,0.862,2000,0,6,10,31,29,10,0.0083134333050375,0.1829843041841679,1.262208308609294,0.3769505544268106
main,c154,MMF11_L,12,GP,31,0,0.000756,0.999997,1.0,2000,0,7,12,33,31,12,0.0001,1.5172610880430637,1.6808990529976322,0.446447888781943
main,c154,MMF11_L,12,GP,31,1,0.132191,0.969636,0.8385,2000,0,7,12,33,31,12,0.0061003206543776,0.163686168826835,1.1525577314504862,0.446447888781943
main,c154,MMF11_L,14,GP,33,0,0.000723,0.999996,1.0,2000,0,8,14,35,33,14,0.0001,1.1660647759766047,0.9237988578702542,0.4453849810911799
main,c154,MMF11_L,14,GP,33,1,0.1336,0.96563,0.8525,2000,0,8,14,35,33,14,0.0061358573850171,0.1092387351676888,0.9242949003901024,0.4453849810911799
main,c154,MMF11_L,16,GP,35,0,0.000403,0.999999,1.0,2000,0,9,16,37,35,16,0.0001,1.4794124865975684,1.6638360567277026,0.5086413602177197
main,c154,MMF11_L,16,GP,35,1,0.122113,0.970597,0.91,2000,0,9,16,37,35,16,0.0295912386761453,0.2544567371184943,1.538734479402442,0.5086413602177197
main,c154,MMF11_L,18,GP,37,0,0.000433,0.999999,1.0,2000,0,10,18,39,37,18,0.0001,1.2396372575734826,0.9368771901681776,0.5827588403098098
main,c154,MMF11_L,18,GP,37,1,0.117269,0.970411,0.9115,2000,0,10,18,39,37,18,0.0326566198615538,0.2956530107550683,1.522761961455605,0.5827588403098098
main,c154,MMF11_L,20,GP,39,0,0.000421,0.999999,1.0,2000,0,11,20,41,39,20,0.0001,1.6171137174803596,1.6436948863377123,0.6769606245108446
main,c154,MMF11_L,20,GP,39,1,0.118208,0.970737,0.9055,2000,0,11,20,41,39,20,0.0278772204786151,0.3051647309266064,1.517022982397937,0.6769606245108446
main,c154,MMF11_L,22,GP,41,0,0.000386,1.0,1.0,2000,0,12,22,43,41,22,0.0001,1.656842326228753,1.6230915857165078,0.7261324557223021
main,c154,MMF11_L,22,GP,41,1,0.116936,0.970984,0.9005,2000,0,12,22,43,41,22,0.0270313761323247,0.3113683201492259,1.5586910511151035,0.7261324557223021
main,c154,MMF11_L,24,GP,43,0,0.000376,1.0,1.0,2000,0,13,24,45,43,24,0.0001,1.6718416760766477,1.6397834937807323,0.7717622720644767
main,c154,MMF11_L,24,GP,43,1,0.117207,0.971196,0.8985,2000,0,13,24,45,43,24,0.0274460876023683,0.3150099985645007,1.5895039199265986,0.7717622720644767
main,c154,MMF11_L,26,GP,45,0,0.000368,1.0,1.0,2000,0,14,26,47,45,26,0.0001,1.6908292531285716,1.722673803257187,0.8109439266656256
main,c154,MMF11_L,26,GP,45,1,0.115827,0.971307,0.877,2000,0,14,26,47,45,26,0.0277894065482916,0.3307466133460784,1.7367809639223963,0.8109439266656256
main,c154,MMF11_L,28,GP,47,0,0.000368,1.0,1.0,2000,0,15,28,49,47,28,0.0001,1.6973168057399126,1.7259190725993037,0.8491745807241063
main,c154,MMF11_L,28,GP,47,1,0.116296,0.971414,0.872,2000,0,15,28,49,47,28,0.0298505466626885,0.3572347714966202,1.7735824593834366,0.8491745807241063
main,c154,MMF11_L,30,GP,49,0,0.000382,1.0,1.0,2000,0,16,30,51,49,30,0.0001,1.6903646172539746,1.6380410123898246,0.8892766740562326
main,c154,MMF11_L,30,GP,49,1,0.11528,0.972102,0.8715,2000,0,16,30,51,49,30,0.0297166079127366,0.3536648581975229,1.7773889200765325,0.8892766740562326
main,c154,MMF11_L,32,GP,51,0,0.000382,1.0,1.0,2000,0,17,32,53,51,32,0.0001,1.3561979433064326,1.0050294118826526,0.917974343097183
main,c154,MMF11_L,32,GP,51,1,0.115469,0.971864,0.8695,2000,0,17,32,53,51,32,0.029596460330336,0.3592635870729984,1.8694111586635989,0.917974343097183
main,c154,MMF11_L,34,GP,53,0,0.00036,1.0,1.0,2000,0,18,34,55,53,34,0.0001,1.3608290913092758,1.013070625034337,0.9489854418975134
main,c154,MMF11_L,34,GP,53,1,0.112456,0.971931,0.8775,2000,0,18,34,55,53,34,0.0286892919133865,0.3298739998234106,1.7360995592441912,0.9489854418975134
main,c154,MMF11_L,36,GP,55,0,0.000344,1.0,1.0,2000,0,19,36,57,55,36,0.0001,1.367466863392257,1.015836341047585,0.9959525003500448
main,c154,MMF11_L,36,GP,55,1,0.11228,0.971403,0.872,2000,0,19,36,57,55,36,0.0267339917449614,0.3351741775252645,1.7615752908598763,0.9959525003500448
main,c154,MMF11_L,38,GP,56,0,0.000341,1.0,1.0,2000,0,20,38,58,56,38,0.0001,1.3705505945898768,1.021826239722104,1.0107036546942525
main,c154,MMF11_L,38,GP,56,1,0.112635,0.971132,0.87,2000,0,20,38,58,56,38,0.0267044637872193,0.339310747322728,1.8212915182965024,1.0107036546942525
main,c154,MMF11_L,40,GP,58,0,0.000338,1.0,1.0,2000,0,21,40,59,58,40,0.0001,1.377105969755759,1.035981093177689,1.040213390403269
main,c154,MMF11_L,40,GP,58,1,0.11246,0.97109,0.8615,2000,0,21,40,59,58,40,0.0261198987172116,0.3430594555435816,1.8833502150538528,1.040213390403269
main,c154,MMF11_L,42,GP,59,0,0.000336,1.0,1.0,2000,0,22,42,61,59,42,0.0001,1.3800212400680167,1.045641990167396,1.054502638637821
main,c154,MMF11_L,42,GP,59,1,0.11242,0.971095,0.8565,2000,0,22,42,61,59,42,0.0258326767671286,0.3453593382695152,1.921753907771802,1.054502638637821
main,c154,MMF11_L,43,GP,60,0,0.000326,1.0,1.0,2000,0,23,43,61,60,43,0.0001,1.3877697824882074,1.0426108983493043,1.0706427014011592
main,c154,MMF11_L,43,GP,60,1,0.112349,0.971109,0.8505,2000,0,23,43,61,60,43,0.0254878620809647,0.3472322094520675,1.9492828102448607,1.0706427014011592
main,c154,ZDT4,1,GP,108,0,0.011057,0.999565,0.9905,2000,0,1,1,110,108,1,0.0001666152383065,2.6572816224893137,0.0960326138527624,-0.4309110314986898
main,c154,ZDT4,1,GP,108,1,0.140092,0.412805,0.9235,2000,0,1,1,110,108,1,0.0065465679674106,0.4902754010328694,0.9102457144658768,-0.4309110314986898
main,c154,ZDT4,2,GP,109,0,0.011353,0.99954,0.9885,2000,0,2,2,111,109,2,0.0001596267096516,2.6700806071299987,0.0941789402993093,-0.4103225334080191
main,c154,ZDT4,2,GP,109,1,0.13925,0.423764,0.924,2000,0,2,2,111,109,2,0.0065220090186185,0.4981710074151041,0.8832171019513069,-0.4103225334080191
main,c154,ZDT4,4,GP,111,0,0.010777,0.999589,0.9885,2000,0,3,4,113,111,4,0.0001376903083779,2.7198119925152846,0.0896661097974862,-0.3786466229745322
main,c154,ZDT4,4,GP,111,1,0.139162,0.425986,0.9245,2000,0,3,4,113,111,4,0.0065178563514042,0.4793858832980879,0.8724186976713355,-0.3786466229745322
main,c154,ZDT4,6,GP,113,0,0.010412,0.999615,0.9895,2000,0,4,6,115,113,6,0.0001247236800308,2.7756203241861637,0.0880858418302039,-0.3370634225574613
main,c154,ZDT4,6,GP,113,1,0.137793,0.442026,0.931,2000,0,4,6,115,113,6,0.0064121170088996,0.4798868044783912,0.8138929051496174,-0.3370634225574613
main,c154,ZDT4,8,GP,115,0,0.010064,0.999642,0.989,2000,0,5,8,117,115,8,0.0001031975370094,2.8251865627568344,0.0852657379866211,-0.2951691365072627
main,c154,ZDT4,8,GP,115,1,0.138095,0.440305,0.929,2000,0,5,8,117,115,8,0.0063614162698688,0.484949602409975,0.7751766045092994,-0.2951691365072627
main,c154,ZDT4,10,GP,117,0,0.00946,0.999679,0.991,2000,0,6,10,119,117,10,0.0001,2.875156940797965,0.0837711484216912,-0.2777260618715202
main,c154,ZDT4,10,GP,117,1,0.142522,0.382606,0.931,2000,0,6,10,119,117,10,0.0072982913969319,0.5205608919951811,0.7667875691320531,-0.2777260618715202
main,c154,ZDT4,12,GP,119,0,0.009273,0.99969,0.991,2000,0,7,12,121,119,12,0.0001,2.9069358037037425,0.0820594247212548,-0.2507342187089097
main,c154,ZDT4,12,GP,119,1,0.140677,0.39624,0.941,2000,0,7,12,121,119,12,0.0076827780878996,0.4263408036024053,0.7592542023928082,-0.2507342187089097
main,c154,ZDT4,14,GP,121,0,0.009225,0.999694,0.991,2000,0,8,14,123,121,14,0.0001,2.9192095501617605,0.0808336104228824,-0.2418845194317349
main,c154,ZDT4,14,GP,121,1,0.136662,0.453511,0.9055,2000,0,8,14,123,121,14,0.1508884662072732,0.4957354313923632,0.5938660685553051,-0.2418845194317349
main,c154,ZDT4,16,GP,123,0,0.009152,0.999698,0.99,2000,0,9,16,125,123,16,0.0001,2.938794998990991,0.0786315746876654,-0.2269233487271014
main,c154,ZDT4,16,GP,123,1,0.139114,0.423626,0.907,2000,0,9,16,125,123,16,0.1480442307937143,0.4624656624329664,0.6016041175270185,-0.2269233487271014
main,c154,ZDT4,18,GP,125,0,0.008839,0.999713,0.991,2000,0,10,18,127,125,18,0.0001,2.987777930508262,0.077209018924475,-0.2080270686362765
main,c154,ZDT4,18,GP,125,1,0.138432,0.426678,0.905,2000,0,10,18,127,125,18,0.1554680985491739,0.4441721325605926,0.591824833839464,-0.2080270686362765
main,c154,ZDT4,20,GP,127,0,0.008697,0.999722,0.9905,2000,0,11,20,129,127,20,0.0001,3.051979309779571,0.0761106683575949,-0.1900162785308091
main,c154,ZDT4,20,GP,127,1,0.138476,0.425718,0.9055,2000,0,11,20,129,127,20,0.1534792072663626,0.4414807802068934,0.5948827022913288,-0.1900162785308091
main,c154,ZDT4,22,GP,129,0,0.008527,0.99973,0.989,2000,0,12,22,131,129,22,0.0001,3.030338484179002,0.0742470570965101,-0.1770313816522368
main,c154,ZDT4,22,GP,129,1,0.138123,0.433026,0.9075,2000,0,12,22,131,129,22,0.1609077204101138,0.4432802768663023,0.5923599136059585,-0.1770313816522368
main,c154,ZDT4,24,GP,131,0,0.008134,0.999748,0.9895,2000,0,13,24,133,131,24,0.0001,3.0795346694184733,0.074903791965918,-0.1667974962942244
main,c154,ZDT4,24,GP,131,1,0.138356,0.432651,0.925,2000,0,13,24,133,131,24,0.1383799665076346,0.4248639968976235,0.6357117693226538,-0.1667974962942244
main,c154,ZDT4,26,GP,133,0,0.008071,0.999752,0.99,2000,0,14,26,135,133,26,0.0001,3.0845601225723156,0.0735745081147611,-0.1521366758201843
main,c154,ZDT4,26,GP,133,1,0.13695,0.451671,0.925,2000,0,14,26,135,133,26,0.1617997090918093,0.4778584958254849,0.6183261254670375,-0.1521366758201843
main,c154,ZDT4,28,GP,135,0,0.00817,0.999748,0.99,2000,0,15,28,137,135,28,0.0001,3.022519912395462,0.0732422665774748,-0.1315187601580731
