problema,it,obj,noise,ls_min,ls_med,ls_max,outputscale,mll,n_train
BBOB_F1,10,0,0.0013607734141673792,1.2396841242904995,1.333430303778274,1.474373892752022,0.5674382544757512,-0.37498796484691926,118
BBOB_F1,10,1,0.0013885617719744591,1.2898840304650008,1.3612211562784742,1.5019825100939161,0.6500483720576095,-0.37498796484691926,118
BBOB_F1,11,0,0.0012786737545237993,1.2540261609977812,1.3450897332696319,1.483215723897312,0.5526350687449338,-0.35491343859357083,119
BBOB_F1,11,1,0.001331755540484199,1.2919868563848298,1.3750430893984966,1.5002222300062669,0.6594241022548311,-0.35491343859357083,119
BBOB_F1,12,0,0.0012077970348124286,1.2630405990912028,1.361042760893122,1.4908265410603196,0.5472188109720794,-0.3336193006194972,120
BBOB_F1,12,1,0.0012597995370819384,1.3026605897257588,1.385589681676464,1.5093352944208211,0.6562448434561889,-0.3336193006194972,120
BBOB_F1,13,0,0.0011411723301612282,1.274480833061661,1.3708893715426709,1.5014913308457156,0.5456902638953997,-0.3125339548661118,121
BBOB_F1,13,1,0.001195481483635789,1.3099604510590754,1.3918126105407447,1.5341465336969726,0.6492527913956401,-0.3125339548661118,121
BBOB_F1,14,0,0.0010757575512086342,1.2842705502672886,1.3790885097139178,1.5175723072521785,0.5381741586761272,-0.2933548309694003,122
BBOB_F1,14,1,0.0011376029953985736,1.3212545550365387,1.3985980928033501,1.5404174646735447,0.6515328771030211,-0.2933548309694003,122
BBOB_F1,15,0,0.0010126551756826012,1.297090301719634,1.3922562753873424,1.5303957825548946,0.5377116351928639,-0.27287289567588985,123
BBOB_F1,15,1,0.0010671772237656214,1.333145140996547,1.4139544411766585,1.549688549198117,0.6468892891518648,-0.27287289567588985,123
BBOB_F1,16,0,0.0009661586579306641,1.3066701138956758,1.401579351613934,1.5382404576975495,0.5412105657193784,-0.25316441075042845,124
BBOB_F1,16,1,0.0010074212786832543,1.350730569143485,1.4217681224531324,1.5596403182126284,0.6365806429802352,-0.25316441075042845,124
BBOB_F1,17,0,0.0009153015954815972,1.318256398308941,1.4111372173127372,1.5482094766680652,0.5407143469963853,-0.23469366119267993,125
BBOB_F1,17,1,0.0009614433774076698,1.3662915904989539,1.4339890436286598,1.56337596779235,0.6349220968650664,-0.23469366119267993,125
BBOB_F1,18,0,0.0008658725734193216,1.326247584383762,1.4212134980852698,1.5689933596020658,0.5369442095737994,-0.21642650876044822,126
BBOB_F1,18,1,0.0009180937781590046,1.373137741287038,1.4416820550699023,1.5676528758122754,0.6339368227365061,-0.21642650876044822,126
BBOB_F1,19,0,0.0008261280947340786,1.3374885449407317,1.4327558568919811,1.5803796605972005,0.5415964836178763,-0.19836444561671424,127
BBOB_F1,19,1,0.0008773309350845617,1.3979373480759167,1.4502289034227167,1.577871682392359,0.6292156931878365,-0.19836444561671424,127
BBOB_F1,20,0,0.0007847862481892366,1.348431873008271,1.4394227584274069,1.5905525284584061,0.5453694477628347,-0.17984916924622196,128
BBOB_F1,20,1,0.0008276713648557087,1.4071363580409793,1.4622467541596589,1.586945567788844,0.6218355180010018,-0.17984916924622196,128
BBOB_F1,21,0,0.0007388813067485061,1.35249870673526,1.4500289540412274,1.605333890707143,0.5417477485099675,-0.16070041685416975,129
BBOB_F1,21,1,0.0007815222341671446,1.4174959739671114,1.472896212456309,1.600799636980198,0.6242315242755724,-0.16070041685416975,129
BBOB_F1,22,0,0.0007053499062097134,1.36469831162077,1.4567728251040202,1.6192853959400895,0.5426774928566865,-0.1435663293726406,130
BBOB_F1,22,1,0.0007354697695034306,1.4318582127665602,1.480819902251839,1.6110693438579355,0.6248510008019162,-0.1435663293726406,130
BBOB_F1,23,0,0.0006676844041434757,1.37966941709003,1.4649095075730254,1.6231137199653614,0.5400607669837425,-0.1274287016301478,131
BBOB_F1,23,1,0.0007042232871057381,1.44325689301798,1.498480523711285,1.6196146661754778,0.6313043141296583,-0.1274287016301478,131
BBOB_F1,24,0,0.0006347940371567286,1.4046351335690286,1.4766694365346424,1.6380272618294653,0.5363992096580772,-0.11317936003321646,132
BBOB_F1,24,1,0.0006788562876479212,1.4561592954549978,1.5044022108297528,1.6091531059525341,0.6431281496889509,-0.11317936003321646,132
BBOB_F1,25,0,0.0006088749837749486,1.40841192858958,1.4826741563927393,1.6423070193309561,0.5309703368582902,-0.09666877350506849,133
BBOB_F1,25,1,0.0006506219171645646,1.4664542266142198,1.5084177978176243,1.6320753027957693,0.6491569748085513,-0.09666877350506849,133
BBOB_F1,26,0,0.0005934725764575026,1.4247333085479474,1.5043051841953305,1.6225596016518296,0.5352355099485706,-0.08354446365789578,134
BBOB_F1,26,1,0.000637619812664631,1.4745567445174896,1.527012850575569,1.6423871930160663,0.6533404829595705,-0.08354446365789578,134
BBOB_F1,27,0,0.0005648251887321428,1.4379625128754134,1.5154053039817106,1.635277702172194,0.5377162993439288,-0.06729111054718614,135
BBOB_F1,27,1,0.0006047092822205769,1.4859489888686057,1.5395626484926175,1.6518104958351478,0.652802720033639,-0.06729111054718614,135
BBOB_F1,28,0,0.00053905786789482,1.4473333724680677,1.5251188602529122,1.6466323315901896,0.5453744179725888,-0.0515475052283774,136
BBOB_F1,28,1,0.0005724927077161333,1.5014613731090571,1.547986838177049,1.6597674122564665,0.6454711489960101,-0.0515475052283774,136
BBOB_F1,29,0,0.0005136824580651578,1.456182120489158,1.5345809286666623,1.6569367990562747,0.540193792383906,-0.0379486053737062,137
BBOB_F1,29,1,0.0005596911799364316,1.5202854543514686,1.5744475105828257,1.6747771946115233,0.6589824340272581,-0.0379486053737062,137
BBOB_F1,30,0,0.0004949101944586265,1.4666466947895105,1.5452877858817768,1.6693877106678887,0.5480047003039075,-0.02336199699589205,138
BBOB_F1,30,1,0.0005360792925130417,1.5304674140327799,1.5851298455949918,1.688895192229277,0.6556260656047032,-0.02336199699589205,138
BBOB_F1,31,0,0.0004717240844917435,1.4779981259807276,1.5562584354882674,1.6832532804967109,0.5500212955016659,-0.0076107459019956625,139
BBOB_F1,31,1,0.0005104301291561469,1.5379300916233263,1.5951975924360497,1.7051823300062459,0.6565400753232148,-0.0076107459019956625,139
BBOB_F1,32,0,0.0004519390245366495,1.4910299515567527,1.5675248355022238,1.6880448429341837,0.5465375235811138,0.007107581948162281,140
BBOB_F1,32,1,0.0004895741043467268,1.5431437824917345,1.6132644271674321,1.7239979836651562,0.6624663754058028,0.007107581948162281,140
BBOB_F1,33,0,0.0004428842375823744,1.4926178182347352,1.5888691112223818,1.6882418899429334,0.5577501757760102,0.020273230121210073,141
BBOB_F1,33,1,0.0004738637467206683,1.5607697415871138,1.6331658828194564,1.718673206142528,0.6603087754093759,0.020273230121210073,141
BBOB_F1,34,0,0.00041706852669453915,1.5120850859777624,1.6056958806569894,1.6967969990186151,0.5528633810642096,0.03512895966774931,142
BBOB_F1,34,1,0.0004558578945906187,1.570323781864684,1.6390231684039736,1.73671329065622,0.6702791930170457,0.03512895966774931,142
BBOB_F1,35,0,0.00039324588573504636,1.5240972728022384,1.6161650402532608,1.7107582447876428,0.5515170769451034,0.04997082699467072,143
BBOB_F1,35,1,0.000433926517918006,1.5872619429285202,1.6540898115788059,1.7480421408105435,0.6814449419002709,0.04997082699467072,143
BBOB_F1,36,0,0.0003704895774672035,1.5264333198477857,1.6262969164468826,1.7262755761804762,0.5485926525172858,0.06394826604528223,144
BBOB_F1,36,1,0.0004124509648399168,1.6050138664073803,1.6654864236082778,1.7617795895365718,0.6908016279450031,0.06394826604528223,144
BBOB_F1,37,0,0.0003581831744681801,1.5382781345940002,1.6362231196955612,1.7345633995689362,0.556805624838264,0.0781610793599585,145
BBOB_F1,37,1,0.000393863551226046,1.6129119474750198,1.6767294687489671,1.761987892636646,0.689794671611833,0.0781610793599585,145
BBOB_F1,38,0,0.0003462114734432329,1.5632811951005847,1.6500908459415473,1.7405396690539632,0.5617711687108985,0.09122811501060317,146
BBOB_F1,38,1,0.00037304208765532557,1.6233129693857167,1.6939143157928525,1.803642557611002,0.7045753154344562,0.09122811501060317,146
BBOB_F1,39,0,0.0003330463094423203,1.5692028687020552,1.6503879208652283,1.7236100863103507,0.5641814561377974,0.10503258579832664,147
BBOB_F1,39,1,0.000363288428993585,1.6291319584036825,1.6935746354059853,1.781744285920508,0.6891578204034182,0.10503258579832664,147
BBOB_F1,40,0,0.00032129166560509044,1.5958257340800424,1.668970379930791,1.7636509115201227,0.5744624301859824,0.11898731322371149,148
BBOB_F1,40,1,0.00034695874004362156,1.6424194127237888,1.7025642928209466,1.803173524985299,0.6886729866083321,0.11898731322371149,148
BBOB_F1,41,0,0.0003091344387934692,1.6010747592436807,1.6781726330236681,1.770673440973318,0.5819754281559073,0.1326026799988706,149
BBOB_F1,41,1,0.0003258640790652675,1.6585633728833047,1.7177708225765094,1.7990058623713006,0.6917961610761726,0.1326026799988706,149
BBOB_F1,42,0,0.0002995707845840463,1.6134880122637119,1.6897533136616987,1.7847193446607987,0.5892496788725394,0.1456383717014462,150
BBOB_F1,42,1,0.0003121895755246542,1.6698406269133346,1.7274362619117458,1.8128109314175642,0.6884409363339704,0.1456383717014462,150
BBOB_F1,43,0,0.00029058945335508113,1.620383334836029,1.7011352918994527,1.7907998839925567,0.5940228264031302,0.15803375857248286,151
BBOB_F1,43,1,0.0003043450186599476,1.6843714356509942,1.7469537950046332,1.831673082975458,0.6936563445553873,0.15803375857248286,151
BBOB_F1,44,0,0.0002822054835926918,1.6308235597943452,1.7101420078692071,1.8068393666414055,0.6013273358502222,0.17025044980581922,152
BBOB_F1,44,1,0.0002914680762885335,1.6971881055109757,1.7605471380341722,1.8395078993503415,0.6943096897406428,0.17025044980581922,152
BBOB_F1,45,0,0.00027311600940862433,1.6362789241038502,1.7228104078147444,1.8258376306338322,0.6127371491043309,0.18255639823986597,153
BBOB_F1,45,1,0.00028106073900301256,1.7017379826093089,1.7606814325109912,1.8537316185064554,0.6872921666034929,0.18255639823986597,153
BBOB_F1,46,0,0.00026946945987381225,1.65137618477586,1.7311240064443874,1.8362113552174877,0.6265636425982173,0.19324818799945426,154
BBOB_F1,46,1,0.000271316540257524,1.713796636999535,1.7793169874580095,1.8630037087733171,0.6894392739466694,0.19324818799945426,154
BBOB_F1,47,0,0.00025849357661057064,1.661868379068317,1.740981854165188,1.8469918768445424,0.6245487249666773,0.20582744057422828,155
BBOB_F1,47,1,0.0002639037764043894,1.723309027096315,1.7897938073071569,1.8735338106484454,0.6983747180452565,0.20582744057422828,155
BBOB_F1,48,0,0.0002467332857404966,1.6771552089539992,1.7508304920834359,1.8508492553048832,0.6252433506676378,0.218284348474801,156
BBOB_F1,48,1,0.0002538230661667059,1.731370195351723,1.8092687793631297,1.8871557019927614,0.7074680308070415,0.218284348474801,156
BBOB_F1,49,0,0.00023782421677818224,1.6967105870297299,1.7745521511113576,1.8650050686864363,0.6401854262696831,0.23123838384337117,157
BBOB_F1,49,1,0.00024427147860706967,1.7445506504302841,1.829218145211714,1.899949737527074,0.7144202895990119,0.23123838384337117,157
BBOB_F1,50,0,0.00023011261072670416,1.696237689513975,1.7782719227398183,1.8691333639547054,0.6348871841379435,0.2448677610575646,158
BBOB_F1,50,1,0.00023642199288979851,1.7514970734836668,1.8331381004169915,1.9060917426238604,0.7153195860497001,0.2448677610575646,158
BBOB_F1,51,0,0.0002268831407259502,1.7122316402087139,1.7910885876953924,1.877197834279744,0.6437563712748705,0.2558027464732188,159
BBOB_F1,51,1,0.00022879395370963864,1.770303998041123,1.8413908377126693,1.923177636901956,0.7228786049598673,0.2558027464732188,159
BBOB_F1,52,0,0.00022454949135534353,1.737168340407621,1.8087702696221202,1.8909734985375628,0.657770139796618,0.26673182293550124,160
BBOB_F1,52,1,0.00022357264365694958,1.7712248858147417,1.8466498508291453,1.9251879350810492,0.7174583890915501,0.26673182293550124,160
BBOB_F1,53,0,0.00021745887158634343,1.7509162177676345,1.8197911382602021,1.9020346421515808,0.6619712195941789,0.2780715498926851,161
BBOB_F1,53,1,0.00021693355107438916,1.785379845024505,1.8589423421544158,1.9346513852901173,0.7256144090342054,0.2780715498926851,161
BBOB_F1,54,0,0.00020967888982797867,1.765529611373175,1.828912081624359,1.9140278575492804,0.6613191931145062,0.28920151385318266,162
BBOB_F1,54,1,0.00021212320099085361,1.7923063456412005,1.8753847602042317,1.9332558931440205,0.7356934564389344,0.28920151385318266,162
BBOB_F1,55,0,0.00020192714456032751,1.7766446837332295,1.8388480990309877,1.9232678725066854,0.6629834167350769,0.30060802168371403,163
BBOB_F1,55,1,0.0002045823397895177,1.8130342577176126,1.8857016274549032,1.9332375478889954,0.7450178318087737,0.30060802168371403,163
BBOB_F1,56,0,0.00019459663567138058,1.787987973240551,1.8594795060783933,1.9359161804892315,0.6683856375083022,0.31224031849581546,164
BBOB_F1,56,1,0.0001988012130824434,1.8192488891514922,1.8994213351951554,1.9661871413012306,0.7528952357094383,0.31224031849581546,164
BBOB_F1,57,0,0.00018872503939318158,1.792361347513477,1.8600959152168914,1.9405460750540668,0.6737878824943893,0.323914241588082,165
BBOB_F1,57,1,0.00019119203005610934,1.8374004360671234,1.905919365268863,1.9567922972657292,0.7558396874977891,0.323914241588082,165
BBOB_F1,58,0,0.00018170789159244403,1.7997906258012522,1.8749840524437031,1.9511604065918744,0.6768773903436063,0.33581558731628725,166
BBOB_F1,58,1,0.00018523251489944447,1.8467132625368332,1.9167587586451167,1.9752625269389557,0.7656186412357253,0.33581558731628725,166
BBOB_F1,59,0,0.00017306139181756485,1.8491539826458747,1.8990268762444913,1.9479311860083965,0.6980975086399493,0.3472884530177279,167
BBOB_F1,59,1,0.00017783844931096665,1.8601308049269414,1.9265378254659513,1.9904678378809693,0.7639927708077281,0.3472884530177279,167
BBOB_F1,60,0,0.00016845270287007403,1.8472221561757602,1.9041086276661319,1.956092661140556,0.6843933351654458,0.3575710084115278,168
BBOB_F1,60,1,0.00017314510038009506,1.8671878501244044,1.938856001319316,2.0040062300061154,0.7769805552221525,0.3575710084115278,168
BBOB_F1,61,0,0.00016326798289359557,1.859873246323638,1.9136250121596925,1.9713984926883878,0.6887922932115603,0.3680851882501377,169
BBOB_F1,61,1,0.0001692480790677958,1.883624025152835,1.9485817310906495,2.0225877132987993,0.7937524450718662,0.3680851882501377,169
BBOB_F1,62,0,0.0001602477744402315,1.865184914963534,1.923871338184443,1.9945875603035619,0.7021184971099956,0.37908416739145867,170
BBOB_F1,62,1,0.00016290279082552242,1.8914552511312435,1.9606765958147072,2.0364808592134036,0.7925512394203718,0.37908416739145867,170
BBOB_F1,63,0,0.000155304568722676,1.8776152644746447,1.9335231777065431,2.003902098163173,0.7074628598675833,0.3897815165828165,171
BBOB_F1,63,1,0.00015805984415520472,1.9032148536221218,1.9734580135305049,2.0371986282237002,0.8013307811752979,0.3897815165828165,171
BBOB_F1,64,0,0.00015005295478269748,1.8949126194430985,1.9500927232240646,2.014877835498644,0.711393993971462,0.39999361058222194,172
BBOB_F1,64,1,0.0001532515617088252,1.9143613239304915,1.9889027127987406,2.051081305758108,0.8093621056511782,0.39999361058222194,172
BBOB_F1,65,0,0.0001446351221092206,1.897732901161042,1.955030209459067,2.022365471826179,0.7132787928710822,0.40975730315510295,173
BBOB_F1,65,1,0.00014897876743825292,1.924021495930113,2.0018612116130154,2.059128102703618,0.820956094242773,0.40975730315510295,173
BBOB_F1,66,0,0.0001402432820559551,1.9099949650164232,1.9730117143116137,2.0368469312544693,0.7189548858195773,0.42034351924029545,174
BBOB_F1,66,1,0.00014465119721364083,1.941807644528789,2.0115490527600897,2.077650940627808,0.8284915923217323,0.42034351924029545,174
BBOB_F1,67,0,0.0001355702655926182,1.9188234985478199,1.9832820863737255,2.047131615552277,0.7276551038360112,0.4309014502055441,175
BBOB_F1,67,1,0.00013916807867740292,1.9401423194460334,2.013417740558095,2.0782958080036202,0.8282171421756644,0.4309014502055441,175
BBOB_F1,68,0,0.00013066175143231537,1.9455460484649498,2.0081506950464196,2.0740028133500212,0.7484786628601441,0.44052593564331377,176
BBOB_F1,68,1,0.0001348420558234484,1.9561589327791742,2.033064782708376,2.078006133272502,0.829527932637576,0.44052593564331377,176
BBOB_F1,69,0,0.0001283830950641771,1.94892619155476,2.0066061679033127,2.0731654868933447,0.7442154541317892,0.45004567716545424,177
BBOB_F1,69,1,0.0001323808445317208,1.9592715168781478,2.0332897035900714,2.0852472754930518,0.8391080210781163,0.45004567716545424,177
BBOB_F1,70,0,0.0001243574625605109,1.9589103340171214,2.028943798514117,2.085101471007023,0.7514436356140468,0.46072021264459506,178
BBOB_F1,70,1,0.0001273721175763535,1.9825157709927332,2.055168757722041,2.12504104793387,0.8551698818886624,0.46072021264459506,178
BBOB_F1,71,0,0.00011846106394718644,1.9766857154229334,2.0325509980187153,2.087407222267396,0.7530187642972032,0.47044329696265863,179
BBOB_F1,71,1,0.00012330292767037494,1.9945297267174664,2.064375291710026,2.1317205754368853,0.8645562585347948,0.47044329696265863,179
BBOB_F1,72,0,0.00011634898374717666,1.9846591292054383,2.049428089969699,2.1090170307282463,0.7630528058922009,0.48218911754505855,180
BBOB_F1,72,1,0.00011940327493868255,2.004430867796535,2.072758135836334,2.142549744913694,0.8681795125178934,0.48218911754505855,180
BBOB_F1,73,0,0.0001171147422832098,1.8884799067934488,1.9569292018380904,2.027103996829724,0.6453735699700416,0.49160970810216,181
BBOB_F1,73,1,0.00011502751990741909,2.0041172736897055,2.0853755348384357,2.1435058039393167,0.8705928672973973,0.49160970810216,181
BBOB_F1,74,0,0.00011075117355700014,2.0077046676173103,2.072264287870242,2.1307037739101227,0.7836082709246996,0.5025696388539285,182
BBOB_F1,74,1,0.00011076708268346034,2.020412275860508,2.1000423557142263,2.156818014675531,0.8720687612668241,0.5025696388539285,182
BBOB_F1,75,0,0.00010767032283338024,2.0199461943093264,2.083640764492896,2.1447074566922604,0.789356932437031,0.5107334307417941,183
BBOB_F1,75,1,0.00010725327515223618,2.052062901874586,2.1043810435973023,2.1341178339224163,0.8730926522689653,0.5107334307417941,183
BBOB_F1,76,0,0.00010412546600323021,2.0312287297423537,2.0946007869310406,2.1560672657112576,0.7934052408594813,0.5223502663854904,184
BBOB_F1,76,1,0.00010584666689078058,2.048066066035676,2.1182842534922397,2.189659808033187,0.8962525196449083,0.5223502663854904,184
BBOB_F1,77,0,0.00010199448903204903,2.0381264215743857,2.1027909164962986,2.1642297423277346,0.8027033624236661,0.5327179017248623,185
BBOB_F1,77,1,0.00010278661168034223,2.0618745708493442,2.1320127510715374,2.204307452584242,0.903261931045257,0.5327179017248623,185
BBOB_F1,78,0,0.00010010072626422489,2.047563353475388,2.1093969060784135,2.1764751194431438,0.810524452898674,0.542238377535851,186
BBOB_F1,78,1,0.00010023995025080003,2.0698474320502007,2.137742648317226,2.206561876005085,0.9006137210221962,0.542238377535851,186
BBOB_F1,79,0,0.0001,2.059375236958177,2.1278325510813367,2.1925236207477394,0.8260047164218602,0.5521919564709594,187
BBOB_F1,79,1,0.0001,2.133946778901715,2.2071828116328143,2.279598412731109,0.9661206182612357,0.5521919564709594,187
BBOB_F1,80,0,0.0001,2.0674826440692087,2.1359199810806677,2.2040656019599436,0.8376345569610618,0.5606179161483076,188
BBOB_F1,80,1,0.0001,2.083060797156634,2.152335624163664,2.217554120937385,0.9036556783362741,0.5606179161483076,188
BBOB_F1,81,0,0.0001,2.075204781293221,2.1433855898830974,2.2112325213762984,0.844967954511441,0.5699278031338115,189
BBOB_F1,81,1,0.0001,2.1139361212878613,2.186685002375158,2.244159550492723,0.9327896777434013,0.5699278031338115,189
BBOB_F1,82,0,0.0001,2.092054078311239,2.1501987638528743,2.2200461891231957,0.8498539061101824,0.5779082542588793,190
BBOB_F1,82,1,0.0001,2.082504953775007,2.152675611799553,2.2070168104896375,0.8815416075286617,0.5779082542588793,190
BBOB_F1,83,0,0.0001,2.1052048496333744,2.1638056023455685,2.234377051779612,0.857883191587038,0.5874547366307776,191
BBOB_F1,83,1,0.0001,2.1700527123750004,2.2391520041123085,2.298189826738708,0.9961787380744493,0.5874547366307776,191
BBOB_F1,84,0,0.0001,2.091132248491799,2.162691360598567,2.232096044480822,0.8348482004355593,0.5979018549062542,192
BBOB_F1,84,1,0.0001,2.148593323168251,2.2033270052571208,2.2555803735212727,0.9564884722742713,0.5979018549062542,192
BBOB_F1,85,0,0.0001,2.1164039532372425,2.1765878428262484,2.2437581150299564,0.8663326011656051,0.6081639702271191,193
BBOB_F1,85,1,0.0001,2.1411467021884403,2.2100818425341138,2.267446988392987,0.952016974962618,0.6081639702271191,193
BBOB_F1,86,0,0.0001,2.126094952896711,2.1835775737458776,2.252217270967771,0.8800277970431041,0.617103952826682,194
BBOB_F1,86,1,0.0001,2.165549263982009,2.234719448334921,2.290387574311772,0.974815829696372,0.617103952826682,194
BBOB_F1,87,0,0.0001,2.1254087465021723,2.1894421065086056,2.2594768319788385,0.8789325296520292,0.6265232864282198,195
BBOB_F1,87,1,0.0001,2.1465897796387554,2.2159273252495595,2.2704206668020346,0.950754435230788,0.6265232864282198,195
BBOB_F1,88,0,0.0001,2.1358628391978782,2.1991246608147774,2.2672143849197726,0.8835038871143932,0.6361342331874229,196
BBOB_F1,88,1,0.0001,2.2112419476313265,2.2703733152747687,2.3197297293844965,1.0181394949362597,0.6361342331874229,196
BBOB_F1,89,0,0.0001,2.147043404488273,2.217275565885268,2.2848724245986367,0.896844650270532,0.6458728801045348,197
BBOB_F1,89,1,0.0001,2.1524744750231877,2.216672598209139,2.2661986641219802,0.946245298220214,0.6458728801045348,197
BBOB_F1,90,0,0.0001,2.148875544698922,2.2172062887535335,2.2822898632823803,0.8882815320811946,0.6533619392026659,198
BBOB_F1,90,1,0.0001,2.1803967541726164,2.2436064118151338,2.297312935700954,0.9770314342846182,0.6533619392026659,198
BBOB_F1,91,0,0.0001,2.1602487911182995,2.22652686866682,2.2961188492314117,0.8968214241723792,0.6624078358810687,199
BBOB_F1,91,1,0.0001,2.196320708816176,2.258879626693855,2.3112567526826306,0.9947317705606697,0.6624078358810687,199
BBOB_F1,92,0,0.0001,2.174598500395073,2.237153167604169,2.30155770397842,0.9120564302474095,0.6703067355412432,200
BBOB_F1,92,1,0.0001,2.2062231279688795,2.267735531002851,2.3196186753841492,0.9950630097477231,0.6703067355412432,200
BBOB_F1,93,0,0.0001,2.1841586246806557,2.247646441477588,2.3062852906622355,0.919941451904216,0.678870854976986,201
BBOB_F1,93,1,0.0001,2.2286642157189376,2.2655990258209044,2.3098157576465463,0.9784970055611546,0.678870854976986,201
BBOB_F1,94,0,0.0001,2.1879291404330954,2.252219454373322,2.315982863887262,0.9265772143123818,0.68845595713476,202
BBOB_F1,94,1,0.0001,2.216446381105917,2.2791467446704914,2.3262581902226587,0.9898111021170262,0.68845595713476,202
BBOB_F1,95,0,0.0001,2.2206200153263307,2.2704411728621725,2.3346260468658184,0.9463912775150956,0.6959730147866328,203
BBOB_F1,95,1,0.0001,2.2272654844944713,2.286213582049541,2.3439906220633246,0.992326302436566,0.6959730147866328,203
BBOB_F1,96,0,0.0001,2.214569566795925,2.2782332641366767,2.338281353699364,0.9473908911542466,0.7040009343143998,204
BBOB_F1,96,1,0.0001,2.2453958709381014,2.315637231798586,2.360607071710603,1.029588337523998,0.7040009343143998,204
BBOB_F1,97,0,0.0001,2.217410746160123,2.274745960951823,2.339916187282097,0.9389768141505526,0.7116388983687794,205
BBOB_F1,97,1,0.0001,2.2963002827169117,2.34308691780536,2.3886544638705516,1.068903505788379,0.7116388983687794,205
BBOB_F1,98,0,0.0001,2.2312268556141435,2.2942757179984747,2.363380448145174,0.9672167746373983,0.7209153234872936,206
BBOB_F1,98,1,0.0001,2.2715696591990113,2.3092894567218627,2.3509486291015476,1.0217735002068735,0.7209153234872936,206
BBOB_F1,99,0,0.0001,2.2419030281068006,2.299057781929691,2.3666126285303237,0.973129441915261,0.7295477838227766,207
BBOB_F1,99,1,0.0001,2.2804371365998635,2.32278194170823,2.367157303720621,1.0303144558748352,0.7295477838227766,207
BBOB_F1,100,0,0.0001,2.286695234694901,2.3523436881283617,2.4200701181184474,1.0248981286662935,0.7369800356310924,208
BBOB_F1,100,1,0.0001,2.3046455810708038,2.3310238078104475,2.3821594274383977,1.0389781056722103,0.7369800356310924,208
BBOB_F1,101,0,0.0001,2.260251442579015,2.3222485003586835,2.3866768973962693,0.9956666095957979,0.7448568002947749,209
BBOB_F1,101,1,0.0001,2.2876378476718005,2.34543101772032,2.379624058142613,1.044108828816249,0.7448568002947749,209
BBOB_F1,102,0,0.0001,2.279548469160123,2.3389114379855775,2.4108149518748285,1.0180425184425659,0.7527051667019217,210
BBOB_F1,102,1,0.0001,2.2910131056882803,2.3364641939271453,2.3773198122903025,1.036551228639302,0.7527051667019217,210
BBOB_F1,103,0,0.0001,2.329745876292619,2.386936919800904,2.451529606233735,1.0772843659979618,0.7594997222918314,211
BBOB_F1,103,1,0.0001,2.3158435931878363,2.3600105972624794,2.4041529471915304,1.0555517498570144,0.7594997222918314,211
BBOB_F1,104,0,0.0001,2.309209107509036,2.3703760895761863,2.436295827036189,1.045433804640468,0.7667786752740328,212
BBOB_F1,104,1,0.0001,2.290266643670778,2.3548012606909756,2.3921847645327072,1.0487155171351665,0.7667786752740328,212
