exp,alg,problema,bloco,modelo_flag,fe_treino_max,obj,wape,corr,cobertura95,n_validas,n_nan
main,c154,MMF11_L,20,GP,39,1,0.118208,0.970737,0.9055,2000,0
main,c154,MMF11_L,22,GP,41,0,0.000386,1.0,1.0,2000,0
main,c154,MMF11_L,22,GP,41,1,0.116936,0.970984,0.9005,2000,0
main,c154,MMF11_L,24,GP,43,0,0.000376,1.0,1.0,2000,0
main,c154,MMF11_L,24,GP,43,1,0.117207,0.971196,0.8985,2000,0
main,c154,MMF11_L,26,GP,45,0,0.000368,1.0,1.0,2000,0
main,c154,MMF11_L,26,GP,45,1,0.115827,0.971307,0.877,2000,0
main,c154,MMF11_L,28,GP,47,0,0.000368,1.0,1.0,2000,0
main,c154,MMF11_L,28,GP,47,1,0.116296,0.971414,0.872,2000,0
main,c154,MMF11_L,30,GP,49,0,0.000382,1.0,1.0,2000,0
main,c154,MMF11_L,30,GP,49,1,0.11528,0.972102,0.8715,2000,0
main,c154,MMF11_L,32,GP,51,0,0.000382,1.0,1.0,2000,0
main,c154,MMF11_L,32,GP,51,1,0.115469,0.971864,0.8695,2000,0
main,c154,MMF11_L,34,GP,53,0,0.00036,1.0,1.0,2000,0
main,c154,MMF11_L,34,GP,53,1,0.112456,0.971931,0.8775,2000,0
main,c154,MMF11_L,36,GP,55,0,0.000344,1.0,1.0,2000,0
main,c154,MMF11_L,36,GP,55,1,0.11228,0.971403,0.872,2000,0
main,c154,MMF11_L,38,GP,56,0,0.000341,1.0,1.0,2000,0
main,c154,MMF11_L,38,GP,56,1,0.112635,0.971132,0.87,2000,0
main,c154,MMF11_L,40,GP,58,0,0.000338,1.0,1.0,2000,0
main,c154,MMF11_L,40,GP,58,1,0.11246,0.97109,0.8615,2000,0
main,c154,MMF11_L,42,GP,59,0,0.000336,1.0,1.0,2000,0
main,c154,MMF11_L,42,GP,59,1,0.11242,0.971095,0.8565,2000,0
main,c154,MMF11_L,43,GP,60,0,0.000326,1.0,1.0,2000,0
main,c154,MMF11_L,43,GP,60,1,0.112349,0.971109,0.8505,2000,0
main,c154,ZDT4,1,GP,108,0,0.011057,0.999565,0.9905,2000,0
main,c154,ZDT4,1,GP,108,1,0.140092,0.412805,0.9235,2000,0
main,c154,ZDT4,2,GP,109,0,0.011353,0.99954,0.9885,2000,0
main,c154,ZDT4,2,GP,109,1,0.13925,0.423764,0.924,2000,0
main,c154,ZDT4,4,GP,111,0,0.010777,0.999589,0.9885,2000,0
main,c154,ZDT4,4,GP,111,1,0.139162,0.425986,0.9245,2000,0
main,c154,ZDT4,6,GP,113,0,0.010412,0.999615,0.9895,2000,0
main,c154,ZDT4,6,GP,113,1,0.137793,0.442026,0.931,2000,0
main,c154,ZDT4,8,GP,115,0,0.010064,0.999642,0.989,2000,0
main,c154,ZDT4,8,GP,115,1,0.138095,0.440305,0.929,2000,0
main,c154,ZDT4,10,GP,117,0,0.00946,0.999679,0.991,2000,0
main,c154,ZDT4,10,GP,117,1,0.142522,0.382606,0.931,2000,0
main,c154,ZDT4,12,GP,119,0,0.009273,0.99969,0.991,2000,0
main,c154,ZDT4,12,GP,119,1,0.140677,0.39624,0.941,2000,0
main,c154,ZDT4,14,GP,121,0,0.009225,0.999694,0.991,2000,0
main,c154,ZDT4,14,GP,121,1,0.136662,0.453511,0.9055,2000,0
main,c154,ZDT4,16,GP,123,0,0.009152,0.999698,0.99,2000,0
main,c154,ZDT4,16,GP,123,1,0.139114,0.423626,0.907,2000,0
main,c154,ZDT4,18,GP,125,0,0.008839,0.999713,0.991,2000,0
main,c154,ZDT4,18,GP,125,1,0.138432,0.426678,0.905,2000,0
main,c154,ZDT4,20,GP,127,0,0.008697,0.999722,0.9905,2000,0
main,c154,ZDT4,20,GP,127,1,0.138476,0.425718,0.9055,2000,0
main,c154,ZDT4,22,GP,129,0,0.008527,0.99973,0.989,2000,0
main,c154,ZDT4,22,GP,129,1,0.138123,0.433026,0.9075,2000,0
main,c154,ZDT4,24,GP,131,0,0.008134,0.999748,0.9895,2000,0
main,c154,ZDT4,24,GP,131,1,0.138356,0.432651,0.925,2000,0
main,c154,ZDT4,26,GP,133,0,0.008071,0.999752,0.99,2000,0
main,c154,ZDT4,26,GP,133,1,0.13695,0.451671,0.925,2000,0
main,c154,ZDT4,28,GP,135,0,0.00817,0.999748,0.99,2000,0
main,c154,ZDT4,28,GP,135,1,0.137123,0.443989,0.9275,2000,0
main,c154,ZDT4,30,GP,137,0,0.008009,0.999754,0.989,2000,0
main,c154,ZDT4,30,GP,137,1,0.136633,0.451052,0.9255,2000,0
main,c154,ZDT4,32,GP,139,0,0.007646,0.999773,0.9895,2000,0
main,c154,ZDT4,32,GP,139,1,0.13547,0.468189,0.9255,2000,0
main,c154,ZDT4,34,GP,141,0,0.007346,0.999785,0.99,2000,0
main,c154,ZDT4,34,GP,141,1,0.135978,0.461471,0.9265,2000,0
main,c154,ZDT4,36,GP,143,0,0.006923,0.999802,0.9915,2000,0
main,c154,ZDT4,36,GP,143,1,0.137988,0.435251,0.925,2000,0
main,c154,ZDT4,38,GP,145,0,0.007048,0.999796,0.9895,2000,0
main,c154,ZDT4,38,GP,145,1,0.137447,0.441108,0.9205,2000,0
main,c154,ZDT4,40,GP,147,0,0.007056,0.999795,0.9895,2000,0
main,c154,ZDT4,40,GP,147,1,0.136203,0.462861,0.928,2000,0
main,c154,ZDT4,42,GP,149,0,0.006838,0.999804,0.9895,2000,0
main,c154,ZDT4,42,GP,149,1,0.136166,0.462566,0.924,2000,0
main,c154,ZDT4,44,GP,151,0,0.006682,0.999809,0.9885,2000,0
main,c154,ZDT4,44,GP,151,1,0.136091,0.462455,0.922,2000,0
main,c154,ZDT4,46,GP,153,0,0.006496,0.999817,0.9895,2000,0
main,c154,ZDT4,46,GP,153,1,0.135727,0.466356,0.921,2000,0
main,c154,ZDT4,48,GP,155,0,0.006467,0.999814,0.9875,2000,0
main,c154,ZDT4,48,GP,155,1,0.135161,0.473015,0.928,2000,0
main,c154,ZDT4,50,GP,157,0,0.006311,0.999822,0.988,2000,0
main,c154,ZDT4,50,GP,157,1,0.134647,0.478394,0.928,2000,0
main,c154,ZDT4,52,GP,159,0,0.006208,0.999826,0.9885,2000,0
main,c154,ZDT4,52,GP,159,1,0.134343,0.486159,0.9295,2000,0
main,c154,ZDT4,54,GP,161,0,0.005671,0.999852,0.9915,2000,0
main,c154,ZDT4,54,GP,161,1,0.134828,0.481228,0.9325,2000,0
main,c154,ZDT4,56,GP,163,0,0.005979,0.999835,0.989,2000,0
main,c154,ZDT4,56,GP,163,1,0.134666,0.487266,0.9325,2000,0
main,c154,ZDT4,58,GP,165,0,0.006032,0.99983,0.9875,2000,0
main,c154,ZDT4,58,GP,165,1,0.133034,0.506522,0.928,2000,0
main,c154,ZDT4,60,GP,167,0,0.005821,0.999838,0.988,2000,0
main,c154,ZDT4,60,GP,167,1,0.132308,0.513725,0.93,2000,0
main,c154,ZDT4,62,GP,169,0,0.005678,0.999844,0.988,2000,0
main,c154,ZDT4,62,GP,169,1,0.131938,0.518499,0.927,2000,0
main,c154,ZDT4,64,GP,171,0,0.005803,0.999837,0.987,2000,0
main,c154,ZDT4,64,GP,171,1,0.131143,0.527134,0.925,2000,0
main,c154,ZDT4,66,GP,173,0,0.005737,0.999838,0.9875,2000,0
main,c154,ZDT4,66,GP,173,1,0.133446,0.499213,0.9265,2000,0
main,c154,ZDT4,68,GP,175,0,0.005584,0.999847,0.9875,2000,0
main,c154,ZDT4,68,GP,175,1,0.132819,0.506494,0.9245,2000,0
main,c154,ZDT4,70,GP,177,0,0.005558,0.999849,0.9875,2000,0
main,c154,ZDT4,70,GP,177,1,0.132466,0.510731,0.922,2000,0
main,c154,ZDT4,72,GP,179,0,0.005459,0.999852,0.9875,2000,0
main,c154,ZDT4,72,GP,179,1,0.132408,0.514834,0.9245,2000,0
main,c154,ZDT4,74,GP,181,0,0.005215,0.999863,0.988,2000,0
main,c154,ZDT4,74,GP,181,1,0.13149,0.526755,0.916,2000,0
main,c154,ZDT4,76,GP,183,0,0.005306,0.999858,0.988,2000,0
main,c154,ZDT4,76,GP,183,1,0.130967,0.532278,0.9125,2000,0
main,c154,ZDT4,78,GP,185,0,0.005133,0.999864,0.9885,2000,0
main,c154,ZDT4,78,GP,185,1,0.130502,0.535062,0.909,2000,0
main,c154,ZDT4,80,GP,187,0,0.005123,0.999865,0.987,2000,0
main,c154,ZDT4,80,GP,187,1,0.12904,0.545309,0.909,2000,0
main,c154,ZDT4,82,GP,189,0,0.004973,0.999873,0.9885,2000,0
main,c154,ZDT4,82,GP,189,1,0.12951,0.540619,0.905,2000,0
main,c154,ZDT4,84,GP,191,0,0.005106,0.999868,0.9865,2000,0
main,c154,ZDT4,84,GP,191,1,0.129333,0.54116,0.9,2000,0
main,c154,ZDT4,86,GP,193,0,0.005089,0.99987,0.987,2000,0
main,c154,ZDT4,86,GP,193,1,0.129533,0.539735,0.8985,2000,0
main,c154,ZDT4,88,GP,195,0,0.005047,0.999872,0.9865,2000,0
main,c154,ZDT4,88,GP,195,1,0.129677,0.537564,0.896,2000,0
main,c154,ZDT4,90,GP,197,0,0.004861,0.999883,0.988,2000,0
main,c154,ZDT4,90,GP,197,1,0.128944,0.545767,0.894,2000,0
main,c154,ZDT4,92,GP,199,0,0.00488,0.999879,0.9855,2000,0
main,c154,ZDT4,92,GP,199,1,0.128223,0.550958,0.892,2000,0
main,c154,ZDT4,94,GP,201,0,0.004933,0.999877,0.986,2000,0
main,c154,ZDT4,94,GP,201,1,0.127187,0.559992,0.892,2000,0
main,c154,ZDT4,96,GP,203,0,0.005051,0.99987,0.9855,2000,0
main,c154,ZDT4,96,GP,203,1,0.12689,0.56258,0.8925,2000,0
main,c154,ZDT4,98,GP,205,0,0.005587,0.999841,0.9845,2000,0
main,c154,ZDT4,98,GP,205,1,0.126105,0.568941,0.892,2000,0
main,c154,ZDT4,100,GP,207,0,0.004794,0.999884,0.9865,2000,0
main,c154,ZDT4,100,GP,207,1,0.124931,0.57764,0.9015,2000,0
main,c154,ZDT4,102,GP,209,0,0.004772,0.999885,0.9865,2000,0
main,c154,ZDT4,102,GP,209,1,0.124427,0.58129,0.9015,2000,0
main,c154,ZDT4,104,GP,211,0,0.004694,0.999887,0.9865,2000,0
main,c154,ZDT4,104,GP,211,1,0.124333,0.581369,0.905,2000,0
main,c154,ZDT4,106,GP,213,0,0.004633,0.99989,0.987,2000,0
main,c154,ZDT4,106,GP,213,1,0.123733,0.586164,0.9045,2000,0
main,c154,ZDT4,108,GP,215,0,0.00484,0.999881,0.9855,2000,0
main,c154,ZDT4,108,GP,215,1,0.123509,0.587728,0.9015,2000,0
main,c154,ZDT4,110,GP,217,0,0.004777,0.999883,0.9855,2000,0
main,c154,ZDT4,110,GP,217,1,0.123094,0.59192,0.8985,2000,0
main,c154,ZDT4,112,GP,219,0,0.004548,0.999894,0.987,2000,0
main,c154,ZDT4,112,GP,219,1,0.122661,0.595805,0.8985,2000,0
main,c154,ZDT4,114,GP,221,0,0.00454,0.999893,0.986,2000,0
main,c154,ZDT4,114,GP,221,1,0.12238,0.597948,0.8965,2000,0
main,c154,ZDT4,116,GP,223,0,0.004445,0.999897,0.987,2000,0
main,c154,ZDT4,116,GP,223,1,0.122262,0.598901,0.8915,2000,0
main,c154,ZDT4,118,GP,225,0,0.004364,0.999899,0.986,2000,0
main,c154,ZDT4,118,GP,225,1,0.122034,0.600866,0.89,2000,0
main,c154,ZDT4,120,GP,227,0,0.004554,0.999894,0.9815,2000,0
main,c154,ZDT4,120,GP,227,1,0.122029,0.601022,0.8865,2000,0
main,c154,ZDT4,122,GP,229,0,0.004342,0.999902,0.987,2000,0
main,c154,ZDT4,122,GP,229,1,0.121993,0.601088,0.886,2000,0
main,c154,ZDT4,124,GP,231,0,0.004322,0.999903,0.9865,2000,0
main,c154,ZDT4,124,GP,231,1,0.121783,0.603343,0.883,2000,0
main,c154,ZDT4,126,GP,233,0,0.004315,0.999903,0.987,2000,0
main,c154,ZDT4,126,GP,233,1,0.121782,0.604017,0.8785,2000,0
main,c154,ZDT4,128,GP,235,0,0.004255,0.999905,0.9865,2000,0
main,c154,ZDT4,128,GP,235,1,0.12203,0.601911,0.8795,2000,0
main,c154,ZDT4,130,GP,237,0,0.004209,0.999907,0.9865,2000,0
main,c154,ZDT4,130,GP,237,1,0.122002,0.602226,0.8785,2000,0
main,c154,ZDT4,132,GP,239,0,0.00429,0.999904,0.9865,2000,0
main,c154,ZDT4,132,GP,239,1,0.121512,0.605872,0.878,2000,0
main,c154,ZDT4,134,GP,241,0,0.004166,0.99991,0.9865,2000,0
main,c154,ZDT4,134,GP,241,1,0.121408,0.606826,0.875,2000,0
main,c154,ZDT4,136,GP,243,0,0.00404,0.999913,0.9875,2000,0
main,c154,ZDT4,136,GP,243,1,0.121537,0.605885,0.8755,2000,0
main,c154,ZDT4,138,GP,245,0,0.004147,0.999908,0.9865,2000,0
main,c154,ZDT4,138,GP,245,1,0.121317,0.607599,0.8745,2000,0
main,c154,ZDT4,140,GP,247,0,0.00388,0.999918,0.988,2000,0
main,c154,ZDT4,140,GP,247,1,0.121054,0.610054,0.871,2000,0
main,c154,ZDT4,142,GP,249,0,0.004013,0.999915,0.9875,2000,0
main,c154,ZDT4,142,GP,249,1,0.121109,0.609685,0.8685,2000,0
main,c154,ZDT4,144,GP,251,0,0.003975,0.999917,0.9875,2000,0
main,c154,ZDT4,144,GP,251,1,0.121099,0.609831,0.8665,2000,0
main,c154,ZDT4,146,GP,253,0,0.003919,0.999919,0.9875,2000,0
main,c154,ZDT4,146,GP,253,1,0.120802,0.611973,0.8665,2000,0
main,c154,ZDT4,148,GP,255,0,0.064667,0.987293,0.9875,2000,0
main,c154,ZDT4,148,GP,255,1,0.120828,0.611232,0.861,2000,0
main,c154,ZDT4,150,GP,257,0,0.063822,0.987574,0.986,2000,0
main,c154,ZDT4,150,GP,257,1,0.120873,0.610471,0.8605,2000,0
main,c154,ZDT4,152,GP,259,0,0.06216,0.988092,0.9845,2000,0
main,c154,ZDT4,152,GP,259,1,0.121045,0.608789,0.86,2000,0
main,c154,ZDT4,154,GP,261,0,0.061585,0.988239,0.984,2000,0
main,c154,ZDT4,154,GP,261,1,0.12104,0.609331,0.8565,2000,0
main,c154,ZDT4,156,GP,263,0,0.061193,0.988347,0.982,2000,0
main,c154,ZDT4,156,GP,263,1,0.121376,0.60745,0.853,2000,0
main,c154,ZDT4,158,GP,265,0,0.060113,0.988678,0.981,2000,0
main,c154,ZDT4,158,GP,265,1,0.121702,0.60493,0.8555,2000,0
main,c154,ZDT4,160,GP,267,0,0.059283,0.988926,0.98,2000,0
main,c154,ZDT4,160,GP,267,1,0.12145,0.60728,0.8565,2000,0
main,c154,ZDT4,162,GP,269,0,0.059365,0.988987,0.9785,2000,0
main,c154,ZDT4,162,GP,269,1,0.121316,0.608064,0.862,2000,0
main,c154,ZDT4,164,GP,271,0,0.003729,0.999923,0.9875,2000,0
main,c154,ZDT4,164,GP,271,1,0.121425,0.607121,0.8615,2000,0
main,c154,ZDT4,166,GP,273,0,0.003751,0.999922,0.9875,2000,0
main,c154,ZDT4,166,GP,273,1,0.12142,0.607164,0.859,2000,0
main,c154,ZDT4,168,GP,275,0,0.003722,0.999924,0.9875,2000,0
main,c154,ZDT4,168,GP,275,1,0.121261,0.608211,0.8555,2000,0
main,c154,ZDT4,170,GP,277,0,0.003706,0.999924,0.9875,2000,0
main,c154,ZDT4,170,GP,277,1,0.120932,0.610566,0.854,2000,0
main,c154,ZDT4,172,GP,279,0,0.003602,0.999928,0.988,2000,0
main,c154,ZDT4,172,GP,279,1,0.120896,0.610916,0.852,2000,0
main,c154,ZDT4,174,GP,281,0,0.003639,0.999926,0.9875,2000,0
main,c154,ZDT4,174,GP,281,1,0.120902,0.61167,0.8465,2000,0
main,c154,ZDT4,176,GP,283,0,0.003586,0.99993,0.9875,2000,0
main,c154,ZDT4,176,GP,283,1,0.120533,0.614268,0.843,2000,0
main,c154,ZDT4,178,GP,285,0,0.003211,0.999938,0.989,2000,0
main,c154,ZDT4,178,GP,285,1,0.120331,0.616323,0.838,2000,0
main,c154,ZDT4,180,GP,287,0,0.003549,0.999929,0.988,2000,0
main,c154,ZDT4,180,GP,287,1,0.120374,0.615993,0.8365,2000,0
main,c154,ZDT4,182,GP,289,0,0.003053,0.999943,0.99,2000,0
main,c154,ZDT4,182,GP,289,1,0.120365,0.616071,0.833,2000,0
main,c154,ZDT4,184,GP,291,0,0.003495,0.999931,0.988,2000,0
main,c154,ZDT4,184,GP,291,1,0.120318,0.616605,0.83,2000,0
main,c154,ZDT4,186,GP,293,0,0.003538,0.999929,0.9865,2000,0
main,c154,ZDT4,186,GP,293,1,0.120136,0.618568,0.8285,2000,0
main,c154,ZDT4,188,GP,295,0,0.003457,0.999932,0.9865,2000,0
main,c154,ZDT4,188,GP,295,1,0.120184,0.618203,0.828,2000,0
main,c154,ZDT4,190,GP,297,0,0.003186,0.999941,0.989,2000,0
main,c154,ZDT4,190,GP,297,1,0.120081,0.619034,0.8235,2000,0
main,c154,ZDT4,192,GP,299,0,0.003425,0.999933,0.987,2000,0
main,c154,ZDT4,192,GP,299,1,0.119953,0.619966,0.8185,2000,0
main,c154,ZDT4,194,GP,301,0,0.003166,0.999942,0.9885,2000,0
main,c154,ZDT4,194,GP,301,1,0.119782,0.620881,0.8155,2000,0
main,c154,ZDT4,196,GP,303,0,0.003369,0.999936,0.988,2000,0
main,c154,ZDT4,196,GP,303,1,0.119665,0.621911,0.812,2000,0
main,c154,ZDT4,198,GP,305,0,0.003354,0.999936,0.987,2000,0
main,c154,ZDT4,198,GP,305,1,0.119618,0.62225,0.8065,2000,0
main,c154,ZDT4,200,GP,307,0,0.003229,0.999938,0.9905,2000,0
main,c154,ZDT4,200,GP,307,1,0.119491,0.623807,0.804,2000,0
main,c154,ZDT4,201,GP,308,0,0.003161,0.999943,0.988,2000,0
main,c154,ZDT4,201,GP,308,1,0.119485,0.623872,0.803,2000,0
main,c154,DTLZ1,1,GP,75,0,0.34441,0.837594,0.92,2000,0
main,c154,DTLZ1,1,GP,75,1,0.336524,0.861928,0.914,2000,0
main,c154,DTLZ1,1,GP,75,2,0.28645,0.81851,0.941,2000,0
main,c154,DTLZ1,2,GP,76,0,0.344344,0.837617,0.9185,2000,0
main,c154,DTLZ1,2,GP,76,1,0.335595,0.862319,0.9115,2000,0
main,c154,DTLZ1,2,GP,76,2,0.284149,0.821809,0.938,2000,0
main,c154,DTLZ1,4,GP,78,0,0.335601,0.842133,0.9195,2000,0
main,c154,DTLZ1,4,GP,78,1,0.331281,0.862793,0.9135,2000,0
main,c154,DTLZ1,4,GP,78,2,0.282377,0.824618,0.9405,2000,0
main,c154,DTLZ1,6,GP,80,0,0.350555,0.835786,0.921,2000,0
main,c154,DTLZ1,6,GP,80,1,0.333375,0.86621,0.9245,2000,0
main,c154,DTLZ1,6,GP,80,2,0.284335,0.825588,0.9445,2000,0
main,c154,DTLZ1,8,GP,82,0,0.343263,0.847663,0.9255,2000,0
main,c154,DTLZ1,8,GP,82,1,0.333713,0.866556,0.923,2000,0
