problema,bloco,obj,wape,cob,sigma_med,nan_sigma,it,noise,ls_med,ls_min,ls_max,outputscale,mll
BBOB_F1,134,0,0.0195564685124168,0.995,4.056936740875244,0.0,134,0.0001,2.560279162701385,2.5144823923540356,2.6143970408304043,1.1975906957240918,0.983359113294524
BBOB_F1,134,1,0.0192166972074878,0.998,4.0631232261657715,0.0,134,0.0001,2.5847241808498804,2.543876128512292,2.6193529098731263,1.2686315409297797,0.983359113294524
BBOB_F1,136,0,0.0198205508503146,0.995,4.047355651855469,0.0,136,0.0001,2.566794710066756,2.53509351124599,2.6416943359168576,1.2278152773932465,0.9963416960824804
BBOB_F1,136,1,0.0195241591064631,0.998,4.087310791015625,0.0,136,0.0001,2.5466776479461353,2.5122064219406006,2.5854298818074706,1.2253067168659428,0.9963416960824804
BBOB_F1,138,0,0.0190885281609199,0.995,3.9766902923583984,0.0,138,0.0001,2.6127864700394827,2.565161800050345,2.6728530928635665,1.2664577709970988,1.0083843500295655
BBOB_F1,138,1,0.0190297033666299,0.998,3.992201924324035,0.0,138,0.0001,2.6000419380856963,2.567655577799803,2.646214500410278,1.2737022500812694,1.0083843500295655
BBOB_F1,140,0,0.0195001305216535,0.995,3.968636631965637,0.0,140,0.0001,2.5878414208257565,2.5187959922132475,2.6579545218643568,1.2169200556074042,1.019333163543818
BBOB_F1,140,1,0.0198309014119066,0.9975,4.031050205230713,0.0,140,0.0001,2.5387483331086167,2.495042296571819,2.57295495859973,1.1836889875516905,1.019333163543818
BBOB_F1,142,0,0.0189482480480195,0.995,3.918690919876098,0.0,142,0.0001,2.6349563781661813,2.588245734182509,2.690722816935478,1.2841105355517903,1.0341995352958182
BBOB_F1,142,1,0.0186785341758151,0.998,3.932540774345398,0.0,142,0.0001,2.6406155726208396,2.608975763256718,2.6767133638436102,1.338629545792301,1.0341995352958182
BBOB_F1,144,0,0.018721716964157,0.995,3.8667551279067993,0.0,144,0.0001,2.6676587072229445,2.6406833355400017,2.725721483135817,1.33182683861017,1.04611564039523
BBOB_F1,144,1,0.01902593624908,0.9975,3.9068278074264526,0.0,144,0.0001,2.650252239528279,2.611767250101966,2.6880203680145125,1.353369830423678,1.04611564039523
BBOB_F1,146,0,0.0189079523333481,0.995,3.864502906799317,0.0,146,0.0001,2.636111009276925,2.5923059342430035,2.696311708788014,1.2704981786954368,1.0556433497822677
BBOB_F1,146,1,0.0198776611119903,0.9975,3.882131814956665,0.0,146,0.0001,2.695950736793681,2.621967692071844,2.735095753290347,1.4288499768030776,1.0556433497822677
BBOB_F1,148,0,0.018595560100092,0.995,3.797631621360779,0.0,148,0.0001,2.6749567625067754,2.65544764499965,2.7631058178201977,1.3328136599738716,1.0710264029657033
BBOB_F1,148,1,0.0186434120659513,0.9975,3.8290611505508423,0.0,148,0.0001,2.6681945867233883,2.652430826659055,2.7188521452523,1.3888885821776853,1.0710264029657033
