label,problema,exp,obj,mu_med,f_med,vies_med,abs_med,wape_final,pct_otimista,mu_colapso0
ZDT4,ZDT4,off,1,37.00059509277344,221.81797790527344,-184.68018531799316,184.68018531799316,0.8346538029933664,1.0,False
ZDT6,ZDT6,off,0,0.0,1.0,-1.0,1.0,1.0,1.0,True
ZDT6,ZDT6,off,1,5.462131500244141,0.008149595931172371,5.453981904312968,5.453981904312968,30.405976665703218,0.02,False
swap_medium-lhs_DTLZ2,DTLZ2,sweep-medium-lhs,0,0.0,2.0366825160412886e-16,-2.0366825160412886e-16,2.0366825160412886e-16,0.02138516641843353,1.0,True
swap_medium-lhs_DTLZ2,DTLZ2,sweep-medium-lhs,1,-0.3139646053314209,9.697361566920946e-28,-0.3139646053314209,0.3139646053314209,32966283559799.195,1.0,False
swap_medium-lhs_DTLZ2,DTLZ2,sweep-medium-lhs,2,0.0,3.326154947280884,-3.326154947280884,3.326154947280884,1.0,1.0,True
swap_medium-lhs_MMF16_20,MMF16_20,sweep-medium-lhs,0,0.0,1.0070348978042603,-1.0070348978042603,1.0070348978042603,1.0,1.0,True
swap_medium-lhs_MMF16_20,MMF16_20,sweep-medium-lhs,1,0.0,0.9745165705680847,-0.9745165705680847,0.9745165705680847,1.0,1.0,True
swap_medium-lhs_MMF16_20,MMF16_20,sweep-medium-lhs,2,0.0,1.7528657913208008,-1.7528657913208008,1.7528657913208008,1.0,1.0,True
swap_medium-lhs_WFG9,WFG9,sweep-medium-lhs,0,0.4473610520362854,0.8389515280723572,-0.12656106054782867,0.7873836914077401,0.9537674955215757,0.58,False
swap_medium-lhs_WFG9,WFG9,sweep-medium-lhs,1,2.397124171257019,4.689900159835815,-2.1270118951797485,2.1270118951797485,0.45320051196896455,0.92,False
swap_medium-lhs_ZDT1,ZDT1,sweep-medium-lhs,0,0.41355472803115845,0.41352757811546326,2.9847025871276855e-05,3.8817524909973145e-05,8.991573082818577e-05,0.24,False
swap_medium-lhs_ZDT1,ZDT1,sweep-medium-lhs,1,0.9376418590545654,0.7487066090106964,0.20030906796455383,0.20030906796455383,0.276310578585113,0.0,False
swap_medium-lhs_ZDT4,ZDT4,sweep-medium-lhs,0,-9.046494960784912e-05,3.6050264336229265e-12,-9.046495321287555e-05,9.046495321287555e-05,0.007104661067007115,0.98,False
swap_medium-lhs_ZDT4,ZDT4,sweep-medium-lhs,1,0.0,209.98703002929688,-209.98703002929688,209.98703002929688,1.0,1.0,True
swap_medium-mvns_DTLZ2,DTLZ2,sweep-medium-mvns,0,0.0,1.0700638292115983e-11,-1.0700638292115983e-11,1.0700638292115983e-11,1.0,1.0,True
swap_medium-mvns_DTLZ2,DTLZ2,sweep-medium-mvns,1,-0.5835684537887573,1.8520274826338684e-24,-0.5835684537887573,0.5835684537887573,61274687647819.52,1.0,False
swap_medium-mvns_DTLZ2,DTLZ2,sweep-medium-mvns,2,0.0,3.067507743835449,-3.067507743835449,3.067507743835449,1.0,1.0,True
swap_medium-mvns_MMF16_20,MMF16_20,sweep-medium-mvns,0,3.8984175293715407e-36,0.24679064750671387,-0.24679064750671387,0.24679064750671387,1.0,1.0,False
swap_medium-mvns_MMF16_20,MMF16_20,sweep-medium-mvns,1,-3.3115492483572214e-35,7.278933026100276e-06,-7.278933026100276e-06,7.278933026100276e-06,1.0,1.0,False
swap_medium-mvns_MMF16_20,MMF16_20,sweep-medium-mvns,2,3.1341741532747203e-35,2.154881477355957,-2.154881477355957,2.154881477355957,1.0,1.0,False
swap_medium-mvns_WFG9,WFG9,sweep-medium-mvns,0,0.11302976310253143,0.1999100148677826,-0.08688025176525116,0.08688025176525116,0.43459679507658694,1.0,False
swap_medium-mvns_WFG9,WFG9,sweep-medium-mvns,1,0.04097702354192734,4.089756011962891,-4.048778988420963,4.048778988420963,0.9899805701313071,1.0,False
swap_medium-mvns_ZDT1,ZDT1,sweep-medium-mvns,0,0.2925494462251663,0.29254457354545593,5.587935447692871e-06,8.508563041687012e-06,3.129320649290638e-05,0.3,False
swap_medium-mvns_ZDT1,ZDT1,sweep-medium-mvns,1,0.9100601971149445,1.119576334953308,-0.1985308825969696,0.1985308825969696,0.17389144408057627,1.0,False
swap_medium-mvns_ZDT4,ZDT4,sweep-medium-mvns,0,-0.00908912718296051,0.0,-0.00908912718296051,0.00908912718296051,0.7192955190197902,1.0,False
swap_medium-mvns_ZDT4,ZDT4,sweep-medium-mvns,1,0.0,194.17884826660156,-194.17884826660156,194.17884826660156,1.0,1.0,True
swap_small-lhs_DTLZ2,DTLZ2,sweep-small-lhs,0,0.0,2.4450807571411133,-2.4450807571411133,2.4450807571411133,1.0,1.0,True
swap_small-lhs_DTLZ2,DTLZ2,sweep-small-lhs,1,0.0,2.188244342803955,-2.188244342803955,2.188244342803955,0.9999999999999651,1.0,False
swap_small-lhs_DTLZ2,DTLZ2,sweep-small-lhs,2,0.0,2.5545245786746777e-16,-2.5545245786746777e-16,2.5545245786746777e-16,1.0,1.0,True
swap_small-lhs_MMF16_20,MMF16_20,sweep-small-lhs,0,-0.15979334712028503,0.5763232111930847,-0.8834769651257375,0.8834769651257375,1.0434092992007804,1.0,False
swap_small-lhs_MMF16_20,MMF16_20,sweep-small-lhs,1,0.23064950108528137,1.4973875284194946,-1.1599121987819672,1.1599121987819672,0.8040244111095088,1.0,False
swap_small-lhs_MMF16_20,MMF16_20,sweep-small-lhs,2,-0.1108485609292984,0.7446812987327576,-0.9942288249731064,0.9942288249731064,1.0255029687873976,1.0,False
swap_small-lhs_WFG9,WFG9,sweep-small-lhs,0,0.3809542655944824,0.8408883213996887,-0.4006151854991913,0.8195229843258858,0.9147672029305546,0.66,False
swap_small-lhs_WFG9,WFG9,sweep-small-lhs,1,1.6885939240455627,4.721244812011719,-2.9367637038230896,2.9367637038230896,0.5988016638654997,0.92,False
swap_small-lhs_ZDT1,ZDT1,sweep-small-lhs,0,0.40198805928230286,0.40199287235736847,-6.288290023803711e-06,3.4302473068237305e-05,9.785429050137589e-05,0.56,False
swap_small-lhs_ZDT1,ZDT1,sweep-small-lhs,1,0.7381004095077515,0.7456364929676056,0.021026134490966797,0.04762022942304611,0.06696345057396329,0.48,False
swap_small-lhs_ZDT4,ZDT4,sweep-small-lhs,0,0.49416403472423553,0.4938109517097473,0.0003530830144882202,0.0013706982135772705,0.0026301879496408703,0.32,False
swap_small-lhs_ZDT4,ZDT4,sweep-small-lhs,1,37.00059509277344,221.81797790527344,-184.68018531799316,184.68018531799316,0.8346538029933664,1.0,False
swap_small-mvns_DTLZ2,DTLZ2,sweep-small-mvns,0,0.0,2.8551993262087086e-14,-2.8551993262087086e-14,2.8551993262087086e-14,1.0,1.0,True
swap_small-mvns_DTLZ2,DTLZ2,sweep-small-mvns,1,-1.074565052986145,0.0,-1.074565052986145,1.074565052986145,7.807745544391988,0.9619047619047619,False
swap_small-mvns_DTLZ2,DTLZ2,sweep-small-mvns,2,0.0,3.3594818115234375,-3.3594818115234375,3.3594818115234375,1.0,1.0,True
swap_small-mvns_MMF16_20,MMF16_20,sweep-small-mvns,0,-0.5264878869056702,0.3657889664173126,-1.1742220379965147,1.1742220379965147,1.5147622212000555,1.0,False
swap_small-mvns_MMF16_20,MMF16_20,sweep-small-mvns,1,-0.10465066134929657,0.9074387550354004,-1.0223271995782852,1.0223271995782852,0.989492993736599,1.0,False
swap_small-mvns_MMF16_20,MMF16_20,sweep-small-mvns,2,-0.11143671721220016,1.1896235942840576,-1.3888989686965942,1.3888989686965942,1.0447210342436715,1.0,False
swap_small-mvns_WFG9,WFG9,sweep-small-mvns,0,0.2667204290628433,2.5130244493484497,-2.2780218049883842,2.2780218049883842,0.8808212141499495,1.0,False
swap_small-mvns_WFG9,WFG9,sweep-small-mvns,1,0.27197694778442383,2.2493696212768555,-1.9411659985780716,1.9411659985780716,0.9079118362120597,1.0,False
swap_small-mvns_ZDT1,ZDT1,sweep-small-mvns,0,0.28827477991580963,0.28827038407325745,3.725290298461914e-06,1.119077205657959e-05,3.84011820024916e-05,0.44,False
swap_small-mvns_ZDT1,ZDT1,sweep-small-mvns,1,0.7616672217845917,0.8056012690067291,-0.02266162633895874,0.05753523111343384,0.08596544755525304,0.58,False
swap_small-mvns_ZDT4,ZDT4,sweep-small-mvns,0,0.001180864463094622,0.0,0.001180864463094622,0.001180864463094622,61372392694.46582,0.0,False
swap_small-mvns_ZDT4,ZDT4,sweep-small-mvns,1,1.1338173151016235,221.90840911865234,-220.69852942228317,220.69852942228317,0.9949090204304181,1.0,False
