label,problema,exp,obj,fbest_g1,fbest_gN,fmin_dataset,fmin_real_final,abaixo_do_dataset,gap_abs,gap_rel,mu_negativo,f_ds_min_negativo
WFG2,WFG2,off,0,0.0661739625586506,-0.7186159832888848,0.446179062128067,0.6522197127342224,True,1.1647950454169518,2.610599968231185,True,False
WFG2,WFG2,off,1,1.7145491129995705,-0.038605163250873376,1.2961959838867188,4.6434006690979,True,1.334801147137592,1.029783430693184,True,False
WFG4,WFG4,off,0,0.7007392109988491,-0.2596902228068074,0.4448656737804413,1.198850154876709,True,0.7045558965872487,1.5837497431527494,True,False
WFG4,WFG4,off,1,1.6037417317539426,0.693904756397693,1.1638511419296265,3.0239944458007812,True,0.46994638553193346,0.4037856462921693,False,False
WFG5,WFG5,off,0,1.296150749402206,0.35597866514914706,0.6907615065574646,1.7871655225753784,True,0.33478284140831754,0.4846576397645095,False,False
WFG5,WFG5,off,1,1.1759278584368023,-1.0613601027401487,0.6897868514060974,0.39362654089927673,True,1.751146954146246,2.5386783621297173,True,False
WFG9,WFG9,off,0,0.8012619656847314,-0.8188561717299264,0.6141048073768616,0.6878655552864075,True,1.432960979106788,2.333414364931708,True,False
WFG9,WFG9,off,1,1.3876831082319834,-0.6261479026232949,0.8390698432922363,4.576970100402832,True,1.4652177459155311,1.7462405038494706,True,False
ZDT1,ZDT1,off,0,0.001782342791557312,8.187489584088326e-05,0.00023314701684284955,0.0,True,0.0001512721210019663,0.6488271780201664,False,False
ZDT1,ZDT1,off,1,2.3662433198051076,0.2534062012977065,2.2879481315612793,0.2051192969083786,True,2.0345419302635728,0.8892430305555992,False,False
ZDT3,ZDT3,off,0,0.0017798468470573425,5.3501280490309e-05,0.0002959234989248216,0.0,True,0.00024242221843451262,0.8192057045665683,False,False
ZDT3,ZDT3,off,1,2.1075594730195917,-0.592195694410881,1.9425233602523804,1.1523839235305786,True,2.5347190546632614,1.3048589821508971,True,False
ZDT4,ZDT4,off,0,0.0015512453392148018,0.0024877171381376684,0.0006987005472183228,0.0,False,-0.0017890165909193456,-2.560491183299921,False,False
ZDT4,ZDT4,off,1,85.93431996278699,34.97292812858247,76.60523223876953,210.95993041992188,True,41.632304110187064,0.5434655426723863,False,False
ZDT6,ZDT6,off,0,0.0,0.0,0.2818073034286499,0.9379153251647949,True,0.2818073034286499,1.0,False,False
ZDT6,ZDT6,off,1,7.712515644298946,5.462131337944129,7.125442981719971,0.008149584755301476,True,1.6633116437758417,0.23343273506545473,False,False
swap_medium-lhs_DTLZ2,DTLZ2,sweep-medium-lhs,0,3.463311284703794e-33,1.0880851870634408e-49,0.00014099136751610786,2.0366825160412886e-16,True,0.00014099136751610786,1.0,False,False
swap_medium-lhs_DTLZ2,DTLZ2,sweep-medium-lhs,1,0.0071535631595907034,-0.31396459442112246,0.00021947725326754153,9.697361566920946e-28,True,0.31418407167439,1431.5108604507702,True,False
swap_medium-lhs_DTLZ2,DTLZ2,sweep-medium-lhs,2,8.835277191990419e-53,7.265386074894086e-79,0.0006581970956176519,3.326154947280884,True,0.0006581970956176519,1.0,False,False
swap_medium-lhs_MMF16_20,MMF16_20,sweep-medium-lhs,0,0.0,0.0,0.000824344577267766,0.006275832653045654,True,0.000824344577267766,1.0,False,False
swap_medium-lhs_MMF16_20,MMF16_20,sweep-medium-lhs,1,0.0,0.0,0.000686698011122644,0.001960325986146927,True,0.000686698011122644,1.0,False,False
swap_medium-lhs_MMF16_20,MMF16_20,sweep-medium-lhs,2,0.0,0.0,0.0012903236784040928,0.0003568250685930252,True,0.0012903236784040928,1.0,False,False
swap_medium-lhs_WFG9,WFG9,sweep-medium-lhs,0,0.5042358108163345,-0.8190805553319613,0.5549938082695007,0.4999247193336487,True,1.374074363601462,2.4758372852589052,True,False
swap_medium-lhs_WFG9,WFG9,sweep-medium-lhs,1,1.8110775716561118,0.36183921017219944,0.6159009337425232,4.3897705078125,True,0.25406172357032375,0.41250420262641463,False,False
swap_medium-lhs_ZDT1,ZDT1,sweep-medium-lhs,0,0.0017651006346568465,0.00010497123003005981,0.000122273457236588,0.0,True,1.7302227206528187e-05,0.141504359143538,False,False
swap_medium-lhs_ZDT1,ZDT1,sweep-medium-lhs,1,2.447390720865087,0.40380221808345595,1.9851235151290894,0.25432175397872925,True,1.5813212970456334,0.7965858471747551,False,False
swap_medium-lhs_ZDT4,ZDT4,sweep-medium-lhs,0,0.001772366464138031,-9.046494960784912e-05,0.00028715585358440876,3.598004923513476e-12,True,0.0003776208031922579,1.3150378043094886,True,False
swap_medium-lhs_ZDT4,ZDT4,sweep-medium-lhs,1,0.0,0.0,36.71808624267578,144.84469604492188,True,36.71808624267578,1.0,False,False
swap_medium-mvns_DTLZ2,DTLZ2,sweep-medium-mvns,0,7.37068697918588e-77,5.204733964547775e-131,8.712637027968112e-33,1.0700638292115983e-11,True,8.712637027968112e-33,8.712637027968112e-21,False,False
swap_medium-mvns_DTLZ2,DTLZ2,sweep-medium-mvns,1,-0.0711509324501094,-0.5835684464727819,0.0,1.8519513575565146e-24,True,0.5835684464727819,583568446472.782,True,False
swap_medium-mvns_DTLZ2,DTLZ2,sweep-medium-mvns,2,-3.766907566060134e-54,5.046557764734265e-108,0.0,3.067507743835449,False,-5.046557764734265e-108,-5.046557764734265e-96,False,False
swap_medium-mvns_MMF16_20,MMF16_20,sweep-medium-mvns,0,0.0,1.1214347002956912e-40,1.1248198179158957e-32,0.19830851256847382,True,1.1248198067015486e-32,1.1248198067015487e-20,False,False
swap_medium-mvns_MMF16_20,MMF16_20,sweep-medium-mvns,1,2.580743733907045e-79,-3.6190923991611236e-35,0.0,1.5636719297162927e-07,True,3.6190923991611236e-35,3.619092399161124e-23,True,False
swap_medium-mvns_MMF16_20,MMF16_20,sweep-medium-mvns,2,0.0,9.015893583747862e-40,0.0,2.118276357650757,False,-9.015893583747862e-40,-9.015893583747863e-28,False,False
swap_medium-mvns_WFG9,WFG9,sweep-medium-mvns,0,1.0187868859925469,0.11302976003284343,0.47619783878326416,0.1999100148677826,True,0.36316807875042073,0.7626411738414303,False,False
swap_medium-mvns_WFG9,WFG9,sweep-medium-mvns,1,0.9408514449240238,0.040977024285475214,0.7745959758758545,4.089756011962891,True,0.7336189515903793,0.9470988417682631,False,False
swap_medium-mvns_ZDT1,ZDT1,sweep-medium-mvns,0,0.0017924457788467407,2.4810433387756348e-05,0.0,0.0,False,-2.4810433387756348e-05,-24810433.387756348,False,False
swap_medium-mvns_ZDT1,ZDT1,sweep-medium-mvns,1,2.5714137925629075,0.4428971682352767,0.9994367957115173,0.601877748966217,True,0.5565396274762406,0.556853249614479,False,False
swap_medium-mvns_ZDT4,ZDT4,sweep-medium-mvns,0,0.001728827424813062,-0.009089127532206476,0.0,0.0,True,0.009089127532206476,9089127532.206476,True,False
swap_medium-mvns_ZDT4,ZDT4,sweep-medium-mvns,1,0.0,0.0,55.38335418701172,144.84469604492188,True,55.38335418701172,1.0,False,False
swap_small-lhs_DTLZ2,DTLZ2,sweep-small-lhs,0,0.0,0.0,0.00028587772976607084,0.9419935345649719,True,0.00028587772976607084,1.0,False,False
swap_small-lhs_DTLZ2,DTLZ2,sweep-small-lhs,1,1.4075447048182128e-26,1.843345005310585e-53,0.00031014170963317156,0.8991556167602539,True,0.00031014170963317156,1.0,False,False
swap_small-lhs_DTLZ2,DTLZ2,sweep-small-lhs,2,0.0,0.0,0.0013352293753996491,2.5545245786746777e-16,True,0.0013352293753996491,1.0,False,False
swap_small-lhs_MMF16_20,MMF16_20,sweep-small-lhs,0,-0.20319065635014866,-0.92957302244694,0.001186947338283062,1.1843233456677278e-23,True,0.930759969785223,784.1628181512939,True,False
swap_small-lhs_MMF16_20,MMF16_20,sweep-small-lhs,1,-0.2723024183318259,-0.7922157728189037,0.000509826117195189,0.0,True,0.7927255989360988,1554.8940554424375,True,False
swap_small-lhs_MMF16_20,MMF16_20,sweep-small-lhs,2,-0.24042475233311222,-0.8972271600969617,0.006500831805169582,0.0,True,0.9037279919021313,139.01728563158179,True,False
swap_small-lhs_WFG9,WFG9,sweep-small-lhs,0,0.8012619656847314,-0.8188561717299264,0.6141048073768616,0.6878655552864075,True,1.432960979106788,2.333414364931708,True,False
swap_small-lhs_WFG9,WFG9,sweep-small-lhs,1,1.3876831082319834,-0.6261479026232949,0.8390698432922363,4.576970100402832,True,1.4652177459155311,1.7462405038494706,True,False
swap_small-lhs_ZDT1,ZDT1,sweep-small-lhs,0,0.001782342791557312,8.187489584088326e-05,0.00023314701684284955,0.0,True,0.0001512721210019663,0.6488271780201664,False,False
swap_small-lhs_ZDT1,ZDT1,sweep-small-lhs,1,2.3662433198051076,0.2534062012977065,2.2879481315612793,0.2051192969083786,True,2.0345419302635728,0.8892430305555992,False,False
swap_small-lhs_ZDT4,ZDT4,sweep-small-lhs,0,0.0015512453392148018,0.0024877171381376684,0.0006987005472183228,0.0,False,-0.0017890165909193456,-2.560491183299921,False,False
swap_small-lhs_ZDT4,ZDT4,sweep-small-lhs,1,85.93431996278699,34.97292812858247,76.60523223876953,210.95993041992188,True,41.632304110187064,0.5434655426723863,False,False
swap_small-mvns_DTLZ2,DTLZ2,sweep-small-mvns,0,0.0,0.0,5.66369572798323e-17,2.8551993262087086e-14,True,5.66369572798323e-17,5.66369572798323e-05,False,False
swap_small-mvns_DTLZ2,DTLZ2,sweep-small-mvns,1,-0.2077579350172556,-1.0745650999993757,0.0,0.0,True,1.0745650999993757,1074565099999.3757,True,False
swap_small-mvns_DTLZ2,DTLZ2,sweep-small-mvns,2,0.0,0.0,0.0,0.00030240698833949864,False,0.0,0.0,False,False
swap_small-mvns_MMF16_20,MMF16_20,sweep-small-mvns,0,-0.3632979735014672,-1.433683318642716,2.7984757584865306e-17,2.6211861213190514e-21,True,1.433683318642716,1433683318642.716,True,False
swap_small-mvns_MMF16_20,MMF16_20,sweep-small-mvns,1,-0.24279607570584538,-1.0366320264533462,0.0,0.0,True,1.0366320264533462,1036632026453.3462,True,False
swap_small-mvns_MMF16_20,MMF16_20,sweep-small-mvns,2,-0.10590749773054497,-1.0289700061022677,0.0,0.0,True,1.0289700061022677,1028970006102.2678,True,False
swap_small-mvns_WFG9,WFG9,sweep-small-mvns,0,1.0523036077595513,0.14878028203463922,0.6738457679748535,0.922579288482666,True,0.5250654859402143,0.77920721757773,False,False
swap_small-mvns_WFG9,WFG9,sweep-small-mvns,1,1.2514271902106524,0.17107724567340057,0.7253690958023071,0.757537305355072,True,0.5542918501289066,0.7641514552199421,False,False
swap_small-mvns_ZDT1,ZDT1,sweep-small-mvns,0,0.0017912685871124268,2.7676112949848175e-05,0.0,0.0,False,-2.7676112949848175e-05,-27676112.949848175,False,False
swap_small-mvns_ZDT1,ZDT1,sweep-small-mvns,1,2.515437765358172,0.2889233099953259,1.248992681503296,0.331543892621994,True,0.96006937150797,0.7686749375924478,False,False
swap_small-mvns_ZDT4,ZDT4,sweep-small-mvns,0,0.0017493357881903648,0.0008160101424437016,0.0,0.0,False,-0.0008160101424437016,-816010142.4437016,False,False
swap_small-mvns_ZDT4,ZDT4,sweep-small-mvns,1,26.965669085954495,0.8499329478213242,86.06578826904297,204.54661560058594,True,85.21585532122164,0.9901246132183856,False,False
