problema,D,M,maxfe,init,man_maxfe,man_fe_final,man_status,man_n_geracoes,man_cache_hits,man_fallback,footer_n,footer_termino,footer_status,footer_cp_init,n_real,u1_len_ok,u1_fe_dense,u1_sid_unique,n_init,u2_init_ok,n_opt,doe_hash,sonda_x_hash,n_gens_jsonl,n_rows_timing,u3_fit_por_iter,n_blocos_sonda,sonda_manifest_blocos,u4_cadencia_ok,sonda_S,sonda_k,sonda_n_falhas,sonda_linhas_ok,u7_viol,u7_viol_em_sonda,u7_ok,u8_fe_treino_max_monot,fe_treino_max_ini,fe_treino_max_fim,guards,cache_hit_guard,c0,u10_ledger,u10_pop_gens,u10_pop_offby1,u10_pop_sz_ok,u10_dup_ultima_pop,c9_ga_pop_decl,c9_ga_pop_esp,c9_ga_pop_ok,c9_ga_gens,c9_ga_gens_ok,c9_pool_rows_ok,c9_aval_aquis_iter,espaco_modelo,transf_tipo,pred_tipo,modelo_flag,sonda_espaco,pred_classe_null,pred_score_null,sigma_null_online,sigma_null_sonda,rsid_online_notna,rsid_sonda_notna,c8_dmin_max,c8_dmax_max,c8_drange_max,c8_ok,c8_range0_total,c8_range_min,c19_nfront_min,c19_nfront_max,c19_nfront_eq1,c19_nfront_calc_ok,c19_nfront1_calc_ok,n_gens,nfront_mediana,c11_dedup_total,c11_dedup_max,c11_ntreino_ok,c11_namostra_cresce,c15_assinatura_mais1,c13_eim_nan_total,c12_mindist_min,c12_mindist_lt1e8,c12_mindist_mediana,c18_stall_max,c18_stall_gt0,c5_theta_min_global,c5_theta_max_global,c5_viola_lb,c5_viola_ub,c5_sat_lb,c5_sat_ub,c5_ncomp,lnL_min,lnL_max,eim_best_min,eim_best_max,eim_best_ultimo,eim_best_monot_desc,eim_ybest_ident,eim_med_pool_razao_ini,eim_med_pool_razao_fim,eim_med_pool_decai,s_best_zeros,s_best_min,s_best_med,du_ubest,ds_sbest,df_best_vs_normmin,u11_err_mediana,u11_err_rel_mediana,u11_otimista_frac,u11_cob2sigma_infill,fe_iter_soma,lote_unicos,fe_ultimo,tempo_total_s,tempo_fit_s,tempo_busca_s,tempo_aval_real_s,tempo_pred_sonda_s
DTLZ4,12,3,371,131,371,371,ok,241,1,False,1,normal,ok,True,371,True,True,True,131,True,240,75dc5d1c4ced,9af00e6cff4b,240,240,True,121,121,True,2000,2,0,True,0,0,True,True,130,369,"{""cache_hit"": 1}",1,1,True,241,True,True,0,120,120,True,200,True,True,24000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,241,0,2.6068972703199362e-08,3.64940269093189e-08,0.0,True,0,1.7095174899503232,23,45,0,0,0,240,39.0,0,0,True,True,True,0,0.05557279284971111,0,0.92994151056479,0,0,0.000999999999999999,1000.0,0,0,545,448,720,260.27159712571023,1242.0019603299397,0.03450662432949142,0.7633289754534973,0.36107377893239534,120,True,0.9999999985737156,0.9999982441708778,0.7372840121138486,0,0.003459731749126324,0.1292896951464112,5.901465721781093e-08,5.747195304891132e-08,0.9999999999999502,0.19078860276580414,83.67451528364296,0.5795297372060858,0.7219917012448133,240,1,371,1550.68588,762.0097526907921,722.053878068924,0.19058600000000003,42.346376
DTLZ7,22,3,681,241,681,681,ok,441,1,False,1,normal,ok,True,681,True,True,True,241,True,440,82fffdba6191,a568b9af8144,440,440,True,221,221,True,2000,2,0,True,0,0,True,True,240,679,"{""cache_hit"": 1}",1,1,True,441,True,True,0,220,220,True,200,True,True,44000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,440,0,4.020731613826999e-08,3.435265737574593e-08,0.0,True,0,0.9941790843198315,4,46,0,440,440,440,39.0,0,0,True,True,True,0,0.12725517593576446,0,1.6147322076349364,0,0,0.001,5.390309231554792,0,0,1195,0,1320,798.6068580567348,5571.383484235207,3.4351860847593774e-05,0.8554259419907694,3.7385799560551545e-05,203,True,0.9999999997044704,0.9999999390393821,4.3704306191057894e-05,0,1.0707873448643322e-05,0.00028836466155088313,5.751696751434907e-08,5.824875690573616e-08,0.9999999796060886,0.0002565353167728261,0.0071452959995631695,0.7045454545454546,0.9545454545454546,440,1,681,4699.526186,2772.573666572571,1848.3713917732239,0.1525271666666666,44.66087066666666
MMF1,2,2,61,21,61,61,ok,41,1,False,1,normal,ok,True,61,True,True,True,21,True,40,b4682dc218d2,186b726e7d62,40,40,True,21,21,True,2000,2,0,True,0,0,True,True,20,59,"{""cache_hit"": 1}",1,1,True,41,True,True,0,20,20,True,200,True,True,4000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,561,0,1.3865808800250072e-08,1.660112963568068e-08,0.0,True,0,0.9900536435516671,6,12,0,40,40,40,11.0,0,0,True,True,True,0,0.037883970983419696,0,0.1918732861266368,0,0,0.001,1000.0,0,0,13,7,80,-301.5444731389399,144.8954352636415,0.04373122513965907,160.41355795694625,0.6772781488662456,14,True,1.0,1.0,7.937807601084435,0,0.00023881947690469318,0.22666507741576486,5.302846824820047e-08,4.824666612080318e-08,0.9906373914730725,1.037364935257613,1.0437811053842911,0.6942959001782532,0.6541889483065954,40,1,61,15.440227,2.9578190008178353,4.552216991782188,0.03353199999999999,1.944285
MMF11_L,2,2,61,21,61,61,ok,41,1,False,1,normal,ok,True,61,True,True,True,21,True,40,bc5b5476bae0,5d2fe8a6603e,40,40,True,21,21,True,2000,2,0,True,0,0,True,True,20,59,"{""cache_hit"": 1}",1,1,True,41,True,True,0,20,20,True,200,True,True,4000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,517,0,4.3513381783754715e-08,2.4956000167932155e-08,0.0,True,0,0.9590916539242798,8,21,0,2,1,40,12.0,0,0,True,True,True,0,0.009330814035696014,0,0.06957527776958101,0,0,0.001,1000.0,0,0,21,1,80,-68.96816632201387,782.9348035361686,0.016379567860625208,4.958294600452664,0.029395941640407146,20,True,1.0,1.0,0.098713174324214,0,3.4830287953309526e-08,0.0002050586551697754,5.19469130109624e-08,5.0029632899168745e-08,0.238913755251622,0.0052864293094074255,0.0011097875129940217,0.7659574468085106,0.7640232108317214,40,1,61,13.415535,1.9811040041968226,3.8179249987006187,0.03532500000000001,1.7763020000000003
MMF16_20,20,3,619,219,619,619,ok,401,1,False,1,normal,ok,True,619,True,True,True,219,True,400,00c877887f6a,8f238ff256b7,400,400,True,201,201,True,2000,2,0,True,0,0,True,True,218,617,"{""cache_hit"": 1}",1,1,True,401,True,True,0,200,200,True,200,True,True,40000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,400,0,3.320790131103177e-08,3.7237899556870525e-08,0.0,True,0,2.8098579588980472,40,210,0,400,400,400,121.5,0,0,True,True,True,0,0.5399307016389291,0,1.520110775323591,0,0,0.001,835.2683360521673,0,0,475,0,1200,546.4623724587251,3519.7248758708356,0.04337643514607873,0.4493097004045018,0.18643574093622264,197,True,0.9999999992619414,0.9999999966361445,0.7026454053772624,0,0.00027983435025940255,0.04483839249044139,5.8548641236544504e-08,5.7829599262191535e-08,0.9999999911373574,0.060551087477818226,0.3448849013533509,0.7083333333333334,0.7675,400,1,619,3467.846485,1913.8153309822083,1489.5017300844193,0.13487641666666678,36.306204833333354
MMF4,2,2,61,21,61,61,ok,41,1,False,1,normal,ok,True,61,True,True,True,21,True,40,8e6e2b094ef9,9db3901985bd,40,40,True,21,21,True,2000,2,0,True,0,0,True,True,20,59,"{""cache_hit"": 1}",1,1,True,41,True,True,0,20,20,True,200,True,True,4000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,540,0,2.9633599361412343e-08,3.886052735754624e-08,0.0,True,0,0.9662217546796266,9,17,0,40,40,40,13.0,0,0,True,True,True,0,0.07141500894548211,0,0.21436071233010565,0,0,0.001,1000.0,0,0,3,5,80,-302.2092100674743,86.10555543125763,0.0797411747967139,37.453209403988346,0.8646991748456673,14,True,1.0,1.0,8.44275855643501,0,0.0002482837071733202,0.22181978119868617,5.147112165251229e-08,5.505068887115304e-08,0.9999999526952547,0.7988733010772116,0.9166491258071916,0.6675925925925926,0.562037037037037,40,1,61,13.850555,2.062104966491461,3.9576310142874718,0.034627999999999985,1.772816
WFG1,22,2,681,241,681,681,ok,441,1,False,1,normal,ok,True,681,True,True,True,241,True,440,737008bc4aa4,93f0bce9acff,440,440,True,221,221,True,2000,2,0,True,0,0,True,True,240,679,"{""cache_hit"": 1}",1,1,True,441,True,True,0,220,220,True,200,True,True,44000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,440,0,2.110756559254309e-08,2.127513017437995e-08,0.0,True,0,0.2802715860464642,18,96,0,440,440,440,75.0,0,0,True,True,True,0,12.024390008554263,0,34.657100254309654,0,0,0.001,1000.0,0,0,20,11,880,673.1728132217422,1300.5283310163911,0.11550991878723549,0.8737575181826619,0.4184981992929268,217,True,0.9999991848621924,0.9983603472852145,1.8991212003087004,0,0.012085645180674159,0.09786422128608262,5.818143895762566e-08,5.7446083020728306e-08,0.20708537463888083,0.344351472912926,0.16483577618397244,0.8375,0.43863636363636366,440,1,681,3333.9718918333333,1918.5843600034714,1353.0354286432266,0.19231,31.34317937499999
WFG2,22,2,681,241,681,681,ok,441,1,False,1,normal,ok,True,681,True,True,True,241,True,440,4992992e00fb,4bb888fc3e58,440,440,True,221,221,True,2000,2,0,True,0,0,True,True,240,679,"{""cache_hit"": 1}",1,1,True,441,True,True,0,220,220,True,200,True,True,44000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,440,0,4.2635393727974864e-08,3.351745094180727e-08,0.0,True,0,2.0441724081333734,7,15,0,440,440,440,11.0,0,0,True,True,True,0,10.381350382698233,0,28.274820483025316,0,0,0.001,1000.0,0,0,98,12,880,335.9886682996477,2112.496493678854,0.007562529936416,0.3514825188272273,0.04238311033366954,224,True,0.999999691692774,0.9997489417440693,0.24830603996601575,0,0.004919988394265947,0.03211909783503428,5.894424031672267e-08,5.836361570254333e-08,0.49048542581928833,0.22215574443241198,0.1371225989380298,0.8909090909090909,0.4659090909090909,440,1,681,3379.4061897083334,2021.783247590065,1293.7580119371414,0.2501307500000002,32.41647883333333
WFG4,22,2,681,241,681,681,ok,441,1,False,1,normal,ok,True,681,True,True,True,241,True,440,efcdbbe567fe,69e678d12bd5,440,440,True,221,221,True,2000,2,0,True,0,0,True,True,240,679,"{""cache_hit"": 1}",1,1,True,441,True,True,0,220,220,True,200,True,True,44000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,440,0,3.7059559214146146e-08,4.687314940409077e-08,0.0,True,0,1.8662367842834622,25,35,0,440,440,440,32.0,0,0,True,True,True,0,16.56439328085254,0,28.959786261399284,0,0,0.001,313.75017194285516,0,0,17,0,880,568.3563140137718,1814.6020179530142,0.05513407956911101,0.30585740512860393,0.12263153389931418,205,True,0.9999865891966548,0.9999224170169522,0.717752279573483,0,0.021831805277305157,0.06099227636193609,5.7331396789531056e-08,5.7402283677806175e-08,0.29736948088378523,0.3964416232379506,0.1724859498308808,0.9511363636363637,0.4193181818181818,440,1,681,3516.717934125,2080.938747048378,1369.5454643964767,0.19080875,33.28226791666667
WFG5,22,2,681,241,681,681,ok,441,1,False,1,normal,ok,True,681,True,True,True,241,True,440,83b71528d381,bbc84f680842,440,440,True,221,221,True,2000,2,0,True,0,0,True,True,240,679,"{""cache_hit"": 1}",1,1,True,441,True,True,0,220,220,True,200,True,True,44000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,440,0,4.604623913780642e-08,1.8851749576430933e-08,0.0,True,0,2.041619743634146,6,128,0,5,4,440,78.0,0,0,True,True,True,0,7.989953143137954,0,38.7509227405685,0,0,0.001,1000.0,0,0,220,1,880,674.9547164604337,2246.891989892702,0.019707829470437692,0.33037230913919025,0.040839039255359796,215,True,0.999999084495924,0.9999999998267516,0.12361531371389717,0,0.005308297257871802,0.05674785110123497,5.9270419548136274e-08,5.849495726757856e-08,0.836659751906092,0.09612649851324573,0.06345336800754803,0.8022727272727272,0.8829545454545454,440,1,681,3682.3823182083333,2160.847124874592,1455.0003559589386,0.20706249999999993,33.998988833333314
WFG9,22,2,681,241,681,681,ok,441,1,False,1,normal,ok,True,681,True,True,True,241,True,440,9c1105d2d7e8,d415c3605d13,440,440,True,221,221,True,2000,2,0,True,0,0,True,True,240,679,"{""cache_hit"": 1}",1,1,True,441,True,True,0,220,220,True,200,True,True,44000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,440,0,5.262738996051757e-08,2.9478326046756476e-08,0.0,True,0,2.251621726508783,10,15,0,440,440,440,12.0,0,0,True,True,True,0,6.880480475889852,0,20.160317657965898,0,0,0.001,1000.0,0,0,6,49,880,346.511384712148,1086.5607678587598,0.13348614960321034,0.8081803001552574,0.13444481187641039,222,True,0.9999949828294108,0.999991188830816,0.260311778035764,0,0.06402243707550329,0.1652299893719329,5.568691172111253e-08,5.607082791297752e-08,0.45042788470740547,0.7431685523869841,0.40485773887941734,0.6920454545454545,0.6,440,1,681,3618.2824283333334,2157.4921201467514,1394.2748008966446,0.7524622916666673,33.86481383333332
ZDT1,30,2,929,329,929,929,ok,601,1,False,1,normal,ok,True,929,True,True,True,329,True,600,15afa53dfdb4,5a738ff1a813,600,600,True,301,301,True,2000,2,0,True,0,0,True,True,328,927,"{""cache_hit"": 1}",1,1,True,601,True,True,0,300,300,True,200,True,True,60000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,600,0,4.5595727604151295e-08,5.0801727039738924e-08,0.0,True,0,0.998100520194794,2,22,0,600,600,600,15.5,0,0,True,True,True,0,0.001507710790198723,0,1.750632963349047,0,0,0.000999999999999999,807.9840255271513,0,0,1001,0,1200,1344.0685874033277,7450.395420440816,5.27119556213724e-05,0.7509396335870036,0.0058524278166126546,283,True,0.9999999967188419,0.9999992914812995,0.00779346758048398,0,5.635918360939243e-08,0.0015857675316285338,5.858183775227388e-08,5.8675559331666144e-08,0.9999819404664289,0.0038727591835665963,0.2018567808666672,0.7366666666666667,0.7983333333333333,600,1,929,14284.551396,9980.635681152344,4116.829697847366,0.40834300000000057,78.46182500000003
ZDT3,30,2,929,329,929,929,ok,601,1,False,1,normal,ok,True,929,True,True,True,329,True,600,0e2102b5ae8b,66eed5501d63,600,600,True,301,301,True,2000,2,0,True,0,0,True,True,328,927,"{""cache_hit"": 1}",1,1,True,601,True,True,0,300,300,True,200,True,True,60000,transformado,minmax,valor,OK-Forrester,cru,True,True,0,0,600,0,4.250607143160645e-08,3.7795615915072566e-08,0.0,True,0,0.9952493426803517,3,15,0,600,600,600,8.0,0,0,True,True,True,0,0.14662888172140198,0,1.753076675233964,0,0,0.001,103.33612919470932,0,0,1200,0,1200,1120.203989844175,7967.815030451387,7.557534771640565e-23,0.8572885322751287,2.843202143557529e-05,286,True,0.9999999369485962,0.9988521920246047,3.3126990104332886e-05,0,3.1283352456819175e-05,0.0003524858040682016,5.758204005854284e-08,5.8460423808854e-08,1.3604801195748957,0.0003365528842666374,0.03572850671414329,0.6641666666666667,0.9608333333333333,600,1,929,14027.002308,9750.540049552917,4088.3925969600677,0.39699700000000016,79.72299200000006
