label,exp,tier,dist,problema,M,it,ger,pop,f_best_log,f_best_rec,ok_fbest,nfront1_log,nfront1_rec,ok_nfront1,f_best_neg
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,91,4641,105,"[0.002513, -0.002093, -0.000826]","[0.002513, -0.002093, -0.000826]",True,105,105,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,92,4692,105,"[0.002513, -0.002093, -0.000832]","[0.002513, -0.002093, -0.000832]",True,105,105,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,93,4743,105,"[-2.9e-05, -0.002093, -0.000826]","[-2.9e-05, -0.002093, -0.000826]",True,105,105,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,94,4794,105,"[-8.1e-05, -0.002093, -0.000827]","[-8.1e-05, -0.002093, -0.000827]",True,105,105,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,95,4845,105,"[-8.3e-05, -0.002093, -0.000827]","[-8.3e-05, -0.002093, -0.000827]",True,105,105,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,96,4896,105,"[-8.3e-05, -0.002093, -0.000827]","[-8.3e-05, -0.002093, -0.000827]",True,105,105,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,97,4947,105,"[-8.3e-05, -0.002093, -0.000827]","[-8.3e-05, -0.002093, -0.000827]",True,104,104,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,98,4998,105,"[-8.3e-05, -0.002093, -0.000828]","[-8.3e-05, -0.002093, -0.000828]",True,105,105,True,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,99,5049,105,"[-8.5e-05, -0.002093, -0.000828]","[-8.5e-05, -0.002093, -0.000828]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,1,51,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,31,31,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,2,102,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,34,34,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,3,153,102,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,35,35,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,4,204,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,36,36,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,5,255,103,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,43,43,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,6,306,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,50,50,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,7,357,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,51,51,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,8,408,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,50,50,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,9,459,105,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,57,57,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,10,510,105,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,58,58,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,11,561,102,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,61,61,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,12,612,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,63,63,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,13,663,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,79,79,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,14,714,103,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,84,84,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,15,765,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,91,91,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,16,816,105,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,97,97,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,17,867,105,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,97,97,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,18,918,105,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,97,97,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,19,969,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,99,99,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,20,1020,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,100,100,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,21,1071,104,"[0.005178, 0.00758, 0.012149]","[0.005178, 0.00758, 0.012149]",True,103,103,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,22,1122,105,"[0.005178, 0.00758, 2.3e-05]","[0.005178, 0.00758, 2.3e-05]",True,105,105,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,23,1173,105,"[0.005178, 0.00758, 2.3e-05]","[0.005178, 0.00758, 2.3e-05]",True,105,105,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,24,1224,104,"[0.005178, 0.00758, 2.3e-05]","[0.005178, 0.00758, 2.3e-05]",True,104,104,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,25,1275,105,"[0.005178, 0.00758, -9.7e-05]","[0.005178, 0.00758, -9.7e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,26,1326,104,"[0.005178, 0.00758, -9.7e-05]","[0.005178, 0.00758, -9.7e-05]",True,104,104,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,27,1377,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,28,1428,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,29,1479,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,30,1530,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,31,1581,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,32,1632,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,33,1683,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,34,1734,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,35,1785,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,36,1836,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,37,1887,105,"[0.005178, 0.00758, -9.6e-05]","[0.005178, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,38,1938,105,"[0.001847, 0.00758, -9.6e-05]","[0.001847, 0.00758, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,39,1989,105,"[0.001847, -0.000369, -9.6e-05]","[0.001847, -0.000369, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,40,2040,105,"[-0.000755, -0.000369, -9.6e-05]","[-0.000755, -0.000369, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,41,2091,105,"[-0.000755, -0.000369, -9.6e-05]","[-0.000755, -0.000369, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,42,2142,105,"[-0.000755, -0.000369, -9.6e-05]","[-0.000755, -0.000369, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,43,2193,105,"[-0.000755, -0.000209, -9.6e-05]","[-0.000755, -0.000209, -9.6e-05]",True,105,105,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,44,2244,105,"[-0.000606, -0.000384, -9.6e-05]","[-0.000606, -0.000384, -9.6e-05]",True,105,105,True,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,1,51,19,"[0.0, 0.0]","[0.0, 0.0]",True,1,1,True,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,2,102,46,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,3,153,41,"[0.0, 0.0]","[0.0, 0.0]",True,4,4,True,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,4,204,39,"[0.0, 0.0]","[0.0, 0.0]",True,1,1,True,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,5,255,47,"[0.0, 0.0]","[0.0, 0.0]",True,8,8,True,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,6,306,50,"[0.0, 0.0]","[0.0, 0.0]",True,30,30,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,1,51,50,"[0.01172, 2.975275]","[0.01172, 2.975275]",True,11,11,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,2,102,48,"[0.0039, 2.975275]","[0.0039, 2.975275]",True,3,3,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,3,153,48,"[0.0039, 1.15555]","[0.0039, 1.15555]",True,8,8,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,4,204,50,"[0.0039, 1.076855]","[0.0039, 1.076855]",True,6,6,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,5,255,48,"[0.0039, 0.94159]","[0.0039, 0.94159]",True,10,10,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,6,306,49,"[0.0039, 0.777457]","[0.0039, 0.777457]",True,8,8,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,7,357,43,"[0.0039, 0.650122]","[0.0039, 0.650122]",True,11,11,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,8,408,45,"[0.0039, 0.547776]","[0.0039, 0.547776]",True,13,13,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,9,459,47,"[0.0039, 0.479656]","[0.0039, 0.479656]",True,18,18,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,10,510,48,"[0.0039, 0.474859]","[0.0039, 0.474859]",True,22,22,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,11,561,48,"[0.0039, 0.485583]","[0.0039, 0.485583]",True,22,22,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,12,612,47,"[0.0039, 0.441124]","[0.0039, 0.441124]",True,22,22,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,13,663,46,"[0.0039, 0.417173]","[0.0039, 0.417173]",True,20,20,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,14,714,46,"[0.0039, 0.419511]","[0.0039, 0.419511]",True,19,19,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,15,765,46,"[0.0039, 0.422495]","[0.0039, 0.422495]",True,20,20,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,16,816,44,"[0.0037, 0.42253]","[0.0037, 0.42253]",True,23,23,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,17,867,48,"[0.000625, 0.422875]","[0.000625, 0.422875]",True,26,26,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,18,918,49,"[0.000636, 0.423349]","[0.000636, 0.423349]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,1,51,44,"[0.00196, 98.85864]","[0.00196, 98.858643]",True,11,11,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,2,102,40,"[0.00587, 98.85864]","[0.00587, 98.858643]",True,25,25,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,3,153,33,"[0.01369, 91.3539]","[0.01369, 91.353897]",True,9,9,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,4,204,44,"[0.01369, 83.49601]","[0.01369, 83.49601]",True,9,9,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,5,255,50,"[0.00196, 82.599021]","[0.00196, 82.599022]",True,29,29,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,6,306,49,"[0.00196, 80.23228]","[0.00196, 80.232277]",True,26,26,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,7,357,49,"[0.00196, 79.433397]","[0.00196, 79.433395]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,8,408,50,"[0.00196, 79.367772]","[0.00196, 79.367775]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,9,459,50,"[0.00196, 79.324675]","[0.00196, 79.324677]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,10,510,50,"[0.00196, 79.324675]","[0.00196, 79.324677]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,11,561,50,"[0.00196, 79.324675]","[0.00196, 79.324677]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,12,612,50,"[0.00196, 79.323109]","[0.00196, 79.323105]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,13,663,49,"[0.00196, 79.009265]","[0.00196, 79.009262]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,14,714,49,"[0.00196, 78.985911]","[0.00196, 78.985909]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,15,765,50,"[0.00196, 78.885548]","[0.00196, 78.885551]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,16,816,50,"[0.003902, 78.833209]","[0.003902, 78.833206]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,17,867,50,"[0.002049, 78.828195]","[0.002049, 78.828194]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,18,918,50,"[0.002049, 78.80477]","[0.002049, 78.804771]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,19,969,50,"[0.002186, 78.795362]","[0.002186, 78.795364]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,20,1020,49,"[2e-06, 78.795362]","[2e-06, 78.795364]",True,36,36,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,21,1071,50,"[0.001948, 78.795362]","[0.001948, 78.795364]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,22,1122,50,"[0.000196, 78.795362]","[0.000196, 78.795364]",True,33,33,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,23,1173,49,"[0.002176, 78.784679]","[0.002176, 78.784676]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,24,1224,50,"[2e-06, 78.73636]","[2e-06, 78.736359]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,25,1275,50,"[2e-06, 78.73636]","[2e-06, 78.736359]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,26,1326,50,"[2e-06, 78.73636]","[2e-06, 78.736359]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,27,1377,50,"[2e-06, 78.724517]","[2e-06, 78.724518]",True,33,33,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,28,1428,50,"[2e-06, 78.724517]","[2e-06, 78.724518]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,29,1479,49,"[2e-06, 78.724517]","[2e-06, 78.724518]",True,32,32,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,30,1530,50,"[2e-06, 78.724517]","[2e-06, 78.724518]",True,28,28,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,31,1581,48,"[2e-06, 78.724517]","[2e-06, 78.724518]",True,34,33,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,32,1632,50,"[2e-06, 78.724517]","[2e-06, 78.724518]",True,35,34,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,33,1683,50,"[2e-06, 78.654094]","[2e-06, 78.654091]",True,36,35,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,34,1734,50,"[2e-06, 78.654094]","[2e-06, 78.654091]",True,34,34,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,35,1785,50,"[2e-06, 78.654094]","[2e-06, 78.654091]",True,35,35,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,36,1836,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,35,35,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,37,1887,49,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,33,33,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,38,1938,49,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,34,34,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,39,1989,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,33,33,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,40,2040,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,34,34,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,41,2091,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,34,34,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,42,2142,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,34,34,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,43,2193,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,33,33,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,44,2244,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,32,32,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,45,2295,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,32,32,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,46,2346,50,"[2e-06, 78.643639]","[2e-06, 78.643639]",True,31,31,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,47,2397,50,"[2e-06, 78.637608]","[2e-06, 78.637611]",True,27,27,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,48,2448,50,"[2e-06, 78.637608]","[2e-06, 78.637611]",True,36,36,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,49,2499,50,"[2e-06, 78.637608]","[2e-06, 78.637611]",True,31,31,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50,2550,50,"[2e-06, 78.637608]","[2e-06, 78.637611]",True,30,30,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,1,51,104,"[0.000971, 0.0, 0.0]","[0.000971, 0.0, 0.0]",True,29,29,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,2,102,101,"[0.000971, 0.0, 0.0]","[0.000971, 0.0, 0.0]",True,28,28,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,3,153,98,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,42,42,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,4,204,95,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,62,62,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,5,255,101,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,82,82,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,6,306,97,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,79,79,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,7,357,101,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,80,80,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,8,408,101,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,85,85,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,9,459,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,88,88,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,10,510,98,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,87,87,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,11,561,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,86,86,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,12,612,100,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,90,90,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,13,663,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,93,93,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,14,714,100,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,94,94,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,15,765,99,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,91,91,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,16,816,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,98,98,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,17,867,100,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,97,97,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,18,918,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,96,96,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,19,969,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,96,96,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,20,1020,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,98,98,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,21,1071,103,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,101,101,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,22,1122,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,99,99,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,23,1173,99,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,97,97,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,24,1224,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,98,98,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,25,1275,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,98,98,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,26,1326,101,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,98,98,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,27,1377,102,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,99,99,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,28,1428,101,"[0.002437, 0.0, 0.0]","[0.002437, 0.0, 0.0]",True,99,99,True,False
