label,exp,tier,dist,problema,M,it,ger,pop,f_best_log,f_best_rec,ok_fbest,nfront1_log,nfront1_rec,ok_nfront1,f_best_neg
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,4,204,50,"[2e-06, 1.049587]","[2e-06, 1.049587]",True,21,21,True,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,5,255,50,"[2e-06, 0.704635]","[2e-06, 0.704635]",True,22,22,True,False
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,6,306,50,"[2e-06, 0.455089]","[2e-06, 0.455089]",True,28,28,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,1,51,39,"[0.031263, 124.984108]","[0.031263, 124.984108]",True,1,1,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,2,102,39,"[0.031263, 124.984108]","[0.031263, 124.984108]",True,1,1,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,3,153,37,"[0.031263, 124.984108]","[0.031263, 124.984108]",True,1,1,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,4,204,34,"[0.031263, 121.583174]","[0.031263, 121.583176]",True,2,2,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,5,255,47,"[0.058719, 119.19669]","[0.058719, 119.196693]",True,2,2,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,6,306,40,"[8e-06, 119.103446]","[8e-06, 119.103447]",True,2,2,True,False
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,7,357,38,"[8e-06, 119.048724]","[8e-06, 119.048721]",True,3,3,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,1,51,73,"[0.221155, 0.000463, 0.003892]","[0.221155, 0.000463, 0.003892]",True,17,17,True,False
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,2,102,70,"[-0.026762, 0.000463, 0.003892]","[-0.026762, 0.000463, 0.003892]",True,23,23,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,3,153,86,"[-0.103992, 0.002056, 0.01171]","[-0.103992, 0.002056, 0.01171]",True,33,33,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,4,204,81,"[-0.111138, 0.002056, 0.01171]","[-0.111138, 0.002056, 0.01171]",True,42,42,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,5,255,70,"[-0.159064, 0.002056, 0.01171]","[-0.159064, 0.002056, 0.01171]",True,46,46,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,6,306,81,"[-0.164897, 0.002056, 0.01171]","[-0.164897, 0.002056, 0.01171]",True,54,54,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,7,357,75,"[-0.171685, -0.003318, 0.01171]","[-0.171685, -0.003318, 0.01171]",True,56,56,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,8,408,74,"[-0.167045, -0.006219, 0.01171]","[-0.167045, -0.006219, 0.01171]",True,66,66,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,9,459,80,"[-0.169487, -0.013208, 0.01171]","[-0.169487, -0.013208, 0.01171]",True,77,77,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,10,510,81,"[-0.175626, -0.082918, 0.001108]","[-0.175626, -0.082918, 0.001108]",True,75,75,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,11,561,83,"[-0.175626, -0.107265, -0.00374]","[-0.175626, -0.107265, -0.00374]",True,79,79,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,12,612,81,"[-0.180763, -0.101238, -0.004283]","[-0.180763, -0.101238, -0.004283]",True,77,77,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,13,663,85,"[-0.181613, -0.099631, -0.004283]","[-0.181613, -0.099631, -0.004283]",True,80,80,True,True
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,14,714,85,"[-0.181613, -0.100517, -0.004283]","[-0.181613, -0.100517, -0.004283]",True,81,81,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,1,51,46,"[0.130086, 0.040704, 0.000799]","[0.130086, 0.040704, 0.000799]",True,10,10,True,False
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,2,102,71,"[-0.03167, 0.040704, 0.000799]","[-0.03167, 0.040704, 0.000799]",True,21,21,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,3,153,86,"[-0.019445, -0.048131, 0.000799]","[-0.019445, -0.048131, 0.000799]",True,58,58,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,4,204,93,"[-0.026604, -0.039407, 0.000799]","[-0.026604, -0.039407, 0.000799]",True,68,68,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,5,255,95,"[-0.048901, -0.03811, 0.000799]","[-0.048901, -0.03811, 0.000799]",True,69,69,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,6,306,89,"[-0.052758, -0.040937, 0.000799]","[-0.052758, -0.040937, 0.000799]",True,77,77,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,7,357,93,"[-0.054091, -0.040937, -0.001069]","[-0.054091, -0.040937, -0.001069]",True,85,85,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,8,408,101,"[-0.049987, -0.05092, -0.001148]","[-0.049987, -0.05092, -0.001148]",True,86,86,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,9,459,101,"[-0.049331, -0.118845, -0.000622]","[-0.049331, -0.118845, -0.000622]",True,94,94,True,True
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,10,510,102,"[-0.049331, -0.118845, -0.002523]","[-0.049331, -0.118845, -0.002523]",True,96,96,True,True
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,1,51,8,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,2,102,47,"[0.0, 0.0]","[0.0, 0.0]",True,2,45,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,3,153,50,"[0.0, 0.0]","[0.0, 0.0]",True,1,50,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,4,204,50,"[0.0, 0.0]","[0.0, 0.0]",True,10,50,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,5,255,50,"[0.0, 0.0]","[0.0, 0.0]",True,4,50,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,6,306,47,"[0.0, 0.0]","[0.0, 0.0]",True,1,47,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,7,357,33,"[0.0, 0.0]","[0.0, 0.0]",True,2,33,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,8,408,50,"[0.0, 0.0]","[0.0, 0.0]",True,1,50,False,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,1,51,5,"[0.023378, 2.229409]","[0.023378, 2.229409]",True,4,4,True,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,2,102,6,"[0.023378, 2.229409]","[0.023378, 2.229409]",True,4,4,True,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,3,153,17,"[0.023378, 2.229409]","[0.023378, 2.229409]",True,3,3,True,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,4,204,24,"[0.037152, 2.576499]","[0.037152, 2.576499]",True,11,11,True,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,5,255,31,"[0.0, 3.015245]","[0.0, 3.015245]",True,21,21,True,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,6,306,45,"[1e-06, 2.466371]","[1e-06, 2.466371]",True,35,35,True,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,7,357,50,"[0.0, 2.215]","[0.0, 2.215]",True,29,29,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,1,51,38,"[0.0, 129.51088]","[0.0, 129.51088]",True,1,1,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,2,102,36,"[0.0, 129.51088]","[0.0, 129.51088]",True,1,1,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,3,153,42,"[0.0, 122.522963]","[0.0, 122.522964]",True,4,4,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,4,204,42,"[0.0, 88.798458]","[0.0, 88.798454]",True,3,3,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,5,255,45,"[0.0, 83.588607]","[0.0, 83.588608]",True,4,4,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,6,306,48,"[0.0, 80.664931]","[0.0, 80.664932]",True,2,2,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,7,357,50,"[0.0, 80.435608]","[0.0, 80.435608]",True,1,1,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,8,408,50,"[0.0, 80.371174]","[0.0, 80.371178]",True,1,1,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,9,459,46,"[0.0, 80.339456]","[0.0, 80.339455]",True,1,1,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,10,510,50,"[0.0, 80.327865]","[0.0, 80.327866]",True,2,2,True,False
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,1,51,11,"[0.02402, 0.297413, 0.533442]","[0.02402, 0.297413, 0.533442]",True,10,10,True,False
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,2,102,64,"[-0.285565, 0.297413, 0.493669]","[-0.285565, 0.297413, 0.493669]",True,51,51,True,True
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,3,153,57,"[-0.300575, -0.139591, 0.057072]","[-0.300575, -0.139591, 0.057072]",True,53,53,True,True
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,4,204,95,"[-0.308827, -0.153693, -0.054508]","[-0.308827, -0.153693, -0.054508]",True,88,88,True,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,1,51,11,"[0.516458, -0.043133, 0.018725]","[0.516458, -0.043133, 0.018725]",True,5,5,True,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,2,102,47,"[0.006027, -0.086839, -0.005536]","[0.006027, -0.086839, -0.005536]",True,40,40,True,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,3,153,89,"[-0.069056, -0.173687, -0.005426]","[-0.069056, -0.173687, -0.005426]",True,83,83,True,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,4,204,100,"[-0.074263, -0.207371, -0.005522]","[-0.074263, -0.207371, -0.005522]",True,96,96,True,True
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,1,51,5,"[0.0, 0.0]","[0.0, 0.0]",True,1,1,True,False
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,2,102,32,"[0.0, 0.0]","[0.0, 0.0]",True,1,1,True,False
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,3,153,21,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,4,204,16,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,1,51,5,"[0.249737, 3.350332]","[0.249737, 3.350332]",True,2,2,True,False
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,2,102,38,"[0.481955, 2.127663]","[0.481955, 2.127663]",True,5,5,True,False
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,3,153,37,"[0.190799, 2.044043]","[0.190799, 2.044043]",True,11,11,True,False
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,4,204,47,"[1e-06, 1.305608]","[1e-06, 1.305608]",True,21,21,True,False
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,1,51,4,"[0.249151, 148.388906]","[0.249151, 148.388901]",True,1,1,True,False
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,2,102,42,"[0.488126, 143.637837]","[0.488126, 143.637833]",True,10,10,True,False
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,3,153,46,"[0.0, 143.511214]","[0.0, 143.511215]",True,6,6,True,False
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,4,204,44,"[0.0, 143.360692]","[0.0, 143.360687]",True,4,4,True,False
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,1,51,13,"[0.451238, 0.230839, 0.3025]","[0.451238, 0.230839, 0.3025]",True,5,5,True,False
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,2,102,35,"[-0.202942, -0.233556, 0.162821]","[-0.202942, -0.233556, 0.162821]",True,23,23,True,True
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,3,153,75,"[-0.269261, -0.270157, -0.010944]","[-0.269261, -0.270157, -0.010944]",True,56,56,True,True
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,4,204,71,"[-0.248424, -0.343099, -0.009856]","[-0.248424, -0.3431, -0.009856]",True,61,61,True,True
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,1,51,12,"[0.876189, 0.077317, 0.401067]","[0.876189, 0.077317, 0.401067]",True,6,6,True,False
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,2,102,32,"[-0.014896, -0.102349, 0.025197]","[-0.014896, -0.102349, 0.025197]",True,25,25,True,True
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,3,153,72,"[-0.011265, -0.755554, -0.0]","[-0.011265, -0.755554, -0.0]",True,65,65,True,True
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,4,204,76,"[-0.046439, -0.784926, 0.0]","[-0.046439, -0.784926, 0.0]",True,61,61,True,True
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,1,51,6,"[0.0, 0.0]","[0.0, 0.0]",True,2,2,True,False
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,2,102,42,"[0.0, 0.0]","[0.0, 0.0]",True,2,7,False,False
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,3,153,42,"[0.0, 0.0]","[0.0, 0.0]",True,1,42,False,False
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,4,204,47,"[0.0, 0.0]","[0.0, 0.0]",True,3,47,False,False
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,1,51,4,"[0.121718, 2.327297]","[0.121718, 2.327296]",True,2,2,True,False
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,2,102,24,"[0.226879, 2.696396]","[0.226879, 2.696396]",True,7,7,True,False
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,3,153,45,"[0.073787, 2.440088]","[0.073787, 2.440088]",True,16,16,True,False
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,4,204,49,"[0.0, 1.890137]","[0.0, 1.890137]",True,24,24,True,False
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,1,51,5,"[0.122275, 137.307016]","[0.122275, 137.307022]",True,3,3,True,False
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,2,102,33,"[0.34993, 127.552785]","[0.34993, 127.552788]",True,6,6,True,False
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,3,153,49,"[0.0, 123.170156]","[0.0, 123.170158]",True,12,12,True,False
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,4,204,50,"[0.0, 120.240994]","[0.0, 120.240997]",True,38,38,True,False
