label,exp,tier,dist,problema,D,M,N,I_eff,I_max,it,total_pts,logged,lag3_soma,lag2_soma,lag3_media,early_stop,eh_ultima,it_maior_5,chega_Imax
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,2,547.0,1.0,,,,False,False,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,3,547.0,1.0,,0.0,,False,False,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,4,547.0,1.0,0.0,0.0,0.0,False,False,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,5,547.0,1.0,0.0,0.0,0.0,False,False,False,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,6,945.0,1.0,398.0,398.0,199.0,False,False,True,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,7,945.0,1.0,398.0,398.0,199.0,False,False,True,False
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,22,2,2000,8,10,8,945.0,0.0,398.0,0.0,199.0,True,True,True,False
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,7,1,900.0,1.0,,,,False,False,False,True
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,7,2,1710.0,1.0,,,,False,False,False,True
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,7,3,2543.0,1.0,,1643.0,,False,False,False,True
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,7,4,3168.0,1.0,2268.0,1458.0,1134.0,False,False,False,True
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,7,5,4000.0,1.0,2290.0,1457.0,1145.0,False,False,False,True
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,7,6,4000.0,2.0,1457.0,832.0,728.5,False,False,True,True
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,30,2,2000,7,7,7,4000.0,0.0,832.0,0.0,416.0,True,True,True,True
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,1,256.0,1.0,,,,False,False,False,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,2,567.0,1.0,,,,False,False,False,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,3,870.0,1.0,,614.0,,False,False,False,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,4,1112.0,1.0,856.0,545.0,428.0,False,False,False,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,5,1212.0,1.0,645.0,342.0,322.5,False,False,False,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,6,1540.0,3.0,670.0,428.0,335.0,False,False,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,7,1540.0,1.0,428.0,328.0,214.0,False,False,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,8,1640.0,1.0,428.0,100.0,214.0,False,False,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,9,1640.0,1.0,100.0,100.0,50.0,False,False,True,False
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,10,2,2000,10,20,10,1640.0,0.0,100.0,0.0,50.0,True,True,True,False
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,12,3,371,4,4,1,582.0,1.0,,,,False,False,False,True
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,12,3,371,4,4,2,987.0,1.0,,,,False,False,False,True
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,12,3,371,4,4,3,1113.0,1.0,,531.0,,False,False,False,True
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,12,3,371,4,4,4,1113.0,1.0,531.0,126.0,177.0,False,True,False,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,20,3,619,4,4,1,970.0,1.0,,,,False,False,False,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,20,3,619,4,4,2,1857.0,1.0,,,,False,False,False,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,20,3,619,4,4,3,1857.0,1.0,,887.0,,False,False,False,True
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,20,3,619,4,4,4,1857.0,1.0,887.0,0.0,295.6666666666667,False,True,False,True
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,22,2,681,4,4,1,458.0,1.0,,,,False,False,False,True
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,22,2,681,4,4,2,458.0,1.0,,,,False,False,False,True
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,22,2,681,4,4,3,458.0,1.0,,0.0,,False,False,False,True
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,22,2,681,4,4,4,458.0,1.0,0.0,0.0,0.0,False,True,False,True
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,30,2,929,4,4,1,768.0,1.0,,,,False,False,False,True
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,30,2,929,4,4,2,1232.0,1.0,,,,False,False,False,True
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,30,2,929,4,4,3,1558.0,1.0,,790.0,,False,False,False,True
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,30,2,929,4,4,4,1558.0,1.0,790.0,326.0,395.0,False,True,False,True
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,10,2,309,4,4,1,258.0,1.0,,,,False,False,False,True
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,10,2,309,4,4,2,412.0,1.0,,,,False,False,False,True
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,10,2,309,4,4,3,412.0,1.0,,154.0,,False,False,False,True
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,10,2,309,4,4,4,412.0,1.0,154.0,0.0,77.0,False,True,False,True
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,12,3,371,4,4,1,523.0,1.0,,,,False,False,False,True
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,12,3,371,4,4,2,986.0,1.0,,,,False,False,False,True
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,12,3,371,4,4,3,1113.0,1.0,,590.0,,False,False,False,True
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,12,3,371,4,4,4,1113.0,1.0,590.0,127.0,196.66666666666666,False,True,False,True
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,20,3,619,4,4,1,799.0,1.0,,,,False,False,False,True
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,20,3,619,4,4,2,1652.0,1.0,,,,False,False,False,True
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,20,3,619,4,4,3,1857.0,1.0,,1058.0,,False,False,False,True
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,20,3,619,4,4,4,1857.0,1.0,1058.0,205.0,352.6666666666667,False,True,False,True
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,22,2,681,4,4,1,442.0,1.0,,,,False,False,False,True
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,22,2,681,4,4,2,442.0,1.0,,,,False,False,False,True
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,22,2,681,4,4,3,678.0,1.0,,236.0,,False,False,False,True
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,22,2,681,4,4,4,678.0,1.0,236.0,236.0,118.0,False,True,False,True
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,30,2,929,4,4,1,727.0,1.0,,,,False,False,False,True
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,30,2,929,4,4,2,1539.0,1.0,,,,False,False,False,True
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,30,2,929,4,4,3,1858.0,1.0,,1131.0,,False,False,False,True
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,30,2,929,4,4,4,1858.0,1.0,1131.0,319.0,565.5,False,True,False,True
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,10,2,309,4,4,1,330.0,1.0,,,,False,False,False,True
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,10,2,309,4,4,2,497.0,1.0,,,,False,False,False,True
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,10,2,309,4,4,3,497.0,1.0,,167.0,,False,False,False,True
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,10,2,309,4,4,4,497.0,1.0,167.0,0.0,83.5,False,True,False,True
