label,exp,problema,obj,n_blocos,wape_ini,wape_fim,dwape,wape_min,cob_ini,cob_fim,cob_min,corr_fim,corr_min,sigma_ini,sigma_fim
DTLZ3,main,DTLZ3,2,121,0.20573249312819822,0.19465455112467617,-0.053846341115494314,0.19340889028245226,0.9395,0.905,0.881,0.8777709720964045,0.8635524236584273,193.16856384277344,158.1915283203125
DTLZ4,main,DTLZ4,0,121,0.07719734985421167,0.0465128884847101,-0.3974807610293569,0.045004130221684986,0.978,0.9745,0.9715,0.7985116423440578,0.655651360034641,0.24442534893751144,0.164302796125412
DTLZ4,main,DTLZ4,1,121,1.052530771947385,0.2811049410244865,-0.7329247291227522,0.2786810270649068,0.9815,0.9765,0.9765,0.9598959317354067,0.7449762998424065,0.13575593382120132,0.023811643943190575
DTLZ4,main,DTLZ4,2,121,1.7618269733221632,0.3309717554256052,-0.8121428718953523,0.2883258151063325,0.9655,0.9815,0.955,0.9763312764630072,0.37307422874356183,0.13803569972515106,0.035607269033789635
DTLZ7,main,DTLZ7,0,221,0.011667867848129163,0.0009159573652441814,-0.9214974511910463,0.0009159573652441814,0.9925,0.9905,0.99,0.9999949948888163,0.999520532237011,0.016101418063044548,0.0016379705630242825
DTLZ7,main,DTLZ7,1,221,0.012090477154866245,0.0007509834066287542,-0.9378863714798474,0.0007509834066287542,0.994,0.9965,0.991,0.9999970831140569,0.9994792379532647,0.016352436505258083,0.0016511758440174162
DTLZ7,main,DTLZ7,2,221,0.02539393429153491,0.0075769091892866685,-0.7016252345028537,0.0075769091892866685,0.9925,0.991,0.895,0.9952224356080924,0.9560280305227713,0.771878719329834,0.252061203122139
MMF1,main,MMF1,0,21,0.024137597105610486,0.005831971947470483,-0.758386391074739,0.005831971947470483,0.8555,0.934,0.8555,0.9998123765386824,0.9975367489069075,0.013200792949646711,0.006221560528501868
MMF1,main,MMF1,1,21,0.8253583149372719,0.4096242845674111,-0.5037012687046801,0.4096242845674111,0.6525,0.9655,0.506,0.770808203934914,0.15373628904052025,0.9081704616546631,1.1550958752632141
MMF11_L,main,MMF11_L,0,21,0.0004383278155764158,2.8655909197864036e-05,-0.9346244792606179,2.8655909197864036e-05,1.0,1.0,1.0,0.9999999952953718,0.9999978801383396,0.000980804383289069,0.0002458200033288449
MMF11_L,main,MMF11_L,1,21,0.14026481741102848,0.05869356802296896,-0.5815517454318226,0.05869356802296896,0.855,0.9215,0.7865,0.9923391640322486,0.9441848912733413,0.44391727447509766,0.3092985451221466
MMF16_20,main,MMF16_20,0,201,0.12776767103955927,0.10762823474702599,-0.1576254472565109,0.10674368207170748,0.9555,0.921,0.9205,0.9778354784684117,0.9714550924990163,0.21281681954860687,0.16521156579256058
MMF16_20,main,MMF16_20,1,201,0.1204997289122457,0.10522358658407485,-0.12677325057964026,0.10433446776609138,0.96,0.9375,0.9375,0.97947513922166,0.9747261946615163,0.21018115431070328,0.17128615826368332
MMF16_20,main,MMF16_20,2,201,0.11347292603950856,0.10344601520146135,-0.08836390483626097,0.10289704440880114,0.9555,0.928,0.928,0.9637181594092249,0.9581251451747895,0.25698326528072357,0.23293038457632065
MMF4,main,MMF4,0,21,0.020387419306611667,0.0028536716221948238,-0.8600278152287095,0.0028536716221948238,0.877,0.9355,0.877,0.9999356322620101,0.9980996468900132,0.012422990519553423,0.0026418609777465463
MMF4,main,MMF4,1,21,0.31174547270485187,0.15951750744046178,-0.4883085035480641,0.15951750744046178,0.9195,0.919,0.919,0.8623968557183832,0.5189370370401298,0.41584503650665283,0.2065918892621994
WFG1,main,WFG1,0,221,0.0032901801712972517,0.002806219312589131,-0.14709250968384036,0.002657898786685053,0.9685,0.9925,0.968,0.9655611562230303,0.935161273357006,0.017833152785897255,0.024504659697413445
WFG1,main,WFG1,1,221,0.00821289634355447,0.008867535332372996,0.07970866323331728,0.0065642483602394676,0.9715,0.997,0.9715,0.9375022649355405,0.7582686302799734,0.02093686256557703,0.044804226607084274
WFG2,main,WFG2,0,221,0.046229729558423895,0.039446511690837315,-0.14672847824069857,0.03942782564076755,0.982,0.9395,0.938,0.9911338615682563,0.9871276718945431,0.09485268965363503,0.05806405656039715
WFG2,main,WFG2,1,221,0.19566553793437055,0.027984734557937863,-0.8569766814668999,0.027984734557937863,0.957,0.9895,0.8985,0.9875140275565903,0.3020852330211924,0.835340291261673,0.20765787363052368
WFG4,main,WFG4,0,221,0.08659492547569074,0.07507285338944583,-0.13305712803551553,0.07453185715655658,0.992,0.917,0.917,0.9594349390828699,0.9468949980146014,0.18782683461904526,0.11731099709868431
WFG4,main,WFG4,1,221,0.055535029319053006,0.043648159821787796,-0.21404273380273614,0.04348881301005569,0.9635,0.982,0.9635,0.9551776174912674,0.909215898824725,0.31650541722774506,0.25872838497161865
WFG5,main,WFG5,0,221,0.031603290962469784,0.022008665013159352,-0.30359578566372875,0.02168062159190443,0.9885,0.974,0.9725,0.9905173210528524,0.9804507313215289,0.1354084312915802,0.06748862192034721
WFG5,main,WFG5,1,221,0.04276109245899522,0.029894556825773074,-0.3008935200979773,0.029889405227662324,0.979,0.9695,0.965,0.984561159293132,0.9765729811402275,0.29186080396175385,0.17497621476650238
WFG9,main,WFG9,0,221,0.23476532876103862,0.19968647722596516,-0.14942092054308106,0.1992378670326838,0.974,0.9385,0.936,0.5823365682635477,0.45497204657467777,0.5403576493263245,0.44738534092903137
WFG9,main,WFG9,1,221,0.26327480583684143,0.21439258117058702,-0.18566996758720644,0.21423977001198963,0.9485,0.9185,0.9165,0.49617061199958434,0.23806246448346324,1.0011303424835205,0.8511573970317841
ZDT1,main,ZDT1,0,301,0.012628394346230863,0.001331875911219372,-0.8945332340198189,0.001331875911219372,0.996,0.991,0.991,0.999990790373551,0.9994715617435042,0.018399951048195362,0.002078471938148141
ZDT1,main,ZDT1,1,301,0.01669983735133761,0.006511988692384713,-0.6100567595131027,0.006511988692384713,0.984,0.9855,0.983,0.9986283216219796,0.9908718874207733,0.1618824154138565,0.0798986628651619
ZDT3,main,ZDT3,0,301,0.0139067497725534,0.00117088166615169,-0.9158047936935946,0.00117088166615169,0.9945,0.9905,0.9895,0.9999925864182989,0.999355151411933,0.01861639227718115,0.0019242624985054135
ZDT3,main,ZDT3,1,301,0.09614599112770457,0.011902502240057376,-0.8762038635157648,0.011902502240057376,0.955,0.9915,0.849,0.9961010924918597,0.7940580730874326,0.4927563816308975,0.12140186131000519
ZDT4,main,ZDT4,0,101,0.009479991403010134,0.0012559212597102356,-0.8675187343195849,0.0012559212597102356,0.99,0.981,0.981,0.9999895969604502,0.9996823456706585,0.01035638339817524,0.0015092833782546222
ZDT4,main,ZDT4,1,101,0.14010643926592004,0.11966575614174499,-0.14589395913045025,0.1183984992611381,0.925,0.9495,0.9115,0.6316304938571141,0.4114566769736624,25.715221405029297,24.429638862609863
ZDT6,main,ZDT6,0,101,0.08816894667075079,0.0008209559274554869,-0.990688831403179,0.0008209559274554869,0.9195,1.0,0.919,0.9999699611938292,0.3590268790009582,0.12222306430339813,0.010946788359433413
ZDT6,main,ZDT6,1,101,0.004156327017883019,0.0037617312914340604,-0.09493856589030909,0.0034572589161396055,0.969,0.9265,0.924,0.9937888511645191,0.9923331860754216,0.05459882877767086,0.05001605302095413
q10_DTLZ2,batch,DTLZ2,0,101,0.135807834497618,0.010904466372360548,-0.9197066471702573,0.010904466372360548,0.9695,0.999,0.9695,0.9997964221164497,0.9700633831392342,0.17074430733919144,0.01895460393279791
q10_DTLZ2,batch,DTLZ2,1,101,0.1293241352320277,0.011304973725021225,-0.9125841923880772,0.011304973725021225,0.934,0.997,0.934,0.9997863598690794,0.967909178237742,0.13747584074735641,0.018787069246172905
q10_DTLZ2,batch,DTLZ2,2,101,0.08938078340203576,0.002368193721635113,-0.9735044421015762,0.002368193721635113,0.9695,1.0,0.9675,0.9999805846547306,0.9722395990706161,0.16023942828178406,0.008472282439470291
q10_MMF16_20,batch,MMF16_20,0,101,0.12776767103955927,0.00348549928521949,-0.972720021764032,0.00348549928521949,0.9555,0.9965,0.9325,0.9999661613002432,0.971455939766329,0.21281681954860687,0.010783202480524778
q10_MMF16_20,batch,MMF16_20,1,101,0.1204997289122457,0.0035516983832123115,-0.9705252583115863,0.0035516983832123115,0.96,0.999,0.913,0.9999690116258929,0.9752095692820248,0.21018115431070328,0.010785332415252924
q10_MMF16_20,batch,MMF16_20,2,101,0.11347292603950856,0.0008860930252161993,-0.9921911502933513,0.0008860930252161993,0.9555,0.998,0.918,0.9999940896634182,0.9581251451747895,0.25698326528072357,0.004849255783483386
q10_WFG9,batch,WFG9,0,101,0.23476532876103862,0.1914276697392764,-0.1845999119651712,0.19127333671889818,0.974,0.922,0.922,0.6307825341237048,0.45497204657467777,0.5403576493263245,0.4076872915029526
q10_WFG9,batch,WFG9,1,101,0.26327480583684143,0.20251449904583999,-0.23078663603176774,0.20230372109396497,0.9485,0.909,0.9085,0.5531110158495417,0.2394579124953511,1.0011303424835205,0.7938845455646515
q10_ZDT1,batch,ZDT1,0,101,0.012628394346230863,0.00039330493068385727,-0.9688555076836634,0.00039330493068385727,0.996,0.9955,0.993,0.9999991335470508,0.9994715617435042,0.018399951048195362,0.000824457936687395
q10_ZDT1,batch,ZDT1,1,101,0.01669983735133761,0.004536507431576033,-0.7283502026914848,0.004475384258404673,0.984,0.9935,0.9825,0.9994746793901889,0.9908718874207733,0.1618824154138565,0.06418315693736076
q10_ZDT4,batch,ZDT4,0,101,0.009479991403010134,0.00014861144705939324,-0.9843236728028883,0.00014861144705939324,0.99,0.998,0.982,0.9999998513239038,0.9996823456706585,0.01035638339817524,0.0003708470758283511
q10_ZDT4,batch,ZDT4,1,101,0.14010643926592004,0.12772732099148926,-0.08835509873272411,0.1268524093694488,0.925,0.964,0.9075,0.6091734113740781,0.3657937034889982,25.715221405029297,27.235726356506348
