alg,celula,M,D,N_RV,n_ger_arquivadas_K,keys_densas,n_ger_manifesto,n_ger1,n_ger2,n_ger3,n_pop_mediana_g>=2,n_pop_max_g>=2,frac_g>=2_com_NRV,lhs_ok_g1,lhs_dim_g1,lhs_ok_g2,lhs_dim_g2,lhs_ok_g3,lhs_dim_g3,inter_g1g2,frac_g2_em_g1,frac_pais_retidos_g3_40,FE_A_antes,FE_A_final,FE_A_ok,FE_B_antes,FE_B_final,FE_B_ok,n_eventos_decision,fbest_g1_bate_mu_g1
b5m,DTLZ7,3,22,105,381,True,381,105,105,105,105.0,105,1.0,22,22,0,22,0,22,0,0.0,0.15889724310776943,40279,40385,False,40385,40491,False,381,False
b5m,MMF1,2,2,50,801,True,801,50,50,50,50.0,50,1.0,2,2,0,2,0,2,4,0.21052631578947367,0.12315789473684212,40000,40050,True,40050,40100,False,801,False
b5m,MMF11_L,2,2,50,801,True,801,50,50,50,50.0,50,1.0,2,2,0,2,0,2,0,0.0,0.43894736842105264,40000,40050,True,40050,40100,False,801,False
b5m,MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,0,0.0,0.4679197994987469,40279,40385,False,40385,40491,False,381,False
b5m,MMF4,2,2,50,801,True,801,50,50,50,50.0,50,1.0,2,2,0,2,0,2,1,0.09090909090909091,0.5231578947368422,40000,40050,True,40050,40100,False,801,False
b5m,WFG1,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.18052631578947373,40000,40050,True,40050,40100,False,801,False
b5m,WFG2,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.01842105263157895,40000,40050,True,40050,40100,False,801,False
b5m,WFG4,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.06315789473684212,40000,40050,True,40050,40100,False,801,False
b5m,WFG5,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.02526315789473684,40000,40050,True,40050,40100,False,801,False
b5m,WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,1,0.05263157894736842,0.0936842105263158,40000,40050,True,40050,40100,False,801,False
b5m,ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,1,0.05555555555555555,0.22894736842105265,40000,40050,True,40050,40100,False,801,False
b5m,ZDT3,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.06263157894736843,40000,40050,True,40050,40100,False,801,False
b5m,ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.1,0.01473684210526316,40000,40050,True,40050,40100,False,801,False
b5m,ZDT6,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.19947368421052633,40000,40050,True,40050,40100,False,801,False
b5m,swap_medium-lhs_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,1,0.02564102564102564,0.6423558897243108,40279,40385,False,40385,40491,False,381,False
b5m,swap_medium-lhs_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,0,0.0,0.003508771929824562,40279,40385,False,40385,40491,False,381,False
b5m,swap_medium-lhs_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.04052631578947369,40000,40050,True,40050,40100,False,801,False
b5m,swap_medium-lhs_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.26947368421052637,40000,40050,True,40050,40100,False,801,False
b5m,swap_medium-lhs_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.002631578947368421,40000,40050,True,40050,40100,False,801,False
b5m,swap_medium-mvns_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,0,0.0,0.6571428571428573,40279,40385,False,40385,40491,False,381,False
b5m,swap_medium-mvns_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,0,0.0,0.004260651629072682,40279,40385,False,40385,40491,False,381,False
b5m,swap_medium-mvns_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.0010526315789473684,40000,40050,True,40050,40100,False,801,False
b5m,swap_medium-mvns_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.19789473684210526,40000,40050,True,40050,40100,False,801,False
b5m,swap_medium-mvns_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.07142857142857142,0.027894736842105264,40000,40050,True,40050,40100,False,801,False
b5m,swap_small-lhs_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,3,0.07317073170731707,0.5857142857142857,40279,40385,False,40385,40491,False,381,False
b5m,swap_small-lhs_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,0,0.0,0.4679197994987469,40279,40385,False,40385,40491,False,381,False
b5m,swap_small-lhs_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,1,0.05263157894736842,0.0936842105263158,40000,40050,True,40050,40100,False,801,False
b5m,swap_small-lhs_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,1,0.05555555555555555,0.22894736842105265,40000,40050,True,40050,40100,False,801,False
b5m,swap_small-lhs_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.1,0.01473684210526316,40000,40050,True,40050,40100,False,801,False
b5m,swap_small-mvns_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,2,0.06060606060606061,0.536842105263158,40279,40385,False,40385,40491,False,381,False
b5m,swap_small-mvns_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,0,0.0,0.3017543859649123,40279,40385,False,40385,40491,False,381,False
b5m,swap_small-mvns_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.0010526315789473684,40000,40050,True,40050,40100,False,801,False
b5m,swap_small-mvns_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,1,0.05555555555555555,0.1010526315789474,40000,40050,True,40050,40100,False,801,False
b5m,swap_small-mvns_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.002105263157894737,40000,40050,True,40050,40100,False,801,False
moead_media,BBOB_F1,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.39000000000000007,40000,40050,True,40050,40100,False,801,False
moead_media,BBOB_F17,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.125,0.010526315789473684,40000,40050,True,40050,40100,False,801,False
moead_media,BBOB_F22,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.1,0.11105263157894736,40000,40050,True,40050,40100,False,801,False
moead_media,BBOB_F37,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.07692307692307693,0.22894736842105262,40000,40050,True,40050,40100,False,801,False
moead_media,BBOB_F49,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,2,0.16666666666666666,0.18789473684210525,40000,40050,True,40050,40100,False,801,False
moead_media,BBOB_F5,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.3052631578947369,40000,40050,True,40050,40100,False,801,False
moead_media,BBOB_F55,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.07142857142857142,0.14210526315789473,40000,40050,True,40050,40100,False,801,False
moead_media,DTLZ1,3,7,105,381,True,381,105,105,105,105.0,105,1.0,7,7,0,7,0,7,0,0.0,0.040601503759398506,40279,40385,False,40385,40491,False,381,False
moead_media,DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,1,0.03125,0.06165413533834588,40279,40385,False,40385,40491,False,381,False
moead_media,DTLZ3,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,1,0.03333333333333333,0.016040100250626566,40279,40385,False,40385,40491,False,381,False
moead_media,DTLZ4,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,14,0.3333333333333333,0.14185463659147876,40279,40385,False,40385,40491,False,381,False
moead_media,DTLZ7,3,22,105,381,True,381,105,105,105,105.0,105,1.0,22,22,0,22,0,22,0,0.0,0.001754385964912281,40279,40385,False,40385,40491,False,381,False
moead_media,MMF1,2,2,50,801,True,801,50,50,50,50.0,50,1.0,2,2,0,2,0,2,0,0.0,0.308421052631579,40000,40050,True,40050,40100,False,801,False
moead_media,MMF11_L,2,2,50,801,True,801,50,50,50,50.0,50,1.0,2,2,0,2,0,2,0,0.0,0.15578947368421053,40000,40050,True,40050,40100,False,801,False
moead_media,MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,2,0.058823529411764705,0.5258145363408523,40279,40385,False,40385,40491,False,381,False
moead_media,MMF4,2,2,50,801,True,801,50,50,50,50.0,50,1.0,2,2,0,2,0,2,0,0.0,0.47789473684210526,40000,40050,True,40050,40100,False,801,False
moead_media,WFG1,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.3352631578947369,40000,40050,True,40050,40100,False,801,False
moead_media,WFG2,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,1,0.1111111111111111,0.38473684210526315,40000,40050,True,40050,40100,False,801,False
moead_media,WFG4,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,1,0.07692307692307693,0.268421052631579,40000,40050,True,40050,40100,False,801,False
moead_media,WFG5,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,1,0.08333333333333333,0.22157894736842104,40000,40050,True,40050,40100,False,801,False
moead_media,WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,2,0.18181818181818182,0.2526315789473685,40000,40050,True,40050,40100,False,801,False
moead_media,ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.23736842105263156,40000,40050,True,40050,40100,False,801,False
moead_media,ZDT3,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.2647368421052631,40000,40050,True,40050,40100,False,801,False
moead_media,ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.0963157894736842,40000,40050,True,40050,40100,False,801,False
moead_media,ZDT6,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,1,0.07692307692307693,0.021052631578947368,40000,40050,True,40050,40100,False,801,False
moead_media,swap_medium-lhs_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,0,0.0,0.006516290726817042,40279,40385,False,40385,40491,False,381,False
moead_media,swap_medium-lhs_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,20,20,20,20,105,1.0,1.0,40279,40385,False,40385,40491,False,381,True
moead_media,swap_medium-lhs_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,5,0.2777777777777778,0.428421052631579,40000,40050,True,40050,40100,False,801,False
moead_media,swap_medium-lhs_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.2415789473684211,40000,40050,True,40050,40100,False,801,False
moead_media,swap_medium-lhs_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,2,0.18181818181818182,0.033684210526315796,40000,40050,True,40050,40100,False,801,True
moead_media,swap_medium-mvns_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,1,0.03225806451612903,0.0027568922305764416,40279,40385,False,40385,40491,False,381,False
moead_media,swap_medium-mvns_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,14,0.3333333333333333,0.1350877192982457,40279,40385,False,40385,40491,False,381,False
moead_media,swap_medium-mvns_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.024210526315789477,40000,40050,True,40050,40100,False,801,False
moead_media,swap_medium-mvns_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.23315789473684215,40000,40050,True,40050,40100,False,801,False
moead_media,swap_medium-mvns_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,3,0.23076923076923078,0.02736842105263158,40000,40050,True,40050,40100,False,801,False
moead_media,swap_small-lhs_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,1,0.03125,0.06165413533834588,40279,40385,False,40385,40491,False,381,False
moead_media,swap_small-lhs_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,2,0.058823529411764705,0.5258145363408523,40279,40385,False,40385,40491,False,381,False
moead_media,swap_small-lhs_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,2,0.18181818181818182,0.2526315789473685,40000,40050,True,40050,40100,False,801,False
moead_media,swap_small-lhs_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.23736842105263156,40000,40050,True,40050,40100,False,801,False
moead_media,swap_small-lhs_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.0963157894736842,40000,40050,True,40050,40100,False,801,False
moead_media,swap_small-mvns_DTLZ2,3,12,105,381,True,381,105,105,105,105.0,105,1.0,12,12,0,12,0,12,14,0.34146341463414637,0.13659147869674193,40279,40385,False,40385,40491,False,381,False
moead_media,swap_small-mvns_MMF16_20,3,20,105,381,True,381,105,105,105,105.0,105,1.0,20,20,0,20,0,20,3,0.08823529411764706,0.3162907268170426,40279,40385,False,40385,40491,False,381,False
moead_media,swap_small-mvns_WFG9,2,22,50,801,True,801,50,50,50,50.0,50,1.0,22,22,0,22,0,22,0,0.0,0.1242105263157895,40000,40050,True,40050,40100,False,801,False
moead_media,swap_small-mvns_ZDT1,2,30,50,801,True,801,50,50,50,50.0,50,1.0,30,30,0,30,0,30,0,0.0,0.25263157894736843,40000,40050,True,40050,40100,False,801,False
moead_media,swap_small-mvns_ZDT4,2,10,50,801,True,801,50,50,50,50.0,50,1.0,10,10,0,10,0,10,0,0.0,0.041578947368421056,40000,40050,True,40050,40100,False,801,False
