problema,D,M,geracao,n,obj,theta_media,theta_min,theta_max,cond,autoval_min,chol_ok,sigma2,lnL_rec_iso,lnL_log
MMF11_L,2,2,30,50,0,1.0,1.0,1.0,1635997032344711.0,2.0052623228025427e-14,1,0.14598630222011325,375.2988384633428,375.29878453731226
MMF11_L,2,2,30,50,1,0.9999738324741629,0.9999738324741629,0.9999738324741629,1558818722990875.5,2.1045637752768464e-14,1,1850556342.7302084,-206.27387486390427,-59.13465978851997
MMF11_L,2,2,40,60,0,0.00794173721734695,0.00794173721734695,0.00794173721734695,9094810672489236.0,6.5713019687686754e-15,1,3.945446276182735,782.9842032313368,782.9348035361686
MMF11_L,2,2,40,60,1,1.0,1.0,1.0,2762038792415111.5,1.4411336077215158e-14,1,4614952273.96342,-197.28738791530725,-20.58759008736405
MMF16_20,20,3,1,219,0,0.7521035156536044,0.002388249284271672,8.439646059621765,100.35689931782933,0.23196328924941426,1,0.30324352985916875,167.14843621815862,586.8757334486386
MMF16_20,20,3,1,219,1,0.8513291552318549,0.001004405332743232,10.964691261690524,63.18146948154359,0.28510810835094536,1,0.34158806990517204,144.9388160367563,605.9106043408135
MMF16_20,20,3,1,219,2,2.261739147989,0.001,43.65840261974211,2.027950783219394,0.818727613491121,1,0.6345888302284244,50.234300374130044,975.7015469303594
MMF16_20,20,3,100,318,0,3.2531947064355093,0.0013993930673074418,62.32972124077984,1.1929468402538017,0.9332966413346371,1,0.6646746738641474,64.97561512547625,1069.399506388708
MMF16_20,20,3,100,318,1,1.117217920900432,0.0013349037666990054,9.592601669887607,22.728190459619608,0.42406212466513105,1,0.41411299242025906,154.06111962042934,835.5721233190625
MMF16_20,20,3,100,318,2,2.1956337973177265,0.001,42.78884685686651,2.1801357826139833,0.8051410466459047,1,0.7550325454466794,45.244294046178176,1555.5424264666362
MMF16_20,20,3,200,418,0,1.8927025920191434,0.001,36.1435175251245,3.377140619355951,0.7295097087576606,1,0.647838374773511,92.24726740467392,1837.7947099989733
MMF16_20,20,3,200,418,1,2.8656604974332027,0.0010213131732069087,43.63296057165343,1.3600317711779342,0.8984745894832303,1,0.658932345601448,87.27602058272147,1130.8114844802462
MMF16_20,20,3,200,418,2,6.7174184003543065,0.001,122.42925471900267,1.0052494915980594,0.9974123926531022,1,0.9153548980404637,18.484689118928003,1294.0477204174995
MMF16_20,20,3,300,518,0,3.9612242928822012,0.001,77.82783386504252,1.920226709452184,0.6848783330730124,1,0.7497738558563253,74.65032160794665,1984.7770964629913
MMF16_20,20,3,300,518,1,1.833652933811247,0.0013404569785306695,23.75583066023838,6.778312869153519,0.41406142147792563,1,0.5626730443613859,151.35185498977972,1328.1330942296663
MMF16_20,20,3,300,518,2,8.322732871024499,0.004283850108199902,159.94367781964394,1.1938590867148826,0.9116355795645441,1,0.9545681048072122,12.046462488948357,1519.915500331374
MMF16_20,20,3,400,618,0,1.8833617143023993,0.0010420621856878486,36.670807818458,6.242336458743903,0.4224932949636192,1,0.6699042899126791,126.18062356212414,2313.180628500939
MMF16_20,20,3,400,618,1,0.9734226932012648,0.0016764523183859124,10.825861491448805,62.843999758537905,0.24587691301491008,1,0.42499197116822696,296.5943999952739,1605.0707258996647
MMF16_20,20,3,400,618,2,2.256766057911956,0.001,44.01961777335724,3.6745049081693724,0.4820633880025018,1,0.9445101464479237,18.621508849540795,3519.7248758708356
MMF4,2,2,1,21,0,555.4720923248498,110.94418464969964,1000.0,1.0023217811125067,0.9988404555479573,1,0.08943009919924136,25.350129553186644,24.627215321371423
MMF4,2,2,1,21,1,1000.0,1000.0,1000.0,1.000010374222908,0.9999948129154587,1,0.2595588443235891,14.162104337689776,32.13731212270494
MMF4,2,2,10,30,0,0.0010011629882433755,0.0010004715043087618,0.0010018544721779894,4647350589039754.0,6.453337914797453e-15,1,518201419002.3938,-5.781434650532049,-6.661895260575989
MMF4,2,2,10,30,1,0.0010010604504721858,0.0010002664287663823,0.0010018544721779894,3673564663359552.0,8.16398442309486e-15,1,12874536333438.377,-53.98139063206111,-28.192116435236926
MMF4,2,2,20,40,0,1.0,1.0,1.0,736110822303871.1,4.053895586710676e-14,1,233774144.64227495,-143.01230548253017,-143.08197076274604
MMF4,2,2,20,40,1,1.0,1.0,1.0,736110822303871.1,4.053895586710676e-14,1,3585470675.587738,-197.6180970676446,-160.9755793423048
MMF4,2,2,30,50,0,1.0,1.0,1.0,2324384752104368.5,1.5080724148963712e-14,1,767820797.2019926,-180.25328738091537,-180.39846683654918
MMF4,2,2,30,50,1,6.908039570317596,0.03388710631567931,13.782192034319513,468377653.96349674,2.885939620075076e-08,1,2261.842042121588,-84.05764941178799,-170.9417895641643
MMF4,2,2,40,60,0,1.0,1.0,1.0,2581904157812488.0,1.6011245523064658e-14,1,1252031507.1278284,-178.48811302753006,-178.54497625385966
MMF4,2,2,40,60,1,1.0001557083681676,1.0001557083681676,1.0001557083681676,2460805964620822.0,1.679835402389753e-14,1,580317367799.6831,-362.6701521571104,-302.2092100674743
WFG1,22,2,1,241,0,3.1560390006616994,0.0010003065794063533,66.38611175020226,1.1364048308431127,0.9530492240819948,1,0.002136299013564907,740.9331274007748,788.1624903351303
WFG1,22,2,1,241,1,3.3241931612549496,0.0011290914593389603,70.0520555553754,1.1048973677661689,0.9614412184446921,1,0.0010071008749182773,831.5426084384931,723.4980790536781
WFG1,22,2,110,350,0,9.36240448290392,0.002326596749433821,122.339481764996,1.0000991035571176,0.9999511617901593,1,0.07728990387739153,448.03358977355964,767.7892246706723
WFG1,22,2,110,350,1,0.7453547328052967,0.0027428114516424504,11.605747231670186,76.10400249622339,0.28773760158816775,1,0.10807577876730619,424.54411510226527,681.425096363909
WFG1,22,2,220,460,0,34.72586630257944,0.0019097928096723296,706.552480373564,1.0000000006339604,0.9999999996830102,1,0.07448347421201454,597.3509401978893,858.2503045676535
WFG1,22,2,220,460,1,40.10089114756309,0.0028952804080948297,827.3373359945938,1.000000000021468,0.9999999999892563,1,0.15531557470118823,428.3281411842094,903.7463604727712
WFG1,22,2,330,570,0,39.996647647633594,0.020954809321166282,833.889722094763,1.000000329531777,0.9999998352343815,1,0.07066648654706627,755.1883949254313,1101.7795649430911
WFG1,22,2,330,570,1,36.5964478048785,0.010053699299467526,788.180535391464,1.0000012432143115,0.9999993783933042,1,0.14915561604836025,542.2880577854968,1073.3685574417248
WFG1,22,2,440,680,0,50.05500408620755,0.0019386029855102628,924.4255634195189,1.000000006487466,0.9999999967564207,1,0.06419905280992518,933.5607195256583,1300.5283310163911
WFG1,22,2,440,680,1,80.09665661649167,0.003881727671662933,968.2772544588686,1.0000000000011382,0.9999999999999241,1,0.1376918095900844,674.1307007398838,1246.5239657099767
WFG2,22,2,1,241,0,0.29345204863002544,0.0050590150612101785,2.635019171087155,1968.0287579777423,0.0438173760417714,1,0.080974219218824,452.8643937338503,736.9352506271546
WFG2,22,2,1,241,1,202.3869662710953,0.08967146329349382,999.9826511397542,1.000000000002274,0.9999999999991467,1,0.7078180291643816,41.64097283299256,335.9886682996477
WFG2,22,2,110,350,0,0.15829061317308496,0.021510229252116205,1.5258055845626666,63328.784570867916,0.002980162767452114,1,0.24567588223021813,654.8684807156044,1078.786401334536
WFG2,22,2,110,350,1,6.630446822157964,0.001,76.31159204093922,1.1043050630565738,0.9592840322221449,1,1.4074095114027678,-59.804202721605755,973.8044983461444
WFG2,22,2,220,460,0,0.23250171885396786,0.03208108142208751,2.4519220457333284,32353.31167838775,0.005599204840005763,1,0.15854826907572525,825.8582887838654,1441.4772818053725
WFG2,22,2,220,460,1,6.074650290925768,0.001207555685368152,69.46999001917388,1.150682253448487,0.9436567520488828,1,1.3622712733472377,-71.10017422361337,1234.9617792980027
WFG2,22,2,330,570,0,0.32911314082344534,0.0038364970939722314,2.6387297379587205,89609.46734915594,0.0018084072539946152,1,0.1379447145054363,943.2415367779001,1726.567742091406
WFG2,22,2,330,570,1,5.263548914119013,0.0014239784846993937,57.8976384792429,3.152854430158594,0.5307852817245011,1,1.3369260197896196,-82.41166597670549,1578.4672216549443
WFG2,22,2,440,680,0,0.45564365599709744,0.02460015508848975,5.9284612017568765,33809.002565913084,0.003865517234633233,1,0.12062628373657201,1041.0020196982691,2085.2963204907537
WFG2,22,2,440,680,1,4.9520777915355945,0.003206703729468907,58.93993127341192,3.619073044927369,0.49615594959895176,1,1.2375879934598595,-72.00688081103617,1911.4368646018038
WFG4,22,2,1,241,0,1.1040713027225406,0.008233104356333497,13.138535512231607,15.986240002607394,0.5115392118711899,1,0.18877676781593825,211.18895525577497,568.3563140137718
WFG4,22,2,1,241,1,0.9307593174879801,0.0010417135794534213,10.084590605388943,30.288319984579886,0.418658422663815,1,0.4155960491265239,123.77339176845757,604.9781341921206
WFG4,22,2,110,350,0,1.2212324636611052,0.005242719446966122,14.169696594330345,14.029630519257301,0.5089098124751792,1,0.21042793892019246,282.1896852236688,826.371961951486
WFG4,22,2,110,350,1,6.509384418458507,0.0010035045875884682,126.39262830076488,1.0022451151660325,0.9989110814330866,1,0.6778571816927715,68.04326974093617,869.4056214553108
WFG4,22,2,220,460,0,0.9704089294572626,0.011076449061440105,11.093551650420633,46.35281291461394,0.34659012400633854,1,0.19151602330832165,410.2706076679747,1115.3293736664566
WFG4,22,2,220,460,1,1.0043443674743686,0.0026889676624876893,10.2849889156129,40.08904866737025,0.3654099646632406,1,0.5828659895259167,151.14005074834915,1191.1546325406778
WFG4,22,2,330,570,0,1.1355592395726644,0.017148346879145456,12.813899264162874,47.285237022855966,0.2834966959196902,1,0.1927873427872825,495.5638728748656,1436.8495153680178
WFG4,22,2,330,570,1,1.621325206348756,0.0033439736919119137,17.56496721700325,9.50253301627557,0.49552957082189475,1,0.6083713644587334,147.57024492001597,1491.0443374156364
WFG4,22,2,440,680,0,1.8878045123200655,0.008526596524348869,23.337635904029888,7.176798591584007,0.5520422970836271,1,0.21344518547483923,529.6562199729591,1711.8620108339092
WFG4,22,2,440,680,1,1.5809855543026992,0.0039055882028215375,18.2225951462498,15.177941901663138,0.4382338179695027,1,0.6023133606645511,183.19943501376963,1804.7754492089346
WFG5,22,2,1,241,0,0.9570042669075574,0.0011402371815939028,11.776496930544589,27.302421792292748,0.4356159433584407,1,0.1579585537158239,238.3029395888847,710.005131144873
WFG5,22,2,1,241,1,1.901947919419901,0.00101413447056085,23.314159321296266,2.4031250498159173,0.8149454051956905,1,0.7214528676653008,40.029098794377006,685.2546027306707
WFG5,22,2,110,350,0,0.6554174106828484,0.0024225564777217534,9.923452318245708,112.42466569788643,0.2471546837244736,1,0.27311377377502466,272.4540441628522,1038.459158289345
WFG5,22,2,110,350,1,22.4634133749914,0.001,478.41085279987664,1.0000000003274123,0.9999999998363742,1,0.860952221232038,26.20034694816063,1010.4866059705588
WFG5,22,2,220,460,0,0.7316577966303689,0.0010511340596770008,7.437094126783125,76.11313943883142,0.29393249540013106,1,0.28461972590360224,326.1113762238077,1430.3211325216516
WFG5,22,2,220,460,1,2.0613955338526995,0.001,23.106198761465397,1.9646587638211717,0.84750709613055,1,0.8877881683907214,27.796042614189936,1368.639283412103
WFG5,22,2,330,570,0,0.7602222886011664,0.0010809495547776699,9.3756359543959,66.5675159123743,0.31094324039473936,1,0.27918355690762225,399.1429577040774,1801.0973151717606
WFG5,22,2,330,570,1,28.465221646372495,0.001,596.0655779820967,1.0000000000007956,0.9999999999997311,1,0.9089654811945671,27.202725602562435,1773.5455645419313
WFG5,22,2,440,680,0,0.7234988468832236,0.0010770049419803712,7.245620201515791,81.78225998417929,0.2842421458930693,1,0.2882099657107581,466.6138318046647,2178.9767769284863
WFG5,22,2,440,680,1,4.039759961850833,0.0010483767462084038,45.4102482845835,1.2697611947793122,0.8815019502610607,1,0.9448389034664197,19.300477898659295,2109.2040021078806
WFG9,22,2,1,241,0,1.8007211286523996,0.0013547967900813258,19.10384758340226,2.9600835084896575,0.7731054142840523,1,0.3219809451084848,137.62885728962675,369.69891122305074
WFG9,22,2,1,241,1,2.433579035827618,0.006776700504382836,23.934241331162532,1.4904586409274798,0.8910007421551674,1,0.9967439340790604,0.536921673433862,346.511384712148
WFG9,22,2,110,350,0,1.2329580611514024,0.21000895009937676,10.089743838428243,38.45435676272141,0.22436143739778333,1,0.4381141875648096,161.4593644693168,539.4289699683468
WFG9,22,2,110,350,1,2.0841956788895906,0.0590048083838027,17.595531627373976,6.536544871440809,0.3988680260172407,1,1.055297298503473,-6.921126990591649,518.1448567507017
WFG9,22,2,220,460,0,1.6826094874210071,0.2593210026575245,17.08757436303518,52.07355992586673,0.16315698765781028,1,0.44616172240653135,208.39714121794555,713.9921990670155
WFG9,22,2,220,460,1,4.3832187120688015,0.01726357779116943,47.41466852679989,3.4642907526748985,0.538071540549229,1,0.9968961636456396,1.9373509998870082,697.8455387687985
WFG9,22,2,330,570,0,1.4374715100890618,0.18283359512170239,7.358026321348415,150.61950784350603,0.10537367359049613,1,0.43867263246072025,293.04209883809705,895.3564017491045
WFG9,22,2,330,570,1,7.5177352771750625,0.019288641090298677,90.91580583300166,1.976045902390059,0.7102138624331523,1,0.9343671266367176,19.694614647635078,867.0698677276137
WFG9,22,2,440,680,0,1.7346857287216204,0.12698506437807755,12.214886951602802,110.11757067560576,0.13316076330759746,1,0.429107150280872,348.14398953601915,1086.5607678587598
WFG9,22,2,440,680,1,892.6037009387982,0.11889791064035479,1000.0,1.0000000000145524,0.9999999999965141,1,0.8661201952213421,48.86873940677703,1036.669855880871
ZDT1,30,2,1,329,0,0.061816488451304066,0.001,1.8254946535391252,58225.01873778229,0.004159907082280751,1,0.03479423538587751,1075.4144080030744,2413.5210901627574
ZDT1,30,2,1,329,1,0.05632236042709286,0.001,1.6606708128127892,74890.42034949591,0.0033226767353765735,1,0.738608382852683,600.0937912462174,1563.2441615741072
ZDT1,30,2,150,478,0,0.06265884545131521,0.001,1.8507653635394596,1297614.231787134,0.00025816615403419577,1,0.03156536660806654,1657.7176880242225,3703.9632198680756
ZDT1,30,2,150,478,1,0.4669233174354043,0.001,13.952017553010375,970.2743687316639,0.04870850400623794,1,0.3055865863431745,390.5284562889283,2263.285502085636
ZDT1,30,2,300,628,0,0.041487396894619076,0.001,1.214557224241882,664190989050706.9,7.188657849536716e-13,1,0.09518478156140164,2129.1687142655296,4863.835696835002
ZDT1,30,2,300,628,1,0.5497563705268587,0.007594599488374008,4.152937788231381,488855191907.29364,7.246794945761974e-11,1,0.4864125543890573,339.8140045794969,1876.1716620596812
ZDT1,30,2,450,778,0,0.0010000255973361975,0.001,0.0010003382436402876,4408946028444704.0,1.7511284455935289e-13,1,2.4744001865570997,4647.812542830574,4647.823111358356
ZDT1,30,2,450,778,1,1.2095557390699263,0.001,36.2576721715278,40162163974.50604,1.702245967868362e-10,1,1.0366449362070287,21.24762633520347,3896.412979950767
ZDT1,30,2,600,928,0,0.017681919607593202,0.001,0.5014575535210464,3547126138925285.5,2.2719391781324724e-13,1,0.23072245606234557,3671.3753563901455,7341.990706119845
ZDT1,30,2,600,928,1,0.04960885899458377,0.001,1.459265440064442,1168403140810429.5,5.401251678588219e-13,1,5.184205857151718,1137.9100624046278,3929.9884421185907
ZDT3,30,2,1,329,0,0.06057509160392534,0.001,1.7882527481177632,62230.98461607006,0.003915993128643667,1,0.035120963209950694,1078.7954897755385,2409.412808868864
ZDT3,30,2,1,329,1,1.1211680076014672,0.001,33.60604022804408,4.67428145709374,0.7586386414407078,1,0.45483367807975283,131.93978003186513,1120.203989844175
ZDT3,30,2,150,478,0,0.06034344944980592,0.001,1.781303483489861,468587.40026623575,0.0007226738467544235,1,0.03325267734594331,1642.8641425513597,3672.036645269327
ZDT3,30,2,150,478,1,1.2992961011643587,0.001,38.94981449404063,22.064730781606066,0.13555342275655383,1,0.9157817012738589,25.16640582998688,2269.6002348390853
ZDT3,30,2,300,628,0,0.05940825849033117,0.001,1.7532477547033596,787759.7455562807,0.0005420644256570346,1,0.02694269632685576,2257.2483401227882,5074.790554965676
ZDT3,30,2,300,628,1,1.548832502480566,0.001,46.43521654028044,12.55021947583941,0.16921983221643844,1,1.0962389085127842,-26.480541909437484,3336.126491782218
ZDT3,30,2,450,778,0,0.060315921274382706,0.001,1.7804468606918906,22513641.310295753,2.2417028898317915e-05,1,0.024379481881398875,2820.837053917896,6484.2680980778005
ZDT3,30,2,450,778,1,1.86927197540549,0.001,56.04915926216428,113.8333885268678,0.02163453532629156,1,1.2515905755289514,-84.55616780825942,4446.1241103537195
ZDT3,30,2,600,928,0,0.11747107292110752,0.001,3.4951321876331383,918419358.866977,4.1695302762588266e-07,1,0.02254518548270347,2759.483235751778,7967.815030451387
ZDT3,30,2,600,928,1,2.3489664853860637,0.001,70.43432476972782,1251.4435781347258,0.0025505060927440773,1,1.365888731710551,-140.490173736124,5519.228866464833
ZDT4,10,2,1,109,0,0.022420171217128082,0.001,0.2152017121712808,114047170.63654783,9.20812655138242e-07,1,0.3277678990875955,524.1838026928925,838.3032713674418
ZDT4,10,2,1,109,1,706.855181038915,0.42162296939193017,1000.0,1.0000000000027287,0.9999999999982074,1,872.885159385524,-369.06331800494775,177.61828815530478
ZDT4,10,2,50,158,0,0.02268353151643093,0.001,0.2178353096707146,2834177038.30611,5.347965221266886e-08,1,0.6779985542746565,779.3991096520355,1319.7694375201681
ZDT4,10,2,50,158,1,999.7290705075396,998.3502817054359,1000.0,1.0000000000258094,0.9999999999866779,1,1247.3241304174226,-563.1717113651922,266.7031617110563
ZDT4,10,2,100,208,0,0.029526422290966768,0.001,0.2862642164410691,136306957704.54433,1.4359619556623217e-09,1,0.47027993537596513,1057.2813031296607,1906.0776185601285
ZDT4,10,2,100,208,1,32.68046255056011,0.001,267.9116586948109,172.30672812474066,0.011540241139029782,1,1555.697510077816,-760.8257285549852,378.3205991517357
ZDT4,10,2,150,258,0,100.00090000109235,0.001,1000.0,66.45997412140376,0.034894707641264504,1,0.08905907089038156,315.0299285881978,1741.3460833188215
ZDT4,10,2,150,258,1,133.461656428157,0.001037142838202593,644.5965130533713,43.1079204931976,0.04629662261714129,1,1728.1394141112876,-959.376342169318,445.2284050055427
ZDT4,10,2,200,308,0,100.00090000825996,0.001,1000.0,104.39812961062138,0.03489470764380131,1,0.0791569411871085,396.8053578930135,2368.128532821953
ZDT4,10,2,200,308,1,276.545292817298,0.002236088394964696,1000.0,20.378265283039774,0.09355296014531266,1,1896.1817747071993,-1160.8478344265206,506.99866583121786
ZDT6,10,2,1,109,0,699.9311275364237,0.0010000721631318226,999.9870474991143,1.000000000003638,0.9999999999991173,1,0.02026442808255891,212.48940914709823,171.74566499447445
ZDT6,10,2,1,109,1,0.0734295121889184,0.0161516609406214,0.3371147245661199,2246790.689576601,4.299213524579142e-05,1,1.3871444631087135,301.60047134263806,370.3960815497862
ZDT6,10,2,50,158,0,54.836359680324975,0.001,548.3545968032499,1.0000003763296663,0.9999998118351838,1,0.10086549254765727,181.22342512702153,772.9226935564038
ZDT6,10,2,50,158,1,0.32613262684534317,0.012334681399383287,1.1815404517382384,33227.18302492929,0.002402898082954872,1,2.0104092637129782,149.84177541633926,549.1018222901939
ZDT6,10,2,100,208,0,56.506430584591726,0.001,565.0553058459175,4.913202428304678,0.3382745697153874,1,0.11231523574911376,227.67843609123167,1266.0825827131746
ZDT6,10,2,100,208,1,0.4581699972729732,0.012458982212470899,2.1877372252065936,4125257.3096042406,1.7653305436392567e-05,1,3.2061918973010632,82.55543003911733,641.7999575418052
ZDT6,10,2,150,258,0,56.164262323889204,0.001,561.6336232388252,22.622374007932276,0.09037242351425162,1,0.11860529632294108,276.64753146504614,1748.4364418544692
ZDT6,10,2,150,258,1,371.89737288148893,11.03503628746338,1000.0,3.2926287265091667,0.46591497364985246,1,1.7602976030855844,-72.77482473203499,582.8857487129836
ZDT6,10,2,200,308,0,66.5106655390662,0.001,665.0936795646801,18.36404452231299,0.10610715734055155,1,0.112009958183628,339.09954760767874,2250.281225116538
ZDT6,10,2,200,308,1,205.02114490171851,0.006648127355601269,1000.0,5.841778935921537,0.29232163429009655,1,1.4319358962729583,-54.70247233708223,717.7858894586077
