problema,D,M,obj,n_gens,parado,frac_parado,piso,teto,lnL_ini,lnL_fim,lnL_max,lnL_min,lnL_sobe,gens_lnL_neg,frac_lnL_neg,theta_med_ini,theta_med_fim,tmin_viol,tmax_viol
DTLZ2,12,3,2,240,0,0.0,3,0,331.4426769286763,1336.4673466801135,1336.4673466801135,329.6061276221963,1,0,0.0,0.7227889563400391,0.641153761669782,0,0
DTLZ3,12,3,0,240,0,0.0,75,0,285.1946851885165,906.5847587581828,907.9016152375848,285.1946851885165,1,0,0.0,2.503758694567537,20.50931085662915,0,0
DTLZ3,12,3,1,240,0,0.0,22,0,278.71227704558464,818.1021692100869,828.6094178067407,278.71227704558464,1,0,0.0,38.6158051724478,76.87528283035002,0,0
DTLZ3,12,3,2,240,0,0.0,0,0,263.82579074188084,728.845083369373,728.845083369373,263.2719225035347,1,0,0.0,3.9441156020803487,4.574250209096908,0,0
DTLZ4,12,3,0,240,0,0.0,203,194,286.2837930949848,532.3226336619838,557.1420525342465,260.27159712571023,1,0,0.0,3.5812771288361183,500.0005,0,0
DTLZ4,12,3,1,240,0,0.0,171,163,295.22274614172477,637.8536134119137,830.9845920446825,295.22274614172477,1,0,0.0,500.000500150956,500.0005,0,0
DTLZ4,12,3,2,240,0,0.0,171,88,495.0231018784672,1242.0019603299397,1242.0019603299397,308.9493607307453,1,0,0.0,257.5382902643305,500.0005,0,0
DTLZ7,22,3,0,440,0,0.0,440,0,1789.1627631114884,5549.8255306359,5549.8255306359,1789.1627631114884,1,0,0.0,0.8516083847248542,0.6705047097712151,0,0
DTLZ7,22,3,1,440,0,0.0,440,0,1788.0270169067135,5571.383484235207,5571.383484235207,1788.0270169067135,1,0,0.0,0.7941976637024696,0.6525881948076159,0,0
DTLZ7,22,3,2,440,0,0.0,315,0,798.6068580567348,3696.6511315627567,3696.6511315627567,798.6068580567348,1,0,0.0,0.9598372377535626,1.126521074683665,0,0
MMF1,2,2,0,40,10,0.25,10,0,25.672514777000764,-165.04652722950476,144.8954352636415,-174.27225135285846,0,24,0.6,718.3712588816032,1.000000000698732,0,0
MMF1,2,2,1,40,7,0.175,3,7,27.836271441561045,-300.8871197696364,62.781493386788156,-301.5444731389399,0,24,0.6,1000.0,1.0,0,0
MMF11_L,2,2,0,40,10,0.25,18,0,210.2524964950279,782.9348035361686,782.9348035361686,210.2524964950279,1,0,0.0,0.001,0.00794173721734695,0,0
MMF11_L,2,2,1,40,10,0.25,3,1,26.977882008764073,-20.58759008736405,61.12867535327429,-68.96816632201387,0,23,0.575,331.2813674234456,1.0,0,0
MMF16_20,20,3,0,400,0,0.0,151,0,586.8757334486386,2313.180628500939,2932.398765480542,582.0122232918434,1,0,0.0,4.221017154453018,18.335924940321846,0,0
MMF16_20,20,3,1,400,0,0.0,59,0,605.9106043408135,1605.0707258996647,2500.781249595,597.6797349546401,1,0,0.0,5.4828478335116335,5.413768971883595,0,0
MMF16_20,20,3,2,400,0,0.0,265,0,975.7015469303594,3519.7248758708356,3519.7248758708356,546.4623724587251,1,0,0.0,21.829701309871055,22.01030888667862,0,0
MMF4,2,2,0,40,24,0.6,3,1,24.627215321371423,-178.54497625385966,86.10555543125763,-180.39846683654918,0,27,0.675,555.4720923248498,1.0,0,0
MMF4,2,2,1,40,2,0.05,0,4,32.13731212270494,-302.2092100674743,74.88582608791145,-302.2092100674743,0,20,0.5,1000.0,1.0001557083681676,0,0
WFG1,22,2,0,440,0,0.0,9,4,788.1624903351303,1300.5283310163911,1300.5283310163911,719.3144234121759,1,0,0.0,33.19355602839083,462.2137510112522,0,0
WFG1,22,2,1,440,0,0.0,11,7,723.4980790536781,1246.5239657099767,1267.1940221107207,673.1728132217422,1,0,0.0,35.02659232341737,484.14056809327013,0,0
WFG2,22,2,0,440,0,0.0,0,0,736.9352506271546,2085.2963204907537,2112.496493678854,730.3738530285041,1,0,0.0,1.3200390930741825,2.9765306784226833,0,0
WFG2,22,2,1,440,0,0.0,98,12,335.9886682996477,1911.4368646018038,1911.4368646018038,335.9886682996477,1,0,0.0,500.03616130152386,29.471568988570695,0,0
WFG4,22,2,0,440,0,0.0,11,0,568.3563140137718,1711.8620108339092,1732.7405686184554,568.3563140137718,1,0,0.0,6.573384308293971,11.673081250277118,0,0
WFG4,22,2,1,440,0,0.0,6,0,604.9781341921206,1804.7754492089346,1814.6020179530142,596.1276814186672,1,0,0.0,5.0428161594841985,9.113250367226312,0,0
WFG5,22,2,0,440,0,0.0,8,0,710.005131144873,2178.9767769284863,2180.4418714623253,704.2108091610359,1,0,0.0,5.888818583863092,3.623348603228886,0,0
WFG5,22,2,1,440,0,0.0,212,1,685.2546027306707,2109.2040021078806,2246.891989892702,674.9547164604337,1,0,0.0,11.657586727883414,22.705648330664857,0,0
WFG9,22,2,0,440,0,0.0,0,0,369.69891122305074,1086.5607678587598,1086.5607678587598,366.93815690466437,1,0,0.0,9.552601190096171,6.17093600799044,0,0
WFG9,22,2,1,440,0,0.0,6,49,346.511384712148,1036.669855880871,1052.7612128253998,346.511384712148,1,0,0.0,11.970509015833457,500.0594489553202,0,0
ZDT1,30,2,0,600,0,0.0,576,0,2413.5210901627574,7341.990706119845,7450.395420440816,1344.0685874033277,1,0,0.0,0.9132473267695626,0.2512287767605232,0,0
ZDT1,30,2,1,600,0,0.0,421,0,1563.2441615741072,3929.9884421185907,4897.4703243346385,1421.2291317314186,1,0,0.0,0.8308354064063945,0.730132720032221,0,0
ZDT3,30,2,0,600,0,0.0,600,0,2409.412808868864,7967.815030451387,7967.815030451387,2396.2767278314323,1,0,0.0,0.8946263740588816,1.748066093816569,0,0
ZDT3,30,2,1,600,0,0.0,600,0,1120.203989844175,5519.228866464833,5519.228866464833,1120.203989844175,1,0,0.0,16.80352011402204,35.217662384863914,0,0
ZDT4,10,2,0,200,0,0.0,186,63,838.3032713674418,2368.128532821953,2584.931532563233,838.3032713674418,1,0,0.0,0.1081008560856404,500.0005,0,0
ZDT4,10,2,1,200,0,0.0,47,139,177.61828815530478,506.99866583121786,518.1545294665316,177.61828815530478,1,0,0.0,500.21081148469597,500.0011180441975,0,0
ZDT6,10,2,0,200,0,0.0,197,14,171.74566499447445,2250.281225116538,2294.9246552465293,171.74566499447445,1,0,0.0,499.9940237856387,332.54733978234003,0,0
ZDT6,10,2,1,200,0,0.0,8,82,370.3960815497862,717.7858894586077,717.7858894586077,370.3960815497862,1,0,0.0,0.17663319275337064,500.0033240636778,0,0
