label,problema,M,geracao,kflag,modelo_lider,n_julgados,n_ds_membros,n_front1,pares_ok,pares_total,pares_ok_obj,sqrtmse_surr_max,divergencia
BBOB_F1,BBOB_F1,2,15,0,RBFN,200,0,52,2944.0,40000.0,"[2588, 156]",13.887132985000173,5.170741766291092
BBOB_F1,BBOB_F1,2,16,0,RBFN,200,0,53,2880.0,40000.0,"[2616, 68]",13.887132985000173,5.18101967680058
BBOB_F1,BBOB_F1,2,17,0,RBFN,200,0,58,1678.0,40000.0,"[1338, 140]",13.36259161584676,5.009892141262037
BBOB_F1,BBOB_F1,2,18,0,RBFN,200,0,55,1354.0,40000.0,"[1138, 16]",13.486004595813018,4.804522120704761
BBOB_F1,BBOB_F1,2,19,0,RBFN,200,0,60,1348.0,40000.0,"[1130, 18]",13.675340525576857,4.575002978215176
BBOB_F1,BBOB_F1,2,20,0,RBFN,200,0,65,1412.0,40000.0,"[1206, 6]",13.486004595813018,4.563551548213358
BBOB_F1,BBOB_F1,2,21,0,RBFN,200,0,70,1104.0,40000.0,"[904, 0]",13.486004595813018,4.343770360299159
BBOB_F1,BBOB_F1,2,22,0,RBFN,200,0,79,1072.0,40000.0,"[866, 6]",13.486004595813018,4.224025536180545
BBOB_F1,BBOB_F1,2,23,0,RBFN,200,0,79,1040.0,40000.0,"[840, 0]",14.281830079854139,4.145986459153055
BBOB_F1,BBOB_F1,2,24,0,RBFN,200,0,78,1334.0,40000.0,"[922, 212]",15.191976169608084,3.9828533661730945
BBOB_F1,BBOB_F1,2,25,0,RBFN,200,0,86,1430.0,40000.0,"[1230, 0]",13.653009153646288,3.7732079142572053
BBOB_F1,BBOB_F1,2,26,0,RBFN,200,0,82,1428.0,40000.0,"[1026, 202]",13.251123494331587,3.5956837799028505
BBOB_F1,BBOB_F1,2,27,0,RBFN,200,0,82,1132.0,40000.0,"[932, 0]",13.273213691190229,3.532607363232573
BBOB_F1,BBOB_F1,2,28,0,RBFN,200,0,84,782.0,40000.0,"[582, 0]",13.5022836766117,3.2979059607122885
BBOB_F1,BBOB_F1,2,29,0,RBFN,200,0,85,586.0,40000.0,"[386, 0]",13.58402112437106,3.023648784796497
BBOB_F1,BBOB_F1,2,30,0,RBFN,200,0,85,848.0,40000.0,"[648, 0]",14.124937434763142,2.807765485232195
BBOB_F1,BBOB_F1,2,31,0,RBFN,200,0,85,514.0,40000.0,"[314, 0]",13.099611581683288,2.689206854017349
BBOB_F1,BBOB_F1,2,32,0,RBFN,200,0,87,486.0,40000.0,"[286, 0]",13.099611581683288,2.6473891031143935
BBOB_F1,BBOB_F1,2,33,0,RBFN,200,0,85,534.0,40000.0,"[334, 0]",13.214288038895518,2.566547196818712
BBOB_F1,BBOB_F1,2,34,0,RBFN,200,0,88,852.0,40000.0,"[652, 0]",13.873094177731108,2.488203875372796
BBOB_F1,BBOB_F1,2,35,0,RBFN,200,0,89,274.0,40000.0,"[70, 4]",12.995672410257802,2.5599637888433415
BBOB_F1,BBOB_F1,2,36,0,RBFN,200,0,93,466.0,40000.0,"[266, 0]",12.979776988227263,2.723995985109624
BBOB_F1,BBOB_F1,2,37,0,RBFN,200,0,93,470.0,40000.0,"[270, 0]",13.501304069689821,2.8134509351886177
BBOB_F1,BBOB_F1,2,38,0,RBFN,200,0,94,312.0,40000.0,"[112, 0]",13.151345959026385,2.731689713898335
BBOB_F1,BBOB_F1,2,39,0,RBFN,200,0,93,314.0,40000.0,"[114, 0]",13.435130413501957,2.6729011946622268
BBOB_F1,BBOB_F1,2,40,0,RBFN,200,0,91,462.0,40000.0,"[252, 10]",13.006709055358975,2.465645022667815
BBOB_F1,BBOB_F1,2,41,0,RBFN,200,0,92,524.0,40000.0,"[324, 0]",13.52571284363126,2.5714865470774804
BBOB_F1,BBOB_F1,2,42,0,RBFN,200,0,91,300.0,40000.0,"[100, 0]",12.869518868234103,2.5492668625302692
BBOB_F1,BBOB_F1,2,43,0,RBFN,200,0,94,360.0,40000.0,"[160, 0]",12.869518868234103,2.4180269215920154
BBOB_F1,BBOB_F1,2,44,0,RBFN,200,0,95,276.0,40000.0,"[76, 0]",12.989109415238193,2.3087443366288327
BBOB_F1,BBOB_F1,2,45,0,RBFN,200,0,94,392.0,40000.0,"[192, 0]",12.869518868234103,2.3814840887569564
BBOB_F1,BBOB_F1,2,46,0,RBFN,200,0,96,270.0,40000.0,"[68, 2]",12.869518868234103,2.341194279162346
BBOB_F1,BBOB_F1,2,47,0,RBFN,200,0,96,274.0,40000.0,"[74, 0]",12.869518868234103,2.3803136526692645
BBOB_F1,BBOB_F1,2,48,0,RBFN,200,0,95,522.0,40000.0,"[314, 8]",13.439184044097617,2.4906767828926046
BBOB_F1,BBOB_F1,2,49,0,RBFN,200,0,95,350.0,40000.0,"[150, 0]",12.938204688290993,2.4674693624633535
BBOB_F1,BBOB_F1,2,50,0,RBFN,200,0,94,264.0,40000.0,"[64, 0]",12.869739081385463,2.5335730699551933
BBOB_F1,BBOB_F1,2,51,0,RBFN,200,0,93,326.0,40000.0,"[126, 0]",13.244404520675797,2.5118347043859393
BBOB_F1,BBOB_F1,2,52,0,RBFN,200,0,95,318.0,40000.0,"[118, 0]",12.869739081385463,2.505051604028357
BBOB_F1,BBOB_F1,2,53,0,RBFN,200,0,97,282.0,40000.0,"[82, 0]",13.06505521544006,2.5427589004842726
BBOB_F1,BBOB_F1,2,54,0,RBFN,200,0,94,476.0,40000.0,"[84, 192]",12.869739081385463,2.6063191927070015
BBOB_F1,BBOB_F1,2,55,0,RBFN,200,0,94,332.0,40000.0,"[132, 0]",13.067247976032146,2.5369525358073766
BBOB_F1,BBOB_F1,2,56,0,RBFN,200,0,94,288.0,40000.0,"[88, 0]",12.869739081385463,2.4323593629250535
BBOB_F1,BBOB_F1,2,57,0,RBFN,200,0,96,290.0,40000.0,"[90, 0]",12.951087516086949,2.5003690694837744
BBOB_F1,BBOB_F1,2,58,0,RBFN,200,0,96,250.0,40000.0,"[50, 0]",12.869518868234103,2.4848140225687514
BBOB_F1,BBOB_F1,2,59,0,RBFN,200,0,96,266.0,40000.0,"[66, 0]",12.881864198844674,2.515834947355482
BBOB_F1,BBOB_F1,2,60,0,RBFN,200,0,96,292.0,40000.0,"[92, 0]",13.54110350494934,2.444911103181373
BBOB_F1,BBOB_F1,2,61,0,RBFN,200,0,96,448.0,40000.0,"[248, 0]",13.811582840567576,2.474611161348765
BBOB_F1,BBOB_F1,2,62,0,RBFN,200,0,98,234.0,40000.0,"[34, 0]",13.07137018812066,2.5436420039082326
BBOB_F1,BBOB_F1,2,63,0,RBFN,200,0,97,524.0,40000.0,"[28, 296]",14.250733399480621,2.4789540724088934
BBOB_F1,BBOB_F1,2,64,0,RBFN,200,0,98,248.0,40000.0,"[48, 0]",13.117253113440569,2.3316536051969745
BBOB_F1,BBOB_F1,2,65,0,RBFN,200,0,99,240.0,40000.0,"[36, 4]",13.428389409984025,2.306767943701274
BBOB_F1,BBOB_F1,2,66,0,RBFN,200,0,100,232.0,40000.0,"[32, 0]",12.869518868234103,2.3342317634639436
BBOB_F1,BBOB_F1,2,67,0,RBFN,200,0,100,370.0,40000.0,"[170, 0]",13.402839708370953,2.3806689263894687
BBOB_F1,BBOB_F1,2,68,0,RBFN,200,0,100,364.0,40000.0,"[164, 0]",12.869518868234103,2.3081943556154925
BBOB_F1,BBOB_F1,2,69,0,RBFN,200,0,98,254.0,40000.0,"[54, 0]",13.181295648684273,2.378574002909475
BBOB_F1,BBOB_F1,2,70,0,RBFN,200,0,98,258.0,40000.0,"[58, 0]",13.142076932947269,2.378019080532984
BBOB_F1,BBOB_F1,2,71,0,RBFN,200,0,99,276.0,40000.0,"[76, 0]",12.869518868234103,2.375754590043696
BBOB_F1,BBOB_F1,2,72,0,RBFN,200,0,99,440.0,40000.0,"[240, 0]",12.869518868234103,2.3824590479243657
BBOB_F1,BBOB_F1,2,73,0,RBFN,200,0,99,404.0,40000.0,"[204, 0]",13.263991749711623,2.5327708174893537
BBOB_F1,BBOB_F1,2,74,0,RBFN,200,0,99,372.0,40000.0,"[172, 0]",13.348545399055773,2.5151636933829193
BBOB_F1,BBOB_F1,2,75,0,RBFN,200,0,99,592.0,40000.0,"[392, 0]",13.917066938007597,2.4345870871029915
BBOB_F1,BBOB_F1,2,76,0,RBFN,200,0,98,748.0,40000.0,"[548, 0]",13.122561045998436,2.4327490533551988
BBOB_F1,BBOB_F1,2,77,0,RBFN,200,0,96,468.0,40000.0,"[268, 0]",13.008680668410447,2.5264913506883664
BBOB_F1,BBOB_F1,2,78,0,RBFN,200,0,97,302.0,40000.0,"[102, 0]",12.877044874898399,2.455163710111691
BBOB_F1,BBOB_F1,2,79,0,RBFN,200,0,98,290.0,40000.0,"[90, 0]",12.871498513239288,2.457421277087887
BBOB_F1,BBOB_F1,2,80,0,RBFN,200,0,98,290.0,40000.0,"[90, 0]",12.869518868234103,2.5034118284088027
BBOB_F1,BBOB_F1,2,81,0,RBFN,200,0,98,346.0,40000.0,"[146, 0]",13.007666738584138,2.466302711733755
BBOB_F1,BBOB_F1,2,82,0,RBFN,200,0,98,550.0,40000.0,"[154, 196]",13.118237491382265,2.3930812809638407
BBOB_F1,BBOB_F1,2,83,0,RBFN,200,0,99,432.0,40000.0,"[232, 0]",13.334804281626994,2.4385158596344714
BBOB_F1,BBOB_F1,2,84,0,RBFN,200,0,100,304.0,40000.0,"[104, 0]",13.007666738584138,2.468456256054489
BBOB_F1,BBOB_F1,2,85,0,RBFN,200,0,99,398.0,40000.0,"[198, 0]",13.007666738584138,2.4622414482972004
BBOB_F1,BBOB_F1,2,86,0,RBFN,200,0,100,374.0,40000.0,"[174, 0]",13.007666738584138,2.5478612572582695
BBOB_F1,BBOB_F1,2,87,0,RBFN,200,0,100,512.0,40000.0,"[312, 0]",13.013908000391416,2.5148944526615873
BBOB_F1,BBOB_F1,2,88,0,RBFN,200,0,100,380.0,40000.0,"[180, 0]",13.369346111480876,2.52049727033735
BBOB_F1,BBOB_F1,2,89,0,RBFN,200,0,100,502.0,40000.0,"[302, 0]",13.007666738584138,2.524878559550757
BBOB_F1,BBOB_F1,2,90,0,RBFN,200,0,100,500.0,40000.0,"[290, 10]",13.081562811589011,2.4620421211233494
BBOB_F1,BBOB_F1,2,91,0,RBFN,200,0,100,454.0,40000.0,"[254, 0]",12.980579718880762,2.456105050278111
BBOB_F1,BBOB_F1,2,92,0,RBFN,200,0,100,306.0,40000.0,"[106, 0]",12.869518868234103,2.5029482653783055
BBOB_F1,BBOB_F1,2,93,0,RBFN,200,0,100,304.0,40000.0,"[104, 0]",12.869518868234103,2.504746066451665
BBOB_F1,BBOB_F1,2,94,0,RBFN,200,0,100,474.0,40000.0,"[272, 2]",14.776596180604004,2.549087122253518
BBOB_F1,BBOB_F1,2,95,0,RBFN,200,0,100,332.0,40000.0,"[132, 0]",13.660368376142253,2.496056528592787
BBOB_F1,BBOB_F1,2,96,0,RBFN,200,0,100,406.0,40000.0,"[206, 0]",13.09608968016421,2.435758772641191
BBOB_F1,BBOB_F1,2,97,0,RBFN,200,0,100,346.0,40000.0,"[146, 0]",13.192152568031677,2.3979575432742974
BBOB_F1,BBOB_F1,2,98,0,RBFN,200,0,100,302.0,40000.0,"[102, 0]",13.577363351830785,2.4432051611460786
BBOB_F1,BBOB_F1,2,99,0,RBFN,200,0,99,378.0,40000.0,"[178, 0]",12.869518868234103,2.486835601859306
BBOB_F17,BBOB_F17,2,1,0,RBFN,409,56,11,149909.0,167281.0,"[146983, 107275]",4127198.680720464,2882599.884541588
BBOB_F17,BBOB_F17,2,2,0,RBFN,200,12,14,18370.0,40000.0,"[17784, 4122]",4675390.6063560145,3357739.019533968
BBOB_F17,BBOB_F17,2,3,0,RBFN,200,1,13,11606.0,40000.0,"[11163, 459]",4675390.6063560145,4202928.606275066
BBOB_F17,BBOB_F17,2,4,0,RBFN,200,1,17,12066.0,40000.0,"[11832, 64]",4675390.6063560145,4235289.671005953
BBOB_F17,BBOB_F17,2,5,0,RBFN,200,0,10,15102.0,40000.0,"[14890, 38]",4294668.796493459,3787039.98811891
BBOB_F17,BBOB_F17,2,6,0,RBFN,200,0,21,15870.0,40000.0,"[15658, 32]",4319769.182835703,3511686.537455655
BBOB_F17,BBOB_F17,2,7,0,RBFN,200,0,25,17614.0,40000.0,"[17414, 0]",4444638.762082783,3298498.3157824995
BBOB_F17,BBOB_F17,2,8,0,RBFN,200,0,33,18018.0,40000.0,"[17818, 0]",4566792.84445638,3639222.867429707
BBOB_F17,BBOB_F17,2,9,0,RBFN,200,0,29,16900.0,40000.0,"[16700, 0]",4634432.777426603,3706445.995653312
BBOB_F17,BBOB_F17,2,10,0,RBFN,200,0,29,14976.0,40000.0,"[14776, 0]",4678751.472902511,3965737.1381039005
BBOB_F17,BBOB_F17,2,11,0,RBFN,200,0,46,10674.0,40000.0,"[10474, 0]",4700449.209068814,4017844.0534459148
BBOB_F17,BBOB_F17,2,12,0,RBFN,200,0,59,6680.0,40000.0,"[6480, 0]",4678751.472902511,3760449.657650309
BBOB_F17,BBOB_F17,2,13,0,RBFN,200,0,69,2890.0,40000.0,"[2690, 0]",4679167.252437374,3626703.4168254137
BBOB_F17,BBOB_F17,2,14,0,RBFN,200,0,68,4108.0,40000.0,"[3908, 0]",4631755.592862769,3601878.055144823
BBOB_F17,BBOB_F17,2,15,0,RBFN,200,0,68,4990.0,40000.0,"[4790, 0]",4614716.919670094,3635007.539302819
BBOB_F17,BBOB_F17,2,16,0,RBFN,200,0,74,3690.0,40000.0,"[3490, 0]",4702124.877144307,3505414.580609434
BBOB_F17,BBOB_F17,2,17,0,RBFN,200,0,76,3220.0,40000.0,"[3020, 0]",4674274.391925259,3366844.649804605
BBOB_F17,BBOB_F17,2,18,0,RBFN,200,0,75,4310.0,40000.0,"[4110, 0]",4614716.919670094,3390949.081109899
BBOB_F17,BBOB_F17,2,19,0,RBFN,200,0,79,4034.0,40000.0,"[3834, 0]",4851991.862473948,3316424.443790486
BBOB_F17,BBOB_F17,2,20,0,RBFN,200,0,77,4034.0,40000.0,"[3834, 0]",4684023.450532005,3370358.530442059
BBOB_F17,BBOB_F17,2,21,0,RBFN,200,0,77,4364.0,40000.0,"[4164, 0]",4848820.6358230775,3361264.943945601
BBOB_F17,BBOB_F17,2,22,0,RBFN,200,0,76,4244.0,40000.0,"[4044, 0]",4914286.670795458,3380405.604702119
BBOB_F17,BBOB_F17,2,23,0,RBFN,200,0,83,6214.0,40000.0,"[6014, 0]",4813817.469894808,3354350.6442633523
BBOB_F17,BBOB_F17,2,24,0,RBFN,200,0,83,3828.0,40000.0,"[3628, 0]",4904191.077735695,3390886.112871498
BBOB_F17,BBOB_F17,2,25,0,RBFN,200,0,83,4144.0,40000.0,"[3944, 0]",4832725.749786501,3475816.3035690375
BBOB_F17,BBOB_F17,2,26,0,RBFN,200,0,92,4682.0,40000.0,"[4482, 0]",4940526.839007534,3452732.7848992883
BBOB_F17,BBOB_F17,2,27,0,RBFN,200,0,91,4744.0,40000.0,"[4544, 0]",4940526.839007534,3505096.2013543276
BBOB_F17,BBOB_F17,2,28,0,RBFN,200,0,89,5954.0,40000.0,"[5754, 0]",4940526.839007534,3526703.8765684133
BBOB_F17,BBOB_F17,2,29,0,RBFN,200,0,95,5270.0,40000.0,"[5070, 0]",4981543.1281024255,3562491.5124535495
BBOB_F17,BBOB_F17,2,30,0,RBFN,200,0,96,6712.0,40000.0,"[6512, 0]",4919493.864072724,3630276.428322469
BBOB_F17,BBOB_F17,2,31,0,RBFN,200,0,95,4228.0,40000.0,"[4028, 0]",4905336.958864239,3609610.523461016
BBOB_F17,BBOB_F17,2,32,0,RBFN,200,0,95,6948.0,40000.0,"[6748, 0]",4900859.828163206,3624577.0956901056
BBOB_F17,BBOB_F17,2,33,0,RBFN,200,0,97,5790.0,40000.0,"[5590, 0]",4952245.732583515,3670635.658018732
BBOB_F17,BBOB_F17,2,34,0,RBFN,200,0,96,5196.0,40000.0,"[4996, 0]",4926407.657343527,3662026.0951746404
BBOB_F17,BBOB_F17,2,35,0,RBFN,200,0,96,5686.0,40000.0,"[5486, 0]",4913747.492780708,3711227.9922938184
BBOB_F17,BBOB_F17,2,36,0,RBFN,200,0,96,5458.0,40000.0,"[5258, 0]",4964086.01921665,3829058.205230439
BBOB_F17,BBOB_F17,2,37,0,RBFN,200,0,94,3866.0,40000.0,"[3666, 0]",4900859.828163206,3787205.5291331136
BBOB_F17,BBOB_F17,2,38,0,RBFN,200,0,94,5166.0,40000.0,"[4966, 0]",4900859.828163206,3770184.176437725
BBOB_F17,BBOB_F17,2,39,0,RBFN,200,0,95,6264.0,40000.0,"[6064, 0]",4916524.403138761,3808561.890515528
BBOB_F17,BBOB_F17,2,40,0,RBFN,200,0,94,4580.0,40000.0,"[4380, 0]",4904863.4781515645,3737893.067023315
BBOB_F17,BBOB_F17,2,41,0,RBFN,200,0,92,5292.0,40000.0,"[5092, 0]",4943159.240180539,3742160.266844458
BBOB_F17,BBOB_F17,2,42,0,RBFN,200,0,95,4322.0,40000.0,"[4122, 0]",4948300.942507864,3848953.0993974055
BBOB_F17,BBOB_F17,2,43,0,RBFN,200,0,94,4168.0,40000.0,"[3968, 0]",4947819.523793059,3849132.022317546
BBOB_F17,BBOB_F17,2,44,0,RBFN,200,0,98,5424.0,40000.0,"[5224, 0]",4905684.7987772385,3856533.184802918
BBOB_F17,BBOB_F17,2,45,0,RBFN,200,0,98,5982.0,40000.0,"[5782, 0]",4974942.013170676,3847259.785484624
BBOB_F17,BBOB_F17,2,46,0,RBFN,200,0,97,5438.0,40000.0,"[5238, 0]",4913575.606683108,3847456.4478926356
BBOB_F17,BBOB_F17,2,47,0,RBFN,200,0,98,6304.0,40000.0,"[6104, 0]",4978390.76605121,3934047.8076797025
BBOB_F17,BBOB_F17,2,48,0,RBFN,200,0,99,5198.0,40000.0,"[4998, 0]",4936619.220585236,3924039.8537944998
BBOB_F17,BBOB_F17,2,49,0,RBFN,200,0,100,4834.0,40000.0,"[4634, 0]",4938883.595719838,3910209.893972887
BBOB_F17,BBOB_F17,2,50,0,RBFN,200,0,100,3826.0,40000.0,"[3626, 0]",5006392.219019939,3944968.4999186164
BBOB_F17,BBOB_F17,2,51,0,RBFN,200,0,99,4662.0,40000.0,"[4462, 0]",4993489.376729061,3889720.2374516977
BBOB_F17,BBOB_F17,2,52,0,RBFN,200,0,99,4472.0,40000.0,"[4272, 0]",4953538.456475585,3833572.675150665
BBOB_F17,BBOB_F17,2,53,0,RBFN,200,0,99,4438.0,40000.0,"[4238, 0]",4969088.465424022,3866316.905013464
BBOB_F17,BBOB_F17,2,54,0,RBFN,200,0,100,3012.0,40000.0,"[2812, 0]",4978148.034902604,3884816.307011326
BBOB_F17,BBOB_F17,2,55,0,RBFN,200,0,100,4946.0,40000.0,"[4746, 0]",4991281.0715299435,3863463.9422306176
BBOB_F17,BBOB_F17,2,56,0,RBFN,200,0,99,5440.0,40000.0,"[5240, 0]",5020974.926756285,3847282.0516698654
BBOB_F17,BBOB_F17,2,57,0,RBFN,200,0,98,5746.0,40000.0,"[5546, 0]",4979122.733855888,3854409.8465677453
BBOB_F17,BBOB_F17,2,58,0,RBFN,200,0,99,5382.0,40000.0,"[5182, 0]",4977708.461737953,3808512.4860782768
BBOB_F17,BBOB_F17,2,59,0,RBFN,200,0,99,4732.0,40000.0,"[4532, 0]",4994550.78005716,3846127.650767382
BBOB_F17,BBOB_F17,2,60,0,RBFN,200,0,99,4950.0,40000.0,"[4750, 0]",4977708.461737953,3823994.644096004
BBOB_F17,BBOB_F17,2,61,0,RBFN,200,0,99,4608.0,40000.0,"[4408, 0]",4977708.461737953,3859519.6351573737
BBOB_F17,BBOB_F17,2,62,0,RBFN,200,0,99,5472.0,40000.0,"[5272, 0]",4978263.022506504,3817172.682297537
BBOB_F17,BBOB_F17,2,63,0,RBFN,200,0,99,4774.0,40000.0,"[4574, 0]",4997714.562628223,3855229.0410183268
BBOB_F17,BBOB_F17,2,64,0,RBFN,200,0,98,4060.0,40000.0,"[3860, 0]",4978263.022506504,3817554.0274561252
BBOB_F17,BBOB_F17,2,65,0,RBFN,200,0,99,4996.0,40000.0,"[4796, 0]",4978263.022506504,3876068.1658465783
BBOB_F17,BBOB_F17,2,66,0,RBFN,200,0,100,4640.0,40000.0,"[4440, 0]",4990371.652452554,3845475.2425804804
BBOB_F17,BBOB_F17,2,67,0,RBFN,200,0,100,4952.0,40000.0,"[4752, 0]",4998299.279220129,3845843.5643478828
BBOB_F17,BBOB_F17,2,68,0,RBFN,200,0,100,4058.0,40000.0,"[3858, 0]",5005977.740671477,3849124.7818899215
BBOB_F17,BBOB_F17,2,69,0,RBFN,200,0,99,4294.0,40000.0,"[4094, 0]",4999967.9391509555,3831830.631905718
BBOB_F17,BBOB_F17,2,70,0,RBFN,200,0,98,5240.0,40000.0,"[5040, 0]",4989395.635412691,3849298.157507882
BBOB_F17,BBOB_F17,2,71,0,RBFN,200,0,99,4160.0,40000.0,"[3960, 0]",5002330.202087567,3834033.6573343747
BBOB_F17,BBOB_F17,2,72,0,RBFN,200,0,98,6034.0,40000.0,"[5834, 0]",5037464.522984295,3834815.256426119
BBOB_F17,BBOB_F17,2,73,0,RBFN,200,0,99,3786.0,40000.0,"[3586, 0]",4993542.732042184,3818740.1882910305
BBOB_F17,BBOB_F17,2,74,0,RBFN,200,0,98,4840.0,40000.0,"[4640, 0]",4994495.9533751635,3844537.7011458813
BBOB_F17,BBOB_F17,2,75,0,RBFN,200,0,98,5166.0,40000.0,"[4966, 0]",4975991.261693691,3836917.22704098
BBOB_F17,BBOB_F17,2,76,0,RBFN,200,0,99,5136.0,40000.0,"[4936, 0]",4975991.261693691,3847341.2587547195
BBOB_F17,BBOB_F17,2,77,0,RBFN,200,0,98,4714.0,40000.0,"[4514, 0]",4980167.248147584,3796137.765038936
BBOB_F17,BBOB_F17,2,78,0,RBFN,200,0,99,5048.0,40000.0,"[4848, 0]",4980167.248147584,3946309.7611059607
BBOB_F17,BBOB_F17,2,79,0,RBFN,200,0,98,3382.0,40000.0,"[3182, 0]",4994330.151913823,3872753.714141222
BBOB_F17,BBOB_F17,2,80,0,RBFN,200,0,99,3824.0,40000.0,"[3624, 0]",5000501.891456217,3885147.2787899124
BBOB_F17,BBOB_F17,2,81,0,RBFN,200,0,100,5850.0,40000.0,"[5650, 0]",4980167.248147584,3872839.0401204415
BBOB_F17,BBOB_F17,2,82,0,RBFN,200,0,100,5204.0,40000.0,"[5004, 0]",4984899.239379867,3899105.0465036975
BBOB_F17,BBOB_F17,2,83,0,RBFN,200,0,99,5424.0,40000.0,"[5224, 0]",4994962.652857987,3871458.4485167563
BBOB_F17,BBOB_F17,2,84,0,RBFN,200,0,99,3952.0,40000.0,"[3752, 0]",5007387.501212955,3786202.757735989
BBOB_F17,BBOB_F17,2,85,0,RBFN,200,0,100,4760.0,40000.0,"[4560, 0]",4979719.444588577,3845555.2413336467
BBOB_F17,BBOB_F17,2,86,0,RBFN,200,0,99,5366.0,40000.0,"[5166, 0]",4963591.149322734,3868970.6435031462
BBOB_F17,BBOB_F17,2,87,0,RBFN,200,0,100,4310.0,40000.0,"[4110, 0]",4992156.0266804155,3882245.259787202
BBOB_F17,BBOB_F17,2,88,0,RBFN,200,0,100,4154.0,40000.0,"[3954, 0]",5006195.699917263,3858818.9008878283
BBOB_F17,BBOB_F17,2,89,0,RBFN,200,0,100,4182.0,40000.0,"[3982, 0]",5004329.856577281,3831851.2096679867
BBOB_F17,BBOB_F17,2,90,0,RBFN,200,0,100,4392.0,40000.0,"[4192, 0]",4999469.251379157,3888269.4348268164
BBOB_F17,BBOB_F17,2,91,0,RBFN,200,0,100,5510.0,40000.0,"[5310, 0]",4994637.969746284,3908154.4505667756
BBOB_F17,BBOB_F17,2,92,0,RBFN,200,0,100,5546.0,40000.0,"[5346, 0]",4995201.107382941,3924115.871486249
BBOB_F17,BBOB_F17,2,93,0,RBFN,200,0,99,4962.0,40000.0,"[4762, 0]",4991135.340752318,3952895.776995653
BBOB_F17,BBOB_F17,2,94,0,RBFN,200,0,100,4130.0,40000.0,"[3930, 0]",4999178.05101246,3913685.889093656
BBOB_F17,BBOB_F17,2,95,0,RBFN,200,0,100,6186.0,40000.0,"[5986, 0]",5007720.46947679,3922668.2461968632
BBOB_F17,BBOB_F17,2,96,0,RBFN,200,0,100,4382.0,40000.0,"[4182, 0]",4978071.728886171,3914406.540440117
BBOB_F17,BBOB_F17,2,97,0,RBFN,200,0,100,3502.0,40000.0,"[3302, 0]",4996981.893398164,3838674.186420741
BBOB_F17,BBOB_F17,2,98,0,RBFN,200,0,100,4228.0,40000.0,"[4028, 0]",4976065.547019495,3886754.064606582
BBOB_F17,BBOB_F17,2,99,0,RBFN,200,0,100,5616.0,40000.0,"[5416, 0]",4975765.264686064,3846806.9124687673
BBOB_F22,BBOB_F22,2,1,0,RBFN,409,63,5,151809.0,167281.0,"[137847, 137127]",160892.63415758914,47385.13083004704
BBOB_F22,BBOB_F22,2,2,0,RBFN,200,20,11,20210.0,40000.0,"[11841, 16621]",183981.59818878197,53329.1469323128
BBOB_F22,BBOB_F22,2,3,0,RBFN,200,11,16,12752.0,40000.0,"[5277, 10291]",188231.1267810158,72552.59649102514
BBOB_F22,BBOB_F22,2,4,0,RBFN,200,7,18,11512.0,40000.0,"[3926, 9422]",188231.1267810158,84903.64962932146
BBOB_F22,BBOB_F22,2,5,0,RBFN,200,6,19,8692.0,40000.0,"[1701, 7609]",189510.860244393,92962.00722573996
BBOB_F22,BBOB_F22,2,6,0,RBFN,200,3,16,5066.0,40000.0,"[718, 4414]",184836.23140097145,85236.88484814925
