alg,problema,M,ger,n_pop,log,lo,hi,dentro,delta,largura,pares_empate_f32
smsemoa,WFG9,2,14,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,15,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,16,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,17,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,18,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,19,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,20,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,21,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,22,20,20,20,20,True,0,0,0
smsemoa,WFG9,2,23,20,20,20,20,True,0,0,0
smsemoa,ZDT1,2,1,20,14,14,14,True,0,0,0
smsemoa,ZDT1,2,2,20,18,15,19,True,3,4,6
smsemoa,ZDT1,2,3,20,12,11,12,True,1,1,1
smsemoa,ZDT1,2,4,20,11,11,12,True,0,1,2
smsemoa,ZDT1,2,5,20,9,8,14,True,1,6,8
smsemoa,ZDT1,2,6,20,9,8,15,True,1,7,11
smsemoa,ZDT1,2,7,20,11,8,15,True,3,7,10
smsemoa,ZDT1,2,8,20,10,8,14,True,2,6,12
smsemoa,ZDT1,2,9,20,10,8,14,True,2,6,9
smsemoa,ZDT1,2,10,20,8,7,15,True,1,8,13
smsemoa,ZDT1,2,11,20,12,8,18,True,4,10,20
smsemoa,ZDT1,2,12,20,18,14,19,True,4,5,12
smsemoa,ZDT1,2,13,20,12,12,16,True,0,4,4
smsemoa,ZDT1,2,14,20,13,13,15,True,0,2,4
smsemoa,ZDT1,2,15,20,15,15,17,True,0,2,2
smsemoa,ZDT1,2,16,20,15,15,17,True,0,2,3
smsemoa,ZDT1,2,17,20,16,16,18,True,0,2,2
smsemoa,ZDT1,2,18,20,14,14,17,True,0,3,3
smsemoa,ZDT1,2,19,20,16,16,18,True,0,2,2
smsemoa,ZDT1,2,20,20,17,17,18,True,0,1,1
smsemoa,ZDT1,2,21,20,20,20,20,True,0,0,0
smsemoa,ZDT1,2,22,20,18,18,19,True,0,1,1
smsemoa,ZDT1,2,23,20,15,15,17,True,0,2,2
smsemoa,ZDT1,2,24,20,16,16,19,True,0,3,3
smsemoa,ZDT1,2,25,20,20,19,20,True,1,1,1
smsemoa,ZDT1,2,26,20,19,19,19,True,0,0,0
smsemoa,ZDT1,2,27,20,17,17,19,True,0,2,2
smsemoa,ZDT1,2,28,20,20,20,20,True,0,0,0
smsemoa,ZDT1,2,29,20,19,19,20,True,0,1,1
smsemoa,ZDT1,2,30,20,20,20,20,True,0,0,0
smsemoa,ZDT1,2,31,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,1,20,12,12,12,True,0,0,0
smsemoa,ZDT3,2,2,20,13,13,17,True,0,4,4
smsemoa,ZDT3,2,3,20,9,9,13,True,0,4,6
smsemoa,ZDT3,2,4,20,7,7,10,True,0,3,7
smsemoa,ZDT3,2,5,20,6,6,10,True,0,4,6
smsemoa,ZDT3,2,6,20,8,8,12,True,0,4,7
smsemoa,ZDT3,2,7,20,12,12,16,True,0,4,6
smsemoa,ZDT3,2,8,20,13,13,17,True,0,4,4
smsemoa,ZDT3,2,9,20,13,12,15,True,1,3,7
smsemoa,ZDT3,2,10,20,12,12,16,True,0,4,4
smsemoa,ZDT3,2,11,20,15,14,17,True,1,3,3
smsemoa,ZDT3,2,12,20,14,14,18,True,0,4,4
smsemoa,ZDT3,2,13,20,12,12,17,True,0,5,6
smsemoa,ZDT3,2,14,20,17,16,19,True,1,3,3
smsemoa,ZDT3,2,15,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,16,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,17,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,18,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,19,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,20,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,21,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,22,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,23,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,24,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,25,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,26,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,27,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,28,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,29,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,30,20,20,20,20,True,0,0,0
smsemoa,ZDT3,2,31,20,19,19,19,True,0,0,0
smsemoa,ZDT4,2,1,20,8,8,8,True,0,0,0
smsemoa,ZDT4,2,2,20,3,3,3,True,0,0,4
smsemoa,ZDT4,2,3,20,6,4,7,True,2,3,10
smsemoa,ZDT4,2,4,20,6,6,9,True,0,3,22
smsemoa,ZDT4,2,5,20,7,5,12,True,2,7,16
smsemoa,ZDT4,2,6,20,10,6,16,True,4,10,23
smsemoa,ZDT4,2,7,20,2,2,2,True,0,0,17
smsemoa,ZDT4,2,8,20,2,2,5,True,0,3,19
smsemoa,ZDT4,2,9,20,4,4,11,True,0,7,18
smsemoa,ZDT4,2,10,20,5,5,11,True,0,6,20
smsemoa,ZDT4,2,11,20,2,2,6,True,0,4,24
smsemoa,ZDT6,2,1,20,7,7,7,True,0,0,0
smsemoa,ZDT6,2,2,20,5,5,6,True,0,1,3
smsemoa,ZDT6,2,3,20,6,6,7,True,0,1,7
smsemoa,ZDT6,2,4,20,7,7,9,True,0,2,5
smsemoa,ZDT6,2,5,20,5,5,5,True,0,0,12
smsemoa,ZDT6,2,6,20,5,5,8,True,0,3,12
smsemoa,ZDT6,2,7,20,6,5,9,True,1,4,14
smsemoa,ZDT6,2,8,20,4,4,4,True,0,0,10
smsemoa,ZDT6,2,9,20,5,5,5,True,0,0,9
smsemoa,ZDT6,2,10,20,7,7,10,True,0,3,10
smsemoa,ZDT6,2,11,20,6,6,7,True,0,1,4
