problema,cabeca,obj,n_blocos,wape_1,wape_ult,wape_med,wape_max,dwape_pct,corr_1,corr_ult,corr_med,n_validas_min,n_nan,cob
BBOB_F37,RBF-global(boot),1,1,0.39709,0.39709,0.39709,0.39709,0.0,0.826095,0.826095,0.826095,2000,0,0
BBOB_F37,RBF-global(s2),0,25,0.029944,0.648925,0.562922,1.438824,2067.1286401282396,0.982674,-0.074637,0.533808,2000,0,0
BBOB_F37,RBF-global(s2),1,25,0.399481,3.079128,1.862363,6.324784,670.7820897614655,0.823507,0.363129,0.457028,2000,0,0
BBOB_F37,RBF-local(s3),0,25,1.590998,2.809057,0.654601,3.419666,76.55942999299812,-0.270812,-0.801615,-0.270812,2000,0,0
BBOB_F37,RBF-local(s3),1,25,2.345733,8.27606,4.718409,9.770548,252.81338498456557,-0.268187,0.44068,0.403734,2000,0,0
BBOB_F49,RBF-global(boot),0,1,0.309382,0.309382,0.309382,0.309382,0.0,0.784305,0.784305,0.784305,2000,0,0
BBOB_F49,RBF-global(boot),1,1,0.084771,0.084771,0.084771,0.084771,0.0,0.213088,0.213088,0.213088,2000,0,0
BBOB_F49,RBF-global(s2),0,25,0.301447,0.845781,0.532685,0.900715,180.5736995226358,0.795849,0.343584,0.726315,2000,0,0
BBOB_F49,RBF-global(s2),1,25,0.08463,0.591238,0.912674,7.572518,598.6151482925678,0.206773,0.080801,-0.127319,2000,0,0
BBOB_F49,RBF-local(s3),0,24,0.281771,5.009768,1.17595,12.716198,1677.957277363533,0.768916,-0.609527,-0.4613545,2000,0,0
BBOB_F49,RBF-local(s3),1,24,0.279746,0.547623,2.3839110000000003,12.217016,95.75722262337977,0.326535,-0.151223,0.153777,2000,0,0
BBOB_F5,RBF-global(boot),0,1,0.047506,0.047506,0.047506,0.047506,0.0,0.984791,0.984791,0.984791,2000,0,0
BBOB_F5,RBF-global(boot),1,1,0.031381,0.031381,0.031381,0.031381,0.0,0.979523,0.979523,0.979523,2000,0,0
BBOB_F5,RBF-global(s2),0,24,0.047383,0.043589,0.0330555,0.073435,-8.007091150834684,0.984787,0.991617,0.994049,2000,0,0
BBOB_F5,RBF-global(s2),1,24,0.030594,5.100124,0.1830935,5.653085,16570.340589658103,0.980863,-0.305537,0.6251195,2000,0,0
BBOB_F5,RBF-local(s3),0,23,0.114886,0.171802,0.161328,0.612286,49.541284403669735,0.939629,0.880488,0.93342,2000,0,0
BBOB_F5,RBF-local(s3),1,23,0.40086,2.802659,0.542122,15.29878,599.161552661777,0.665602,0.806228,0.794038,2000,0,0
BBOB_F55,RBF-global(boot),0,1,0.071065,0.071065,0.071065,0.071065,0.0,0.271039,0.271039,0.271039,2000,0,0
BBOB_F55,RBF-global(boot),1,1,0.070829,0.070829,0.070829,0.070829,0.0,0.136128,0.136128,0.136128,2000,0,0
BBOB_F55,RBF-global(s2),0,25,0.069626,0.50211,0.648392,2.876004,621.1530175509149,0.239988,0.04792,0.04792,2000,0,0
BBOB_F55,RBF-global(s2),1,25,0.067519,3.330983,0.619538,5.648647,4833.400968616242,0.162663,-0.126065,0.142502,2000,0,0
BBOB_F55,RBF-local(s3),0,24,0.0857,0.498131,0.5317955,3.381929,481.24970828471413,0.147222,-0.23393,0.2591595,2000,0,0
BBOB_F55,RBF-local(s3),1,24,0.0779,9.442713,1.0846875,16.504206,12021.582798459565,0.106617,-0.354543,0.2534765,2000,0,0
DTLZ1,RBF-global(boot),0,1,0.476805,0.476805,0.476805,0.476805,0.0,0.753718,0.753718,0.753718,2000,0,0
DTLZ1,RBF-global(boot),1,1,0.449055,0.449055,0.449055,0.449055,0.0,0.772424,0.772424,0.772424,2000,0,0
DTLZ1,RBF-global(boot),2,1,0.463502,0.463502,0.463502,0.463502,0.0,0.633933,0.633933,0.633933,2000,0,0
DTLZ1,RBF-global(s2),0,16,0.479614,1.509255,0.823818,1.579115,214.68118111648118,0.754404,0.336015,0.5938175,2000,0,0
DTLZ1,RBF-global(s2),1,16,0.448677,2.17494,0.6728805,2.17494,384.7451507431849,0.774119,0.115687,0.664339,2000,0,0
DTLZ1,RBF-global(s2),2,16,0.509447,0.411403,0.5019819999999999,0.556006,-19.245181539983545,0.606924,0.707456,0.6352415,2000,0,0
DTLZ1,RBF-local(s3),0,15,0.724215,2.357168,0.763314,2.540308,225.4790359216531,0.621112,0.243287,0.608841,2000,0,0
DTLZ1,RBF-local(s3),1,15,0.665288,4.570137,0.781835,4.570137,586.9411442863842,0.683553,0.169284,0.584046,2000,0,0
DTLZ1,RBF-local(s3),2,15,0.458989,0.511647,0.511647,1.203003,11.472606097313877,0.642865,0.543243,0.518808,2000,0,0
DTLZ2,RBF-global(boot),0,1,0.221437,0.221437,0.221437,0.221437,0.0,0.925992,0.925992,0.925992,2000,0,0
DTLZ2,RBF-global(boot),1,1,0.215245,0.215245,0.215245,0.215245,0.0,0.926716,0.926716,0.926716,2000,0,0
DTLZ2,RBF-global(boot),2,1,0.127529,0.127529,0.127529,0.127529,0.0,0.944094,0.944094,0.944094,2000,0,0
DTLZ2,RBF-global(s2),0,27,0.216603,0.143643,0.181963,0.270262,-33.68374399246548,0.929975,0.967907,0.952369,2000,0,0
DTLZ2,RBF-global(s2),1,27,0.208971,0.148894,0.155738,0.45743,-28.74896516741557,0.931248,0.965032,0.964697,2000,0,0
DTLZ2,RBF-global(s2),2,27,0.12611,0.069252,0.096088,0.220031,-45.086036000317186,0.945,0.985545,0.973113,2000,0,0
DTLZ2,RBF-local(s3),0,27,0.278267,0.322155,0.348413,0.76161,15.771902525272504,0.895192,0.908333,0.857913,2000,0,0
DTLZ2,RBF-local(s3),1,27,0.326408,0.626637,0.394472,0.626637,91.97966961594081,0.843896,0.482143,0.853441,2000,0,0
DTLZ2,RBF-local(s3),2,27,0.19123,0.427653,0.237841,0.643399,123.63279820111906,0.876436,0.85159,0.873389,2000,0,0
DTLZ3,RBF-global(boot),0,1,0.301281,0.301281,0.301281,0.301281,0.0,0.878595,0.878595,0.878595,2000,0,0
DTLZ3,RBF-global(boot),1,1,0.332307,0.332307,0.332307,0.332307,0.0,0.834994,0.834994,0.834994,2000,0,0
DTLZ3,RBF-global(boot),2,1,0.281582,0.281582,0.281582,0.281582,0.0,0.76409,0.76409,0.76409,2000,0,0
DTLZ3,RBF-global(s2),0,28,0.616769,1.565914,0.364252,1.565914,153.8898680056877,0.674331,0.319563,0.8434165,2000,0,0
DTLZ3,RBF-global(s2),1,28,0.361309,2.266119,0.3606285,2.266119,527.1969422295044,0.814799,0.288035,0.8151120000000001,2000,0,0
DTLZ3,RBF-global(s2),2,28,0.337411,0.474372,1.408935,1.68626,40.591741229539046,0.69732,0.572375,0.224712,2000,0,0
DTLZ3,RBF-local(s3),0,27,0.461355,0.668772,0.500938,2.017497,44.95822089280489,0.715257,0.625246,0.705784,2000,0,0
DTLZ3,RBF-local(s3),1,27,0.378276,0.520109,0.491352,1.926822,37.494580676543066,0.795466,0.603689,0.697213,2000,0,0
DTLZ3,RBF-local(s3),2,27,0.261147,2.77439,2.970841,5.054838,962.3863188166052,0.789592,0.378701,0.118527,2000,0,0
DTLZ4,RBF-global(boot),0,1,0.075987,0.075987,0.075987,0.075987,0.0,0.672013,0.672013,0.672013,2000,0,0
DTLZ4,RBF-global(boot),1,1,6.312773,6.312773,6.312773,6.312773,0.0,0.076674,0.076674,0.076674,2000,0,0
DTLZ4,RBF-global(boot),2,1,4.872384,4.872384,4.872384,4.872384,0.0,0.129313,0.129313,0.129313,2000,0,0
DTLZ4,RBF-global(s2),0,27,0.077307,0.997585,0.362969,1.723044,1190.4200137115656,0.671609,-0.328484,-0.019167,2000,0,0
DTLZ4,RBF-global(s2),1,27,6.851116,18.967051,13.006279,18.967051,176.8461517802355,0.046028,0.078294,0.126448,2000,0,0
DTLZ4,RBF-global(s2),2,27,4.999014,108.145717,26.501324,162.417553,2063.340950835505,0.129697,0.122289,0.123174,2000,0,0
DTLZ4,RBF-local(s3),0,27,0.113619,1.009988,0.254347,4.639426,788.925267780917,0.561759,-0.297948,0.453924,2000,0,0
DTLZ4,RBF-local(s3),1,27,5.571921,17.859589,5.571921,34.046965,220.52839586203757,0.092868,-0.008993,0.078511,2000,0,0
DTLZ4,RBF-local(s3),2,27,10.510081,89.562309,2.451706,474.12081,752.1562202993488,0.049477,0.073184,0.070211,2000,0,0
DTLZ7,RBF-global(boot),0,1,0.051539,0.051539,0.051539,0.051539,0.0,0.992881,0.992881,0.992881,2000,0,0
DTLZ7,RBF-global(boot),1,1,0.042101,0.042101,0.042101,0.042101,0.0,0.995224,0.995224,0.995224,2000,0,0
DTLZ7,RBF-global(boot),2,1,0.029238,0.029238,0.029238,0.029238,0.0,0.937947,0.937947,0.937947,2000,0,0
DTLZ7,RBF-global(s2),0,55,0.05462,0.047171,0.040131,0.292722,-13.637861589161487,0.991969,0.994205,0.996153,2000,0,0
DTLZ7,RBF-global(s2),1,55,0.044183,0.031925,0.04225,0.275485,-27.743702328950043,0.994722,0.997917,0.996228,2000,0,0
DTLZ7,RBF-global(s2),2,55,0.029361,11.442053,2.357174,36.777917,38870.24283914035,0.937419,-0.047988,0.116576,2000,0,0
DTLZ7,RBF-local(s3),0,54,0.16042,0.539968,0.646234,3.240304,236.5964343598055,0.959633,0.436491,0.538822,2000,0,0
DTLZ7,RBF-local(s3),1,54,0.139414,1.026704,0.7804850000000001,2.938973,636.4425380521325,0.970314,0.239169,0.4583405,2000,0,0
DTLZ7,RBF-local(s3),2,54,0.074614,0.083231,3.0207805,51.348949,11.548771008121799,0.759074,0.595734,0.3557885,2000,0,0
MMF1,RBF-global(boot),0,1,0.12946,0.12946,0.12946,0.12946,0.0,0.943954,0.943954,0.943954,2000,0,0
MMF1,RBF-global(boot),1,1,1.330273,1.330273,1.330273,1.330273,0.0,0.036283,0.036283,0.036283,2000,0,0
MMF1,RBF-global(s2),0,6,0.128524,1.663958,0.9223525,1.75029,1194.6671438797423,0.925481,-0.241013,0.517669,2000,0,0
MMF1,RBF-global(s2),1,6,0.935578,1.293766,1.550284,8.891553,38.28520978475338,0.205005,0.099592,0.0919825,2000,0,0
MMF1,RBF-local(s3),0,5,0.154009,2.278191,0.365905,2.278191,1379.2583550311995,0.912151,-0.336055,0.668699,2000,0,0
MMF1,RBF-local(s3),1,5,1.665025,1.406158,1.677203,1.698149,-15.547334124112249,0.116555,0.074395,0.116555,2000,0,0
MMF11_L,RBF-global(boot),0,1,0.120616,0.120616,0.120616,0.120616,0.0,0.931914,0.931914,0.931914,2000,0,0
MMF11_L,RBF-global(boot),1,1,0.213265,0.213265,0.213265,0.213265,0.0,0.819965,0.819965,0.819965,2000,0,0
MMF11_L,RBF-global(s2),0,6,0.110971,0.192418,0.1744385,0.269418,73.39485090699372,0.93144,0.764416,0.7960975,2000,0,0
MMF11_L,RBF-global(s2),1,6,0.23217,0.731289,0.8360730000000001,3.198506,214.97997157255458,0.782019,0.471657,0.44924200000000003,2000,0,0
MMF11_L,RBF-local(s3),0,5,0.110464,0.190475,0.190475,0.246117,72.4317424681344,0.895371,0.765776,0.765776,2000,0,0
MMF11_L,RBF-local(s3),1,5,0.199134,0.710826,0.710826,3.052509,256.9586308716743,0.834343,0.480798,0.480798,2000,0,0
MMF16_20,RBF-global(boot),0,1,0.230314,0.230314,0.230314,0.230314,0.0,0.919825,0.919825,0.919825,2000,0,0
MMF16_20,RBF-global(boot),1,1,0.296423,0.296423,0.296423,0.296423,0.0,0.878231,0.878231,0.878231,2000,0,0
MMF16_20,RBF-global(boot),2,1,0.143273,0.143273,0.143273,0.143273,0.0,0.932803,0.932803,0.932803,2000,0,0
MMF16_20,RBF-global(s2),0,45,0.229481,0.323869,0.239379,0.328591,41.131074032272835,0.920355,0.876497,0.920355,2000,0,0
MMF16_20,RBF-global(s2),1,45,0.298018,0.797001,0.376882,0.837962,167.4338462777416,0.879005,0.644434,0.863265,2000,0,0
MMF16_20,RBF-global(s2),2,45,0.143117,0.331009,0.147529,0.345926,131.28559150904505,0.933194,0.731555,0.931923,2000,0,0
MMF16_20,RBF-local(s3),0,44,0.389675,0.405189,0.388112,1.192259,3.9812664399820434,0.780803,0.728019,0.7569155000000001,2000,0,0
MMF16_20,RBF-local(s3),1,44,0.366178,1.044956,0.51363,2.840944,185.36831814035796,0.807278,0.41471,0.7150415,2000,0,0
MMF16_20,RBF-local(s3),2,44,0.143425,0.162021,0.19601449999999998,0.985968,12.96566149555517,0.938927,0.936902,0.906067,2000,0,0
MMF4,RBF-global(boot),0,1,0.097114,0.097114,0.097114,0.097114,0.0,0.974308,0.974308,0.974308,2000,0,0
MMF4,RBF-global(boot),1,1,0.565901,0.565901,0.565901,0.565901,0.0,0.30029,0.30029,0.30029,2000,0,0
MMF4,RBF-global(s2),0,5,0.090001,0.162076,0.121849,0.162076,80.08244352840524,0.978957,0.927904,0.963214,2000,0,0
MMF4,RBF-global(s2),1,5,0.344575,0.258441,0.287693,0.344575,-24.997170427338034,0.586674,0.699284,0.611361,2000,0,0
MMF4,RBF-local(s3),0,4,0.175836,0.149473,0.145476,0.175836,-14.992947974248732,0.883202,0.936819,0.942847,2000,0,0
MMF4,RBF-local(s3),1,4,0.686794,0.260703,0.30174100000000004,0.686794,-62.04058276572014,0.338451,0.713037,0.6340665000000001,2000,0,0
WFG1,RBF-global(boot),0,1,0.010745,0.010745,0.010745,0.010745,0.0,0.544879,0.544879,0.544879,2000,0,0
WFG1,RBF-global(boot),1,1,0.034767,0.034767,0.034767,0.034767,0.0,0.114567,0.114567,0.114567,2000,0,0
WFG1,RBF-global(s2),0,50,0.020594,0.493614,0.36894099999999996,0.724675,2296.882587161309,0.321708,0.142348,0.1299995,2000,0,0
WFG1,RBF-global(s2),1,50,0.116206,2.25824,1.720134,3.267755,1843.307574479803,0.125334,0.100649,0.099275,2000,0,0
WFG1,RBF-local(s3),0,49,0.127946,0.306768,0.329581,1.195767,139.76365028996605,0.002039,0.103469,0.046266,2000,0,0
WFG1,RBF-local(s3),1,49,0.583426,1.541725,1.61241,5.578759,164.25373569227287,0.1028,0.176851,0.034128,2000,0,0
WFG2,RBF-global(boot),0,1,0.202416,0.202416,0.202416,0.202416,0.0,0.727258,0.727258,0.727258,2000,0,0
WFG2,RBF-global(boot),1,1,0.268376,0.268376,0.268376,0.268376,0.0,0.122211,0.122211,0.122211,2000,0,0
WFG2,RBF-global(s2),0,52,0.203441,0.172543,0.1497635,0.210877,-15.18769569555793,0.725259,0.858052,0.8752685,2000,0,0
WFG2,RBF-global(s2),1,52,0.267592,2.918509,2.0408239999999997,2.94331,990.6562976471641,0.118201,0.030745,0.0193465,2000,0,0
WFG2,RBF-local(s3),0,51,0.332397,0.539121,0.520138,1.48395,62.191897038781924,0.288358,0.477633,0.386203,2000,0,0
WFG2,RBF-local(s3),1,51,0.325715,1.031746,0.9293,15.491837,216.7634281503769,0.080903,0.078305,0.064251,2000,0,0
WFG4,RBF-global(boot),0,1,0.378364,0.378364,0.378364,0.378364,0.0,0.037476,0.037476,0.037476,2000,0,0
WFG4,RBF-global(boot),1,1,0.209428,0.209428,0.209428,0.209428,0.0,0.087816,0.087816,0.087816,2000,0,0
WFG4,RBF-global(s2),0,50,0.376066,0.490953,0.459136,1.522348,30.549690745773336,0.040183,0.153356,0.118472,2000,0,0
WFG4,RBF-global(s2),1,50,0.206045,0.631518,0.508769,4.481801,206.49518309107233,0.089084,0.047205,0.0475685,2000,0,0
WFG4,RBF-local(s3),0,49,0.384009,0.663075,0.622768,0.850892,72.67173425622836,0.040361,0.026343,0.016972,2000,0,0
WFG4,RBF-local(s3),1,49,0.241218,0.870479,0.770924,1.49257,260.86817733336653,0.040108,-0.012674,0.001746,2000,0,0
WFG5,RBF-global(boot),0,1,0.228521,0.228521,0.228521,0.228521,0.0,0.106765,0.106765,0.106765,2000,0,0
WFG5,RBF-global(boot),1,1,0.320339,0.320339,0.320339,0.320339,0.0,0.065752,0.065752,0.065752,2000,0,0
WFG5,RBF-global(s2),0,50,0.227392,1.129188,0.424954,1.260011,396.5821137067267,0.100668,0.040062,0.0806105,2000,0,0
WFG5,RBF-global(s2),1,50,0.31967,1.4373,0.48951049999999996,1.601274,349.61992054306006,0.065485,-0.013672,0.0204,2000,0,0
WFG5,RBF-local(s3),0,49,0.307822,0.62925,0.256481,0.867008,104.4200869333576,-0.067059,0.086955,0.088019,2000,0,0
WFG5,RBF-local(s3),1,49,0.323581,3.695166,0.502729,4.540076,1041.9601274487686,0.047118,-0.020841,-0.003308,2000,0,0
WFG9,RBF-global(boot),0,1,0.495984,0.495984,0.495984,0.495984,0.0,0.089919,0.089919,0.089919,2000,0,0
WFG9,RBF-global(boot),1,1,0.477938,0.477938,0.477938,0.477938,0.0,0.022701,0.022701,0.022701,2000,0,0
WFG9,RBF-global(s2),0,50,0.486141,3.346632,1.1046019999999999,8.569885,588.4076841903892,0.089845,0.004924,0.0587045,2000,0,0
WFG9,RBF-global(s2),1,50,0.471884,1.390678,0.7733080000000001,4.972807,194.707597629926,0.023162,0.012803,0.0344775,2000,0,0
WFG9,RBF-local(s3),0,49,0.311441,0.4587,0.4161,0.774892,47.28311301337973,-0.002942,-0.010888,0.03061,2000,0,0
WFG9,RBF-local(s3),1,49,0.416932,1.013817,0.853322,2.164017,143.16123492559936,-0.006003,-0.021443,-0.007635,2000,0,0
ZDT1,RBF-global(boot),0,1,0.033043,0.033043,0.033043,0.033043,0.0,0.997723,0.997723,0.997723,2000,0,0
ZDT1,RBF-global(boot),1,1,0.023603,0.023603,0.023603,0.023603,0.0,0.983986,0.983986,0.983986,2000,0,0
ZDT1,RBF-global(s2),0,71,0.033527,0.035402,0.048437,0.115374,5.59250753124348,0.997594,0.996864,0.99405,2000,0,0
ZDT1,RBF-global(s2),1,71,0.023856,34.598883,1.552076,43.230827,144932.20573440645,0.983776,0.264029,0.184437,2000,0,0
ZDT1,RBF-local(s3),0,70,0.176455,0.859611,0.9957695,2.826212,387.1559321073362,0.974221,0.083352,0.3131255,2000,0,0
ZDT1,RBF-local(s3),1,70,0.105623,1.920302,1.3402665,34.035493,1718.0718214782764,0.758366,-0.054542,0.412612,2000,0,0
ZDT3,RBF-global(boot),0,1,0.039645,0.039645,0.039645,0.039645,0.0,0.996406,0.996406,0.996406,2000,0,0
ZDT3,RBF-global(boot),1,1,0.120533,0.120533,0.120533,0.120533,0.0,0.681916,0.681916,0.681916,2000,0,0
ZDT3,RBF-global(s2),0,74,0.039574,0.031079,0.034226,0.048442,-21.466114115328246,0.996423,0.998333,0.9974995,2000,0,0
ZDT3,RBF-global(s2),1,74,0.1204,2.262572,1.9263615,3.178046,1779.2126245847176,0.684606,-0.151348,0.2040895,2000,0,0
ZDT3,RBF-local(s3),0,73,0.220917,0.32105,0.211606,0.343603,45.326072687932566,0.957239,0.956836,0.967444,2000,0,0
ZDT3,RBF-local(s3),1,73,0.310446,8.39193,0.983847,8.39193,2603.1850949923655,0.362172,-0.547667,0.320315,2000,0,0
ZDT4,RBF-global(boot),0,1,0.484043,0.484043,0.484043,0.484043,0.0,0.402278,0.402278,0.402278,2000,0,0
ZDT4,RBF-global(boot),1,1,0.196277,0.196277,0.196277,0.196277,0.0,0.10118,0.10118,0.10118,2000,0,0
ZDT4,RBF-global(s2),0,30,0.490785,0.142813,0.18411450000000001,0.490785,-70.90110740955816,0.395108,0.958514,0.9196115,2000,0,0
ZDT4,RBF-global(s2),1,30,0.195369,8.244357,2.585155,15.552544,4119.890054205121,0.107215,-0.444949,-0.028324500000000002,2000,0,0
ZDT4,RBF-local(s3),0,29,0.391274,0.539531,0.602944,2.471116,37.890838645041576,0.568484,0.343421,0.343421,2000,0,0
ZDT4,RBF-local(s3),1,29,0.28035,2.2444,2.2444,33.379188,700.5707151774569,-0.207278,-0.459501,-0.207278,2000,0,0
ZDT6,RBF-global(boot),0,1,0.145306,0.145306,0.145306,0.145306,0.0,0.251293,0.251293,0.251293,2000,0,0
ZDT6,RBF-global(boot),1,1,0.012362,0.012362,0.012362,0.012362,0.0,0.941732,0.941732,0.941732,2000,0,0
ZDT6,RBF-global(s2),0,25,0.144726,122.095445,2.155259,122.095445,84263.17247764741,0.251153,-0.029496,0.005397,2000,0,0
ZDT6,RBF-global(s2),1,25,0.012531,5.910874,0.126457,5.910874,47070.010374271806,0.940361,0.134942,0.256095,2000,0,0
ZDT6,RBF-local(s3),0,24,0.17937,31.08071,15.276145,111.140556,17227.708089424097,0.196489,0.001651,-0.0026655000000000003,2000,0,0
ZDT6,RBF-local(s3),1,24,0.010903,1.720859,0.299971,3.303836,15683.353205539757,0.953371,0.880492,0.2952725,2000,0,0
