problema,geracao,log,rec,dif,n_emp
ZDT6,51,144,144,0,26
ZDT6,52,123,123,0,10
ZDT6,53,140,140,0,32
ZDT6,54,142,142,0,37
ZDT6,55,148,148,0,24
ZDT6,56,149,149,0,14
ZDT6,57,155,155,0,34
ZDT6,58,171,171,0,32
ZDT6,59,124,124,0,26
ZDT6,60,127,127,0,2
ZDT6,61,139,138,-1,16
ZDT6,62,99,95,-4,24
ZDT6,63,147,147,0,30
ZDT6,64,125,125,0,8
