problema,D,M,U1_maxfe_ok,U1_denso,U1_sid_denso,U1_fases,U2_n_init,U2_init_ok,U2_shape_ok,U2_dX_max,U2_bitexato,U2_hash_manifesto,U2_hash_sidecar,U2_hash_ok,U2_cp_init,U3_n_timing,U3_n_gen_ev,U3_ok,U3_fit_notna,U3_ger_seq,U4_gens_sonda,U4_cadencia_ok,U4_ultima_coberta,U4_n_blocos_man,U4_blocos_ok,U4_linhas_ok,U4_por_bloco_2000,U4_motivos,U4_falhas,U5_dX_max,U5_ok,U5_xhash_ok,U5_S_online,U6_wape_1o,U6_wape_ult,U6_dwape_pct,U6_corr_1o,U6_corr_ult,U6_wape_min,U6_wape_max,U6_transf,U6_cobertura,U7_viol,U7_n,U7_viol_em_sonda,U7_folga_med,U7_viol_com_sonda,U8_monotonico,U8_igual_n_menos1,U8_max,U8_sonda_bate,U9_guards,U9_cache_ok,U9_cache_n,U9_hardstop,U9_eps_sde,U9_batch_vazio,U9_outros,U10_init_mais_lotes,U10_fe_final,U10_resto,U10_fe_ultimo_gen,U10_n_pop,U10_pop_gens,U10_pop_por_gen_ok,U10_online_ok,U10_pool_unico,U10_pop_sz_min,U10_pop_sz_max,U10_pop_g1,U10_pop_glast,U11_n,U11_mae_med,U11_mae_max,U11_otimista,U11_wape,U11_dX_max
DTLZ4,12,3,True,True,True,init=131;opt=240,131,True,True,2.974925017440455e-08,True,75dc5d1c4ceddd7c6cc095466dad74e3dc43672d52bd80803baac078cfa0801f,75dc5d1c4ceddd7c6cc095466dad74e3dc43672d52bd80803baac078cfa0801f,True,True,63,63,True,63,True,33,True,True,33,True,True,True,cadencia,0,2.9802322387695312e-08,True,True,2000,2.9196580170193633,9.486704317622653,224.92518857765035,0.3207279539993958,0.1402079091201178,2.9196580170193633,11.819914599251922,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,63,0,0.008532017469406128,32,True,63,366,32,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},370,371,1,370,2440,64,True,True,200,25,131,131,42,242,0.752823680639267,7.397884845733643,0.5110192837465565,1.819767538584282,0.0
DTLZ7,22,3,True,True,True,init=241;opt=440,241,True,True,2.9791798028533378e-08,True,82fffdba6191f6b38456e60986a7a6c6e343bec5096e342497f73871a03529ef,82fffdba6191f6b38456e60986a7a6c6e343bec5096e342497f73871a03529ef,True,True,102,102,True,102,True,53,True,True,53,True,True,True,cadencia;final,0,2.9802322387695312e-08,True,True,2000,0.02267279558186951,0.021023225864509294,-7.275546199866545,0.9857620277965812,0.9802536812261063,0.020952286918052284,0.022858028614292498,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,102,0,0.010035008192062378,52,True,102,676,52,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},679,681,2,679,9930,103,True,True,200,3,241,241,194,486,0.0008904188871383667,6.218961238861084,0.5377229080932785,0.07575782494333985,0.0
MMF1,2,2,True,True,True,init=21;opt=40,21,True,True,1.1457521598146059e-07,True,b4682dc218d24077819efadd43764db3ed8403bb3e48c5c8cf66329cc191fcc7,b4682dc218d24077819efadd43764db3ed8403bb3e48c5c8cf66329cc191fcc7,True,True,12,12,True,12,True,8,True,True,8,True,True,True,cadencia;final,0,1.1920928955078125e-07,True,True,2000,0.5739539983861246,4.08005677586797,610.8682555292755,0.5766500913507514,0.2746610672988256,0.5739539983861246,5.384239880766149,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,12,0,0.012677500024437904,7,True,12,55,7,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},59,61,2,59,149,13,True,True,42,8,21,21,14,46,0.5191369354724884,117.08715933561325,0.8695652173913043,12.132385773403918,0.0
MMF11_L,2,2,True,True,True,init=21;opt=40,21,True,True,5.8479016962209585e-08,True,bc5b5476bae007280ce39a6d739f7337ed10c49ca3d6e9465b97e328f0ab4064,bc5b5476bae007280ce39a6d739f7337ed10c49ca3d6e9465b97e328f0ab4064,True,True,12,12,True,12,True,8,True,True,8,True,True,True,cadencia;final,0,5.923211565672659e-08,True,True,2000,0.07305788208462762,0.32814397442473525,349.1561554503114,0.9769994866806708,0.7420854441908065,0.07305788208462762,0.38235942417592866,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,12,0,0.013381000608205795,7,True,12,55,7,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},60,61,1,60,181,13,True,True,42,10,21,21,15,40,0.004109680652618408,24.72575616836548,0.6125,0.9960389533682589,0.0
MMF16_20,20,3,True,True,True,init=219;opt=400,219,True,True,2.9796276557192414e-08,True,00c877887f6a3b8610d2bc5dbdb6fc1e3433e44b93d6eca690fff60e89d75147,00c877887f6a3b8610d2bc5dbdb6fc1e3433e44b93d6eca690fff60e89d75147,True,True,119,119,True,119,True,61,True,True,61,True,True,True,cadencia,0,2.9802322387695312e-08,True,True,2000,0.1839855648340946,0.16816677935065458,-8.597840541296975,0.9367935733378118,0.9484581813680837,0.16688498775484692,0.1839855648340946,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,119,0,0.0097770094871521,60,True,111,614,56,"{""cache_hit"": 9, ""hard_stop"": 1}",True,9,1,0,0,{},626,619,-7,618,13144,120,True,True,200,45,219,219,184,905,0.0,1.4420826435089111,0.39152854511970536,0.10514353471513031,0.0
MMF4,2,2,True,True,True,init=21;opt=40,21,True,True,5.4513727754113006e-08,True,8e6e2b094ef93635ad3e5d29d177183683d589422a874478cd8bea8b74f8d31f,8e6e2b094ef93635ad3e5d29d177183683d589422a874478cd8bea8b74f8d31f,True,True,11,11,True,11,True,7,True,True,7,True,True,True,cadencia,0,5.960464477539063e-08,True,True,2000,0.34179887454365443,0.30382005118309724,-11.111453603018385,0.6574880098844567,0.7154614928840494,0.28448490945370297,0.6410691686986842,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,11,0,0.017949000000953674,6,True,10,54,6,"{""cache_hit"": 2, ""hard_stop"": 1}",True,2,1,0,0,{},59,61,2,58,172,12,True,True,42,9,21,21,21,39,0.5006263256072998,16.63501012325287,0.7435897435897436,1.7610382935130495,0.0
WFG1,22,2,True,True,True,init=241;opt=440,241,True,True,1.9048635309104611e-06,True,737008bc4aa4e0f5f0617f89ec0efe5671ebdc5401967232b972f0f3bf7c0018,737008bc4aa4e0f5f0617f89ec0efe5671ebdc5401967232b972f0f3bf7c0018,True,True,124,124,True,124,True,63,False,False,63,True,True,True,cadencia,0,1.9073486328125e-06,False,True,2000,0.014236337020507008,0.045934477358799665,222.65657445895286,0.2873872439174894,0.3757169448404885,0.014236337020507008,0.06829119201245071,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,124,0,0.009850502014160156,63,True,119,674,62,"{""cache_hit"": 6}",True,6,0,0,0,{},686,681,-5,681,7792,125,True,True,200,20,241,241,87,667,0.4926868677139282,6.082333326339722,0.3373313343328336,0.3994489088224527,0.0
WFG2,22,2,True,True,True,init=241;opt=440,241,True,True,1.9052260000762544e-06,True,4992992e00fb8ac231d2597d5a5304ec41c2664c2862e0f948e0399c930477c0,4992992e00fb8ac231d2597d5a5304ec41c2664c2862e0f948e0399c930477c0,True,True,141,141,True,141,True,72,True,True,72,True,True,True,cadencia,0,1.9073486328125e-06,False,True,2000,0.24023103353053038,0.22148893921400395,-7.801695743087478,0.232329546509566,0.4062366919075606,0.22030324922911157,0.24023103353053038,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,141,0,0.010170966386795044,71,True,141,677,71,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},680,681,1,680,6211,142,True,True,200,8,241,241,68,4400,0.0,4.325548991560936,0.095,0.03416486265877511,0.0
WFG4,22,2,True,True,True,init=241;opt=440,241,True,True,1.9042712366967862e-06,True,efcdbbe567fe9529f4f671b544ed0295b4478cf4c653da8cf35d278f68e75928,efcdbbe567fe9529f4f671b544ed0295b4478cf4c653da8cf35d278f68e75928,True,True,125,125,True,125,True,64,True,True,64,True,True,True,cadencia,0,1.9073486328125e-06,False,True,2000,0.2208604046806316,0.2171425708744822,-1.6833410277978356,0.05156285097225014,0.15634524805347402,0.2161925478197042,0.22096642970888677,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,125,0,0.009858965873718262,63,True,120,676,61,"{""cache_hit"": 7, ""hard_stop"": 1}",True,7,1,0,0,{},686,681,-5,680,5700,126,True,True,200,23,241,241,65,1191,0.0,2.613650619983673,0.26028547439126787,0.06278374135360767,0.0
WFG5,22,2,True,True,True,init=241;opt=440,241,True,True,1.8893242028639179e-06,True,83b71528d381b6eae4a3c3f6e1bbaa5a05519f3591411322f558467be5d10044,83b71528d381b6eae4a3c3f6e1bbaa5a05519f3591411322f558467be5d10044,True,True,121,121,True,121,True,62,True,True,62,True,True,True,cadencia,0,1.9073486328125e-06,False,True,2000,0.2125771489092045,0.21160659155331712,-0.45656711498277547,0.06255382821113008,0.08587050663520951,0.2097520186360935,0.21285440636932518,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,121,0,0.010134965181350708,61,True,116,676,58,"{""cache_hit"": 6, ""hard_stop"": 1}",True,6,1,0,0,{},685,681,-4,680,8303,122,True,True,200,9,241,241,120,601,0.11433863639831543,5.592696845531464,0.4717138103161398,0.2163996733826618,0.0
WFG9,22,2,True,True,True,init=241;opt=440,241,True,True,1.9070339618565413e-06,True,9c1105d2d7e82f1b83958b37204d2d70396577bf2d229812dd1ede89911ccab3,9c1105d2d7e82f1b83958b37204d2d70396577bf2d229812dd1ede89911ccab3,True,True,124,124,True,124,True,64,True,True,64,True,True,True,cadencia;final,0,1.9073486328125e-06,False,True,2000,0.2518336650218708,0.25265580584325154,0.32646184191034155,0.23574361957857148,0.2418973218011311,0.25068169201860063,0.2532115865854308,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,124,0,0.016649514436721802,63,True,124,676,63,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},680,681,1,680,6405,125,True,True,200,14,241,241,72,642,0.7595540881156921,13.991711854934692,0.48598130841121495,0.7535166626602227,0.0
ZDT1,30,2,True,True,True,init=329;opt=600,329,True,True,2.978190016822424e-08,True,15afa53dfdb4e0cdbd4af30a4d997229b74dcdf2536a667cd70a73963a46d63c,15afa53dfdb4e0cdbd4af30a4d997229b74dcdf2536a667cd70a73963a46d63c,True,True,173,173,True,173,True,88,True,True,88,True,True,True,cadencia,0,2.9802322387695312e-08,True,True,2000,0.02257686634037906,0.05400440390874077,139.20239015701262,0.9927377953414194,0.9080258036526312,0.021691757476071633,0.057826240709793454,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,173,0,0.03666698932647705,87,True,172,923,87,"{""cache_hit"": 2, ""hard_stop"": 1}",True,2,1,0,0,{},929,929,0,928,5276,174,True,True,200,2,329,329,31,626,0.026608705520629883,13.572855353355408,0.762779552715655,0.9606404536238576,0.0
ZDT3,30,2,True,True,True,init=329;opt=600,329,True,True,2.9800702572302384e-08,True,0e2102b5ae8bd3b4db9b3a9ff4e8cc8ced993b0aa1135aa7784b67f18a175eb5,0e2102b5ae8bd3b4db9b3a9ff4e8cc8ced993b0aa1135aa7784b67f18a175eb5,True,True,181,181,True,181,True,92,True,True,92,True,True,True,cadencia,0,2.9802322387695312e-08,True,True,2000,0.05980461824504138,0.0885225139288811,48.01952846880822,0.895460450106579,0.7550542688533104,0.05819286800097896,0.0885225139288811,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,181,0,0.015205979347229004,91,True,181,923,91,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},927,929,2,927,3305,182,True,True,200,3,329,329,25,681,0.056392986327409744,24.31127178668976,0.7342143906020558,1.1330374927113676,0.0
ZDT4,10,2,True,True,True,init=109;opt=200,109,True,True,2.374759207057764e-07,True,f238a513ec1ad67199b080c46e48eda6241751461e8694da922c2df9c7e6cbd7,f238a513ec1ad67199b080c46e48eda6241751461e8694da922c2df9c7e6cbd7,True,True,57,57,True,57,True,30,True,True,30,True,True,True,cadencia,0,2.384185791015625e-07,False,True,2000,0.2862254504094098,0.27862725054095133,-2.6546206347444534,0.4937599138656817,0.4240521675611715,0.2693394125216905,0.2898738574085243,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,57,0,0.008967995643615723,29,True,57,304,29,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},307,309,2,307,206,58,True,True,200,1,109,109,1,394,0.003704692622704897,167.39417457580566,0.5710659898477157,0.4580492517997481,0.0
ZDT6,10,2,True,True,True,init=109;opt=200,109,True,True,2.979843327644005e-08,True,57a9736e2650080beb02dd3d9064b8d426a6717d140d782a1948387ef672806f,57a9736e2650080beb02dd3d9064b8d426a6717d140d782a1948387ef672806f,True,True,64,64,True,64,True,34,True,True,34,True,True,True,cadencia;final,0,2.9802322387695312e-08,True,True,2000,0.062449344858489034,0.43074394918792214,589.7493483142107,0.6558889796477408,0.2660351866754863,0.061548442753211974,0.5715103006824318,None,"N/A (sigma_0/sigma_1 = incerteza de ensemble, nao desvio-padrao preditivo por objetivo)",0,64,0,0.009607002139091492,33,True,64,302,33,"{""cache_hit"": 1, ""hard_stop"": 1}",True,1,1,0,0,{},308,309,1,308,500,65,True,True,200,3,109,109,7,211,3.6742600798606873,35.54594784975052,0.6137440758293838,1.1386575876843523,0.0
