label,problema,schema_version,tem_params,tem_campanha_id,repo_hash,status,motivo_parada,n_geracoes,maxfe,fe_final,cache_hits,n_retries,fallback,stack_trace,env_exec,t_total,t_fit,t_busca,t_sonda,tempo_aval_real_s,n_fit_series,n_sigma_dict,tem_granularidade3,sonda_S,sonda_nblocos,cp_x_hash,doe_hash,doe_eq_cp,tier,dist,n1,n1_init_frac,fe_index_denso,sid_denso,n1_eq_maxfe,D,M,n2,n4,t4_n_acumulado,t4_inv_delta,t4_sonda_pos,n3,n3_offline,n3_sonda,n3_regimes,sigma_nan_frac,mu_nan_frac,fe_treino_max_uniq,fe_treino_max_val,fe_treino_max_eq_n1m1,rsid_null_frac,sonda_geracao_nan,pred_tipo_uniq,pred_classe_null,espaco_modelo_uniq,transf_null,modelo_flag_uniq,pop_uniq,pop_N,n_ger3,ger_densa,n3off_eq_NxG,aval_selecao,aval_total,lhs_g1_medio,lhs_g1_min,lhs_gfinal_medio,lhs_gfinal_min,g1_dentro_bounds,gfinal_dentro_bounds,n7,nd_recomputo_ok,n_nd,razao_fantasia,origem_linha_densa,origem_geracao_uniq,origem_geracao_val,origem_sid_null,link7_dX,n7_eq_popN,j_decision,j_header,j_sonda,j_footer,j_guard,j_malformada,j_recs,dec_keys,n_ds_membros_max,caminho,p_wrong_no_6,fe_dec_uniq,fe_dec_val,dec_eq_nger,footer_status
DTLZ4,DTLZ4,1,False,False,,ok,orcamento,381,371,371,0,0,False,,env_b5,49.1041,4.4684,40.1718,1.1388,0.0,1,20,False,20000,1,15a604f6a06a6bef4cec292de80f8e6eb62860a447ee1df5123b748f471930c0,15a604f6a06a6bef4cec292de80f8e6eb62860a447ee1df5123b748f471930c0,True,,,371,1.0,True,True,True,12,4,0,1,371,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,370,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,0.9444444444444445,0.8857142857142857,0.13888888888888887,0.12380952380952381,0.9714285714285714,0.9904761904761905,105,True,3,0.02857142857142857,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,371,True,ok|ok
DTLZ7,DTLZ7,1,False,False,,ok,orcamento,381,681,681,0,0,False,,env_b5,109.1643,46.3509,56.2679,3.5917,0.0,1,20,False,20000,1,a54669cbbb04b1c6bc5638fc1e849e0ac2ddc71b051b2259c456f60e586698b8,a54669cbbb04b1c6bc5638fc1e849e0ac2ddc71b051b2259c456f60e586698b8,True,,,681,1.0,True,True,True,22,4,0,1,681,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,0.9493506493506494,0.9142857142857143,0.11125541125541125,0.02857142857142857,0.9619047619047619,0.0,105,True,33,0.3142857142857143,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
MMF1,MMF1,1,False,False,,ok,orcamento,801,61,61,0,0,False,,env_b5,34.4292,0.0485,31.8012,0.1145,0.0,1,20,False,20000,1,4683eab322a3dbaaa393cd78a0a5251621f7e2a7c7ada25dadb647d6c23e7422,4683eab322a3dbaaa393cd78a0a5251621f7e2a7c7ada25dadb647d6c23e7422,True,,,61,1.0,True,True,True,2,3,0,1,61,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,60,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.8,0.78,0.04,0.04,0.96,1.0,50,True,1,0.02,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,61,True,ok|ok
MMF11_L,MMF11_L,1,False,False,,ok,orcamento,801,61,61,0,0,False,,env_b5,34.5271,0.0186,31.9124,0.1063,0.0,1,20,False,20000,1,aae1ad78a3eb5774ba43718607089a999f12b1a40ac4c46560e68408c020599b,aae1ad78a3eb5774ba43718607089a999f12b1a40ac4c46560e68408c020599b,True,,,61,1.0,True,True,True,2,3,0,1,61,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,60,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.8300000000000001,0.8,0.05,0.02,0.94,0.0,50,True,18,0.36,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,61,True,ok|ok
MMF16_20,MMF16_20,1,False,False,,ok,orcamento,381,619,619,0,0,False,,env_b5,78.6854,21.8556,50.8867,3.0062,0.0,1,20,False,20000,1,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,True,,,619,1.0,True,True,True,20,4,0,1,619,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,618,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,0.950952380952381,0.9142857142857143,0.17619047619047618,0.009523809523809525,0.9428571428571428,0.0,105,True,65,0.6190476190476191,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,619,True,ok|ok
MMF4,MMF4,1,False,False,,ok,orcamento,801,61,61,0,0,False,,env_b5,35.0355,0.0468,32.5825,0.1126,0.0,1,20,False,20000,1,f73242a7e4118a714cda5aa609448ab9ce6a23450a7c1ead4a05128cb940308c,f73242a7e4118a714cda5aa609448ab9ce6a23450a7c1ead4a05128cb940308c,True,,,61,1.0,True,True,True,2,3,0,1,61,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,60,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.88,0.84,0.31,0.18,0.98,0.52,50,True,13,0.26,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,61,True,ok|ok
WFG1,WFG1,1,False,False,,ok,orcamento,801,681,681,0,0,False,,env_b5,66.4375,16.6468,45.1402,2.3857,0.0,1,20,False,20000,1,763a712db03f57b37b214c936de8bd781f4d5ebae9bd46acd49eeb8094592e99,763a712db03f57b37b214c936de8bd781f4d5ebae9bd46acd49eeb8094592e99,True,,,681,1.0,True,True,True,22,3,0,1,681,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9827272727272729,0.94,0.1190909090909091,0.04,0.94,0.06,50,True,18,0.36,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
WFG2,WFG2,1,False,False,,ok,orcamento,801,681,681,0,0,False,,env_b5,68.6009,17.4941,46.4593,2.4027,0.0,1,20,False,20000,1,274963125e69efa98f85ebf4c591d0b7c4ec283b6fa16eb1db8cc5be3a1fb18a,274963125e69efa98f85ebf4c591d0b7c4ec283b6fa16eb1db8cc5be3a1fb18a,True,,,681,1.0,True,True,True,22,3,0,1,681,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9854545454545456,0.94,0.1190909090909091,0.02,0.94,0.02,50,True,2,0.04,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
WFG4,WFG4,1,False,False,,ok,orcamento,801,681,681,0,0,False,,env_b5,67.1608,15.7284,46.8167,2.3809,0.0,1,20,False,20000,1,d51a0e47710d3fa1ffc216275d412679891ab5b63cd165bdc5b8e2516a3beab1,d51a0e47710d3fa1ffc216275d412679891ab5b63cd165bdc5b8e2516a3beab1,True,,,681,1.0,True,True,True,22,3,0,1,681,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9872727272727272,0.96,0.12272727272727274,0.02,0.96,0.0,50,True,15,0.3,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
WFG5,WFG5,1,False,False,,ok,orcamento,801,681,681,0,0,False,,env_b5,68.1767,17.814,45.6728,2.384,0.0,1,20,False,20000,1,f242581cf891347c676b1c9c18f7d0d780a0e1a987fa3ca458c46346971b48e9,f242581cf891347c676b1c9c18f7d0d780a0e1a987fa3ca458c46346971b48e9,True,,,681,1.0,True,True,True,22,3,0,1,681,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9854545454545455,0.94,0.1354545454545455,0.04,0.92,0.0,50,True,15,0.3,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
WFG9,WFG9,1,False,False,,ok,orcamento,801,681,681,0,0,False,,env_b5,65.0766,16.2318,44.2274,2.383,0.0,1,20,False,20000,1,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,True,,,681,1.0,True,True,True,22,3,0,1,681,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9800000000000001,0.94,0.15000000000000005,0.04,0.94,0.18,50,True,1,0.02,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
ZDT1,ZDT1,1,False,False,,ok,orcamento,801,929,929,0,0,False,,env_b5,124.2121,62.7861,55.0231,4.3253,0.0,1,20,False,20000,1,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,True,,,929,1.0,True,True,True,30,3,0,1,929,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,928,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.982,0.94,0.09800000000000002,0.04,0.94,0.06,50,True,23,0.46,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,929,True,ok|ok
ZDT3,ZDT3,1,False,False,,ok,orcamento,801,929,929,0,0,False,,env_b5,124.2188,61.8495,55.857,4.351,0.0,1,20,False,20000,1,3348025be90cc1dc663e8e76ee9545f76132cd8f692baa5a45b4717cd3e8adb9,3348025be90cc1dc663e8e76ee9545f76132cd8f692baa5a45b4717cd3e8adb9,True,,,929,1.0,True,True,True,30,3,0,1,929,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,928,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9853333333333334,0.94,0.11266666666666668,0.02,0.94,0.0,50,True,15,0.3,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,929,True,ok|ok
ZDT4,ZDT4,1,False,False,,ok,orcamento,801,309,309,0,0,False,,env_b5,38.8479,2.2264,33.9447,0.5894,0.0,1,20,False,20000,1,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,True,,,309,1.0,True,True,True,10,3,0,1,309,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,308,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9700000000000001,0.94,0.07200000000000001,0.02,0.98,0.0,50,True,17,0.34,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,309,True,ok|ok
ZDT6,ZDT6,1,False,False,,ok,orcamento,801,309,309,0,0,False,,env_b5,38.3542,1.8362,33.2082,0.5796,0.0,1,20,False,20000,1,faa0a83877ee73dc1a1e66333085482ed77ce77e94b280b73b911369f5c4de3b,faa0a83877ee73dc1a1e66333085482ed77ce77e94b280b73b911369f5c4de3b,True,,,309,1.0,True,True,True,10,3,0,1,309,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,308,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9719999999999999,0.94,0.039999999999999994,0.04,0.94,0.02,50,True,18,0.36,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,309,True,ok|ok
swap_medium-lhs_DTLZ2,DTLZ2,1,False,False,,ok,orcamento,381,2000,2000,0,0,False,,env_b5,607.3924,370.7104,203.3937,28.4599,0.0,1,20,False,20000,1,6d219827c98f316795db2e253f1629874cff66f535ad6bfceb4e1e0d0e6892df,6d219827c98f316795db2e253f1629874cff66f535ad6bfceb4e1e0d0e6892df,True,medium,lhs,2000,1.0,True,True,True,12,4,0,1,2000,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,0.9873015873015873,0.9714285714285714,0.009523809523809523,0.009523809523809525,0.9904761904761905,0.0,105,True,105,1.0,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-lhs_MMF16_20,MMF16_20,1,False,False,,ok,orcamento,381,2000,2000,0,0,False,,env_b5,738.3407,495.4579,208.3228,29.5438,0.0,1,20,False,20000,1,968b0fe2934f16624f45eafacaf4e443fbe813a4697499fe54cc06b107fb9825,968b0fe2934f16624f45eafacaf4e443fbe813a4697499fe54cc06b107fb9825,True,medium,lhs,2000,1.0,True,True,True,20,4,0,1,2000,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,0.9876190476190476,0.9523809523809523,0.9876190476190476,0.9523809523809523,0.9619047619047619,0.9619047619047619,105,True,38,0.3619047619047619,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-lhs_WFG9,WFG9,1,False,False,,ok,orcamento,801,2000,2000,0,0,False,,env_b5,514.596,344.3841,148.5085,19.3309,0.0,1,20,False,20000,1,20fe328b6c9afda7f1819f7cfe33cdc937b828e450887d469ea297134e8993d7,20fe328b6c9afda7f1819f7cfe33cdc937b828e450887d469ea297134e8993d7,True,medium,lhs,2000,1.0,True,True,True,22,3,0,1,2000,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9936363636363637,0.98,0.14909090909090914,0.06,0.98,0.62,50,True,1,0.02,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
