problema,geracao,seed_ok,lote_bit_igual_f32,dmax_f64,fe,n_front1_presente
DTLZ2,87,True,True,2.9802322387695312e-08,1001,False
DTLZ2,88,True,True,2.9802322387695312e-08,1011,False
DTLZ2,89,True,True,2.9802322387695312e-08,1021,False
DTLZ2,90,True,True,2.9802322387695312e-08,1031,False
DTLZ2,91,True,True,2.9802322387695312e-08,1041,False
DTLZ2,92,True,True,2.8870999813079834e-08,1051,False
DTLZ2,93,True,True,2.9802322387695312e-08,1061,False
DTLZ2,94,True,True,2.9802322387695312e-08,1071,False
DTLZ2,95,True,True,2.8870999813079834e-08,1081,False
DTLZ2,96,True,True,2.9802322387695312e-08,1091,False
DTLZ2,97,True,True,2.9802322387695312e-08,1101,False
DTLZ2,98,True,True,2.8870999813079834e-08,1111,False
DTLZ2,99,True,True,2.9802322387695312e-08,1121,False
DTLZ2,100,True,True,2.9802322387695312e-08,1131,False
DTLZ2,101,True,True,2.9802322387695312e-08,1141,False
DTLZ2,102,True,True,2.9802322387695312e-08,1151,False
DTLZ2,103,True,True,2.9802322387695312e-08,1161,False
DTLZ2,104,True,True,2.8870999813079834e-08,1171,False
DTLZ2,105,True,True,2.8870999813079834e-08,1181,False
DTLZ2,106,True,True,2.8870999813079834e-08,1191,False
DTLZ2,107,True,True,2.9802322387695312e-08,1201,False
DTLZ2,108,True,True,2.9802322387695312e-08,1211,False
DTLZ2,109,True,True,2.8870999813079834e-08,1221,False
DTLZ2,110,True,True,2.7939677238464355e-08,1231,False
DTLZ2,111,True,True,2.8870999813079834e-08,1241,False
DTLZ2,112,True,True,2.8870999813079834e-08,1251,False
DTLZ2,113,True,True,2.9802322387695312e-08,1261,False
DTLZ2,114,True,True,2.8870999813079834e-08,1271,False
DTLZ2,115,True,True,2.8870999813079834e-08,1281,False
DTLZ2,116,True,True,2.8870999813079834e-08,1291,False
DTLZ2,117,True,True,2.8870999813079834e-08,1301,False
DTLZ2,118,True,True,2.9802322387695312e-08,1311,False
DTLZ2,119,True,True,2.9802322387695312e-08,1321,False
DTLZ2,120,True,True,2.7008354663848877e-08,1331,False
DTLZ2,121,True,True,2.9802322387695312e-08,1341,False
DTLZ2,122,True,True,2.8870999813079834e-08,1351,False
DTLZ2,123,True,True,2.9802322387695312e-08,1361,False
DTLZ2,124,True,True,2.9802322387695312e-08,1371,False
DTLZ2,125,True,True,2.8870999813079834e-08,1381,False
DTLZ2,126,True,True,2.9802322387695312e-08,1391,False
DTLZ2,127,True,True,2.7939677238464355e-08,1401,False
DTLZ2,128,True,True,2.7939677238464355e-08,1411,False
DTLZ2,129,True,True,2.8870999813079834e-08,1421,False
DTLZ2,130,True,True,2.9802322387695312e-08,1431,False
DTLZ2,131,True,True,2.9802322387695312e-08,1441,False
DTLZ2,132,True,True,2.9802322387695312e-08,1451,False
DTLZ2,133,True,True,2.9802322387695312e-08,1461,False
DTLZ2,134,True,True,2.9802322387695312e-08,1471,False
DTLZ2,135,True,True,2.9802322387695312e-08,1481,False
DTLZ2,136,True,True,2.8870999813079834e-08,1491,False
DTLZ2,137,True,True,2.8870999813079834e-08,1501,False
DTLZ2,138,True,True,2.9802322387695312e-08,1511,False
DTLZ2,139,True,True,2.8870999813079834e-08,1521,False
DTLZ2,140,True,True,2.8870999813079834e-08,1531,False
DTLZ2,141,True,True,2.8870999813079834e-08,1541,False
DTLZ2,142,True,True,2.8870999813079834e-08,1551,False
DTLZ2,143,True,True,2.8870999813079834e-08,1561,False
DTLZ2,144,True,True,2.8870999813079834e-08,1571,False
DTLZ2,145,True,True,2.8870999813079834e-08,1581,False
DTLZ2,146,True,True,2.8870999813079834e-08,1591,False
DTLZ2,147,True,True,2.9802322387695312e-08,1601,False
DTLZ2,148,True,True,2.8870999813079834e-08,1611,False
DTLZ2,149,True,True,2.9802322387695312e-08,1621,False
DTLZ2,150,True,True,2.9802322387695312e-08,1631,False
DTLZ2,151,True,True,2.9802322387695312e-08,1641,False
DTLZ2,152,True,True,2.7939677238464355e-08,1651,False
DTLZ2,153,True,True,2.8870999813079834e-08,1661,False
DTLZ2,154,True,True,2.9802322387695312e-08,1671,False
DTLZ2,155,True,True,2.8870999813079834e-08,1681,False
DTLZ2,156,True,True,2.9802322387695312e-08,1691,False
DTLZ2,157,True,True,2.8870999813079834e-08,1701,False
DTLZ2,158,True,True,2.9802322387695312e-08,1711,False
DTLZ2,159,True,True,2.9802322387695312e-08,1721,False
DTLZ2,160,True,True,2.8870999813079834e-08,1731,False
DTLZ2,161,True,True,2.9802322387695312e-08,1741,False
DTLZ2,162,True,True,2.8870999813079834e-08,1751,False
DTLZ2,163,True,True,2.9802322387695312e-08,1761,False
DTLZ2,164,True,True,2.9802322387695312e-08,1771,False
DTLZ2,165,True,True,2.8870999813079834e-08,1781,False
DTLZ2,166,True,True,2.9802322387695312e-08,1791,False
DTLZ2,167,True,True,2.9802322387695312e-08,1801,False
DTLZ2,168,True,True,2.9802322387695312e-08,1811,False
DTLZ2,169,True,True,2.9802322387695312e-08,1821,False
DTLZ2,170,True,True,2.9802322387695312e-08,1831,False
DTLZ2,171,True,True,2.7939677238464355e-08,1841,False
DTLZ2,172,True,True,2.9802322387695312e-08,1851,False
DTLZ2,173,True,True,2.7939677238464355e-08,1861,False
DTLZ2,174,True,True,2.9802322387695312e-08,1871,False
DTLZ2,175,True,True,2.9802322387695312e-08,1881,False
DTLZ2,176,True,True,2.7939677238464355e-08,1891,False
DTLZ2,177,True,True,2.9802322387695312e-08,1901,False
DTLZ2,178,True,True,2.9802322387695312e-08,1911,False
DTLZ2,179,True,True,2.8870999813079834e-08,1921,False
DTLZ2,180,True,True,2.9802322387695312e-08,1931,False
DTLZ2,181,True,True,2.9802322387695312e-08,1941,False
DTLZ2,182,True,True,2.7008354663848877e-08,1951,False
DTLZ2,183,True,True,2.8870999813079834e-08,1961,False
DTLZ2,184,True,True,2.9802322387695312e-08,1971,False
DTLZ2,185,True,True,2.8870999813079834e-08,1981,False
DTLZ2,186,True,True,2.8870999813079834e-08,1991,False
DTLZ2,187,True,True,2.9802322387695312e-08,2001,False
DTLZ2,188,True,True,2.8870999813079834e-08,2011,False
DTLZ2,189,True,True,2.7939677238464355e-08,2021,False
DTLZ2,190,True,True,2.9802322387695312e-08,2031,False
DTLZ2,191,True,True,2.9802322387695312e-08,2041,False
DTLZ2,192,True,True,2.9802322387695312e-08,2051,False
DTLZ2,193,True,True,2.8870999813079834e-08,2061,False
DTLZ2,194,True,True,2.9802322387695312e-08,2071,False
DTLZ2,195,True,True,2.9802322387695312e-08,2081,False
DTLZ2,196,True,True,2.8870999813079834e-08,2091,False
DTLZ2,197,True,True,2.8870999813079834e-08,2101,False
DTLZ2,198,True,True,2.8870999813079834e-08,2111,False
DTLZ2,199,True,True,2.9802322387695312e-08,2121,False
DTLZ2,200,True,True,2.9802322387695312e-08,2131,False
MMF16_20,1,True,True,2.9802322387695312e-08,229,False
MMF16_20,2,True,True,2.9802322387695312e-08,239,False
MMF16_20,3,True,True,2.9802322387695312e-08,249,False
MMF16_20,4,True,True,2.9802322387695312e-08,259,False
MMF16_20,5,True,True,2.9802322387695312e-08,269,False
MMF16_20,6,True,True,2.9802322387695312e-08,279,False
MMF16_20,7,True,True,2.9802322387695312e-08,289,False
MMF16_20,8,True,True,2.9802322387695312e-08,299,False
MMF16_20,9,True,True,2.9802322387695312e-08,309,False
MMF16_20,10,True,True,2.9802322387695312e-08,319,False
MMF16_20,11,True,True,2.9802322387695312e-08,329,False
MMF16_20,12,True,True,2.9802322387695312e-08,339,False
MMF16_20,13,True,True,2.9802322387695312e-08,349,False
MMF16_20,14,True,True,2.9802322387695312e-08,359,False
MMF16_20,15,True,True,2.9802322387695312e-08,369,False
MMF16_20,16,True,True,2.9802322387695312e-08,379,False
MMF16_20,17,True,True,2.9802322387695312e-08,389,False
MMF16_20,18,True,True,2.9802322387695312e-08,399,False
MMF16_20,19,True,True,2.8870999813079834e-08,409,False
MMF16_20,20,True,True,2.9802322387695312e-08,419,False
MMF16_20,21,True,True,2.9802322387695312e-08,429,False
MMF16_20,22,True,True,2.9802322387695312e-08,439,False
MMF16_20,23,True,True,2.9802322387695312e-08,449,False
MMF16_20,24,True,True,2.9802322387695312e-08,459,False
MMF16_20,25,True,True,2.8870999813079834e-08,469,False
MMF16_20,26,True,True,2.9802322387695312e-08,479,False
MMF16_20,27,True,True,2.9802322387695312e-08,489,False
MMF16_20,28,True,True,2.9802322387695312e-08,499,False
MMF16_20,29,True,True,2.9802322387695312e-08,509,False
MMF16_20,30,True,True,2.9802322387695312e-08,519,False
MMF16_20,31,True,True,2.9802322387695312e-08,529,False
MMF16_20,32,True,True,2.9802322387695312e-08,539,False
MMF16_20,33,True,True,2.9802322387695312e-08,549,False
MMF16_20,34,True,True,2.9802322387695312e-08,559,False
MMF16_20,35,True,True,2.8870999813079834e-08,569,False
MMF16_20,36,True,True,2.9802322387695312e-08,579,False
MMF16_20,37,True,True,2.9802322387695312e-08,589,False
MMF16_20,38,True,True,2.9802322387695312e-08,599,False
MMF16_20,39,True,True,2.9802322387695312e-08,609,False
MMF16_20,40,True,True,2.9802322387695312e-08,619,False
MMF16_20,41,True,True,2.8870999813079834e-08,629,False
MMF16_20,42,True,True,2.8870999813079834e-08,639,False
MMF16_20,43,True,True,2.9802322387695312e-08,649,False
MMF16_20,44,True,True,2.9802322387695312e-08,659,False
MMF16_20,45,True,True,2.8870999813079834e-08,669,False
MMF16_20,46,True,True,2.9802322387695312e-08,679,False
MMF16_20,47,True,True,2.9802322387695312e-08,689,False
MMF16_20,48,True,True,2.9802322387695312e-08,699,False
MMF16_20,49,True,True,2.9802322387695312e-08,709,False
MMF16_20,50,True,True,2.9802322387695312e-08,719,False
MMF16_20,51,True,True,2.9802322387695312e-08,729,False
MMF16_20,52,True,True,2.9802322387695312e-08,739,False
MMF16_20,53,True,True,2.9802322387695312e-08,749,False
MMF16_20,54,True,True,2.9802322387695312e-08,759,False
MMF16_20,55,True,True,2.9802322387695312e-08,769,False
MMF16_20,56,True,True,2.9802322387695312e-08,779,False
MMF16_20,57,True,True,2.9802322387695312e-08,789,False
MMF16_20,58,True,True,2.9802322387695312e-08,799,False
MMF16_20,59,True,True,2.9802322387695312e-08,809,False
MMF16_20,60,True,True,2.9802322387695312e-08,819,False
MMF16_20,61,True,True,2.9802322387695312e-08,829,False
MMF16_20,62,True,True,2.9802322387695312e-08,839,False
MMF16_20,63,True,True,2.9802322387695312e-08,849,False
MMF16_20,64,True,True,2.9802322387695312e-08,859,False
MMF16_20,65,True,True,2.9802322387695312e-08,869,False
MMF16_20,66,True,True,2.9802322387695312e-08,879,False
MMF16_20,67,True,True,2.8870999813079834e-08,889,False
MMF16_20,68,True,True,2.9802322387695312e-08,899,False
MMF16_20,69,True,True,2.9802322387695312e-08,909,False
MMF16_20,70,True,True,2.9802322387695312e-08,919,False
MMF16_20,71,True,True,2.9802322387695312e-08,929,False
MMF16_20,72,True,True,2.9802322387695312e-08,939,False
MMF16_20,73,True,True,2.9802322387695312e-08,949,False
MMF16_20,74,True,True,2.9802322387695312e-08,959,False
MMF16_20,75,True,True,2.9802322387695312e-08,969,False
MMF16_20,76,True,True,2.8870999813079834e-08,979,False
MMF16_20,77,True,True,2.9802322387695312e-08,989,False
MMF16_20,78,True,True,2.9802322387695312e-08,999,False
MMF16_20,79,True,True,2.9802322387695312e-08,1009,False
MMF16_20,80,True,True,2.9802322387695312e-08,1019,False
MMF16_20,81,True,True,2.8870999813079834e-08,1029,False
MMF16_20,82,True,True,2.8870999813079834e-08,1039,False
MMF16_20,83,True,True,2.9802322387695312e-08,1049,False
MMF16_20,84,True,True,2.8870999813079834e-08,1059,False
MMF16_20,85,True,True,2.8870999813079834e-08,1069,False
MMF16_20,86,True,True,2.9802322387695312e-08,1079,False
MMF16_20,87,True,True,2.9802322387695312e-08,1089,False
MMF16_20,88,True,True,2.9802322387695312e-08,1099,False
MMF16_20,89,True,True,2.9802322387695312e-08,1109,False
MMF16_20,90,True,True,2.8870999813079834e-08,1119,False
MMF16_20,91,True,True,2.9802322387695312e-08,1129,False
MMF16_20,92,True,True,2.8870999813079834e-08,1139,False
MMF16_20,93,True,True,2.9802322387695312e-08,1149,False
MMF16_20,94,True,True,2.9802322387695312e-08,1159,False
MMF16_20,95,True,True,2.8870999813079834e-08,1169,False
MMF16_20,96,True,True,2.9802322387695312e-08,1179,False
MMF16_20,97,True,True,2.9802322387695312e-08,1189,False
MMF16_20,98,True,True,2.9802322387695312e-08,1199,False
MMF16_20,99,True,True,2.9802322387695312e-08,1209,False
MMF16_20,100,True,True,2.9802322387695312e-08,1219,False
MMF16_20,101,True,True,2.9802322387695312e-08,1229,False
MMF16_20,102,True,True,2.8870999813079834e-08,1239,False
MMF16_20,103,True,True,2.9802322387695312e-08,1249,False
MMF16_20,104,True,True,2.9802322387695312e-08,1259,False
MMF16_20,105,True,True,2.9802322387695312e-08,1269,False
MMF16_20,106,True,True,2.9802322387695312e-08,1279,False
MMF16_20,107,True,True,2.9802322387695312e-08,1289,False
MMF16_20,108,True,True,2.8870999813079834e-08,1299,False
MMF16_20,109,True,True,2.8870999813079834e-08,1309,False
MMF16_20,110,True,True,2.8870999813079834e-08,1319,False
MMF16_20,111,True,True,2.9802322387695312e-08,1329,False
MMF16_20,112,True,True,2.9802322387695312e-08,1339,False
MMF16_20,113,True,True,2.9802322387695312e-08,1349,False
MMF16_20,114,True,True,2.9802322387695312e-08,1359,False
MMF16_20,115,True,True,2.8870999813079834e-08,1369,False
MMF16_20,116,True,True,2.9802322387695312e-08,1379,False
MMF16_20,117,True,True,2.8870999813079834e-08,1389,False
MMF16_20,118,True,True,2.9802322387695312e-08,1399,False
MMF16_20,119,True,True,2.9802322387695312e-08,1409,False
MMF16_20,120,True,True,2.8870999813079834e-08,1419,False
MMF16_20,121,True,True,2.9802322387695312e-08,1429,False
MMF16_20,122,True,True,2.9802322387695312e-08,1439,False
MMF16_20,123,True,True,2.9802322387695312e-08,1449,False
MMF16_20,124,True,True,2.9802322387695312e-08,1459,False
MMF16_20,125,True,True,2.9802322387695312e-08,1469,False
MMF16_20,126,True,True,2.9802322387695312e-08,1479,False
MMF16_20,127,True,True,2.8870999813079834e-08,1489,False
MMF16_20,128,True,True,2.9802322387695312e-08,1499,False
MMF16_20,129,True,True,2.9802322387695312e-08,1509,False
MMF16_20,130,True,True,2.9802322387695312e-08,1519,False
MMF16_20,131,True,True,2.8870999813079834e-08,1529,False
MMF16_20,132,True,True,2.9802322387695312e-08,1539,False
MMF16_20,133,True,True,2.9802322387695312e-08,1549,False
MMF16_20,134,True,True,2.9802322387695312e-08,1559,False
MMF16_20,135,True,True,2.9802322387695312e-08,1569,False
MMF16_20,136,True,True,2.8870999813079834e-08,1579,False
MMF16_20,137,True,True,2.9802322387695312e-08,1589,False
MMF16_20,138,True,True,2.8870999813079834e-08,1599,False
MMF16_20,139,True,True,2.8870999813079834e-08,1609,False
MMF16_20,140,True,True,2.9802322387695312e-08,1619,False
MMF16_20,141,True,True,2.9802322387695312e-08,1629,False
MMF16_20,142,True,True,2.9802322387695312e-08,1639,False
MMF16_20,143,True,True,2.9802322387695312e-08,1649,False
MMF16_20,144,True,True,2.9802322387695312e-08,1659,False
MMF16_20,145,True,True,2.8870999813079834e-08,1669,False
MMF16_20,146,True,True,2.9802322387695312e-08,1679,False
MMF16_20,147,True,True,2.9802322387695312e-08,1689,False
MMF16_20,148,True,True,2.8870999813079834e-08,1699,False
MMF16_20,149,True,True,2.9802322387695312e-08,1709,False
MMF16_20,150,True,True,2.9802322387695312e-08,1719,False
MMF16_20,151,True,True,2.9802322387695312e-08,1729,False
MMF16_20,152,True,True,2.9802322387695312e-08,1739,False
MMF16_20,153,True,True,2.8870999813079834e-08,1749,False
MMF16_20,154,True,True,2.9802322387695312e-08,1759,False
MMF16_20,155,True,True,2.9802322387695312e-08,1769,False
MMF16_20,156,True,True,2.9802322387695312e-08,1779,False
MMF16_20,157,True,True,2.9802322387695312e-08,1789,False
MMF16_20,158,True,True,2.8870999813079834e-08,1799,False
MMF16_20,159,True,True,2.9802322387695312e-08,1809,False
MMF16_20,160,True,True,2.9802322387695312e-08,1819,False
MMF16_20,161,True,True,2.9802322387695312e-08,1829,False
MMF16_20,162,True,True,2.9802322387695312e-08,1839,False
MMF16_20,163,True,True,2.9802322387695312e-08,1849,False
MMF16_20,164,True,True,2.9802322387695312e-08,1859,False
MMF16_20,165,True,True,2.8870999813079834e-08,1869,False
MMF16_20,166,True,True,2.9802322387695312e-08,1879,False
MMF16_20,167,True,True,2.9802322387695312e-08,1889,False
MMF16_20,168,True,True,2.9802322387695312e-08,1899,False
MMF16_20,169,True,True,2.9802322387695312e-08,1909,False
MMF16_20,170,True,True,2.9802322387695312e-08,1919,False
MMF16_20,171,True,True,2.9802322387695312e-08,1929,False
MMF16_20,172,True,True,2.9802322387695312e-08,1939,False
MMF16_20,173,True,True,2.9802322387695312e-08,1949,False
MMF16_20,174,True,True,2.9802322387695312e-08,1959,False
MMF16_20,175,True,True,2.8870999813079834e-08,1969,False
MMF16_20,176,True,True,2.9802322387695312e-08,1979,False
MMF16_20,177,True,True,2.9802322387695312e-08,1989,False
MMF16_20,178,True,True,2.9802322387695312e-08,1999,False
MMF16_20,179,True,True,2.9802322387695312e-08,2009,False
MMF16_20,180,True,True,2.9802322387695312e-08,2019,False
MMF16_20,181,True,True,2.8870999813079834e-08,2029,False
MMF16_20,182,True,True,2.9802322387695312e-08,2039,False
MMF16_20,183,True,True,2.8870999813079834e-08,2049,False
MMF16_20,184,True,True,2.9802322387695312e-08,2059,False
MMF16_20,185,True,True,2.9802322387695312e-08,2069,False
MMF16_20,186,True,True,2.9802322387695312e-08,2079,False
MMF16_20,187,True,True,2.9802322387695312e-08,2089,False
MMF16_20,188,True,True,2.9802322387695312e-08,2099,False
MMF16_20,189,True,True,2.9802322387695312e-08,2109,False
MMF16_20,190,True,True,2.9802322387695312e-08,2119,False
MMF16_20,191,True,True,2.8870999813079834e-08,2129,False
MMF16_20,192,True,True,2.8870999813079834e-08,2139,False
MMF16_20,193,True,True,2.9802322387695312e-08,2149,False
MMF16_20,194,True,True,2.9802322387695312e-08,2159,False
MMF16_20,195,True,True,2.9802322387695312e-08,2169,False
MMF16_20,196,True,True,2.9802322387695312e-08,2179,False
MMF16_20,197,True,True,2.8870999813079834e-08,2189,False
MMF16_20,198,True,True,2.9802322387695312e-08,2199,False
MMF16_20,199,True,True,2.8870999813079834e-08,2209,False
MMF16_20,200,True,True,2.9802322387695312e-08,2219,False
WFG9,1,True,True,1.8868595361709595e-06,251,False
WFG9,2,True,True,1.7639249563217163e-06,261,False
WFG9,3,True,True,1.8142163753509521e-06,271,False
WFG9,4,True,True,1.773238182067871e-06,281,False
WFG9,5,True,True,1.8812716007232666e-06,291,False
WFG9,6,True,True,1.8030405044555664e-06,301,False
WFG9,7,True,True,1.6316771507263184e-06,311,False
WFG9,8,True,True,1.5459954738616943e-06,321,False
WFG9,9,True,True,1.7993152141571045e-06,331,False
WFG9,10,True,True,1.7024576663970947e-06,341,False
WFG9,11,True,True,1.8440186977386475e-06,351,False
WFG9,12,True,True,1.9073486328125e-06,361,False
WFG9,13,True,True,1.778826117515564e-06,371,False
WFG9,14,True,True,1.7546117305755615e-06,381,False
WFG9,15,True,True,1.5273690223693848e-06,391,False
WFG9,16,True,True,1.7397105693817139e-06,401,False
WFG9,17,True,True,1.8831342458724976e-06,411,False
WFG9,18,True,True,1.8291175365447998e-06,421,False
WFG9,19,True,True,1.6670674085617065e-06,431,False
WFG9,20,True,True,1.6279518604278564e-06,441,False
WFG9,21,True,True,1.8011778593063354e-06,451,False
WFG9,22,True,True,1.8011778593063354e-06,461,False
WFG9,23,True,True,1.8551945686340332e-06,471,False
WFG9,24,True,True,1.4007091522216797e-06,481,False
WFG9,25,True,True,1.8775463104248047e-06,491,False
WFG9,26,True,True,1.5813857316970825e-06,501,False
WFG9,27,True,True,1.8365681171417236e-06,511,False
WFG9,28,True,True,1.8998980522155762e-06,521,False
WFG9,29,True,True,1.4565885066986084e-06,531,False
WFG9,30,True,True,1.7881393432617188e-06,541,False
WFG9,31,True,True,1.8998980522155762e-06,551,False
WFG9,32,True,True,1.7546117305755615e-06,561,False
WFG9,33,True,True,1.8365681171417236e-06,571,False
WFG9,34,True,True,1.1026859283447266e-06,581,False
WFG9,35,True,True,1.8030405044555664e-06,591,False
WFG9,36,True,True,1.6838312149047852e-06,601,False
WFG9,37,True,True,1.5683472156524658e-06,611,False
WFG9,38,True,True,1.8998980522155762e-06,621,False
WFG9,39,True,True,1.7862766981124878e-06,631,False
WFG9,40,True,True,1.6577541828155518e-06,641,False
WFG9,41,True,True,1.8253922462463379e-06,651,False
WFG9,42,True,True,1.5310943126678467e-06,661,False
WFG9,43,True,True,1.8328428268432617e-06,671,False
WFG9,44,True,True,1.8011778593063354e-06,681,False
WFG9,45,True,True,1.8998980522155762e-06,691,False
WFG9,46,True,True,1.8477439880371094e-06,701,False
WFG9,47,True,True,1.5310943126678467e-06,711,False
WFG9,48,True,True,1.8700957298278809e-06,721,False
WFG9,49,True,True,1.5720725059509277e-06,731,False
WFG9,50,True,True,1.8514692783355713e-06,741,False
WFG9,51,True,True,1.8291175365447998e-06,751,False
WFG9,52,True,True,1.7546117305755615e-06,761,False
WFG9,53,True,True,1.817941665649414e-06,771,False
WFG9,54,True,True,1.8030405044555664e-06,781,False
WFG9,55,True,True,1.4379620552062988e-06,791,False
WFG9,56,True,True,1.7471611499786377e-06,801,False
WFG9,57,True,True,1.605600118637085e-06,811,False
WFG9,58,True,True,1.7583370208740234e-06,821,False
WFG9,59,True,True,1.7695128917694092e-06,831,False
WFG9,60,True,True,1.4863908290863037e-06,841,False
WFG9,61,True,True,1.8477439880371094e-06,851,False
WFG9,62,True,True,1.5292316675186157e-06,861,False
WFG9,63,True,True,1.5422701835632324e-06,871,False
WFG9,64,True,True,1.5124678611755371e-06,881,False
WFG9,65,True,True,1.3522803783416748e-06,891,False
WFG9,66,True,True,1.6521662473678589e-06,901,False
WFG9,67,True,True,1.8328428268432617e-06,911,False
WFG9,68,True,True,1.7844140529632568e-06,921,False
WFG9,69,True,True,1.5348196029663086e-06,931,False
WFG9,70,True,True,1.8272548913955688e-06,941,False
WFG9,71,True,True,1.5385448932647705e-06,951,False
WFG9,72,True,True,1.821666955947876e-06,961,False
WFG9,73,True,True,1.8998980522155762e-06,971,False
WFG9,74,True,True,1.7117708921432495e-06,981,False
WFG9,75,True,True,1.8030405044555664e-06,991,False
WFG9,76,True,True,1.8067657947540283e-06,1001,False
WFG9,77,True,True,1.4100223779678345e-06,1011,False
