problema,geracao,ramo,Flag,NumV1,NumV2,fe,lote,u_ef,popw_last,d_sigma,d_crit,pct_mm,apd_med,crit_med,n_front1,dmin,tempo_fit
BBOB_F17,15,APD,0,98,98,184,5,5,64,0.014340051799081266,1.7520115642759634e-16,0.44375,5937936.732678364,84368614305.49187,7,5.338181839416628,0.217081
BBOB_F17,16,APD,0,98,98,189,5,5,95,0.01213146501686424,6.103165714151901e-17,0.7010526315789474,5603011.618656389,81476510298.6579,6,6.866752133457383,0.187789
BBOB_F17,17,APD,0,98,98,194,5,5,85,0.006223198142834008,0.0,0.7670588235294117,2216017.43281905,127328680727.7112,7,6.027520145664533,0.190924
BBOB_F17,18,APD,0,98,98,199,5,5,82,0.02004266274161637,1.660043419179457e-16,0.6878048780487804,14485800.824948305,102274980231.97882,7,6.118037897551337,0.198633
BBOB_F17,19,APD,0,98,98,204,5,5,78,0.025692312978208065,5.4543128777836817e-17,0.47948717948717945,16498072.288574375,42639769818.100174,8,5.308480377691432,0.210772
BBOB_F17,20,APD,0,98,98,209,5,5,87,0.0106075857183896,1.538967966153392e-17,0.5632183908045978,19525233.2215472,59879858159.58314,9,6.274994690290538,0.187295
BBOB_F17,21,APD,0,98,98,214,5,5,94,0.005785241781268269,1.2397786713870475e-16,0.38510638297872346,16491600.823536964,24689205028.306763,9,5.205220194308931,0.19049
BBOB_F17,22,APD,0,98,98,219,5,5,70,0.004705257713794708,1.1207915214995337e-16,0.5742857142857143,6139910.931650978,31675237687.188877,9,5.114957010623645,0.190325
BBOB_F17,23,APD,0,98,98,224,5,5,97,0.01415658462792635,8.805254003059451e-17,0.6927835051546392,2274795.040543213,70595013482.33322,10,7.375742941180458,0.197321
BBOB_F17,24,APD,0,98,98,229,5,5,71,0.005524638982024044,1.0417043466784507e-16,0.4028169014084507,3006745.268625974,27088342427.303402,8,3.923522072619636,0.190689
BBOB_F17,25,APD,0,98,98,234,5,5,98,0.01112217444460839,1.834600425310594e-16,0.8142857142857143,11277390.765582548,49331009487.35837,9,5.8318868389418235,0.185591
BBOB_F17,26,APD,0,98,98,239,5,5,82,0.013960496638901532,1.1981944707386298e-16,0.3951219512195122,5894815.964483341,17926524624.800896,9,5.784027445532917,0.183184
BBOB_F17,27,APD,0,98,98,244,5,5,78,0.014377606625203043,1.714211315116277e-16,0.5564102564102564,4604478.831773263,41347359089.66961,10,4.948403747717418,0.18167
BBOB_F17,28,APD,0,98,98,249,5,5,84,0.005916376103414223,8.436400975759102e-17,0.5571428571428572,8024318.490494089,25934517903.46904,10,4.909653856342308,0.188672
BBOB_F17,29,APD,0,98,98,254,5,5,85,0.0058724338305182755,5.411596426570893e-17,0.628235294117647,10548185.118301129,27908827053.673744,11,5.9100862858459795,0.189415
BBOB_F17,30,APD,0,98,98,259,5,5,86,0.014859757968224585,1.4726503844793913e-16,0.3558139534883721,2720988.555646303,16232694078.972458,11,6.029646352346749,0.191143
BBOB_F17,31,APD,0,98,98,264,5,5,93,0.007581716607091948,1.3177227813941922e-16,0.675268817204301,6819590.46576986,25605423484.22707,11,4.964597251893755,0.185782
BBOB_F17,32,APD,0,98,98,269,5,5,63,0.009008599328808486,1.3816203569345007e-16,0.7365079365079366,3161086.532578245,32644514123.5834,11,7.275770607962223,0.180816
BBOB_F17,33,APD,0,98,98,274,5,5,78,0.01071148703340441,1.822314350131311e-16,0.44871794871794873,2874019.015621397,26581124885.106205,11,6.99914492513535,0.187492
BBOB_F17,34,APD,0,98,98,279,5,5,65,0.010108895716257393,1.0436269285432574e-16,0.4707692307692308,12568153.337124823,18502378673.122883,10,5.388894319951796,0.179539
BBOB_F17,35,APD,0,98,98,284,5,5,82,0.0033866409357869998,2.0026145045012126e-16,0.5585365853658536,6478955.420841574,5980369221.14454,10,3.3759015918167212,0.185113
BBOB_F17,36,APD,1,97,98,289,5,5,63,0.007460383843863383,8.271812809424369e-17,0.4253968253968254,598160.0400716392,7448896092.531997,10,6.554021681825154,0.191845
BBOB_F17,37,APD,0,98,98,294,5,5,86,0.004870757402386516,1.7918716992826698e-16,0.3441860465116279,7752229.661075816,5306569934.099602,10,5.63474345701098,0.169251
BBOB_F17,38,APD,0,98,98,299,5,5,95,0.007014055037871003,6.382877051954507e-17,0.6421052631578947,11476672.739719918,9306027716.832747,10,6.829570100361318,0.168029
BBOB_F17,39,APD,0,98,98,304,5,5,84,0.013594240706879646,8.650605256529121e-17,0.5166666666666667,17555084.656389844,17680039734.841957,6,6.2813087028143775,0.206173
BBOB_F17,40,APD,0,98,98,309,5,5,81,0.005890046275453642,1.1210809086271215e-16,0.28888888888888886,381898.31684431736,11418325208.382559,6,7.37935257970325,0.181147
BBOB_F22,1,APD,1,95,96,114,5,5,71,0.00466121913632378,1.2152362184948145e-16,0.8225352112676056,120243.77219608465,15371505669.601852,5,8.219664531328768,0.452609
BBOB_F22,2,APD,1,95,96,119,5,5,86,0.006383104977430776,1.4013359768660812e-16,0.5976744186046512,121501.02912921211,9329373009.558561,3,5.447499031432178,0.265538
BBOB_F22,3,APD,3,91,94,124,5,5,88,0.0025344676396343857,1.3682966927351495e-16,0.3818181818181817,82014.023580226,2899201158.168923,3,4.185297171734811,0.237036
BBOB_F22,4,APD,0,92,92,129,5,5,98,0.001394169608829543,2.2132222058371446e-16,0.24081632653061225,145860.166855485,1481444656.4789588,5,2.569325962272558,0.219453
BBOB_F22,5,APD,-2,90,88,134,5,5,92,0.002256632433272898,1.2654619550681412e-16,0.7608695652173914,118708.34163003846,2633457777.6337056,8,3.0763217799632065,0.219143
BBOB_F22,6,APD,2,89,91,139,5,5,88,0.0025815400440478697,1.501427062498372e-16,0.5295454545454545,147412.39799502262,3282624165.3987427,10,3.2790751441975896,0.208262
BBOB_F22,7,APD,-4,90,86,144,5,5,95,0.0014771808491786942,1.2267658066408505e-16,0.4905263157894737,73673.45815531423,264234601.6958974,8,2.5738084370073304,0.198101
BBOB_F22,8,APD,0,91,91,149,5,5,96,0.0019192714244127274,2.0545847875713147e-16,0.4,76106.85207104307,798266576.479675,4,2.576960636994058,0.186462
BBOB_F22,9,APD,0,91,91,154,5,5,90,0.0005223655280133244,6.426368919434057e-17,0.4488888888888889,43788.75742870565,201876215.35338816,7,1.8893912129557338,0.203432
BBOB_F22,10,APD,-3,90,87,159,5,5,91,0.0006559243338415399,2.0753769031438615e-16,0.44835164835164837,30810.92760905929,151771203.72368965,11,1.9830442748904407,0.196528
BBOB_F22,11,APD,-5,89,84,164,5,5,86,0.0008923004861571826,6.908318321023133e-17,0.7046511627906977,39798.53116851087,169845149.10080215,10,3.2781074707551503,0.196481
BBOB_F22,12,APD,-4,89,85,169,5,5,93,0.002291250857524574,4.483028561788238e-17,0.49677419354838703,37043.633391678035,588798160.6984929,10,3.1531181823215255,0.200026
BBOB_F22,13,APD,-5,92,87,174,5,5,97,0.0008725899751880206,1.56500549468495e-16,0.5484536082474227,82378.44994010616,292650796.0936478,10,2.6193087537573554,0.195267
BBOB_F22,14,APD,1,90,91,179,5,5,95,0.0007758987449051347,7.737758866436121e-17,0.6947368421052632,43427.41110532805,249777383.30622187,9,2.2943169658851454,0.191094
BBOB_F22,15,APD,2,89,91,184,5,5,85,0.0018718481733230874,2.1583072690850804e-16,0.4894117647058824,38403.578168629305,164101559.63298032,10,2.183112427888812,0.195925
BBOB_F22,16,APD,-9,92,83,189,5,5,95,0.0009420880851394031,1.2702395548285428e-16,0.42947368421052634,23782.64032055699,165334726.940741,10,2.1311087737075445,0.19148
BBOB_F22,17,APD,-1,93,92,194,5,5,92,0.0018259243370266631,1.3290134129267792e-16,0.5999999999999999,75534.50204035948,398260090.48016196,11,1.9588705783153704,0.207933
BBOB_F22,18,APD,-7,94,87,199,5,5,96,0.0004487680380407255,2.4041397868300368e-18,0.4270833333333333,52742.87152712422,32973446.665701743,13,1.6987230276712673,0.192698
BBOB_F22,19,APD,-4,92,88,204,5,5,95,0.00034963117832376156,1.3744320351219222e-16,0.46105263157894727,29261.03861925838,62671032.380938515,12,1.3075378292317967,0.177357
BBOB_F22,20,APD,-8,91,83,209,5,5,90,0.0006605379749089479,1.8223061376891488e-17,0.5799999999999998,24024.999725489975,122018819.57830572,10,1.8493436944216073,0.211675
BBOB_F22,21,APD,1,88,89,214,5,5,89,0.00020145368216617499,1.3247316930604378e-16,0.4224719101123595,28739.540046802475,24625630.441201977,11,1.6286856010297561,0.200833
BBOB_F22,22,APD,-2,91,89,219,5,5,88,0.0017393173038726673,1.2873685370640424e-16,0.5136363636363637,98860.28970475026,322572021.4570407,12,2.72340366812732,0.170207
BBOB_F22,23,APD,2,89,91,224,5,5,86,0.000835793383885175,1.8919814204682444e-16,0.4395348837209303,39137.11606858023,42533011.84056666,11,1.7609166118149688,0.193151
BBOB_F22,24,APD,-1,91,90,229,5,5,93,0.0006911896452947985,8.67530071886461e-17,0.5763440860215054,40806.138210833684,26508756.75513255,11,1.6731606390699343,0.178305
BBOB_F22,25,APD,-4,91,87,234,5,5,85,0.003781572697334923,9.831052596466365e-17,0.5458823529411765,159116.88090979896,380563254.2531032,11,3.3452330095408223,0.190545
BBOB_F22,26,APD,-4,90,86,239,5,5,96,0.002101188525557518,1.9287516394620605e-17,0.4729166666666666,70599.36981915373,506073533.27652526,12,2.609861064838411,0.186433
BBOB_F22,27,APD,0,90,90,244,5,5,98,0.000602535241341684,1.5321517259061646e-16,0.47346938775510206,36163.34189112557,33792010.46625358,12,1.3865072359737374,0.192279
BBOB_F22,28,APD,-3,91,88,249,5,5,87,0.00033075871760956943,2.1707314084331553e-16,0.5471264367816092,31794.967093592037,70504526.81755221,11,1.807529565195977,0.177445
BBOB_F22,29,APD,-2,91,89,254,5,5,78,0.000687076219037408,1.0100337320040499e-16,0.3692307692307692,49719.390287498005,484767988.41131276,11,3.162086131541169,0.183122
BBOB_F22,30,APD,-1,91,90,259,5,5,92,0.00044196585440658964,1.4615327782567912e-16,0.4695652173913044,41324.22329973663,31089076.844229806,12,1.2562227196199667,0.172602
BBOB_F22,31,APD,-6,91,85,264,5,5,91,0.0016755202668718994,1.8012963078148283e-16,0.5098901098901099,54899.56147719348,136211021.24474794,12,2.410324862103758,0.169835
BBOB_F22,32,APD,-3,91,88,269,5,5,88,0.001148968149209395,1.743479630169475e-16,0.48636363636363633,50277.226426412395,68200717.37544556,11,1.5258216631730608,0.192543
BBOB_F22,33,APD,-5,91,86,274,5,5,89,0.0004260847799741896,1.821615908262091e-16,0.5303370786516854,19609.17251062679,44886757.84037622,12,1.8259864503603882,0.210915
BBOB_F22,34,APD,-4,90,86,279,5,5,90,0.00037404324393719435,1.4615645560597011e-18,0.4111111111111111,19897.18130558559,6533228.706172695,14,0.8322934512754966,0.187772
BBOB_F22,35,APD,-3,91,88,284,5,5,97,0.0014381403670995496,1.749866441538373e-16,0.36494845360824746,61874.49604472793,17306489.060817078,14,1.194064826772277,0.231508
BBOB_F22,36,APD,-4,91,87,289,5,5,86,0.0014710680770804174,1.4959256590248137e-16,0.4441860465116279,111845.06710678175,519112017.050461,14,3.459697463264272,0.201123
BBOB_F22,37,APD,0,90,90,294,5,5,86,0.0009452209633309394,1.3099325571093532e-16,0.530232558139535,47474.39221258076,197459103.1636035,14,1.86530110475592,0.186395
BBOB_F22,38,APD,-10,92,82,299,5,5,92,0.0004940591607009992,1.2553349768125729e-16,0.5195652173913043,53104.71972146385,215418957.2292399,13,2.5526669181356545,0.191403
BBOB_F22,39,APD,-8,89,81,304,5,5,95,0.00048537215116084553,7.554069223906709e-17,0.5010526315789473,15358.821276379826,40001608.53828202,13,1.5681782438257144,0.197568
BBOB_F22,40,APD,-4,88,84,309,5,5,86,0.0006857839689473622,1.3436099744862523e-16,0.6674418604651162,35606.7079256141,222552373.55915627,13,3.1408247157444205,0.200647
BBOB_F37,1,APD,-22,43,21,114,5,5,85,2.8082930953132745e-05,1.3728356898567413e-16,0.5105882352941176,743.5025976328523,405475.23416096007,5,7.7182491545632805,0.450152
BBOB_F37,2,APD,-22,46,24,119,5,5,85,3.0222805435187183e-05,1.243650715479112e-16,0.2705882352941177,1037.7441180927137,119688.27936498856,4,5.059884979644353,0.260297
BBOB_F37,3,APD,-21,42,21,124,5,5,91,1.2827490195377322e-05,9.453340476104376e-17,0.26373626373626374,599.5148265772141,69220.1034999183,3,4.2575106580595286,0.234123
BBOB_F37,4,APD,-30,43,13,129,5,5,96,9.503950764155888e-06,2.1886939966877915e-16,0.48125,627.9882011161799,36059.403977814174,4,4.423847735384769,0.217989
BBOB_F37,5,APD,-14,46,32,134,5,5,89,5.71334570054205e-06,1.0801374652950012e-16,0.5370786516853933,601.0604988086099,22885.980926091437,4,3.407750703359463,0.204067
BBOB_F37,6,APD,-12,46,34,139,5,5,86,5.178045142884002e-06,1.3183287564761081e-16,0.42558139534883727,833.415688596417,16143.583249024934,4,3.058358910799263,0.205472
BBOB_F37,7,APD,-17,45,28,144,5,5,89,7.260543156917265e-06,1.0471158821541851e-16,0.5280898876404494,453.37691609182616,19495.286551986006,5,3.534225295357221,0.203149
BBOB_F37,8,APD,-14,44,30,149,5,5,82,3.1665276196690684e-06,6.858792534785003e-17,0.526829268292683,510.9024243671274,5357.946098071891,5,2.3879699947126936,0.194475
BBOB_F37,9,APD,-18,45,27,154,5,5,90,4.212422226146373e-06,6.671120409102177e-17,0.49777777777777776,452.7266000271915,3337.8025314530696,5,2.9501313462238006,0.194406
BBOB_F37,10,APD,-8,45,37,159,5,5,78,2.6416379057536687e-06,8.669499217189809e-17,0.4512820512820513,363.41280216636466,5019.138121079685,4,2.3352411541863622,0.190672
BBOB_F37,11,APD,-26,47,21,164,5,5,94,1.6473766550006985e-05,1.7568133331582085e-16,0.502127659574468,599.0278517315518,16326.65744810524,4,2.6872597798833624,0.176873
BBOB_F37,12,APD,-29,48,19,169,5,5,96,1.3490731419096846e-05,9.411435597467875e-17,0.4937499999999999,486.81244128680805,39181.69219788882,5,3.349875544606924,0.182848
BBOB_F37,13,APD,-36,48,12,174,5,5,98,1.4154543805489084e-05,1.2425837756126458e-16,0.47755102040816333,856.9194682303887,41794.739639875566,6,2.8526680044050163,0.19229
BBOB_F37,14,APD,-27,48,21,179,5,5,94,5.268786111400914e-06,1.2572436719515937e-16,0.41063829787234046,519.0607033275476,7798.108192858283,6,2.4874585838577907,0.198216
BBOB_F37,15,APD,-11,46,35,184,5,5,86,1.830558112203562e-06,8.850905769383139e-17,0.32790697674418606,359.02285150971863,530.6615568895215,10,1.4649813144767367,0.194429
BBOB_F37,16,APD,-21,49,28,189,5,5,89,5.923837733234905e-06,8.237088513585352e-17,0.4337078651685394,580.4416207884,3586.872536696142,10,2.9656597203305677,0.177732
BBOB_F37,17,APD,-22,50,28,194,5,5,92,5.589633786939885e-06,8.458459836091936e-17,0.6065217391304347,760.9558364333168,9172.57546079847,10,4.272730279782055,0.179164
BBOB_F37,18,APD,-19,50,31,199,5,5,82,1.4272105033796834e-05,1.1380791863875432e-16,0.5585365853658536,490.3483977884259,46120.07778893287,8,3.8186929268465293,0.181986
BBOB_F37,19,APD,-26,52,26,204,5,5,89,4.3602127846043e-06,1.2995326866760498e-16,0.5101123595505618,436.2241405081593,7282.986409970163,7,2.9633323113414365,0.186443
BBOB_F37,20,APD,-31,45,14,209,5,5,98,7.072284120113181e-06,1.9518461544322552e-16,0.5591836734693878,389.894092526687,2134.403497335824,9,2.263830482807739,0.180241
BBOB_F37,21,APD,-24,46,22,214,5,5,95,1.8465940669898373e-06,9.934880246838993e-17,0.18736842105263157,336.4341845102355,1260.1368600689382,8,1.47357493083245,0.20632
BBOB_F37,22,APD,-11,46,35,219,5,5,89,1.8493828903842768e-06,1.1954398361219368e-16,0.46516853932584273,488.76734566357294,2543.57597449518,9,2.599129591338564,0.180555
BBOB_F37,23,APD,-14,45,31,224,5,5,85,1.1574151130844257e-05,5.095508636021547e-18,0.46117647058823524,806.7350295628416,8677.857770402381,9,3.226199537377774,0.187638
BBOB_F37,24,APD,-5,46,41,229,5,5,79,1.154946494352771e-05,4.093876435386707e-17,0.47848101265822784,730.1683593783224,19572.36102639638,9,4.483895653074733,0.180823
BBOB_F37,25,APD,-11,46,35,234,5,5,83,3.1099720558813715e-06,1.2301745449133853e-16,0.6409638554216868,336.93497573324754,10128.434932020164,9,2.513044412147008,0.18824
BBOB_F37,26,APD,-22,48,26,239,5,5,92,4.42609913875458e-06,5.364113106084466e-17,0.48913043478260876,838.2087387563979,5168.319065348264,9,3.2455085372651005,0.20142
BBOB_F37,27,APD,-8,45,37,244,5,5,88,4.2905598434117564e-06,1.484277313719993e-17,0.41136363636363643,446.8765088537177,1435.553035700907,9,2.3469328091628228,0.22901
BBOB_F37,28,APD,-1,45,44,249,5,5,75,2.8856695450940606e-06,0.0,0.44800000000000006,580.718510143826,7022.047963824505,9,3.058575138878129,0.187575
BBOB_F37,29,APD,-9,44,35,254,5,5,89,7.063196051149134e-06,1.1317251765578552e-16,0.7887640449438202,206.31881859687394,16060.23247157028,9,3.714497474886212,0.208112
BBOB_F37,30,APD,-3,44,41,259,5,5,88,3.811444969414879e-06,3.945122400710734e-17,0.5272727272727272,830.5767616077105,7049.497497694047,9,2.7392985931169522,0.182407
BBOB_F37,31,APD,-22,45,23,264,5,5,97,3.502617758499582e-06,1.3006204537406432e-16,0.5958762886597938,252.37110178874855,3182.191839262495,9,3.1665879325425905,0.182303
BBOB_F37,32,APD,-10,44,34,269,5,5,88,7.312047046070802e-06,1.3932234558112586e-16,0.39545454545454545,557.0934298253173,27424.16481002547,9,2.9202284399740464,0.190906
BBOB_F37,33,APD,-13,45,32,274,5,5,92,8.919573474486242e-06,1.8946043696952464e-16,0.4717391304347826,657.3419628634862,49088.417362807835,9,3.746805195537251,0.184112
