label,tier,dist,problema,D,M,N,I_eff,I_max,iteracao,geracao,caminho,motivo,n_gps,n_folhas,profundidade,tppm,delta_total_point,early_stop,fe,n_acumulado,f_best,n_front1,tempo_fit_s,tempo_busca_s,chaves
swap_medium-lhs_WFG9,medium,lhs,WFG9,22,2,2000,6,10,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[7, 8]","[5, 5]","[229.0, 225.0]",1.0,False,2000,454,"[3.6275248441364606e-27, 2.216152229620532e-24]",2,0.157441,0.092982,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_WFG9,medium,lhs,WFG9,22,2,2000,6,10,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2]","[7, 8]","[5, 5]","[621.0, 506.0]",1.0,False,2000,1127,"[5.2856953223873765e-25, 1.195881100935976e-25]",3,0.284454,0.093854,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_WFG9,medium,lhs,WFG9,22,2,2000,6,10,3,153,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2]","[7, 8]","[5, 5]","[621.0, 506.0]",1.0,False,2000,1127,"[2.5473838720213605e-32, 1.05041531196144e-32]",1,0.000216,0.093418,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_WFG9,medium,lhs,WFG9,22,2,2000,6,10,4,204,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2]","[7, 8]","[5, 5]","[621.0, 506.0]",1.0,False,2000,1127,"[3.9862000294327363e-35, 5.7586586471531745e-39]",2,0.000255,0.877093,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_WFG9,medium,lhs,WFG9,22,2,2000,6,10,5,255,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2]","[7, 8]","[5, 5]","[621.0, 506.0]",1.0,False,2000,1127,"[2.3672069411918344e-37, 6.823132421791488e-39]",6,0.000248,0.897301,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_WFG9,medium,lhs,WFG9,22,2,2000,6,10,6,306,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2]","[7, 8]","[5, 5]","[621.0, 506.0]",0.0,True,2000,1127,"[3.983257310986163e-40, 1.8544150793024328e-40]",6,0.000247,1.037182,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT1,medium,lhs,ZDT1,30,2,2000,6,7,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[4, 5]","[2, 3]","[501.0, 425.0]",1.0,False,2000,926,"[0.12499876626492798, 3.282166856839269]",4,5.531998,0.063524,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT1,medium,lhs,ZDT1,30,2,2000,6,7,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 1]","[4, 5]","[2, 3]","[1001.0, 425.0]",1.0,False,2000,1426,"[0.16268322112355094, 2.0241771042346954]",3,1.733733,0.436121,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT1,medium,lhs,ZDT1,30,2,2000,6,7,3,153,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 2]","[4, 5]","[2, 3]","[1501.0, 728.0]",1.0,False,2000,2229,"[0.07782025505413515, 1.6499145179986954]",14,3.854051,0.902884,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT1,medium,lhs,ZDT1,30,2,2000,6,7,4,204,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 2]","[4, 5]","[2, 3]","[1501.0, 728.0]",1.0,False,2000,2229,"[1.9896183118817135e-06, 1.0495866499841213]",21,0.000225,1.135892,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT1,medium,lhs,ZDT1,30,2,2000,6,7,5,255,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 2]","[4, 5]","[2, 3]","[1501.0, 728.0]",1.0,False,2000,2229,"[1.9944372695590573e-06, 0.7046354338526726]",22,0.000208,1.144206,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT1,medium,lhs,ZDT1,30,2,2000,6,7,6,306,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 2]","[4, 5]","[2, 3]","[1501.0, 728.0]",0.0,True,2000,2229,"[1.9926131784586687e-06, 0.4550889581441879]",28,0.000233,1.168768,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT4,medium,lhs,ZDT4,10,2,2000,7,20,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[16, 15]","[4, 9]","[126.0, 111.0]",1.0,False,2000,237,"[0.03126284123812772, 124.98410829793757]",1,0.354662,0.14363,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT4,medium,lhs,ZDT4,10,2,2000,7,20,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2]","[16, 15]","[4, 9]","[252.0, 226.0]",1.0,False,2000,478,"[0.03126284123812772, 124.98410829793757]",1,0.316305,0.227004,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT4,medium,lhs,ZDT4,10,2,2000,7,20,3,153,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 3]","[16, 15]","[4, 9]","[377.0, 404.0]",1.0,False,2000,781,"[0.03126284123812772, 124.98410829793757]",1,0.370859,0.296844,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT4,medium,lhs,ZDT4,10,2,2000,7,20,4,204,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[4, 4]","[16, 15]","[4, 9]","[503.0, 512.0]",1.0,False,2000,1015,"[0.03126284123812772, 121.58317412793122]",2,0.300344,0.40436,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT4,medium,lhs,ZDT4,10,2,2000,7,20,5,255,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[5, 5]","[16, 15]","[4, 9]","[628.0, 668.0]",1.0,False,2000,1296,"[0.0587190612041546, 119.19669044957269]",2,0.245837,0.552535,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT4,medium,lhs,ZDT4,10,2,2000,7,20,6,306,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[5, 5]","[16, 15]","[4, 9]","[628.0, 668.0]",4.0,False,2000,1296,"[7.755827431843443e-06, 119.1034463407006]",2,0.000257,0.83325,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-lhs_ZDT4,medium,lhs,ZDT4,10,2,2000,7,20,7,357,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[5, 5]","[16, 15]","[4, 9]","[628.0, 668.0]",0.0,True,2000,1296,"[7.67564687986777e-06, 119.04872408926317]",3,0.00024,0.748122,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1, 1]","[14, 13, 12]","[6, 5, 5]","[125.0, 225.0, 146.0]",1.0,False,2000,496,"[0.22115456387338142, 0.00046329541538906035, 0.0038915506224774486]",17,0.448768,0.256214,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2, 2]","[14, 13, 12]","[6, 5, 5]","[245.0, 431.0, 266.0]",1.0,False,2000,942,"[-0.026761892496764972, 0.00046329541538906035, 0.0038915506224774486]",23,0.40673,0.617751,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,3,153,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 3, 3]","[14, 13, 12]","[6, 5, 5]","[428.0, 552.0, 501.0]",1.0,False,2000,1481,"[-0.10399247084490071, 0.002056151282704354, 0.011709823137715718]",33,0.930504,1.278432,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,4,204,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[4, 4, 4]","[14, 13, 12]","[6, 5, 5]","[563.0, 705.0, 644.0]",1.0,False,2000,1912,"[-0.11113752956426026, 0.002056151282704354, 0.011709823137715718]",42,0.415522,1.448337,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,5,255,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[5, 5, 5]","[14, 13, 12]","[6, 5, 5]","[694.0, 906.0, 793.0]",1.0,False,2000,2393,"[-0.1590644861929036, 0.002056151282704354, 0.011709823137715718]",46,0.338301,1.493278,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,6,306,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[6, 6, 6]","[14, 13, 12]","[6, 5, 5]","[866.0, 1026.0, 999.0]",29.0,False,2000,2891,"[-0.16489685495650974, 0.002056151282704354, 0.011709823137715718]",54,0.673006,1.597716,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,7,357,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[7, 7, 7]","[14, 13, 12]","[6, 5, 5]","[1077.0, 1168.0, 1226.0]",26.0,False,2000,3471,"[-0.17168523551805492, -0.0033183467785935505, 0.011709823137715718]",56,0.795009,1.752803,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,8,408,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[8, 8, 8]","[14, 13, 12]","[6, 5, 5]","[1200.0, 1357.0, 1449.0]",22.0,False,2000,4006,"[-0.16704496742238462, -0.006219339653446454, 0.011709823137715718]",66,0.493727,1.87828,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,9,459,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[9, 9, 9]","[14, 13, 12]","[6, 5, 5]","[1322.0, 1478.0, 1589.0]",15.0,False,2000,4389,"[-0.16948665376992267, -0.013208427884841, 0.011709823137715718]",77,0.291029,2.061324,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,10,510,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[10, 10, 10]","[14, 13, 12]","[6, 5, 5]","[1443.0, 1612.0, 1709.0]",11.0,False,2000,4764,"[-0.17562594662007314, -0.08291780317853181, 0.001107985351827138]",75,0.48681,2.129037,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,11,561,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[11, 10, 10]","[14, 13, 12]","[6, 5, 5]","[1565.0, 1612.0, 1709.0]",7.0,False,2000,4886,"[-0.17562594662007314, -0.1072645627756117, -0.003739992058157726]",79,0.071816,2.409364,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,12,612,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[12, 10, 10]","[14, 13, 12]","[6, 5, 5]","[1694.0, 1612.0, 1709.0]",3.0,False,2000,5015,"[-0.18076269008702184, -0.10123790321671322, -0.004282568740134107]",77,0.07258,2.373943,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,13,663,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[12, 10, 10]","[14, 13, 12]","[6, 5, 5]","[1694.0, 1612.0, 1709.0]",1.0,False,2000,5015,"[-0.18161286201984694, -0.0996311384919295, -0.004282568740134107]",80,0.000382,2.487488,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_DTLZ2,medium,mvns,DTLZ2,12,3,2000,14,17,14,714,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[12, 10, 10]","[14, 13, 12]","[6, 5, 5]","[1694.0, 1612.0, 1709.0]",0.0,True,2000,5015,"[-0.18161286201984694, -0.10051666366098289, -0.004282568740134107]",81,0.00064,2.561993,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1, 1]","[8, 8, 8]","[5, 4, 3]","[332.0, 212.0, 205.0]",1.0,False,2000,749,"[0.13008622840425232, 0.04070432649947957, 0.0007985626048684623]",10,3.962423,0.201742,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2, 2]","[8, 8, 8]","[5, 4, 3]","[576.0, 598.0, 510.0]",1.0,False,2000,1684,"[-0.031669526717450935, 0.04070432649947957, 0.0007985626048684623]",21,2.465439,0.653105,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,3,153,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 3, 3]","[8, 8, 8]","[5, 4, 3]","[798.0, 798.0, 758.0]",1.0,False,2000,2354,"[-0.019445170186372707, -0.04813065564973218, 0.0007985626048684623]",58,2.022412,1.632631,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,4,204,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[4, 4, 4]","[8, 8, 8]","[5, 4, 3]","[998.0, 1003.0, 1026.0]",1.0,False,2000,3027,"[-0.026604080061060742, -0.039407471368171576, 0.0007985626048684623]",68,1.582641,2.026387,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,5,255,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[5, 5, 5]","[8, 8, 8]","[5, 4, 3]","[1252.0, 1226.0, 1241.0]",1.0,False,2000,3719,"[-0.04890095240368186, -0.0381101330657132, 0.0007985626048684623]",69,1.859738,2.245887,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,6,306,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[6, 6, 6]","[8, 8, 8]","[5, 4, 3]","[1550.0, 1449.0, 1441.0]",19.0,False,2000,4440,"[-0.05275802769963578, -0.04093692963383733, 0.0007985626048684623]",77,4.406894,2.446967,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,7,357,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[7, 7, 7]","[8, 8, 8]","[5, 4, 3]","[1800.0, 1754.0, 1796.0]",13.0,False,2000,5350,"[-0.05409134867374776, -0.04093692963383733, -0.001068902784973984]",85,3.514127,2.814784,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,8,408,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[8, 8, 8]","[8, 8, 8]","[5, 4, 3]","[2000.0, 2000.0, 2000.0]",8.0,False,2000,6000,"[-0.049986993946891545, -0.05091950186488248, -0.0011475354288539511]",86,2.356437,3.0946,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,9,459,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[8, 8, 8]","[8, 8, 8]","[5, 4, 3]","[2000.0, 2000.0, 2000.0]",3.0,False,2000,6000,"[-0.04933087524743662, -0.11884532585554552, -0.0006217485472190739]",94,0.00036,3.070939,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_MMF16_20,medium,mvns,MMF16_20,20,3,2000,10,10,10,510,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[8, 8, 8]","[8, 8, 8]","[5, 4, 3]","[2000.0, 2000.0, 2000.0]",0.0,True,2000,6000,"[-0.04933087524743662, -0.11884532585554552, -0.0025229624834900892]",96,0.000346,3.082075,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[8, 7]","[4, 4]","[220.0, 327.0]",1.0,False,2000,547,"[1.84511196019411e-26, 1.883948545376642e-28]",2,0.231215,0.0798,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[8, 7]","[4, 4]","[220.0, 327.0]",1.0,False,2000,547,"[9.669057406393995e-51, 5.791606609974484e-50]",2,0.000226,0.883429,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,3,153,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[8, 7]","[4, 4]","[220.0, 327.0]",1.0,False,2000,547,"[2.6189526397597915e-57, 7.53144498488773e-55]",1,0.000251,0.95943,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,4,204,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[8, 7]","[4, 4]","[220.0, 327.0]",1.0,False,2000,547,"[2.6924212213485266e-58, 7.504575596597432e-56]",10,0.000238,0.930561,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,5,255,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[8, 7]","[4, 4]","[220.0, 327.0]",1.0,False,2000,547,"[7.514781597091023e-59, 5.612078634405259e-56]",4,0.000233,1.041106,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,6,306,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 1]","[8, 7]","[4, 4]","[618.0, 327.0]",1.0,False,2000,945,"[3.25964809634379e-59, 3.522644314489194e-56]",1,0.194757,1.034535,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,7,357,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 1]","[8, 7]","[4, 4]","[618.0, 327.0]",1.0,False,2000,945,"[2.4270983575180215e-59, 2.4272332448944286e-56]",2,0.000229,0.652214,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_WFG9,medium,mvns,WFG9,22,2,2000,8,10,8,408,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 1]","[8, 7]","[4, 4]","[618.0, 327.0]",0.0,True,2000,945,"[2.209990762939566e-59, 2.386416502557376e-56]",1,0.000238,1.040158,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_ZDT1,medium,mvns,ZDT1,30,2,2000,7,7,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1]","[5, 5]","[3, 3]","[566.0, 334.0]",1.0,False,2000,900,"[0.02337811353168512, 2.229408681436834]",4,5.424708,0.056608,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_medium-mvns_ZDT1,medium,mvns,ZDT1,30,2,2000,7,7,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2]","[5, 5]","[3, 3]","[1073.0, 637.0]",1.0,False,2000,1710,"[0.02337811353168512, 2.229408681436834]",4,4.612009,0.109525,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
