ts,rec,alg,geracao,modelo,motivo,n_pontos,tempo_pred_sonda_s,fe_treino_max,x_hash,ok,problema
2026-07-26T12:23:11Z,sonda,e74,60,RBF-local(s3),cadencia,2000,0.095994,143,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:12Z,sonda,e74,63,RBF-global(s2),cadencia,2000,0.095281,145,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:13Z,sonda,e74,66,PNN(s1),cadencia,2000,0.104874,147,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:17Z,sonda,e74,72,RBF-local(s3),cadencia,2000,0.094096,152,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:18Z,sonda,e74,75,RBF-global(s2),cadencia,2000,0.093999,154,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:20Z,sonda,e74,78,PNN(s1),cadencia,2000,0.102085,156,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:24Z,sonda,e74,84,RBF-local(s3),cadencia,2000,0.083152,161,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:25Z,sonda,e74,87,RBF-global(s2),cadencia,2000,0.119481,163,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:27Z,sonda,e74,90,PNN(s1),cadencia,2000,0.09992,165,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:31Z,sonda,e74,96,RBF-local(s3),cadencia,2000,0.090745,170,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:32Z,sonda,e74,99,RBF-global(s2),cadencia,2000,0.089442,172,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:34Z,sonda,e74,102,PNN(s1),cadencia,2000,0.101644,174,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:38Z,sonda,e74,108,RBF-local(s3),cadencia,2000,0.090293,179,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:39Z,sonda,e74,111,RBF-global(s2),cadencia,2000,0.094897,181,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:42Z,sonda,e74,114,PNN(s1),cadencia,2000,0.104558,183,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:46Z,sonda,e74,120,RBF-local(s3),cadencia,2000,0.089637,188,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:47Z,sonda,e74,123,RBF-global(s2),cadencia,2000,0.093208,190,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:50Z,sonda,e74,126,PNN(s1),cadencia,2000,0.108495,192,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:55Z,sonda,e74,132,RBF-local(s3),cadencia,2000,0.094936,197,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:56Z,sonda,e74,135,RBF-global(s2),cadencia,2000,0.09429,199,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:58Z,sonda,e74,138,PNN(s1),cadencia,2000,0.115884,201,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:03Z,sonda,e74,144,RBF-local(s3),cadencia,2000,0.091972,204,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:04Z,sonda,e74,147,RBF-global(s2),cadencia,2000,0.09412,205,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:07Z,sonda,e74,150,PNN(s1),cadencia,2000,0.107779,207,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:12Z,sonda,e74,156,RBF-local(s3),cadencia,2000,0.094144,210,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:13Z,sonda,e74,159,RBF-global(s2),cadencia,2000,0.113549,211,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:16Z,sonda,e74,162,PNN(s1),cadencia,2000,0.106342,213,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:21Z,sonda,e74,168,RBF-local(s3),cadencia,2000,0.087303,216,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:22Z,sonda,e74,171,RBF-global(s2),cadencia,2000,0.095266,218,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:25Z,sonda,e74,174,PNN(s1),cadencia,2000,0.102896,220,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:31Z,sonda,e74,180,RBF-local(s3),cadencia,2000,0.088782,225,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:31Z,sonda,e74,183,RBF-global(s2),cadencia,2000,0.098387,227,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:34Z,sonda,e74,186,PNN(s1),cadencia,2000,0.099413,229,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:40Z,sonda,e74,192,RBF-local(s3),cadencia,2000,0.093159,234,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:41Z,sonda,e74,195,RBF-global(s2),cadencia,2000,0.096644,236,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:44Z,sonda,e74,198,PNN(s1),cadencia,2000,0.100858,238,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:51Z,sonda,e74,204,RBF-local(s3),cadencia,2000,0.092126,243,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:51Z,sonda,e74,207,RBF-global(s2),cadencia,2000,0.091586,245,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:24:55Z,sonda,e74,210,PNN(s1),cadencia,2000,0.10372,247,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:01Z,sonda,e74,216,RBF-local(s3),cadencia,2000,0.085587,252,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:02Z,sonda,e74,219,RBF-global(s2),cadencia,2000,0.099395,254,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:05Z,sonda,e74,222,PNN(s1),cadencia,2000,0.102933,256,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:13Z,sonda,e74,228,RBF-local(s3),cadencia,2000,0.08751,261,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:13Z,sonda,e74,231,RBF-global(s2),cadencia,2000,0.094218,263,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:17Z,sonda,e74,234,PNN(s1),cadencia,2000,0.097753,265,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:24Z,sonda,e74,240,RBF-local(s3),cadencia,2000,0.089534,270,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:25Z,sonda,e74,243,RBF-global(s2),cadencia,2000,0.098562,272,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:28Z,sonda,e74,246,PNN(s1),cadencia,2000,0.102598,274,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:36Z,sonda,e74,252,RBF-local(s3),cadencia,2000,0.09038,279,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:37Z,sonda,e74,255,RBF-global(s2),cadencia,2000,0.101123,281,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:41Z,sonda,e74,258,PNN(s1),cadencia,2000,0.101804,283,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:49Z,sonda,e74,264,RBF-local(s3),cadencia,2000,0.090741,288,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:49Z,sonda,e74,267,RBF-global(s2),cadencia,2000,0.100404,290,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:25:53Z,sonda,e74,270,PNN(s1),cadencia,2000,0.096615,292,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:26:02Z,sonda,e74,276,RBF-local(s3),cadencia,2000,0.086954,297,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:26:03Z,sonda,e74,279,RBF-global(s2),cadencia,2000,0.097244,299,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:26:07Z,sonda,e74,282,PNN(s1),cadencia,2000,0.096671,298,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:26:16Z,sonda,e74,288,RBF-local(s3),cadencia,2000,0.088217,306,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:26:17Z,sonda,e74,290,PNN(s1),final,2000,0.097879,306,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:26:17Z,sonda,e74,287,RBF-global(s2),final,2000,0.098019,305,ec78b789a1099efc447ccab7d95bfaf64ea346d0f124161128a9b00293596311,True,BBOB_F1
2026-07-26T12:23:53Z,sonda,e74,1,RBF-global(boot),cadencia,2000,0.161095,108,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:23:54Z,sonda,e74,3,RBF-global(s2),cadencia,2000,0.119595,110,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:23:56Z,sonda,e74,6,PNN(s1),cadencia,2000,0.122893,112,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:00Z,sonda,e74,12,RBF-local(s3),cadencia,2000,0.095933,115,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:01Z,sonda,e74,15,RBF-global(s2),cadencia,2000,0.110091,116,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:03Z,sonda,e74,18,PNN(s1),cadencia,2000,0.113004,118,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:06Z,sonda,e74,24,RBF-local(s3),cadencia,2000,0.097718,121,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:07Z,sonda,e74,27,RBF-global(s2),cadencia,2000,0.098458,122,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:09Z,sonda,e74,30,PNN(s1),cadencia,2000,0.104791,124,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:12Z,sonda,e74,36,RBF-local(s3),cadencia,2000,0.091928,129,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:13Z,sonda,e74,39,RBF-global(s2),cadencia,2000,0.093169,131,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:14Z,sonda,e74,42,PNN(s1),cadencia,2000,0.107124,133,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:18Z,sonda,e74,48,RBF-local(s3),cadencia,2000,0.086473,138,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:19Z,sonda,e74,51,RBF-global(s2),cadencia,2000,0.092846,140,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:21Z,sonda,e74,54,PNN(s1),cadencia,2000,0.102185,142,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:25Z,sonda,e74,60,RBF-local(s3),cadencia,2000,0.092675,147,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:25Z,sonda,e74,63,RBF-global(s2),cadencia,2000,0.095629,149,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:27Z,sonda,e74,66,PNN(s1),cadencia,2000,0.10718,151,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:31Z,sonda,e74,72,RBF-local(s3),cadencia,2000,0.092204,155,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:32Z,sonda,e74,75,RBF-global(s2),cadencia,2000,0.097671,157,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:34Z,sonda,e74,78,PNN(s1),cadencia,2000,0.101786,159,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:37Z,sonda,e74,84,RBF-local(s3),cadencia,2000,0.091537,164,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:38Z,sonda,e74,87,RBF-global(s2),cadencia,2000,0.099293,166,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:40Z,sonda,e74,90,PNN(s1),cadencia,2000,0.101751,168,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:43Z,sonda,e74,96,RBF-local(s3),cadencia,2000,0.090287,172,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:44Z,sonda,e74,99,RBF-global(s2),cadencia,2000,0.088178,174,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:46Z,sonda,e74,102,PNN(s1),cadencia,2000,0.104115,176,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:50Z,sonda,e74,108,RBF-local(s3),cadencia,2000,0.096772,181,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:50Z,sonda,e74,111,RBF-global(s2),cadencia,2000,0.098314,183,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:52Z,sonda,e74,114,PNN(s1),cadencia,2000,0.09867,185,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:56Z,sonda,e74,120,RBF-local(s3),cadencia,2000,0.088517,190,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:57Z,sonda,e74,123,RBF-global(s2),cadencia,2000,0.097502,192,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:24:59Z,sonda,e74,126,PNN(s1),cadencia,2000,0.104825,194,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:02Z,sonda,e74,132,RBF-local(s3),cadencia,2000,0.095016,199,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:03Z,sonda,e74,135,RBF-global(s2),cadencia,2000,0.090561,201,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:05Z,sonda,e74,138,PNN(s1),cadencia,2000,0.101075,203,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:09Z,sonda,e74,144,RBF-local(s3),cadencia,2000,0.087401,208,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:10Z,sonda,e74,147,RBF-global(s2),cadencia,2000,0.097152,210,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:12Z,sonda,e74,150,PNN(s1),cadencia,2000,0.101347,212,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:16Z,sonda,e74,156,RBF-local(s3),cadencia,2000,0.09087,217,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:17Z,sonda,e74,159,RBF-global(s2),cadencia,2000,0.111816,219,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:19Z,sonda,e74,162,PNN(s1),cadencia,2000,0.103741,221,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:23Z,sonda,e74,168,RBF-local(s3),cadencia,2000,0.091145,224,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:23Z,sonda,e74,171,RBF-global(s2),cadencia,2000,0.099784,228,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:26Z,sonda,e74,174,PNN(s1),cadencia,2000,0.096857,230,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:30Z,sonda,e74,180,RBF-local(s3),cadencia,2000,0.086647,234,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:31Z,sonda,e74,183,RBF-global(s2),cadencia,2000,0.098137,237,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:33Z,sonda,e74,186,PNN(s1),cadencia,2000,0.104372,239,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:37Z,sonda,e74,192,RBF-local(s3),cadencia,2000,0.092479,244,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:38Z,sonda,e74,195,RBF-global(s2),cadencia,2000,0.093403,246,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:40Z,sonda,e74,198,PNN(s1),cadencia,2000,0.100601,248,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:43Z,sonda,e74,204,RBF-local(s3),cadencia,2000,0.085267,252,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:44Z,sonda,e74,207,RBF-global(s2),cadencia,2000,0.094794,255,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:46Z,sonda,e74,210,PNN(s1),cadencia,2000,0.111648,257,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:50Z,sonda,e74,216,RBF-local(s3),cadencia,2000,0.112207,262,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:51Z,sonda,e74,219,RBF-global(s2),cadencia,2000,0.097215,264,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:53Z,sonda,e74,222,PNN(s1),cadencia,2000,0.095569,266,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:57Z,sonda,e74,228,RBF-local(s3),cadencia,2000,0.098109,271,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:25:58Z,sonda,e74,231,RBF-global(s2),cadencia,2000,0.11041,273,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:00Z,sonda,e74,234,PNN(s1),cadencia,2000,0.102509,275,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:04Z,sonda,e74,240,RBF-local(s3),cadencia,2000,0.139893,280,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:05Z,sonda,e74,243,RBF-global(s2),cadencia,2000,0.149843,282,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:08Z,sonda,e74,246,PNN(s1),cadencia,2000,0.167051,284,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:12Z,sonda,e74,252,RBF-local(s3),cadencia,2000,0.091346,289,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:13Z,sonda,e74,255,RBF-global(s2),cadencia,2000,0.102809,291,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:15Z,sonda,e74,258,PNN(s1),cadencia,2000,0.094754,293,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
2026-07-26T12:26:19Z,sonda,e74,264,RBF-local(s3),cadencia,2000,0.088391,298,7870969e81b80a8dd0932e115da4e89aad02b36b5952547d7f38c577f2cd6214,True,BBOB_F17
