problema,geracao,fe,aceito,slot_perdido,n_cand,N,count,frac_n1,n_desal,flag_copia,cand_dist,cand_classe,n1_pop,nan_s0,match_dx,pos,rank_global,is_argmax_global,is_argmax_S,pos_in_S,chosen_in_S,|S1|,limiar_pre
BBOB_F1,102,176,1,0,1,100,51,0.68,25,False,7.858876085138983,1,92,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,92.0,1.0
BBOB_F1,106,179,1,0,1,100,3,0.91,8,False,1.5330842411311487,1,99,0,0.0,80.0,85.0,0.0,0.0,84.0,1.0,99.0,1.0
BBOB_F1,110,182,1,0,1,100,51,0.52,35,False,5.374373221918716,1,83,0,0.0,33.0,70.0,0.0,0.0,58.0,1.0,83.0,1.0
BBOB_F1,114,185,1,0,1,100,51,0.6,26,False,9.870494168229449,1,85,0,0.0,17.0,6.0,0.0,0.0,4.0,1.0,85.0,1.0
BBOB_F1,118,188,1,0,1,100,3,0.95,3,False,3.2770176760617398,1,95,0,0.0,81.0,29.0,0.0,0.0,29.0,1.0,95.0,1.0
BBOB_F1,122,191,1,0,1,100,51,0.78,17,False,6.467420153423801,1,95,0,0.0,77.0,36.0,0.0,0.0,34.0,1.0,95.0,1.0
BBOB_F1,126,194,1,0,1,100,51,0.58,32,False,6.062074723830886,1,86,0,0.0,57.0,20.0,0.0,0.0,15.0,1.0,86.0,1.0
BBOB_F1,130,197,1,0,1,100,51,0.54,32,False,6.966450056124246,3,84,0,0.0,20.0,38.0,0.0,0.0,-1.0,0.0,84.0,1.0
BBOB_F1,134,200,1,0,1,100,51,0.62,26,False,4.408923434432107,2,85,0,0.0,49.0,99.0,0.0,0.0,-1.0,0.0,85.0,1.0
BBOB_F1,138,202,0,0,0,100,51,0.0,9,False,[],[],0,0,,,,,,,,,
BBOB_F1,142,204,0,0,0,100,51,0.0,17,False,[],[],0,0,,,,,,,,,
BBOB_F1,146,206,0,0,0,100,51,0.0,15,False,[],[],0,0,,,,,,,,,
BBOB_F1,150,208,0,0,0,100,51,0.0,19,False,[],[],0,0,,,,,,,,,
BBOB_F1,154,210,0,0,0,100,51,0.0,19,False,[],[],0,0,,,,,,,,,
BBOB_F1,158,212,0,0,0,100,51,0.0,21,False,[],[],0,0,,,,,,,,,
BBOB_F1,162,214,0,0,0,100,51,0.0,23,False,[],[],0,0,,,,,,,,,
BBOB_F1,166,216,0,0,0,100,51,0.0,31,False,[],[],0,0,,,,,,,,,
BBOB_F1,170,219,1,0,1,100,51,0.71,26,False,3.467511979806937,1,96,0,0.0,41.0,96.0,0.0,0.0,92.0,1.0,96.0,1.0
BBOB_F1,174,222,1,0,1,100,51,0.61,27,False,7.31680526935368,2,85,0,0.0,14.0,10.0,0.0,0.0,-1.0,0.0,85.0,1.0
BBOB_F1,178,225,1,0,1,100,51,0.78,19,False,3.7743969586895827,1,97,0,0.0,25.0,19.0,0.0,0.0,19.0,1.0,97.0,1.0
BBOB_F1,182,228,1,0,1,100,51,0.62,28,False,3.5659051093158793,1,90,0,0.0,46.0,98.0,0.0,0.0,88.0,1.0,90.0,1.0
BBOB_F1,186,231,1,0,1,100,51,0.75,22,False,7.815243618210176,1,97,0,0.0,20.0,21.0,0.0,0.0,21.0,1.0,97.0,1.0
BBOB_F1,190,234,1,0,1,100,51,0.73,19,False,7.162613600425391,1,90,0,0.0,67.0,28.0,0.0,0.0,26.0,1.0,90.0,1.0
BBOB_F1,194,237,1,0,1,100,26,0.93,6,False,7.626112367275166,1,99,0,0.0,24.0,31.0,0.0,0.0,31.0,1.0,99.0,1.0
BBOB_F1,198,240,1,0,1,100,21,0.9,8,False,5.221406160993531,1,98,0,0.0,18.0,79.0,0.0,0.0,79.0,1.0,98.0,1.0
BBOB_F1,202,243,1,0,1,100,28,0.9,8,False,6.24761834681364,1,98,0,0.0,51.0,51.0,0.0,0.0,49.0,1.0,98.0,1.0
BBOB_F1,206,246,1,0,1,100,17,0.92,6,False,6.443690097760254,1,97,0,0.0,68.0,28.0,0.0,0.0,27.0,1.0,97.0,1.0
BBOB_F1,210,249,1,0,1,100,17,0.91,8,False,4.459663159999534,1,99,0,0.0,38.0,89.0,0.0,0.0,88.0,1.0,99.0,1.0
BBOB_F1,214,252,1,0,1,100,31,0.92,7,False,7.0170727447060655,1,99,0,0.0,36.0,27.0,0.0,0.0,27.0,1.0,99.0,1.0
BBOB_F1,218,255,1,0,1,100,51,0.79,19,False,6.0947024678326835,1,97,0,0.0,66.0,66.0,0.0,0.0,64.0,1.0,97.0,1.0
BBOB_F1,222,258,1,0,1,100,51,0.87,13,False,6.763575379215202,1,100,0,0.0,41.0,77.0,0.0,0.0,77.0,1.0,100.0,1.0
BBOB_F1,226,261,1,0,1,100,49,0.92,8,False,2.4019904528531835,1,100,0,0.0,55.0,100.0,0.0,0.0,100.0,1.0,100.0,1.0
BBOB_F1,230,264,1,0,1,100,8,0.9,0,False,3.2803952356794546,1,90,0,0.0,26.0,2.0,0.0,0.0,2.0,1.0,90.0,1.0
BBOB_F1,234,267,1,0,1,100,6,0.92,7,False,4.0100247517160374,1,99,0,0.0,0.0,38.0,0.0,0.0,38.0,1.0,99.0,1.0
BBOB_F1,238,270,1,0,1,100,39,0.93,6,False,7.819986248408581,1,99,0,0.0,44.0,37.0,0.0,0.0,37.0,1.0,99.0,1.0
BBOB_F1,242,273,1,0,1,100,10,0.92,7,False,6.106516805074682,1,99,0,0.0,18.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
BBOB_F1,246,276,1,0,1,100,8,0.91,6,False,2.593863516891319,1,97,0,0.0,73.0,95.0,0.0,0.0,93.0,1.0,97.0,1.0
BBOB_F1,250,279,1,0,1,100,51,0.75,21,False,5.370578231365745,1,96,0,0.0,0.0,83.0,0.0,0.0,79.0,1.0,96.0,1.0
BBOB_F1,254,282,1,0,1,100,45,0.9,9,False,8.027569810141662,1,99,0,0.0,62.0,4.0,0.0,0.0,4.0,1.0,99.0,1.0
BBOB_F1,258,285,1,0,1,100,12,0.92,7,False,4.370350445864519,1,99,0,0.0,45.0,46.0,0.0,0.0,46.0,1.0,99.0,1.0
BBOB_F1,262,288,1,0,1,100,25,0.96,4,False,9.105339179019934,1,100,0,0.0,27.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
BBOB_F1,266,291,1,0,1,100,51,0.82,13,False,6.193136137094439,1,94,0,0.0,79.0,69.0,0.0,0.0,65.0,1.0,94.0,1.0
BBOB_F1,270,294,1,0,1,100,2,0.92,1,False,2.468561599739052,1,92,0,0.0,48.0,68.0,0.0,0.0,64.0,1.0,92.0,1.0
BBOB_F1,274,297,1,0,1,100,9,0.93,6,False,4.898394085403125,1,99,0,0.0,72.0,69.0,0.0,0.0,69.0,1.0,99.0,1.0
BBOB_F1,278,300,1,0,1,100,8,0.91,8,False,3.5208088044152337,1,99,0,0.0,21.0,60.0,0.0,0.0,60.0,1.0,99.0,1.0
BBOB_F1,282,303,1,0,1,100,7,0.95,5,False,5.0442788754683985,1,100,0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
BBOB_F1,286,306,1,0,1,100,51,0.83,14,False,6.800887240436556,1,97,0,0.0,52.0,69.0,0.0,0.0,66.0,1.0,97.0,1.0
BBOB_F1,290,309,1,0,1,100,51,0.88,10,False,5.9267626808371805,1,98,0,0.0,81.0,89.0,0.0,0.0,87.0,1.0,98.0,1.0
BBOB_F17,2,111,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,6,113,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,10,115,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,14,117,0,1,1,100,0,0.99,91,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,18,119,0,1,1,100,0,0.99,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,22,121,0,1,1,100,0,0.96,91,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,26,123,0,1,1,100,0,0.9,89,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,30,126,1,0,1,100,7,0.9,9,False,6.846903471915692,1,99,0,0.0,40.0,20.0,0.0,0.0,20.0,1.0,99.0,1.0
BBOB_F17,34,129,1,0,1,100,12,0.9,5,False,6.761625817901513,1,95,0,0.0,8.0,44.0,0.0,0.0,43.0,1.0,95.0,1.0
BBOB_F17,38,132,1,0,1,100,39,0.93,7,False,5.666562749749055,1,100,0,0.0,53.0,78.0,0.0,0.0,78.0,1.0,100.0,1.0
BBOB_F17,42,135,1,0,1,100,12,0.95,3,False,6.776561645108815,1,98,0,0.0,36.0,33.0,0.0,0.0,33.0,1.0,98.0,1.0
BBOB_F17,46,138,1,0,1,100,19,0.92,8,False,6.56798600553048,1,100,0,0.0,90.0,41.0,0.0,0.0,41.0,1.0,100.0,1.0
BBOB_F17,50,141,1,0,1,100,31,0.93,7,False,6.411430855866787,1,100,0,0.0,66.0,71.0,0.0,0.0,71.0,1.0,100.0,1.0
BBOB_F17,54,144,1,0,1,100,49,0.9,10,False,7.790606457439563,1,100,0,0.0,77.0,25.0,0.0,0.0,25.0,1.0,100.0,1.0
BBOB_F17,58,147,1,0,1,100,51,0.89,9,False,4.72469486976643,1,98,0,0.0,25.0,95.0,0.0,0.0,93.0,1.0,98.0,1.0
BBOB_F17,62,150,1,0,1,100,42,0.93,7,False,6.805775280658406,1,100,0,0.0,87.0,89.0,0.0,0.0,89.0,1.0,100.0,1.0
BBOB_F17,66,152,0,1,1,100,0,0.91,88,True,0.0,1,10,0,,,,,,,,,
BBOB_F17,70,155,1,0,1,100,26,0.93,6,False,7.821526516253193,4,99,0,0.0,22.0,53.0,0.0,0.0,-1.0,0.0,99.0,1.0
BBOB_F17,74,158,1,0,1,100,16,0.91,9,False,4.03856597106867,1,100,0,0.0,36.0,94.0,0.0,0.0,94.0,1.0,100.0,1.0
BBOB_F17,78,161,1,0,1,100,2,0.91,0,False,2.512507785766484,1,91,0,0.0,56.0,90.0,0.0,0.0,81.0,1.0,91.0,1.0
BBOB_F17,82,164,1,0,1,100,32,0.92,7,False,4.779230598296978,1,99,0,0.0,18.0,95.0,0.0,0.0,94.0,1.0,99.0,1.0
BBOB_F17,86,167,1,0,1,100,26,0.92,8,False,6.761995478787132,1,100,0,0.0,9.0,49.0,0.0,0.0,49.0,1.0,100.0,1.0
BBOB_F17,90,170,1,0,1,100,10,0.9,7,False,7.228942251074915,1,97,0,0.0,83.0,11.0,0.0,0.0,9.0,1.0,97.0,1.0
BBOB_F17,94,172,0,1,1,100,0,0.91,89,True,0.0,1,9,0,,,,,,,,,
BBOB_F17,98,175,1,0,1,100,17,0.92,8,False,5.7599250590723585,1,100,0,0.0,58.0,65.0,0.0,0.0,65.0,1.0,100.0,1.0
BBOB_F17,102,178,1,0,1,100,38,0.92,6,False,6.1976327933801,1,98,0,0.0,30.0,71.0,0.0,0.0,70.0,1.0,98.0,1.0
BBOB_F17,106,181,1,0,1,100,25,0.93,7,False,7.776383817699163,1,100,0,0.0,15.0,59.0,0.0,0.0,59.0,1.0,100.0,1.0
BBOB_F17,110,184,1,0,1,100,22,0.93,6,False,11.744485639752279,1,99,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
BBOB_F17,114,187,1,0,1,100,30,0.9,7,False,3.742530462817471,1,97,0,0.0,12.0,98.0,0.0,0.0,95.0,1.0,97.0,1.0
BBOB_F17,118,190,1,0,1,100,10,0.91,9,False,6.077107712387627,1,100,0,0.0,58.0,78.0,0.0,0.0,78.0,1.0,100.0,1.0
BBOB_F17,122,193,1,0,1,100,38,0.94,5,False,9.291827360863577,1,99,0,0.0,36.0,9.0,0.0,0.0,9.0,1.0,99.0,1.0
BBOB_F17,126,196,1,0,1,100,21,0.9,9,False,6.039743875868825,1,98,0,0.0,86.0,70.0,0.0,0.0,68.0,1.0,98.0,1.0
BBOB_F17,130,199,1,0,1,100,17,0.9,8,False,6.360194467249779,1,98,0,0.0,34.0,82.0,0.0,0.0,80.0,1.0,98.0,1.0
BBOB_F17,134,202,1,0,1,100,51,0.74,22,False,8.811617866743957,1,96,0,0.0,20.0,24.0,0.0,0.0,23.0,1.0,96.0,1.0
BBOB_F17,138,205,1,0,1,100,51,0.73,26,False,6.813941184545226,1,99,0,0.0,46.0,65.0,0.0,0.0,65.0,1.0,99.0,1.0
BBOB_F17,142,208,1,0,1,100,39,0.93,7,False,5.177393532381426,1,100,0,0.0,62.0,92.0,0.0,0.0,92.0,1.0,100.0,1.0
BBOB_F17,146,211,1,0,1,100,32,0.92,7,False,8.98933137618622,1,98,0,0.0,58.0,2.0,0.0,0.0,2.0,1.0,98.0,1.0
BBOB_F17,150,214,1,0,1,100,51,0.73,23,False,8.006481675033253,1,96,0,0.0,67.0,43.0,0.0,0.0,41.0,1.0,96.0,1.0
BBOB_F17,154,217,1,0,1,100,25,0.9,9,False,3.9126777313555814,1,99,0,0.0,42.0,86.0,0.0,0.0,85.0,1.0,99.0,1.0
BBOB_F17,158,220,1,0,1,100,51,0.71,22,False,7.5751811171855765,1,92,0,0.0,51.0,35.0,0.0,0.0,33.0,1.0,92.0,1.0
BBOB_F17,162,223,1,0,1,100,51,0.65,28,False,5.433186018950336,1,92,0,0.0,38.0,92.0,0.0,0.0,84.0,1.0,92.0,1.0
BBOB_F17,166,226,1,0,1,100,29,0.9,8,False,9.834681287249907,1,98,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
BBOB_F17,170,229,1,0,1,100,40,0.93,6,False,9.616089294519819,1,99,0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
BBOB_F17,174,232,1,0,1,100,44,0.95,4,False,8.242301780045421,1,99,0,0.0,39.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
BBOB_F17,178,235,1,0,1,100,51,0.81,15,False,6.754763273984249,1,96,0,0.0,67.0,64.0,0.0,0.0,61.0,1.0,96.0,1.0
BBOB_F17,182,238,1,0,1,100,51,0.8,17,False,5.651264401743452,1,97,0,0.0,66.0,90.0,0.0,0.0,87.0,1.0,97.0,1.0
BBOB_F17,186,241,1,0,1,100,50,0.9,9,False,6.658023937318003,1,99,0,0.0,28.0,48.0,0.0,0.0,48.0,1.0,99.0,1.0
BBOB_F17,190,244,1,0,1,100,51,0.78,20,False,6.157170679544523,1,98,0,0.0,14.0,61.0,0.0,0.0,59.0,1.0,98.0,1.0
BBOB_F17,194,247,1,0,1,100,51,0.81,16,False,10.448572830875534,1,96,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0
BBOB_F17,198,250,1,0,1,100,4,0.9,6,False,3.9714335930220113,1,96,0,0.0,14.0,46.0,0.0,0.0,44.0,1.0,96.0,1.0
BBOB_F17,202,253,1,0,1,100,27,0.93,7,False,4.895619973270664,1,100,0,0.0,89.0,85.0,0.0,0.0,85.0,1.0,100.0,1.0
BBOB_F17,206,256,1,0,1,100,51,0.86,11,False,5.2365140557426395,1,97,0,0.0,44.0,99.0,0.0,0.0,97.0,1.0,97.0,1.0
BBOB_F17,210,259,1,0,1,100,32,0.96,4,False,5.270904440988387,1,100,0,0.0,60.0,74.0,0.0,0.0,74.0,1.0,100.0,1.0
BBOB_F17,214,262,1,0,1,100,5,0.94,6,False,3.721423114550927,1,100,0,0.0,74.0,65.0,0.0,0.0,65.0,1.0,100.0,1.0
BBOB_F17,218,265,1,0,1,100,29,0.9,10,False,6.399304897641871,1,100,0,0.0,33.0,60.0,0.0,0.0,60.0,1.0,100.0,1.0
BBOB_F17,222,268,1,0,1,100,31,0.9,9,False,9.164165862633494,1,99,0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,99.0,1.0
BBOB_F17,226,271,1,0,1,100,41,0.91,7,False,7.430882181695378,1,98,0,0.0,79.0,38.0,0.0,0.0,38.0,1.0,98.0,1.0
BBOB_F17,230,274,1,0,1,100,51,0.83,17,False,7.527005369092106,1,100,0,0.0,73.0,34.0,0.0,0.0,34.0,1.0,100.0,1.0
BBOB_F17,234,277,1,0,1,100,35,0.9,8,False,6.823854418545543,1,98,0,0.0,29.0,45.0,0.0,0.0,45.0,1.0,98.0,1.0
BBOB_F17,238,280,1,0,1,100,31,0.91,9,False,6.457576597811979,1,100,0,0.0,68.0,64.0,0.0,0.0,64.0,1.0,100.0,1.0
BBOB_F17,242,283,1,0,1,100,36,0.9,9,False,5.563867401679203,1,99,0,0.0,37.0,76.0,0.0,0.0,75.0,1.0,99.0,1.0
BBOB_F17,246,286,1,0,1,100,51,0.86,12,False,5.738496594419908,1,98,0,0.0,77.0,77.0,0.0,0.0,75.0,1.0,98.0,1.0
BBOB_F17,250,289,1,0,1,100,19,0.9,8,False,4.598246390028807,1,98,0,0.0,15.0,76.0,0.0,0.0,74.0,1.0,98.0,1.0
BBOB_F17,254,292,1,0,1,100,51,0.72,25,False,6.1621760740473235,1,97,0,0.0,54.0,62.0,0.0,0.0,60.0,1.0,97.0,1.0
BBOB_F17,258,295,1,0,1,100,41,0.9,9,False,5.6432273938361455,1,99,0,0.0,46.0,60.0,0.0,0.0,60.0,1.0,99.0,1.0
BBOB_F17,262,298,1,0,1,100,32,0.94,5,False,9.70332215771848,1,99,0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
BBOB_F17,266,301,1,0,1,100,21,0.93,7,False,6.1100357461270836,1,99,0,0.0,90.0,44.0,0.0,0.0,43.0,1.0,99.0,1.0
BBOB_F17,270,304,1,0,1,100,45,0.93,6,False,6.336307571965669,1,99,0,0.0,42.0,59.0,0.0,0.0,59.0,1.0,99.0,1.0
BBOB_F17,274,307,1,0,1,100,34,0.9,9,False,8.356668431401767,1,99,0,0.0,0.0,29.0,0.0,0.0,29.0,1.0,99.0,1.0
BBOB_F22,2,111,0,1,1,100,0,0.99,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,6,113,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,10,115,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,14,117,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,18,119,0,1,1,100,0,0.98,89,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,22,121,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,26,123,0,1,1,100,0,1.0,91,True,0.0,1,9,0,,,,,,,,,
BBOB_F22,30,125,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,34,127,0,1,1,100,0,1.0,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,38,129,0,1,1,100,0,0.98,91,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,42,131,0,1,1,100,0,0.97,87,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,46,133,0,1,1,100,0,0.98,90,True,0.0,1,10,0,,,,,,,,,
BBOB_F22,50,135,0,1,1,100,0,0.97,86,True,0.0,1,11,0,,,,,,,,,
BBOB_F22,54,137,0,1,1,100,0,0.95,89,True,0.0,1,11,0,,,,,,,,,
BBOB_F22,58,140,1,0,1,100,3,0.93,5,False,2.9025008821511453,1,98,0,0.0,68.0,91.0,0.0,0.0,90.0,1.0,98.0,1.0
BBOB_F22,62,143,1,0,1,100,16,0.9,9,False,7.310123124700128,1,99,0,0.0,60.0,6.0,0.0,0.0,5.0,1.0,99.0,1.0
BBOB_F22,66,146,1,0,1,100,26,0.9,9,False,3.480607897567646,1,99,0,0.0,53.0,95.0,0.0,0.0,94.0,1.0,99.0,1.0
BBOB_F22,70,149,1,0,1,100,51,0.77,18,False,5.689527212453479,1,95,0,0.0,69.0,85.0,0.0,0.0,81.0,1.0,95.0,1.0
BBOB_F22,74,152,1,0,1,100,51,0.73,22,False,7.89663111735783,1,95,0,0.0,47.0,28.0,0.0,0.0,27.0,1.0,95.0,1.0
BBOB_F22,78,155,1,0,1,100,51,0.77,20,False,8.339903860894168,1,97,0,0.0,15.0,5.0,0.0,0.0,5.0,1.0,97.0,1.0
BBOB_F22,82,158,1,0,1,100,51,0.75,22,False,5.210913493980347,1,96,0,0.0,73.0,85.0,0.0,0.0,82.0,1.0,96.0,1.0
BBOB_F22,86,161,1,0,1,100,51,0.64,28,False,5.427813185656974,1,92,0,0.0,4.0,79.0,0.0,0.0,71.0,1.0,92.0,1.0
BBOB_F22,90,164,1,0,1,100,51,0.8,14,False,6.760640311555357,1,94,0,0.0,3.0,27.0,0.0,0.0,26.0,1.0,94.0,1.0
BBOB_F22,94,167,1,0,1,100,51,0.64,22,False,7.33792972481752,1,86,0,0.0,33.0,15.0,0.0,0.0,12.0,1.0,86.0,1.0
BBOB_F22,98,170,1,0,1,100,51,0.54,31,False,7.1338912484132795,3,82,0,0.0,38.0,10.0,0.0,0.0,-1.0,0.0,82.0,1.0
BBOB_F22,102,173,1,0,1,100,51,0.68,26,False,5.3307047315041505,1,93,0,0.0,14.0,43.0,0.0,0.0,38.0,1.0,93.0,1.0
BBOB_F22,106,176,1,0,1,100,6,0.94,6,False,4.397487579673427,1,100,0,0.0,54.0,15.0,0.0,0.0,15.0,1.0,100.0,1.0
BBOB_F22,110,179,1,0,1,100,51,0.6,27,False,5.000955045306325,1,85,0,0.0,59.0,64.0,0.0,0.0,55.0,1.0,85.0,1.0
BBOB_F22,114,182,1,0,1,100,51,0.59,35,False,5.710163256724894,1,91,0,0.0,1.0,33.0,0.0,0.0,29.0,1.0,91.0,1.0
BBOB_F22,118,185,1,0,1,100,51,0.78,12,False,6.09830411098906,1,90,0,0.0,69.0,10.0,0.0,0.0,8.0,1.0,90.0,1.0
BBOB_F22,122,188,1,0,1,100,43,0.91,9,False,10.229416166712559,1,100,0,0.0,87.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
BBOB_F22,126,191,1,0,1,100,51,0.72,20,False,5.953066553627836,1,92,0,0.0,28.0,54.0,0.0,0.0,49.0,1.0,92.0,1.0
BBOB_F22,130,194,1,0,1,100,51,0.64,28,False,4.516223268135267,1,90,0,0.0,11.0,71.0,0.0,0.0,63.0,1.0,90.0,1.0
BBOB_F22,134,197,1,0,1,100,51,0.71,22,False,6.4795340009552005,1,93,0,0.0,21.0,31.0,0.0,0.0,28.0,1.0,93.0,1.0
BBOB_F22,138,200,1,0,1,100,51,0.76,21,False,5.9575401537888535,1,97,0,0.0,70.0,42.0,0.0,0.0,40.0,1.0,97.0,1.0
BBOB_F22,142,203,1,0,1,100,51,0.68,26,False,5.193388629136112,1,92,0,0.0,31.0,50.0,0.0,0.0,43.0,1.0,92.0,1.0
BBOB_F22,146,206,1,0,1,100,51,0.79,14,False,5.726439720984678,1,93,0,0.0,25.0,74.0,0.0,0.0,69.0,1.0,93.0,1.0
BBOB_F22,150,209,1,0,1,100,51,0.68,29,False,7.233917858454757,1,97,0,0.0,12.0,32.0,0.0,0.0,31.0,1.0,97.0,1.0
BBOB_F22,154,212,1,0,1,100,51,0.68,24,False,5.510610142759501,1,91,0,0.0,45.0,56.0,0.0,0.0,52.0,1.0,91.0,1.0
BBOB_F22,158,215,1,0,1,100,51,0.68,27,False,6.110317186792292,1,95,0,0.0,51.0,7.0,0.0,0.0,5.0,1.0,95.0,1.0
BBOB_F22,162,218,1,0,1,100,51,0.75,23,False,6.593456455078643,1,97,0,0.0,45.0,14.0,0.0,0.0,11.0,1.0,97.0,1.0
BBOB_F22,166,221,1,0,1,100,51,0.63,26,False,5.703886312337679,1,85,0,0.0,58.0,21.0,0.0,0.0,18.0,1.0,85.0,1.0
BBOB_F22,170,224,1,0,1,100,51,0.55,33,False,4.299975235551493,2,86,0,0.0,10.0,49.0,0.0,0.0,-1.0,0.0,86.0,1.0
BBOB_F22,174,227,1,0,1,100,51,0.53,41,False,5.078754100119461,1,93,0,0.0,39.0,27.0,0.0,0.0,24.0,1.0,93.0,1.0
BBOB_F22,178,230,1,0,1,100,51,0.66,29,False,4.68971837926715,1,95,0,0.0,63.0,42.0,0.0,0.0,41.0,1.0,95.0,1.0
BBOB_F22,182,233,1,0,1,100,51,0.8,15,False,5.850060026766524,1,94,0,0.0,45.0,46.0,0.0,0.0,42.0,1.0,94.0,1.0
