problema,D,M,N,maxfe,fe_final,n_ger,status,motivo_parada,cache_hits,n_init,wall_s,maq_env,A1_maxfe_31D_1,A1_fe_final_eq,A1_n_real,A1_fe_index_denso,A1_sid_denso,A2_init_11D_1,A2_doe_hash_bate,A2_dX_init,A2_fases,A6_mu_sigma_null,A6_pred_classe_null,A6_pred_tipo,A6_modelo_flag,A6_espaco_transf_null,A10_um_rsid_por_ger,A10_n_escolhidos,A10_rsid_unicos,A10_iter_eq_fe,A10_sonda_sem_rsid,A10_top100_exato,A10_n_dec,A10_dec_eq_nger,A10_ncands0,A10_gens_sem_rsid,A10_linhas_busca,A10_max_linhas_ger,A8_ftm_monotonico,A8_ftm_quedas,A8_ftm_eq_arch_menos1,A8_ftm_min,A8_ftm_max,A4_cadencia_ok,A4_n_blocos,A4_n_blocos_manifesto,A4_blocos_2000,A4_finalprobe,A4_ultima_coberta,A5_dX_sonda_1,A5_dX_sonda_last,A7_n_timing,A7_timing_eq_nger,A7_inv1_frac,A7_sonda_pos_frac,A7_fitseries_eq,A7_n_acum_eq,A_pop_N_todas,A_pop_ngrupos,A_pop_ids_no_real,A_pop_escolhido_entra_frac,A12_ez_id_frac,A12_ez_id_maxdelta,A12_sm_id_frac,A12_argmax_frac,A12_ez_null_ncands1,A12_ez_null_total,A12_ncands1,A13_conf_sonda_media,A13_conf_sonda_frac1,A13_conf_busca_min,A13_conf_busca_med,A13_conf_busca_frac1,A15_prioridade_frac,A15_n_Q1,A15_n_Q2,A15_n_Q3,A15_n_None,A16_qmax_frac,A16_n_estourou300,A16_max_ncands,A18_pool7000_frac,A18_acordo_med,A18_desacordo_med,A17_distinct_n,A17_distinct_pool_null,A17_distinct_scf_null,A17_cat_None_eq_distinct,A19_P_sem_modelo,A19_P_gate_frac,A19_P_Eupd_frac,A19_P_Eupd_n,A19_P_Eupd_med,A19_P_skip_frac,A19_P_epocas_pos,A19_P_epocas_zero_quando_skip,A21_P_frac_acc_com_1,A21_P_frac_todas_1,A19_S_sem_modelo,A19_S_gate_frac,A19_S_Eupd_frac,A19_S_Eupd_n,A19_S_Eupd_med,A19_S_skip_frac,A19_S_epocas_pos,A19_S_epocas_zero_quando_skip,A21_S_frac_acc_com_1,A21_S_frac_todas_1,A20_Tmax,A20_Tmax_formula,A20_reinit_p,A20_reinit_s,A20_fit0_pnet,A20_fit0_snet,A20_fit0_ntreino,A20_fit0_epocas,A22_fmin,A22_fmax,A22_const_no_log,A22_eq_manifesto,A23_xnorm,A25_visualization,A28_dtype_params,A28_dtype_pinning,A33_sbx,A33_pm,A33_indpb_1_n,A34_fnn,A34_adam,A34_Einit,A34_gamma,A34_Qmax,A34_theta,A34_pool,A32_N_tabela2,A9_n_guards,A9_tipos_guard,A9_spin_total_footer,A9_spin_guards,A9_spin_bate,A9_cache_footer,A9_cache_manifesto,A9_n_cache_infill,A9_skip_p_footer,A9_skip_s_footer,A9_skip_bate,A9_footer_status,A9_footer_motivo,A9_footer_cp_init,A9_n_footer,A30_spin_cap_disparos,A30_teto_wall_disparos,A30_cache_travado,A30_max_tentativa,A24_seq_len,A24_rodadas_completas,A24_rodadas_total,A24_perm_frac,A24_1a_rodada_natural,A24_cids_unicos,A24_resto,A27_ez_max_g1,A27_ez_max_g1_gt_2N,A27_frac_g1_gt_2N,A27_ez_max_g2plus,A27_ez_max_g2plus_le_2N,A27_ez_max_g1_le_2ninit,H_sonda_frac_pos_b1,H_sonda_frac_pos_b2,H_sonda_frac_pos_ult,H_sonda_blocos_zerados,H_sonda_n_blocos,H_sonda_ger_1o_zero,H_sonda_frac_blocos_zerados_pos_b1,U11_rho_ez_ndom,U11_ndom_med,U11_frac_infill_domina,U11_frac_infill_ndom0
DTLZ4,12,3,15,371,371,240,ok,orcamento,0,131,3730.9077,jupyter,True,True,371,True,True,True,True,2.974925017440455e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,240,240,True,True,True,240,True,0,0,13424,100,True,0,True,130,369,True,121,121,True,False,True,2.9802322387695312e-08,2.9802322387695312e-08,240,True,1.0,1.0,True,True,True,240,True,0.5313807531380753,1.0,1.348046873772546e-05,1.0,1.0,26,26,26,1.0,1.0,0.5363589525222778,1.0,0.7774880810488677,1.0,49,82,38,71,1.0,4,300,1.0,6522.0,478.0,71,1.0,1.0,True,0,1.0,1.0,149,11.0,0.37916666666666665,149,True,0.3875,0.04583333333333333,0,1.0,1.0,174,20.0,0.275,174,True,0.45,0.1,156,True,0,0,True,True,131,20,"[0.0, 0.0, 0.0]","[1.1, 1.1, 1.1]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.083333,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,4,spin_resample:4,4,4,True,0,0,0,91,66,True,ok,orcamento,True,2,0,0,0,1,244,16,16,1.0,True,15,4,235.120849609375,True,0.868,16.528308868408203,True,True,0.991,0.6885,0.013,2,121,114,0.016666666666666666,0.07534134720753075,3.0,0.8,0.2
DTLZ7,22,3,15,681,681,440,ok,orcamento,0,241,7658.648,jupyter,True,True,681,True,True,True,True,2.9791798028533378e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,440,440,True,True,True,440,True,0,0,23688,100,True,0,True,240,679,True,221,221,True,False,True,2.9802322387695312e-08,2.9802322387695312e-08,440,True,1.0,1.0,True,True,True,440,True,0.6492027334851936,1.0,2.2589843752029992e-05,1.0,1.0,21,21,21,1.0,1.0,0.5266823172569275,0.9991045594215393,0.3997804795677136,1.0,199,55,10,176,1.0,13,300,1.0,6204.5,795.5,176,1.0,1.0,True,0,1.0,1.0,76,3.0,0.8272727272727273,76,True,0.6068181818181818,0.038636363636363635,0,1.0,1.0,242,9.0,0.45,242,True,0.5022727272727273,0.1409090909090909,266,True,0,0,True,True,241,20,"[0.0, 0.0, 2.614]","[0.94589, 0.94589, 6.3386]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.045455,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,67,spin_resample:67,67,67,True,0,0,0,364,198,True,ok,orcamento,True,2,0,0,0,7,507,33,33,1.0,True,15,12,325.2469177246094,True,0.698,11.982630729675293,True,True,0.99,0.125,0.0,183,221,48,0.8318181818181818,0.015150807608685982,79.5,1.0,0.0
MMF1,2,2,11,61,61,40,ok,orcamento,0,21,100.1526,jupyter,True,True,61,True,True,True,True,1.1457521598146059e-07,init|opt,True,True,score,EDN-par(2xFNN),True,True,40,40,True,True,True,40,True,0,0,3343,100,True,0,True,20,59,True,21,21,True,False,True,1.1920928955078125e-07,1.1920928955078125e-07,40,True,1.0,1.0,True,True,True,40,True,0.5897435897435898,1.0,1.4525390611197508e-05,1.0,1.0,0,0,0,0.9974410533905029,0.15978571428571428,0.5579224824905396,0.9944773316383362,0.08973975471133712,1.0,13,15,4,8,1.0,16,300,1.0,5093.0,1907.0,8,1.0,1.0,True,0,1.0,1.0,37,8.0,0.075,37,True,0.35,0.05,0,1.0,1.0,38,13.5,0.05,38,True,0.3,0.025,46,True,0,0,True,True,21,20,"[0.0005, 0.0]","[1.09995, 1.07536]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.500000,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,4,spin_resample:4,4,4,True,0,0,0,3,2,True,ok,orcamento,True,2,0,0,0,2,44,4,4,1.0,True,11,0,21.436803817749023,False,0.0,10.655281066894531,True,True,0.986,0.6485,0.381,0,21,-1,0.0,0.4998353158835968,11.0,0.925,0.075
MMF11_L,2,2,11,61,61,41,ok,orcamento,1,21,86.0175,jupyter,True,True,61,True,True,True,True,5.8479016962209585e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,41,40,False,True,True,41,True,0,0,3677,100,True,0,False,20,59,True,22,22,True,True,True,5.923211565672659e-08,5.923211565672659e-08,41,True,1.0,1.0,True,False,True,41,True,0.675,1.0,1.4718749980602297e-05,1.0,1.0,0,0,0,0.9999956488609314,0.9306818181818182,0.6019939184188843,0.926688015460968,0.08294805548001088,1.0,31,5,1,4,1.0,23,300,1.0,6013.0,987.0,4,1.0,1.0,True,0,1.0,1.0,32,3.0,0.21951219512195122,32,True,0.8048780487804879,0.12195121951219512,0,1.0,1.0,37,6.0,0.0975609756097561,37,True,0.3170731707317073,0.024390243902439025,46,True,0,0,True,True,21,20,"[0.1, 0.9523]","[1.2000000000000002, 11.42804]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.500000,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,5,cache_hit:1|cache_hit_infill:1|spin_resample:3,3,3,True,1,1,1,9,4,True,ok,orcamento,True,2,0,0,0,1,44,4,4,1.0,True,11,0,16.68975067138672,False,0.0,9.35780143737793,True,True,0.7605,0.5705,0.0935,0,22,-1,0.0,0.608386562224727,5.0,0.8048780487804879,0.1951219512195122
MMF16_20,20,3,15,619,619,400,ok,orcamento,0,219,7360.1115,jupyter,True,True,619,True,True,True,True,2.9796276557192414e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,400,400,True,True,True,400,True,0,0,12882,100,True,0,True,218,617,True,201,201,True,False,True,2.9802322387695312e-08,2.9802322387695312e-08,400,True,1.0,1.0,True,True,True,400,True,0.40100250626566414,1.0,8.029296878930836e-06,1.0,1.0,23,23,23,1.0,1.0,0.6397635340690613,0.9999992847442627,0.5119546654246235,1.0,324,76,0,0,1.0,0,272,1.0,6599.5,400.5,0,,,True,0,1.0,1.0,191,4.0,0.5225,191,True,0.4775,0.01,0,1.0,1.0,246,7.0,0.385,246,True,0.63,0.2075,244,True,0,0,True,True,219,20,"[0.0, 0.0, 0.0]","[2.2, 2.2, 2.2]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.050000,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,0,,0,0,True,0,0,0,209,154,True,ok,orcamento,True,2,0,0,0,0,400,26,26,1.0,True,15,10,127.25546264648438,True,0.2405,4.7395806312561035,True,True,0.976,0.126,0.005,0,201,-1,0.0,0.02865599986482595,26.0,0.9875,0.0125
MMF4,2,2,11,61,61,40,ok,orcamento,0,21,88.9951,jupyter,True,True,61,True,True,True,True,5.4513727754113006e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,40,40,True,True,True,40,True,0,0,3422,100,True,0,True,20,59,True,21,21,True,False,True,5.960464477539063e-08,5.960464477539063e-08,40,True,1.0,1.0,True,True,True,40,True,0.5128205128205128,1.0,1.3492187520114385e-05,1.0,1.0,0,0,0,0.9989729523658752,0.22623809523809524,0.440451979637146,0.9711529016494751,0.20368205727644653,1.0,12,20,2,6,1.0,15,300,1.0,5614.5,1385.5,6,1.0,1.0,True,0,1.0,1.0,33,6.0,0.175,33,True,0.35,0.0,0,1.0,1.0,37,9.0,0.075,37,True,0.15,0.0,46,True,0,0,True,True,21,20,"[0.001, 0.0]","[1.0999, 1.1]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.500000,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,1,spin_resample:1,1,1,True,0,0,0,7,3,True,ok,orcamento,True,2,0,0,0,1,41,3,3,1.0,True,11,8,16.84014320373535,False,0.0,7.087203502655029,True,True,0.9375,0.7535,0.424,0,21,-1,0.0,0.20227238491218727,7.0,0.95,0.05
WFG1,22,2,11,681,681,440,ok,orcamento,0,241,13047.0624,jupyter,True,True,681,True,True,True,True,1.9048635309104611e-06,init|opt,True,True,score,EDN-par(2xFNN),True,True,431,431,True,True,True,440,True,9,9,18929,100,True,0,True,240,679,True,221,221,True,False,True,1.9073486328125e-06,1.9073486328125e-06,440,True,1.0,1.0,True,True,True,440,True,0.4627906976744186,1.0,2.8925781293764885e-05,1.0,1.0,75,84,75,1.0,1.0,0.6177665591239929,0.9935927391052246,0.23778329547255533,1.0,208,3,0,229,1.0,43,300,1.0,5272.0,1728.0,229,1.0,1.0,True,0,1.0,1.0,276,4.0,0.37272727272727274,276,True,0.19545454545454546,0.01818181818181818,0,1.0,1.0,247,13.0,0.43863636363636366,247,True,0.5295454545454545,0.075,266,True,0,0,True,True,241,20,"[0.0, 0.0]","[2.2, 4.4]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.045455,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,740,spin_cap:9|spin_resample:731,731,731,True,0,0,0,164,193,True,ok,orcamento,True,2,9,0,0,10,1162,105,105,1.0,True,11,7,342.2489929199219,True,0.916,6.912459373474121,True,True,0.9905,0.046,0.038,2,221,178,0.00909090909090909,0.022919229136214997,20.0,0.9582366589327146,0.04176334106728538
WFG2,22,2,11,681,681,440,ok,orcamento,0,241,15342.2887,jupyter,True,True,681,True,True,True,True,1.9052260000762544e-06,init|opt,True,True,score,EDN-par(2xFNN),True,True,440,440,True,True,True,440,True,0,0,24687,100,True,0,True,240,679,True,221,221,True,False,True,1.9073486328125e-06,1.9073486328125e-06,440,True,1.0,1.0,True,True,True,440,True,0.3052391799544419,1.0,1.3591796857781446e-05,1.0,1.0,11,11,11,1.0,1.0,0.5927006602287292,1.0,0.8613035200712926,1.0,217,21,2,200,1.0,0,300,1.0,5626.5,1373.5,200,1.0,1.0,True,0,1.0,1.0,300,4.0,0.3181818181818182,300,True,0.08863636363636364,0.00909090909090909,0,1.0,1.0,358,12.0,0.18636363636363637,358,True,0.42045454545454547,0.045454545454545456,266,True,0,0,True,True,241,20,"[0.0, 0.0]","[2.2, 4.4]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.045455,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,0,,0,0,True,0,0,0,140,82,True,ok,orcamento,True,2,0,0,0,0,440,40,40,1.0,True,11,0,254.91758728027344,True,0.856,8.397141456604004,True,True,0.994,0.156,0.0215,0,221,-1,0.0,0.14216938946059374,120.5,1.0,0.0
WFG4,22,2,11,681,681,440,ok,orcamento,0,241,20219.5687,jupyter,True,True,681,True,True,True,True,1.9042712366967862e-06,init|opt,True,True,score,EDN-par(2xFNN),True,True,440,440,True,True,True,440,True,0,0,18709,100,True,0,True,240,679,True,221,221,True,False,True,1.9073486328125e-06,1.9073486328125e-06,440,True,1.0,1.0,True,True,True,440,True,0.5375854214123007,1.0,1.5046874977997504e-05,1.0,1.0,37,37,37,1.0,0.9992171945701357,0.5865097641944885,1.0,0.7873750601314875,1.0,229,82,15,114,1.0,4,300,1.0,5953.0,1047.0,114,1.0,1.0,True,0,1.0,1.0,364,7.0,0.17272727272727273,364,True,0.075,0.0022727272727272726,0,1.0,1.0,370,15.5,0.1590909090909091,370,True,0.3840909090909091,0.029545454545454545,266,True,0,0,True,True,241,20,"[0.0014, 0.0]","[2.19986, 4.4]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.045455,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,0,,0,0,True,0,0,0,76,70,True,ok,orcamento,True,2,0,0,0,0,440,40,40,1.0,True,11,0,140.32974243164062,True,0.736,10.915270805358887,True,True,0.998,0.0965,0.0115,0,221,-1,0.0,0.1006485640167462,37.5,1.0,0.0
WFG5,22,2,11,681,681,440,ok,orcamento,0,241,15090.469,jupyter,True,True,681,True,True,True,True,1.8893242028639179e-06,init|opt,True,True,score,EDN-par(2xFNN),True,True,440,440,True,True,True,440,True,0,0,17512,100,True,0,True,240,679,True,221,221,True,False,True,1.9073486328125e-06,1.9073486328125e-06,440,True,1.0,1.0,True,True,True,440,True,0.5284738041002278,1.0,9.666015614584467e-06,1.0,1.0,21,21,21,1.0,0.9999886877828055,0.5583224892616272,1.0,0.7037460027409776,1.0,261,57,18,104,1.0,0,300,1.0,6196.5,803.5,104,1.0,1.0,True,0,1.0,1.0,266,6.0,0.39545454545454545,266,True,0.26136363636363635,0.011363636363636364,0,1.0,1.0,329,13.0,0.25227272727272726,329,True,0.5772727272727273,0.05909090909090909,266,True,0,0,True,True,241,20,"[0.1569, 0.0032]","[2.18431, 4.38615]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.045455,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,8,spin_resample:8,8,8,True,0,0,0,174,111,True,ok,orcamento,True,2,0,0,0,1,448,40,40,1.0,True,11,8,135.21153259277344,True,0.5865,5.98976469039917,True,True,0.9945,0.116,0.0145,0,221,-1,0.0,0.2993550073437195,63.5,0.9977272727272727,0.0022727272727272726
WFG9,22,2,11,681,681,440,ok,orcamento,0,241,20784.3189,jupyter,True,True,681,True,True,True,True,1.9070339618565413e-06,init|opt,True,True,score,EDN-par(2xFNN),True,True,440,440,True,True,True,440,True,0,0,17190,100,True,0,True,240,679,True,221,221,True,False,True,1.9073486328125e-06,1.9073486328125e-06,440,True,1.0,1.0,True,True,True,440,True,0.49658314350797267,1.0,1.0804687519794243e-05,1.0,1.0,51,51,51,0.9999997615814209,0.9846606334841629,0.5471920967102051,1.0,0.768586387434555,1.0,146,172,41,81,1.0,6,300,1.0,5757.0,1243.0,81,1.0,1.0,True,0,1.0,1.0,333,6.0,0.2431818181818182,333,True,0.07954545454545454,0.006818181818181818,0,1.0,1.0,376,18.0,0.14545454545454545,376,True,0.325,0.022727272727272728,266,True,0,0,True,True,241,20,"[0.0, 0.0]","[2.2, 4.4]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.045455,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,1,spin_resample:1,1,1,True,0,0,0,107,64,True,ok,orcamento,True,2,0,0,0,1,441,40,40,1.0,True,11,1,224.4087677001953,True,0.6285,13.9996919631958,True,True,0.9945,0.175,0.0255,0,221,-1,0.0,0.24668994597744848,89.0,0.9931818181818182,0.006818181818181818
ZDT1,30,2,11,929,929,600,ok,orcamento,0,329,10988.0695,jupyter,True,True,929,True,True,True,True,2.978190016822424e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,600,600,True,True,True,600,True,0,0,43940,100,True,0,True,328,927,True,301,301,True,False,True,2.9802322387695312e-08,2.9802322387695312e-08,600,True,1.0,1.0,True,True,True,600,True,0.4340567612687813,1.0,3.0136718805806595e-05,1.0,1.0,10,10,10,1.0,1.0,0.5087643265724182,0.8699895739555359,0.08120163859808831,1.0,494,45,0,61,1.0,56,300,1.0,6453.0,547.0,61,1.0,1.0,True,0,1.0,1.0,13,1.0,0.9783333333333334,13,True,0.67,0.02,0,1.0,1.0,328,5.0,0.4533333333333333,328,True,0.2866666666666667,0.051666666666666666,354,True,0,0,True,True,329,20,"[0.0, 0.0]","[1.1, 1.1]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.033333,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,27,spin_resample:27,27,27,True,0,0,0,587,272,True,ok,orcamento,True,2,0,0,0,2,627,57,57,1.0,True,11,0,369.3875427246094,True,0.892,5.999987602233887,True,True,0.997,0.042,0.0,227,301,20,0.7566666666666667,-0.08280744507303106,265.0,1.0,0.0
ZDT3,30,2,11,929,929,600,ok,orcamento,0,329,16856.1636,jupyter,True,True,929,True,True,True,True,2.9800702572302384e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,600,600,True,True,True,600,True,0,0,40181,100,True,0,True,328,927,True,301,301,True,False,True,2.9802322387695312e-08,2.9802322387695312e-08,600,True,1.0,1.0,True,True,True,600,True,0.5792988313856428,1.0,3.026562501418084e-05,1.0,1.0,9,9,9,1.0,1.0,0.5902358889579773,0.998156726360321,0.4175854259475872,1.0,310,58,10,222,1.0,35,300,1.0,5898.5,1101.5,222,1.0,1.0,True,0,1.0,1.0,185,1.0,0.6916666666666667,185,True,0.245,0.0016666666666666668,0,1.0,1.0,351,6.0,0.415,351,True,0.2683333333333333,0.07666666666666666,354,True,0,0,True,True,329,20,"[0.0, -0.7734]","[0.93709, 1.17734]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.033333,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,1,spin_resample:1,1,1,True,0,0,0,415,249,True,ok,orcamento,True,2,0,0,0,1,601,54,54,1.0,True,11,7,289.1500549316406,True,0.9,4.0,True,True,0.999,0.03,0.0035,161,301,52,0.5366666666666666,0.005762667742592144,298.0,1.0,0.0
ZDT4,10,2,11,309,309,201,ok,orcamento,1,109,727.629,jupyter,True,True,309,True,True,True,True,2.374759207057764e-07,init|opt,True,True,score,EDN-par(2xFNN),True,True,201,200,False,True,True,201,True,0,0,1889,100,True,0,False,108,307,True,102,102,True,True,True,2.384185791015625e-07,2.384185791015625e-07,201,True,1.0,1.0,True,False,True,201,True,0.525,1.0,1.5248046850047103e-05,1.0,1.0,183,183,183,0.9999887347221375,0.9776764705882353,0.6543571949005127,0.9995333552360535,0.2853361566966649,1.0,0,0,18,183,1.0,0,300,0.0,,,183,1.0,1.0,True,0,1.0,1.0,151,3.0,0.24875621890547264,151,True,0.15422885572139303,0.009950248756218905,201,,,0,,0.0,0,True,0.0,0.0,134,True,0,201,True,False,109,20,"[0.0, 0.0]","[1.1, 1.1]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.100000,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,2,cache_hit:1|cache_hit_infill:1,0,0,True,1,1,1,50,0,True,ok,orcamento,True,2,0,0,0,0,201,18,18,1.0,True,11,3,108.94477844238281,True,0.5185,11.0,True,True,0.919,0.0625,0.0355,15,102,56,0.1485148514851485,0.5901815878636409,138.0,1.0,0.0
ZDT6,10,2,11,309,309,200,ok,orcamento,0,109,2046.2772,jupyter,True,True,309,True,True,True,True,2.979843327644005e-08,init|opt,True,True,score,EDN-par(2xFNN),True,True,200,200,True,True,True,200,True,0,0,14317,100,True,0,True,108,307,True,101,101,True,False,True,2.9802322387695312e-08,2.9802322387695312e-08,200,True,1.0,1.0,True,True,True,200,True,0.7135678391959799,1.0,1.4771484359243914e-05,1.0,1.0,6,6,6,0.9999995231628418,0.9946732673267327,0.4342566132545471,0.9998674392700195,0.297757910176713,1.0,27,20,21,132,1.0,16,300,1.0,2691.0,4309.0,132,1.0,1.0,True,0,1.0,1.0,163,6.0,0.185,163,True,0.285,0.0,0,1.0,1.0,170,9.0,0.15,170,True,0.205,0.03,134,True,0,0,True,True,109,20,"[0.2809, 0.0]","[1.07191, 1.01321]",True,True,"[-1,1]",False,float32,torch.float64,"proC=1.0,disC=30.0","proM=1.0,indpb=0.100000,disM=20.0",True,"2x200 ReLU, logits-3","{'lr': 0.001, 'batch': 32, 'weight_decay': 1e-05}",20,0.9,300,5,7000,True,9,spin_resample:9,9,9,True,0,0,0,37,30,True,ok,orcamento,True,2,0,0,0,4,209,19,19,1.0,True,11,0,209.65866088867188,True,0.8255,14.955448150634766,True,True,0.9945,0.179,0.0,70,101,62,0.7,0.0857020523096669,129.0,1.0,0.0
