label,exp,tier,dist,problema,it,elegivel,delta_log,delta_pred,c_k,C_k,early_stop,casa
WFG4,off,small,lhs,WFG4,4,False,1.0,1.0,0.0,10.0,False,True
WFG5,off,small,lhs,WFG5,1,False,1.0,1.0,6.0,6.0,False,True
WFG5,off,small,lhs,WFG5,2,False,1.0,1.0,0.0,6.0,False,True
WFG5,off,small,lhs,WFG5,3,False,1.0,1.0,0.0,6.0,False,True
WFG5,off,small,lhs,WFG5,4,False,1.0,1.0,0.0,6.0,False,True
WFG9,off,small,lhs,WFG9,1,False,1.0,1.0,6.0,6.0,False,True
WFG9,off,small,lhs,WFG9,2,False,1.0,1.0,0.0,6.0,False,True
WFG9,off,small,lhs,WFG9,3,False,1.0,1.0,0.0,6.0,False,True
WFG9,off,small,lhs,WFG9,4,False,1.0,1.0,0.0,6.0,False,True
ZDT1,off,small,lhs,ZDT1,1,False,1.0,1.0,4.0,4.0,False,True
ZDT1,off,small,lhs,ZDT1,2,False,1.0,1.0,1.0,5.0,False,True
ZDT1,off,small,lhs,ZDT1,3,False,1.0,1.0,1.0,6.0,False,True
ZDT1,off,small,lhs,ZDT1,4,False,1.0,1.0,0.0,6.0,False,True
ZDT3,off,small,lhs,ZDT3,1,False,1.0,1.0,3.0,3.0,False,True
ZDT3,off,small,lhs,ZDT3,2,False,1.0,1.0,1.0,4.0,False,True
ZDT3,off,small,lhs,ZDT3,3,False,1.0,1.0,1.0,5.0,False,True
ZDT3,off,small,lhs,ZDT3,4,False,1.0,1.0,0.0,5.0,False,True
ZDT4,off,small,lhs,ZDT4,1,False,1.0,1.0,5.0,5.0,False,True
ZDT4,off,small,lhs,ZDT4,2,False,1.0,1.0,1.0,6.0,False,True
ZDT4,off,small,lhs,ZDT4,3,False,1.0,1.0,0.0,6.0,False,True
ZDT4,off,small,lhs,ZDT4,4,False,1.0,1.0,0.0,6.0,False,True
ZDT6,off,small,lhs,ZDT6,1,False,1.0,1.0,5.0,5.0,False,True
ZDT6,off,small,lhs,ZDT6,2,False,1.0,1.0,0.0,5.0,False,True
ZDT6,off,small,lhs,ZDT6,3,False,1.0,1.0,0.0,5.0,False,True
ZDT6,off,small,lhs,ZDT6,4,False,1.0,1.0,0.0,5.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,False,1.0,1.0,163.0,163.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,False,1.0,1.0,140.0,303.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,False,1.0,1.0,127.0,430.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,4,False,1.0,1.0,135.0,565.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,5,False,1.0,1.0,136.0,701.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,6,True,272.0,272.0,136.0,837.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,7,True,265.0,265.0,129.0,966.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,8,True,254.0,254.0,125.0,1091.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,9,True,234.0,234.0,109.0,1200.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,10,True,221.0,221.0,112.0,1312.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,11,True,229.0,229.0,117.0,1429.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,True,223.0,223.0,106.0,1535.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,13,True,215.0,215.0,109.0,1644.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,14,True,216.0,216.0,107.0,1751.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,15,True,213.0,213.0,106.0,1857.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,16,True,207.0,207.0,101.0,1958.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,17,True,192.0,192.0,91.0,2049.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,18,True,177.0,177.0,86.0,2135.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,19,True,170.0,170.0,84.0,2219.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,20,True,174.0,174.0,90.0,2309.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,21,True,173.0,173.0,83.0,2392.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,22,True,163.0,163.0,80.0,2472.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,23,True,157.0,157.0,77.0,2549.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,24,True,156.0,156.0,79.0,2628.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,25,True,152.0,152.0,73.0,2701.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,26,True,146.0,146.0,73.0,2774.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,27,True,147.0,147.0,74.0,2848.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,28,True,144.0,144.0,70.0,2918.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,29,True,144.0,144.0,74.0,2992.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,30,True,148.0,148.0,74.0,3066.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,31,True,138.0,138.0,64.0,3130.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,32,True,135.0,135.0,71.0,3201.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,33,True,133.0,133.0,62.0,3263.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,34,True,122.0,122.0,60.0,3323.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,35,True,119.0,119.0,59.0,3382.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,36,True,111.0,111.0,52.0,3434.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,37,True,105.0,105.0,53.0,3487.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,38,True,101.0,101.0,48.0,3535.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,39,True,96.0,96.0,48.0,3583.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,40,True,95.0,95.0,47.0,3630.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,41,True,90.0,90.0,43.0,3673.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,42,True,86.0,86.0,43.0,3716.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,43,True,85.0,85.0,42.0,3758.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,44,True,85.0,85.0,43.0,3801.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,45,True,81.0,81.0,38.0,3839.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,46,True,77.0,77.0,39.0,3878.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,47,True,75.0,75.0,36.0,3914.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,48,True,73.0,73.0,37.0,3951.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,49,True,74.0,74.0,37.0,3988.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,50,True,74.0,74.0,37.0,4025.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,51,True,74.0,74.0,37.0,4062.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,52,True,72.0,72.0,35.0,4097.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,53,True,69.0,69.0,34.0,4131.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,54,True,66.0,66.0,32.0,4163.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,55,True,66.0,66.0,34.0,4197.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,56,True,65.0,65.0,31.0,4228.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,57,True,62.0,62.0,31.0,4259.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,58,True,59.0,59.0,28.0,4287.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,59,True,55.0,55.0,27.0,4314.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,60,True,55.0,55.0,28.0,4342.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,61,True,59.0,59.0,31.0,4373.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,62,True,56.0,56.0,25.0,4398.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,63,True,50.0,50.0,25.0,4423.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,64,True,50.0,50.0,25.0,4448.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,65,True,52.0,52.0,27.0,4475.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,66,True,52.0,52.0,25.0,4500.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,67,True,51.0,51.0,26.0,4526.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,68,True,52.0,52.0,26.0,4552.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,69,True,50.0,50.0,24.0,4576.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,70,True,53.0,53.0,29.0,4605.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,71,True,56.0,56.0,27.0,4632.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,72,True,49.0,49.0,22.0,4654.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,73,True,51.0,51.0,29.0,4683.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,74,True,56.0,56.0,27.0,4710.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,75,True,49.0,49.0,22.0,4732.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,76,True,40.0,40.0,18.0,4750.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,77,True,36.0,36.0,18.0,4768.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,78,True,36.0,36.0,18.0,4786.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,79,True,35.0,35.0,17.0,4803.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,80,True,32.0,32.0,15.0,4818.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,81,True,28.0,28.0,13.0,4831.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,82,True,26.0,26.0,13.0,4844.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,83,True,27.0,27.0,14.0,4858.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,84,True,26.0,26.0,12.0,4870.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,85,True,23.0,23.0,11.0,4881.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,86,True,21.0,21.0,10.0,4891.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,87,True,19.0,19.0,9.0,4900.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,88,True,20.0,20.0,11.0,4911.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,89,True,20.0,20.0,9.0,4920.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,90,True,17.0,17.0,8.0,4928.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,91,True,16.0,16.0,8.0,4936.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,92,True,14.0,14.0,6.0,4942.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,93,True,10.0,10.0,4.0,4946.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,94,True,6.0,6.0,2.0,4948.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,95,True,3.0,3.0,1.0,4949.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,96,True,1.0,1.0,0.0,4949.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,97,True,1.0,1.0,1.0,4950.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,98,True,1.0,1.0,0.0,4950.0,False,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,99,True,0.0,0.0,0.0,4950.0,True,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,False,1.0,1.0,120.0,120.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,False,1.0,1.0,109.0,229.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,False,1.0,1.0,99.0,328.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,4,False,1.0,1.0,98.0,426.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,5,False,1.0,1.0,94.0,520.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,6,True,188.0,188.0,94.0,614.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,7,True,186.0,186.0,92.0,706.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,8,True,183.0,183.0,91.0,797.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,9,True,186.0,186.0,95.0,892.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,10,True,178.0,178.0,83.0,975.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,11,True,161.0,161.0,78.0,1053.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,12,True,150.0,150.0,72.0,1125.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,13,True,147.0,147.0,75.0,1200.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,14,True,137.0,137.0,62.0,1262.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,15,True,124.0,124.0,62.0,1324.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,16,True,117.0,117.0,55.0,1379.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,17,True,111.0,111.0,56.0,1435.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,18,True,107.0,107.0,51.0,1486.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,19,True,96.0,96.0,45.0,1531.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,True,84.0,84.0,39.0,1570.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,21,True,75.0,75.0,36.0,1606.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,22,True,67.0,67.0,31.0,1637.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,23,True,62.0,62.0,31.0,1668.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,24,True,62.0,62.0,31.0,1699.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,25,True,61.0,61.0,30.0,1729.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,26,True,60.0,60.0,30.0,1759.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,27,True,58.0,58.0,28.0,1787.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,28,True,54.0,54.0,26.0,1813.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,29,True,50.0,50.0,24.0,1837.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,30,True,46.0,46.0,22.0,1859.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,31,True,42.0,42.0,20.0,1879.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,32,True,38.0,38.0,18.0,1897.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,33,True,35.0,35.0,17.0,1914.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,34,True,34.0,34.0,17.0,1931.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,35,True,31.0,31.0,14.0,1945.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,36,True,26.0,26.0,12.0,1957.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,37,True,22.0,22.0,10.0,1967.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,38,True,17.0,17.0,7.0,1974.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,39,True,12.0,12.0,5.0,1979.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,40,True,8.0,8.0,3.0,1982.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,41,True,6.0,6.0,3.0,1985.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,42,True,5.0,5.0,2.0,1987.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,43,True,2.0,2.0,0.0,1987.0,False,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,44,True,0.0,0.0,0.0,1987.0,True,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,1,False,1.0,1.0,44.0,44.0,False,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,False,1.0,1.0,0.0,44.0,False,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,3,False,1.0,1.0,0.0,44.0,False,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,4,False,1.0,1.0,0.0,44.0,False,True
