problema,D,M,geracao,n_treino,lote_log,nivel,ramo_QU,n_front1_log,n_front1_rec,n_front2_log,n_front2_rec,lote_rec,fit1max_log,fit1max_rec,fit1min_log,fit1min_rec,fit1med_log,fit1med_rec,fit2med_log,fit2med_rec,fit3med_log,fit3med_rec,Qmin_log,Qmin_rec,Qmax_log,Qmax_rec,Umin_log,Umin_rec,Umax_log,Umax_rec,Upool_log,Upool_rec,s0_obsmax,s0_eq,s0_corr,s0_int,s0_max_teorico,s1_relmed,s1_relmed_ddof0,dmu_max,dmu_med,dmu_med_rel,rcond,solved,n_pool,fe_treino_max,hp_n,dupX,ninA,dif
BBOB_F1,10,2,13,151,2,3,True,144,144,22,22,2,0.0088692675504512,0.0088692826902541,7.922469906296303e-05,7.919542174517069e-05,0.0054080511390221,0.0054080579544815,1.022167394009502,1.0213899360117655,0.0059951878366464,0.0059951776763401,26.0,26,45.0,45,2.0,2,42.0,42,386,386,386.0,0.66,0.9991475793549506,1.0,398,0.0013913899405039,0.1844997519468374,0.3875391623300782,0.0169237168995728,0.0008132027617345,3.2578792909021636e-06,True,200,150,151,5,10,0
BBOB_F1,10,2,14,153,3,3,True,160,161,18,18,3,0.0103598775721154,0.0103598687616736,0.0008775167694922,0.0008775111035921,0.0031542711857369,0.0031542707299379,0.7680539066197198,0.7681882129382959,0.0062600997358394,0.0062601119484693,22.0,22,35.0,35,2.0,2,32.0,32,394,394,394.0,0.735,0.9998383969123924,1.0,398,0.0016035179541588,0.1843199833538329,0.4055100598489086,0.0190560592413624,0.0009117381980175,3.2278148673264605e-06,True,200,152,153,3,9,1
BBOB_F1,10,2,15,156,4,3,True,159,161,19,18,3,0.0095601358726362,0.0095601443790509,0.0006901373434911,0.0006901286729387,0.0053675301700047,0.0055358431654596,0.7855684870774553,0.7813657121061448,0.0046020348454137,0.0040068201861822,23.0,22,39.0,37,4.0,6,36.0,34,374,374,374.0,0.71,0.9995579315681477,1.0,398,0.0018249194186019,0.1848497984374891,0.2788806875270921,0.0185140191332653,0.000887322816438,2.635483366839547e-06,True,200,155,156,3,9,2
BBOB_F1,10,2,16,160,3,3,True,147,152,12,12,3,0.0105977652398666,0.0105977618169438,0.0021759970201693,0.0021759955350182,0.0061819578204869,0.0061819557818516,0.7592871723140444,0.7594685713682657,0.0063666024935636,0.0063666137011559,16.0,16,23.0,23,6.0,6,22.0,22,384,384,384.0,0.76,0.9992130540069468,1.0,398,0.0011033973966834,0.1839943624254937,0.3049796318578046,0.0132248881843006,0.0006368272697399,2.159322133034581e-06,True,200,159,160,9,10,5
BBOB_F1,10,2,17,163,5,3,True,151,151,19,19,5,0.009803983797942,0.0098039826585674,9.23178610257036e-05,9.23323740437132e-05,0.0046463427701016,0.0046463429152221,0.799719618274704,0.7977217814115718,0.0050986443295888,0.0050986171399853,24.0,24,39.0,39,6.0,6,36.0,36,380,380,380.0,0.8,0.9996422132409712,1.0,398,0.0010270136991365,0.1840126527105512,0.2837655344341674,0.0116212841442817,0.0005593216409752,2.123410703921271e-06,True,200,162,163,3,9,0
BBOB_F1,10,2,18,167,3,3,True,147,147,16,10,4,0.0121937416704075,0.01219374932873,0.0,0.0002311540682223,0.0051561557868978,0.0064911068899911,0.996293468827484,0.9580263083866662,0.0047705446400151,0.0037816416657249,18.0,12,31.0,19,10.0,4,30.0,18,384,384,384.0,0.315,0.9853956964954872,1.0,398,0.0028483157128887,0.1841054603623505,0.3628826824301967,0.0127065231636773,0.000616371678065,2.0650171071956494e-06,True,200,166,168,3,10,0
BBOB_F1,10,2,19,170,4,3,True,156,160,18,23,3,0.0112113899525964,0.0112113968306902,0.0007367535307832,0.0007367534660771,0.003991515591601,0.0044201209592015,0.8944570799815201,0.9039972400470848,0.0044038424481502,0.0040581560843902,21.0,27,36.0,46,4.0,6,34.0,44,378,378,378.0,0.84,0.999744301832562,1.0,398,0.0007563639593243,0.1837345391940203,0.2767509662753711,0.0092996418078801,0.0004513608062661,2.020409380365663e-06,True,200,169,170,5,14,4
BBOB_F1,10,2,20,174,3,3,True,149,155,19,17,4,0.0093337023984421,0.0093336971858928,0.0018419691631499,0.0018419656931352,0.0050512429689952,0.0050255987118285,0.9662913152812482,0.9382902460699974,0.0037225571876218,0.003722685352966,21.0,19,38.0,34,4.0,4,36.0,32,394,394,394.0,0.865,0.9997894382949928,1.0,398,0.0008051663248139,0.1837912745282549,0.2023369141894164,0.0103758995031411,0.0004995926405878,1.9544740815246835e-06,True,200,173,174,1,12,6
BBOB_F1,10,2,21,177,4,3,True,150,150,16,16,4,0.0130287208531269,0.0130287183857256,0.0005444579432369,0.0005444668577173,0.0036045250179848,0.0036045191736194,0.7012695595672938,0.7012191344095324,0.0040446031419265,0.0040446021898693,18.0,18,33.0,33,4.0,4,30.0,30,392,392,392.0,0.845,0.9997473692748354,1.0,398,0.0006665615562303,0.1838386428024611,0.253188039636214,0.0074411576830897,0.0003576748705951,1.7635601483451962e-06,True,200,176,177,6,12,0
BBOB_F1,10,2,22,181,2,3,True,160,160,5,5,2,0.0108399827856331,0.0108399916090534,0.0001563095257579,0.0001563099531605,0.0085509175560019,0.0085509245112574,0.5623364707580958,0.5623307349928652,0.0037716371844445,0.0037714163797218,8.0,8,10.0,10,4.0,4,8.0,8,390,390,390.0,0.8,0.9995176686738698,1.0,398,0.0005537174071446,0.1837130543036364,0.2660782808616677,0.007378601537372,0.0003532147432312,1.7418773773183745e-06,True,200,180,181,8,14,0
BBOB_F1,10,2,23,182,4,3,True,154,157,20,18,5,0.0084212160536648,0.0084212101888457,0.0014952375941194,0.0014952388011523,0.0042772824436913,0.0042082159018736,0.9847379424666788,0.8610450871383981,0.0037089450472518,0.0037686576957812,23.0,21,40.0,35,4.0,8,38.0,34,384,382,384.0,0.135,0.982632193644615,1.0,398,0.0107640938231996,0.1875572103922332,0.2926490347705388,0.00519053651628,0.00025156051648,1.5406110522448126e-06,True,200,181,183,4,13,3
BBOB_F1,10,2,24,186,3,3,True,143,146,8,8,3,0.0079411314196961,0.0079411297309802,0.0,0.0,0.0031370513196952,0.0031370529877594,0.2478754365865292,0.2479200293446641,0.0066868873851719,0.0066868885059275,10.0,10,17.0,17,2.0,2,14.0,14,392,392,392.0,0.845,0.9998284081531316,1.0,398,0.000569434681923,0.1836799406044746,0.2128602280279343,0.0061963065340391,0.0003007089787817,1.521677600744397e-06,True,200,185,186,6,11,3
BBOB_F1,10,2,25,189,4,3,True,146,151,22,22,4,0.0101686617556625,0.0101686453314089,0.0002258731632409,0.0002258690268124,0.0056640146845248,0.0056640185880717,0.9510814553675077,0.9512008954177856,0.0045657081506405,0.0045657185794769,26.0,25,45.0,45,2.0,2,42.0,42,370,370,370.0,0.825,0.9992595963617182,1.0,398,0.0005888878552379,0.1836613781263785,0.1492686801310725,0.0056022414039027,0.0002727682047817,1.383657017870051e-06,True,200,188,189,5,15,5
BBOB_F1,10,2,26,193,5,3,True,143,149,19,18,5,0.0122758472542964,0.012275849271981,0.0003577149602855,0.0003577097314767,0.0060123075284477,0.0061681898876503,0.7996536275365429,0.8123076857736762,0.0032885349336762,0.0032350154096248,23.0,22,38.0,37,4.0,4,34.0,32,348,348,348.0,0.8,0.9993901069199436,1.0,398,0.0005159524578805,0.1836888930553736,0.2378103163416338,0.0059217860542579,0.0002843261051378,1.0505803735228171e-06,True,200,192,193,2,16,6
BBOB_F1,10,2,27,198,4,3,True,155,160,18,17,4,0.0094463246480607,0.0080464348598655,0.000337391070675,0.0003373920690259,0.0045380933848357,0.0032671026027616,0.8108557312550664,0.8022438039023456,0.0028036225523115,0.0031925130470761,22.0,21,34.0,33,8.0,8,32.0,30,384,384,384.0,0.77,0.9995959182306726,1.0,398,0.0004829517122142,0.183699284751251,0.2033067746031809,0.0055138569531869,0.0002666398783918,5.882370459865954e-07,True,200,197,198,3,15,5
BBOB_F1,10,2,28,201,5,3,True,141,146,13,22,5,0.0138770398050719,0.0101720458807674,0.0006225460853582,0.0011462245238305,0.0055368186593264,0.0058886674422787,0.9338909475503154,1.0000000000015126,0.0038082371295237,0.0038722917396676,16.0,26,27.0,42,2.0,6,24.0,42,386,374,386.0,0.05,0.9078883438314844,1.0,398,0.004623507064145,0.1835689857620501,0.218399938584374,0.0061092435236682,0.0002961022259402,4.2555773774514865e-07,True,200,200,202,5,17,5
BBOB_F1,10,2,29,206,2,3,True,152,160,11,9,2,0.0083774090189051,0.0082136306023066,0.0001799847791075,0.0001799804256176,0.0042766565729298,0.0040124043917321,0.7403862588173764,0.6373305608157493,0.0019297987094378,0.0019560595278601,13.0,11,22.0,18,2.0,6,18.0,16,390,390,390.0,0.795,0.9995352784663154,1.0,398,0.0003612155844188,0.1836333083089823,0.3037821457425247,0.003818465312392,0.0001859749868671,4.193616097621914e-07,True,200,205,206,4,18,8
BBOB_F1,10,2,30,208,3,3,True,160,163,11,11,3,0.0099548908213683,0.0099548910822945,0.0015148675317516,0.0015148596219159,0.0036402778350257,0.003640281351177,0.7965618031225876,0.7964788466837203,0.0023948033557238,0.0023947949143214,13.0,13,22.0,22,6.0,6,20.0,20,392,392,392.0,0.795,0.999059512123752,1.0,398,0.000334166045958,0.183673200078877,0.2031761197215097,0.0038136197024702,0.0001856817878712,4.170740031457951e-07,True,200,207,208,7,21,3
BBOB_F1,10,2,31,211,2,3,True,162,164,30,27,2,0.0106661856963857,0.0106661848702676,3.988401594243185e-05,3.988720278617908e-05,0.0045970920620803,0.0039650418835448,0.9663771461946232,0.9207339283591368,0.0026714800195166,0.0026382357665077,34.0,31,60.0,54,12.0,6,58.0,52,384,384,384.0,0.815,0.9989951725045698,1.0,398,0.0002947473335118,0.1836831732275293,0.1745938998678173,0.0032859314574409,0.0001599891115112,3.77428428646437e-07,True,200,210,211,6,21,2
BBOB_F1,10,2,32,212,4,3,True,154,164,18,19,6,0.0115566555941371,0.0115566615540094,0.000547563341053,0.0005475656181208,0.0043961270099033,0.0044719264820372,0.90391537405557,1.0000000000005709,0.0029053389908371,0.0031195027657297,23.0,25,36.0,37,10.0,10,34.0,36,384,382,384.0,0.12,0.9327550137439786,1.0,398,0.0045119710464228,0.1834075605093367,0.137602719212049,0.0029866096007278,0.0001438826093141,3.635195964783298e-07,True,200,211,213,4,26,10
BBOB_F1,10,2,33,216,3,3,True,157,157,18,19,3,0.0117261295114406,0.0117261264052002,0.0001936759830426,0.0001937132821869,0.0044268764367089,0.0047596253602614,0.8465629639425893,0.8813909461890536,0.0026512518614298,0.0026626120989503,24.0,25,34.0,36,2.0,4,32.0,34,398,396,398.0,0.755,0.9947527857433968,1.0,398,0.000370096642032,0.1836681596111521,0.1555761302571583,0.0039782784178798,0.0001916132717014,3.5392320988458417e-07,True,200,215,216,7,28,0
BBOB_F1,10,2,34,219,2,3,True,144,155,17,17,3,0.0102187896862442,0.0102187903285757,0.000741711687742,0.0007417151628975,0.0026839154846977,0.0033667009830243,0.8197668661074644,0.8209082675200339,0.0032068173574514,0.0032067957561389,21.0,21,34.0,34,4.0,6,32.0,32,396,396,396.0,0.825,0.9984695210813112,1.0,398,0.0002956587098363,0.1836595474200708,0.3081913858397127,0.0030004918765431,0.0001460913094635,3.294150356352779e-07,True,200,218,219,7,21,11
BBOB_F1,10,2,35,221,4,3,True,161,164,23,21,4,0.0096702747339942,0.0096702536989544,0.0002163703271449,0.000216372860077,0.0043157659165949,0.0040886130343757,0.8458526292900155,0.7943937986703777,0.0030206955844,0.0030206901811444,28.0,26,46.0,42,6.0,4,44.0,40,392,392,392.0,0.795,0.9991601384591488,1.0,398,0.0002901705399256,0.1836660569353537,0.2532738904651523,0.0031226166439184,0.0001520364685913,3.276734041880043e-07,True,200,220,221,4,23,3
BBOB_F1,10,2,36,225,4,3,True,159,167,18,19,4,0.0107396604247538,0.0091609137781547,0.0005195569550539,0.0005195568678133,0.0036074713053245,0.0036251950762232,0.8866985847147788,0.8944461161588001,0.0029865797080582,0.0029745636283359,22.0,23,34.0,38,4.0,4,34.0,36,382,382,382.0,0.76,0.9986786786966796,1.0,398,0.000232215820881,0.1836210787016039,0.1568014800704643,0.0026424950082777,0.0001286485707663,3.244097135787539e-07,True,200,224,225,6,23,8
BBOB_F1,10,2,37,228,4,3,True,149,154,13,15,6,0.0111911947808684,0.011191198358524,0.0011791393598452,0.0011791392874022,0.0049189369213231,0.0044016645288008,0.9671621035119928,0.9509622610906504,0.003049098134285,0.0029225225656998,17.0,18,25.0,29,2.0,4,24.0,28,368,362,368.0,0.215,0.990117935479123,1.0,398,0.0042397062687627,0.1835168815665797,0.229197803588572,0.0021870620950552,0.0001056744297639,2.995588220546009e-07,True,200,227,229,3,24,5
BBOB_F1,10,2,38,232,5,3,True,154,156,18,18,5,0.0119413214105614,0.0119413238356492,3.152670580341965e-05,3.154515550629622e-05,0.0017516293744435,0.0017516316488281,0.9403159784657192,0.941056648494894,0.0026983319340749,0.0026984739184576,21.0,21,36.0,36,2.0,2,34.0,34,390,390,390.0,0.805,0.999531737177626,1.0,398,0.0002148877445411,0.1835913769779063,0.2645489394363391,0.0024954175506002,0.0001213449171153,2.4922469362044527e-08,True,200,231,232,3,20,2
BBOB_F1,10,2,39,237,3,3,True,150,152,11,11,3,0.013723561232087,0.013723566870272,0.0025716182146978,0.0025716278016041,0.0060866104525086,0.0060866025373204,0.907847912339208,0.9074522573328292,0.0029927564448186,0.0029927593824436,15.0,15,22.0,22,6.0,6,20.0,20,390,390,390.0,0.755,0.9960155240109808,1.0,398,0.0002451500841808,0.1835821066910187,0.1646207421988451,0.0028501921887995,0.0001375400324061,2.3591606616578388e-08,True,200,236,237,7,31,2
BBOB_F1,10,2,40,240,6,3,True,139,148,17,16,7,0.0144463712942403,0.0144463651473418,0.0,0.0,0.0045381738212122,0.0044311814762992,0.9398171005663248,0.9366317722704494,0.0022817752999863,0.0022864645931709,21.0,19,34.0,32,8.0,4,30.0,28,384,384,384.0,0.835,0.9982589171811856,1.0,398,0.0002162037298264,0.1835756226843155,0.1973030012667761,0.0025827628304829,0.0001257200450705,1.9909164790007244e-08,True,200,239,240,3,21,9
BBOB_F1,10,2,41,246,3,3,True,141,146,17,17,4,0.0145703070835784,0.0145703103124745,0.0003509891157196,0.000350988116857,0.0042596925271224,0.0042596960940614,0.8727771514653302,0.8747966241843553,0.0020964876022672,0.002289974353481,21.0,20,34.0,34,4.0,4,32.0,32,384,384,384.0,0.83,0.9996189666157218,1.0,398,0.0002312606460887,0.183586946342226,0.1672872528446277,0.0028693916444129,0.0001389560830379,1.7947210605140944e-08,True,200,245,246,2,16,5
BBOB_F1,10,2,42,249,3,3,True,147,156,14,14,4,0.0138487480627159,0.0138487416755528,2.712910002591537e-05,2.7130222311464582e-05,0.0038656833995549,0.0028509485801479,0.9421117735609928,0.9421317028103504,0.0021973300381091,0.0023291108317086,16.0,16,27.0,27,8.0,4,26.0,26,398,398,398.0,0.83,0.9987140221205386,1.0,398,0.0001637843817109,0.1835475178696582,0.1356255576147765,0.0019486460742044,9.46608818250758e-05,1.6583784430148754e-08,True,200,248,249,2,25,9
BBOB_F1,10,2,43,252,4,3,True,138,153,23,18,5,0.0154861322683366,0.0106599049310913,0.0002658678072233,0.0002658681944099,0.0037544531020513,0.0031188838532344,0.899764321873814,0.8879496257215389,0.0026104401484862,0.0026257530067247,26.0,21,47.0,36,10.0,0,44.0,34,386,386,386.0,0.86,0.99890910720324,1.0,398,0.0002008736282596,0.1835649621780404,0.1803979401109064,0.0026175517643141,0.0001274462923318,1.640684636691471e-08,True,200,251,252,4,26,15
BBOB_F1,10,2,44,256,4,3,True,148,153,16,16,4,0.0135598938521031,0.0135598885653784,0.0,0.0,0.0031141432033172,0.0031141306089465,0.943659067351348,0.941641639207323,0.0040654806744495,0.0040655024697934,21.0,21,31.0,31,4.0,4,30.0,30,378,378,378.0,0.87,0.9997829697226572,1.0,398,0.000166229231629,0.1835615435466187,0.0710939640122557,0.0017605847722075,8.544393807377445e-05,1.5703167415221333e-08,True,200,255,256,4,17,5
BBOB_F1,10,2,45,259,3,3,True,137,153,19,17,4,0.0156596856148627,0.0139179184164277,6.724068569177732e-05,0.0002430123295902,0.0048346129109247,0.0044574470120781,0.9999999999996882,1.0000000000009108,0.002470861939006,0.0024889823237399,24.0,23,37.0,32,6.0,8,34.0,30,392,392,392.0,0.15,0.9120771836319824,1.0,398,0.0008541415363481,0.1835034079415761,0.0824725511745357,0.0015467268042765,7.50545988392308e-05,1.557461116793962e-08,True,200,258,260,5,30,16
BBOB_F1,10,2,46,262,2,3,True,144,153,19,20,3,0.0123063807351393,0.012306381222763,0.0,0.0,0.0046616651335083,0.0047528245079075,0.9315155384019312,0.9437772696787198,0.0022263072654926,0.0022669996514664,23.0,24,39.0,41,4.0,6,36.0,38,392,392,392.0,0.83,0.9975070468005368,1.0,398,0.0001286952092815,0.1835394672419388,0.0566141697093187,0.0014055037790147,6.818962847533031e-05,1.4120638853457209e-08,True,200,261,262,10,31,9
BBOB_F1,10,2,47,264,3,3,True,137,158,20,20,5,0.0125395079882764,0.0125395122293317,0.0001482375497794,0.0001482375917104,0.0042173303454148,0.0040132443460188,0.9155921843684444,0.9161233831262608,0.0019687177761803,0.0020939664665536,26.0,26,37.0,38,12.0,12,36.0,36,360,360,360.0,0.865,0.9984935248823534,1.0,398,0.0001046263975647,0.1835222661924702,0.0363986386373481,0.001388031593235,6.75820370045783e-05,1.3167706270878451e-08,True,200,263,264,8,29,21
BBOB_F1,10,2,48,267,3,3,True,141,148,14,13,4,0.0142852485546769,0.0142852438145244,1.363865309054438e-06,1.3641142129324152e-06,0.003293925513201,0.0025891456462595,0.9849050510173072,0.9423702232924884,0.0025047444300626,0.0025468600324875,17.0,17,27.0,25,2.0,0,26.0,24,392,392,392.0,0.875,0.9977075482470764,1.0,398,0.0001244174942681,0.1835297074206948,0.0670770778057128,0.0014667339414611,7.095396037075635e-05,1.2302349276905334e-08,True,200,266,267,5,31,7
BBOB_F1,10,2,49,270,5,3,True,137,148,23,23,4,0.0114412757063155,0.0107538421474504,0.0,0.0,0.0029162410358482,0.0032045769233494,0.986573577168464,0.9897624137361496,0.0020978207708008,0.0020978266189701,27.0,26,46.0,45,8.0,12,42.0,42,394,394,394.0,0.85,0.9982623432844532,1.0,398,0.0001301619903569,0.1835381844456078,0.0314487840658301,0.001493877426538,7.189594696195822e-05,1.2198984995732756e-08,True,200,269,270,6,26,11
BBOB_F1,10,2,50,274,4,3,True,140,145,15,10,3,0.0122453608684492,0.0122453582408064,0.0022808819415001,0.0022808833281688,0.0074098576682354,0.0079276341593367,0.950022876428788,0.970240854237786,0.0017888195555901,0.002464006631555,19.0,14,31.0,21,8.0,8,28.0,18,398,388,398.0,0.11,0.8832056664569173,1.0,398,0.0070329389020544,0.1835034157155466,0.0465452640806146,0.0014641132216004,7.128638454869492e-05,1.1914769129522272e-08,True,200,273,275,8,33,5
BBOB_F1,10,2,51,277,5,3,True,153,153,16,18,4,0.0104248216692594,0.0104248291639501,8.314919871821314e-05,8.316255258528082e-05,0.0051995789279212,0.0048748987355817,0.9478312087441338,0.9982954306344936,0.0014367110192215,0.001771328605797,18.0,20,33.0,37,2.0,8,30.0,34,392,392,392.0,0.185,0.9637112573569796,1.0,398,0.0002087911922261,0.18353688133834,0.0403486809078846,0.0012889557931217,6.24371754858331e-05,1.1779465669571945e-08,True,200,276,278,12,32,0
BBOB_F1,10,2,52,282,3,3,True,140,146,17,16,3,0.0157382009360034,0.0124821346126982,0.0009509062744595,0.0009509080763971,0.0037979527766709,0.0035871490392637,0.9999999999964267,0.9901269609911468,0.0018028841217504,0.0018466360527974,21.0,20,34.0,32,8.0,8,32.0,30,390,390,390.0,0.835,0.9958528667913568,1.0,398,0.0001455017900748,0.1835505304985932,0.0371877678436334,0.0017875324826954,8.673482809011657e-05,1.1631419684753126e-08,True,200,281,282,5,32,6
BBOB_F1,10,2,53,285,5,3,True,137,145,20,19,6,0.0130964120980094,0.0130964170181569,0.0010337456695141,0.0010337586139463,0.0045214307669185,0.0043080090395146,0.920541141972384,0.919515146687161,0.0012359093021876,0.0012950996993105,23.0,22,40.0,38,10.0,10,38.0,36,394,394,394.0,0.875,0.9976837063137036,1.0,398,0.0001442884279595,0.1835553843612445,0.0284959115864715,0.0016385582077411,7.944693993214141e-05,1.1504982761763944e-08,True,200,284,285,7,32,8
BBOB_F1,10,2,54,290,3,3,True,143,154,14,13,2,0.0101730370018452,0.0117174775096311,0.0013588816143972,0.0013588888940767,0.0038437819423171,0.0036169112042183,0.7795811685284812,0.7733621245213695,0.0016564843857281,0.0017128721711156,18.0,17,28.0,25,4.0,8,26.0,24,390,390,390.0,0.915,0.9994966454607556,1.0,398,0.0001109678668361,0.1835357694191055,0.0432495314188859,0.0012890350445626,6.185663701864561e-05,1.1366356223845617e-08,True,200,289,290,4,29,11
BBOB_F1,10,2,55,293,3,3,True,135,146,17,18,4,0.0173165556997157,0.0173165615385377,0.0008742718293682,0.0008742718931108,0.0029029386364623,0.0029270404987006,0.8861251146980473,0.9135897581657096,0.0017170435527386,0.001897888012205,22.0,23,34.0,36,6.0,4,32.0,34,384,384,384.0,0.9,0.9971816267121504,1.0,398,0.0001271973354842,0.1835236657440001,0.0399569153090655,0.0015983263206962,7.695413066182192e-05,1.1294094080806785e-08,True,200,292,293,8,28,11
